Gene.NewLT,mean_CTRL,Total_CTRL,sd_CTRL,se_CTRL,M_CTRL,mean.EXPT,Total_EXPT,sd_EXPT,se_EXPT,M_EXPT,Value,Df,tstat,pval,Sig,Gene
SPT_RS05645,0.52797401,12,0.469530628,0.135541817,NA,0.687410086,12,0.511455974,0.147644622,NA,-0.159436076,22,0.563007453,0.579123034,FALSE,SPT_1140
SPT_RS05650,0.477467615,6,0.530780909,0.216690399,NA,0.342508086,6,0.530666902,0.216643855,NA,0.134959529,10,-0.311444405,0.761858672,FALSE,SPT_1141
SPT_RS05655,0.231622451,13,0.441080235,0.122333647,NA,0.417195034,13,0.475245123,0.131809281,NA,-0.185572583,24,0.730189838,0.472342112,FALSE,SPT_1142
SPT_RS05660,0.504768113,3,0.437664073,0.25268547,NA,0.568862243,3,0.497209007,0.287063754,NA,-0.06409413,4,0.11874798,0.911199687,FALSE,SPT_1143
SPT_RS05665,0.350949582,24,0.468698948,0.095672772,NA,0.509731604,24,0.523586373,0.106876621,NA,-0.158782022,46,0.783917538,0.437106588,FALSE,SPT_1144
SPT_RS05670,0.703392725,12,0.43731648,0.126242394,NA,0.786542189,12,0.389327659,0.112389214,NA,-0.083149464,22,0.348442794,0.730820032,FALSE,SPT_1145
SPT_RS05690,0.796065299,4,0.532070726,0.266035363,NA,0.96835626,4,0.155201462,0.077600731,NA,-0.172290962,6,0.501376208,0.633967166,FALSE,SPT_1149
SPT_RS05695,0.325528497,15,0.478622475,0.123579792,NA,0.635728138,15,0.47255454,0.122013058,NA,-0.310199641,28,1.263064628,0.216982976,FALSE,SPT_1150
SPT_RS05705,1.09609529,1,NA,NA,NA,0.937290884,1,NA,NA,NA,0.158804406,0,NA,NA,FALSE,SPT_1152
SPT_RS05710,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_1153
SPT_RS05715,0.488815747,2,0.691289858,0.488815747,NA,0.519248284,2,0.734327966,0.519248284,NA,-0.030432538,2,0.030189092,0.97865795,FALSE,SPT_1154
SPT_RS05720,0,21,0,0,NA,0.066768149,21,0.210968935,0.046037196,NA,-0.066768149,40,1.450308779,0.154769206,FALSE,SPT_1156
SPT_RS05725,0.595175211,34,0.506874307,0.086928226,NA,0.555576402,34,0.502726302,0.08621685,NA,0.039598809,66,-0.228703062,0.819806881,FALSE,SPT_1157
SPT_RS05730,0.567424757,33,0.499266462,0.086911135,NA,0.752854022,33,0.476474443,0.082943554,NA,-0.185429265,64,1.091693526,0.279060587,FALSE,SPT_1158
SPT_RS05735,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_1159
SPT_RS05740,0.603489184,35,0.502295947,0.084903511,NA,0.63609955,35,0.497959631,0.08417054,NA,-0.032610367,68,0.192876236,0.847630806,FALSE,SPT_1160
SPT_RS05745,0.682317481,33,0.467421698,0.081367674,NA,0.685253165,33,0.497512262,0.086605768,NA,-0.002935684,64,0.017477071,0.986110396,FALSE,SPT_1161
SPT_RS05750,0.623522042,52,0.508795944,0.070557303,NA,0.653313358,52,0.484541064,0.067193756,NA,-0.029791315,102,0.216269231,0.829209822,FALSE,SPT_1162
SPT_RS05755,0,2,0,0,NA,0,2,0,0,NA,0,2,NA,NA,FALSE,SPT_1163
SPT_RS05760,0.6279257,73,0.504119067,0.059002674,NA,0.689238891,73,0.490117749,0.057363944,NA,-0.061313191,144,0.526896732,0.599076039,FALSE,SPT_1164
SPT_RS05770,0.559658478,24,0.528708758,0.107922223,NA,0.764487753,24,0.455769091,0.093033476,NA,-0.204829276,46,1.019275773,0.313403094,FALSE,SPT_1165
SPT_RS05775,0.540068013,57,0.4922317,0.065197681,NA,0.628955179,57,0.490350546,0.064948516,NA,-0.088887166,112,0.682979356,0.496030227,FALSE,SPT_1166
SPT_RS05780,0.636853433,33,0.496811208,0.086483731,NA,0.64542125,33,0.496545315,0.086437445,NA,-0.008567817,64,0.049547529,0.960637268,FALSE,SPT_1167
SPT_RS05785,0.616279483,43,0.509358265,0.077676407,NA,0.657075685,43,0.491249417,0.074914834,NA,-0.040796202,84,0.267356116,0.789850317,FALSE,SPT_1168
SPT_RS05790,0.386705071,37,0.506481203,0.083264997,NA,0.571688099,37,0.510237742,0.083882568,NA,-0.184983028,72,1.106704892,0.27210545,FALSE,SPT_1169
SPT_RS05805,0.682904871,33,0.499999336,0.087038712,NA,0.718721511,33,0.48914793,0.085149725,NA,-0.035816639,64,0.208008388,0.835882943,FALSE,SPT_1172
SPT_RS05810,0.719450384,21,0.475778274,0.103823331,NA,0.807786816,21,0.415182288,0.090600203,NA,-0.088336432,40,0.454350513,0.652032606,FALSE,SPT_1171
SPT_RS05815,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_1173
SPT_RS05835,0.170877727,11,0.383788205,0.115716498,NA,0.187791874,11,0.422676512,0.127441763,NA,-0.016914147,20,0.069560241,0.945234492,FALSE,SPT_1178
SPT_RS05840,0.104281392,17,0.294486967,0.071423581,NA,0.115920957,17,0.328326064,0.079630767,NA,-0.011639564,32,0.077055475,0.939059195,FALSE,SPT_1179
SPT_RS05845,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_1180
SPT_RS05850,0.60448106,189,0.492773572,0.035844003,NA,0.656676469,189,0.486207125,0.035366364,NA,-0.052195409,376,0.732974858,0.46403047,FALSE,SPT_1181
SPT_RS05850,0.60448106,189,0.492773572,0.035844003,NA,0.656676469,189,0.486207125,0.035366364,NA,-0.052195409,376,0.732974858,0.46403047,FALSE,SPT_1181
SPT_RS05855,0,2,0,0,NA,0,2,0,0,NA,0,2,NA,NA,FALSE,SPT_1182
SPT_RS05860,0.731550382,20,0.504922872,0.112904186,NA,0.684508548,20,0.525640302,0.117536745,NA,0.047041834,38,-0.204138362,0.839334767,FALSE,SPT_1183
SPT_RS05865,0.783879639,47,0.456983448,0.066657887,NA,0.805878515,47,0.457592379,0.066746708,NA,-0.021998876,92,0.164903438,0.869381779,FALSE,SPT_1184
SPT_RS05870,0.177757184,11,0.395808194,0.119340661,NA,0.26147722,11,0.366582,0.110528632,NA,-0.083720036,20,0.364207133,0.7195255,FALSE,SPT_1185
SPT_RS05875,0.521039038,23,0.51347933,0.107067842,NA,0.601346441,23,0.502438644,0.104765699,NA,-0.080307403,44,0.379106174,0.706432416,FALSE,SPT_1186
SPT_RS05880,0.662380082,31,0.471649245,0.084710705,NA,0.784168949,31,0.480057242,0.086220826,NA,-0.121788867,60,0.712500884,0.478916365,FALSE,SPT_1187
SPT_RS05885,0.662517789,27,0.525297608,0.101093572,NA,0.66629268,27,0.521653138,0.100392193,NA,-0.003774891,52,0.018735275,0.985123992,FALSE,SPT_1188
SPT_RS05890,0.705819764,28,0.475857098,0.089928539,NA,0.718923668,28,0.475213513,0.089806913,NA,-0.013103904,54,0.072906619,0.942149809,FALSE,SPT_1189
SPT_RS05895,0.687816357,23,0.494514422,0.103113385,NA,0.864254485,23,0.377748479,0.078766003,NA,-0.176438128,44,0.970083144,0.337307703,FALSE,SPT_1190
SPT_RS05900,0.660332213,49,0.502368587,0.071766941,NA,0.721275069,49,0.457284367,0.065326338,NA,-0.060942856,96,0.444535696,0.657655895,FALSE,SPT_1191
SPT_RS05910,0.577707645,33,0.457590717,0.079656319,NA,0.676894387,33,0.458114252,0.079747455,NA,-0.099186742,64,0.622235844,0.535997424,FALSE,SPT_1192
SPT_RS05915,0.783876857,6,0.38971756,0.159101528,NA,0.832613735,6,0.409439423,0.167152945,NA,-0.048736878,10,0.149383019,0.884221173,FALSE,SPT_1193
SPT_RS05920,0.57527951,10,0.499743592,0.1580328,NA,0.606363181,10,0.522560803,0.165248235,NA,-0.031083671,18,0.096150619,0.924463373,FALSE,SPT_1194
SPT_RS05930,0.616602682,23,0.509431067,0.10622372,NA,0.613932929,23,0.506030162,0.105514583,NA,0.002669752,44,-0.012608735,0.98999695,FALSE,SPT_1196
SPT_RS05935,0.513431482,21,0.50677675,0.110587753,NA,0.529048701,21,0.520503407,0.113583155,NA,-0.015617218,40,0.06966657,0.944806177,FALSE,SPT_1197
SPT_RS05940,0.502470055,35,0.506266573,0.08557467,NA,0.648611087,35,0.509517406,0.086124161,NA,-0.146141032,68,0.85114751,0.397674812,FALSE,SPT_1198
SPT_RS05945,0.563948004,22,0.536100684,0.11429705,NA,0.668603101,22,0.527736333,0.112513764,NA,-0.104655097,42,0.461420224,0.646878049,FALSE,SPT_1199
SPT_RS05950,0.726806012,57,0.466998169,0.061855419,NA,0.692223295,57,0.477620369,0.063262363,NA,0.034582716,112,-0.276401291,0.782749274,FALSE,SPT_1200
SPT_RS05955,0.4754751,13,0.535833833,0.148613566,NA,0.471810749,13,0.532728613,0.147752333,NA,0.003664351,24,-0.012364281,0.990237191,FALSE,SPT_1201
SPT_RS05960,0.508802683,20,0.526642015,0.117760734,NA,0.592893253,20,0.498654268,0.111502484,NA,-0.08409057,38,0.366786136,0.715813138,FALSE,SPT_1202
SPT_RS05965,0.682450189,7,0.475635414,0.179773289,NA,0.897080338,7,0.398069365,0.150456078,NA,-0.214630149,12,0.649942648,0.527975691,FALSE,SPT_1203
SPT_RS05970,0.492382622,4,0.569787856,0.284893928,NA,0.52149067,4,0.602891779,0.301445889,NA,-0.029108048,6,0.049643649,0.962017697,FALSE,SPT_1204
SPT_RS05995,0,32,0,0,NA,0.082449692,32,0.22617695,0.039982814,NA,-0.082449692,62,2.062128294,0.043392697,FALSE,SPT_1210
SPT_RS06000,0.610823214,5,0.55772947,0.249424202,NA,0.957092599,5,0.189550632,0.08476962,NA,-0.346269386,8,1.036133415,0.330441343,FALSE,SPT_1211
SPT_RS06005,0.363408123,5,0.505700704,0.22615623,NA,0.626771016,5,0.352248175,0.157530173,NA,-0.263362893,8,0.686401423,0.511860098,FALSE,SPT_1212
SPT_RS06010,0.387502752,8,0.383526622,0.135597138,NA,0.48659592,8,0.429718045,0.151928272,NA,-0.099093168,14,0.34464143,0.735486435,FALSE,SPT_1213
SPT_RS06015,0.345438384,4,0.409453606,0.204726803,NA,0.743784034,4,0.507088742,0.253544371,NA,-0.39834565,6,0.869235669,0.418128263,FALSE,SPT_1214
SPT_RS06020,0.615837457,4,0.414273178,0.207136589,NA,0.717972156,4,0.480156056,0.240078028,NA,-0.102134698,6,0.228379607,0.826935645,FALSE,SPT_1215
SPT_RS06025,0,3,0,0,NA,0,3,0,0,NA,0,4,NA,NA,FALSE,SPT_1216
SPT_RS06030,0.633055013,16,0.512258275,0.128064569,NA,0.527292195,16,0.544833652,0.136208413,NA,0.105762818,30,-0.400202915,0.69184267,FALSE,SPT_1217
SPT_RS06035,0.555571617,17,0.483252611,0.117205974,NA,0.653988517,17,0.499476496,0.121140844,NA,-0.098416899,32,0.412914677,0.682422874,FALSE,SPT_1218
SPT_RS06040,0.628137565,9,0.483778369,0.161259456,NA,0.823147942,9,0.471222653,0.157074218,NA,-0.195010378,16,0.61259739,0.54875118,FALSE,SPT_1219
SPT_RS06045,0.581076045,19,0.510663268,0.117154188,NA,0.688305677,19,0.482078984,0.110596504,NA,-0.107229632,36,0.470820225,0.640609564,FALSE,SPT_1220
SPT_RS06060,0.425417321,13,0.491441151,0.136301252,NA,0.555529319,13,0.536151958,0.148701798,NA,-0.130111998,24,0.456528441,0.652114852,FALSE,SPT_1222
SPT_RS06065,0.570118061,18,0.470066378,0.110795708,NA,0.699392008,18,0.453513902,0.106894252,NA,-0.129273947,34,0.593844323,0.556546935,FALSE,SPT_1223
SPT_RS06070,0.577366692,69,0.50594049,0.060908077,NA,0.695282026,69,0.469947767,0.056575063,NA,-0.117915334,136,1.003678772,0.317315907,FALSE,SPT_1224
SPT_RS06075,0.668351427,24,0.498046961,0.10166341,NA,0.82062538,24,0.379683187,0.077502506,NA,-0.152273953,46,0.849904693,0.399780094,FALSE,SPT_1225
SPT_RS06080,0.378045627,9,0.448649193,0.149549731,NA,0.640568975,9,0.489027195,0.163009065,NA,-0.262523349,16,0.839916688,0.413330174,FALSE,SPT_1226
SPT_RS06085,0.661276518,9,0.42062294,0.140207647,NA,0.696927007,9,0.421596329,0.14053211,NA,-0.035650488,16,0.126987673,0.900532368,FALSE,SPT_1227
SPT_RS06090,0.585106202,40,0.381435107,0.060310186,NA,0.528181782,40,0.379360369,0.059982141,NA,0.05692442,78,-0.473217378,0.637379781,FALSE,SPT_1228
SPT_RS06095,0.472398239,2,0.668071996,0.472398239,NA,0,2,0,0,NA,0.472398239,2,-1,0.422649731,FALSE,SPT_1229
SPT_RS06100,0.550089239,7,0.523280392,0.197781398,NA,0.453120559,7,0.565792259,0.213849373,NA,0.09696868,12,-0.235571991,0.817737163,FALSE,SPT_1230
SPT_RS06105,0.474834503,15,0.535409198,0.13824206,NA,0.481736819,15,0.534401101,0.137981771,NA,-0.006902317,28,0.024988129,0.980241672,FALSE,SPT_1231
SPT_RS06110,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_1232
SPT_RS06115,0.627545288,18,0.473629467,0.111635536,NA,0.705699925,18,0.461915622,0.108874556,NA,-0.078154637,34,0.354426578,0.725208088,FALSE,SPT_1233
SPT_RS06120,0.444338098,8,0.403512706,0.142663285,NA,0.507667684,8,0.426748891,0.150878517,NA,-0.063329586,14,0.21574299,0.832299674,FALSE,SPT_1234
SPT_RS06125,0.586160246,5,0.542370447,0.242555437,NA,0.633675868,5,0.578471818,0.258700461,NA,-0.047515622,8,0.094793142,0.92681046,FALSE,SPT_1235
SPT_RS06130,0,5,0,0,NA,0,5,0,0,NA,0,8,NA,NA,FALSE,SPT_1236
SPT_RS06135,0.448711478,35,0.502714591,0.084974275,NA,0.559576653,35,0.467809543,0.079074245,NA,-0.110865174,68,0.67580722,0.50145499,FALSE,SPT_1237
SPT_RS06140,0.600320959,81,0.494073935,0.054897104,NA,0.659526797,81,0.487970439,0.054218938,NA,-0.059205838,160,0.542595182,0.588163542,FALSE,SPT_1238
SPT_RS06145,0.552879679,28,0.425860082,0.080479991,NA,0.672260929,28,0.440868227,0.083316264,NA,-0.11938125,54,0.728839926,0.469248885,FALSE,SPT_1239
SPT_RS06150,0.778427332,15,0.417174307,0.107713943,NA,0.818409193,15,0.448156783,0.115713584,NA,-0.039981861,28,0.178947784,0.859267285,FALSE,SPT_1240
SPT_RS06155,0.809544042,15,0.432029597,0.111549562,NA,0.784488894,15,0.496652514,0.128235128,NA,0.025055147,28,-0.104490188,0.917525257,FALSE,SPT_1241
SPT_RS06165,0.952548961,1,NA,NA,NA,0.816905994,1,NA,NA,NA,0.135642967,0,NA,NA,FALSE,SPT_1243
SPT_RS06170,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_1244
SPT_RS06175,0.517018171,45,0.512963819,0.076468131,NA,0.626210492,45,0.498023553,0.074240968,NA,-0.109192322,88,0.724523749,0.470666223,FALSE,SPT_1245
SPT_RS06180,0.456325314,18,0.529349461,0.124768864,NA,0.589245761,18,0.495180581,0.116715182,NA,-0.132920447,34,0.550431588,0.585621941,FALSE,SPT_1246
SPT_RS06190,0.666386809,53,0.489431396,0.067228573,NA,0.731507438,53,0.447408722,0.061456314,NA,-0.065120629,104,0.506047214,0.613894515,FALSE,SPT_1247
SPT_RS06195,0.933078338,11,0.316942433,0.095561739,NA,0.914726717,11,0.308781039,0.093100986,NA,0.018351621,20,-0.097272107,0.923478509,FALSE,SPT_1248
SPT_RS06200,0.625115862,23,0.477834363,0.099635352,NA,0.702936853,23,0.445484288,0.092889895,NA,-0.077820991,44,0.404211873,0.688015038,FALSE,SPT_1249
SPT_RS06220,0.47888204,11,0.555813509,0.167584078,NA,0.63069716,11,0.50150388,0.151209109,NA,-0.15181512,20,0.476218206,0.639079987,FALSE,SPT_1253
SPT_RS06225,0.668403154,29,0.499661912,0.092784888,NA,0.704454479,29,0.483160045,0.089720568,NA,-0.036051325,56,0.197535602,0.844123692,FALSE,SPT_1254
SPT_RS06230,0.618915811,11,0.496458274,0.149687802,NA,0.65372572,11,0.520067696,0.15680631,NA,-0.034809909,20,0.113574478,0.910707476,FALSE,SPT_1255
SPT_RS06235,0.498069931,4,0.578568161,0.289284081,NA,0.698468262,4,0.477672229,0.238836115,NA,-0.200398331,6,0.379455913,0.717416297,FALSE,SPT_1257
SPT_RS06240,0.79409619,17,0.387282349,0.093929766,NA,0.819391409,17,0.406566876,0.098606951,NA,-0.025295219,32,0.131378676,0.896298291,FALSE,SPT_1258
SPT_RS06245,0,3,0,0,NA,0,3,0,0,NA,0,4,NA,NA,FALSE,SPT_1259
SPT_RS06250,0.531481273,3,0.475837122,0.27472469,NA,0.546937649,3,0.473969096,0.273646185,NA,-0.015456376,4,0.02818599,0.978864005,FALSE,SPT_1260
SPT_RS06255,0.698106464,23,0.430767093,0.089821148,NA,0.742137018,23,0.452617491,0.094377271,NA,-0.044030554,44,0.23903872,0.812185495,FALSE,SPT_1261
SPT_RS06260,0.827023159,12,0.413902932,0.119483484,NA,0.843349058,12,0.398998193,0.115180857,NA,-0.016325899,22,0.069571281,0.945163406,FALSE,SPT_1262
SPT_RS06265,0.368550723,3,0.319507531,0.184467759,NA,0.647339816,3,0.561151661,0.323981063,NA,-0.278789094,4,0.54831299,0.612641601,FALSE,SPT_1263
SPT_RS06270,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_1264
SPT_RS06280,0.548958791,11,0.528418262,0.159324101,NA,0.645313791,11,0.514015663,0.154981554,NA,-0.096355,20,0.30656464,0.762343536,FALSE,SPT_1266
SPT_RS06285,0.682867061,29,0.470233505,0.08732017,NA,0.718137677,29,0.456982967,0.084859607,NA,-0.035270615,56,0.204847608,0.838433939,FALSE,SPT_1267
SPT_RS06290,0.576491194,18,0.546139793,0.128726384,NA,0.578813653,18,0.535194459,0.126146544,NA,-0.002322459,34,0.009112225,0.992782855,FALSE,SPT_1268
SPT_RS06295,0.584151546,65,0.501560316,0.062210901,NA,0.59968508,65,0.495876907,0.061505961,NA,-0.015533534,128,0.125557126,0.900279495,FALSE,SPT_1269
SPT_RS06300,0.666392276,26,0.424901976,0.083330133,NA,0.704979374,26,0.395955831,0.077653327,NA,-0.038587099,50,0.239696045,0.811545835,FALSE,SPT_1270
SPT_RS06305,0.559386461,12,0.495248738,0.142965996,NA,0.663558893,12,0.492074317,0.14204962,NA,-0.104172432,22,0.36549728,0.718230903,FALSE,SPT_1271
SPT_RS06310,0.734263774,24,0.399720886,0.081592684,NA,0.791747522,24,0.368066436,0.075131247,NA,-0.057483748,46,0.366783473,0.715462396,FALSE,SPT_1272
SPT_RS06315,1.018429597,4,0.21246105,0.106230525,NA,0.804201273,4,0.537230914,0.268615457,NA,0.214228324,6,-0.571510259,0.588406813,FALSE,SPT_1273
SPT_RS06320,0.733554951,34,0.486290671,0.083398162,NA,0.673098285,34,0.478137259,0.081999863,NA,0.060456666,66,-0.365522296,0.715890446,FALSE,SPT_1274
SPT_RS06325,0.476962289,10,0.50536675,0.159810998,NA,0.497745682,10,0.52614155,0.166380567,NA,-0.020783392,18,0.063715296,0.949899169,FALSE,SPT_1275
SPT_RS06330,0.627884081,19,0.506957896,0.116304118,NA,0.59496273,19,0.526050839,0.120684339,NA,0.032921352,36,-0.138915422,0.89029119,FALSE,SPT_1276
SPT_RS06335,0.734456484,35,0.520981381,0.088061926,NA,0.758878571,35,0.462123756,0.078113172,NA,-0.024422087,68,0.146965987,0.883593731,FALSE,SPT_1277
SPT_RS06340,0.46186237,31,0.525181014,0.094325295,NA,0.55261466,31,0.512423676,0.092034009,NA,-0.09075229,60,0.486974829,0.62805051,FALSE,SPT_1278
SPT_RS06345,0.641436245,54,0.480490504,0.065386476,NA,0.617108853,54,0.483499174,0.065795904,NA,0.024327392,106,-0.1854471,0.853232757,FALSE,SPT_1279
SPT_RS06350,0.667940425,28,0.517695501,0.097835254,NA,0.734339923,28,0.484642842,0.091588888,NA,-0.066399498,54,0.35053345,0.727302139,FALSE,SPT_1280
SPT_RS06355,0.612799089,8,0.525748615,0.185880206,NA,0.580046608,8,0.504272877,0.178287385,NA,0.032752481,14,-0.089937934,0.929610573,FALSE,SPT_1281
SPT_RS06360,0.64961038,14,0.507293153,0.135579798,NA,0.652780221,14,0.513812452,0.137322154,NA,-0.003169842,26,0.011615314,0.990821198,FALSE,SPT_1283
SPT_RS06370,0.597419365,47,0.500010681,0.072934054,NA,0.608839582,47,0.489152385,0.071350208,NA,-0.011420217,92,0.079150816,0.937084574,FALSE,SPT_1284
SPT_RS06385,0.606659355,80,0.497153259,0.055583424,NA,0.611766304,80,0.506680833,0.056648639,NA,-0.005106948,158,0.045503469,0.963763471,FALSE,SPT_1288
SPT_RS06390,0.636171093,24,0.507409864,0.103574605,NA,0.729674699,24,0.482296959,0.098448454,NA,-0.093503606,46,0.462836302,0.64566387,FALSE,SPT_1289
SPT_RS06395,0.863173402,7,0.383230495,0.144847512,NA,0.88145961,7,0.389365558,0.147166348,NA,-0.018286208,12,0.062621029,0.951099255,FALSE,SPT_1290
SPT_RS06405,0.66095031,15,0.490184804,0.126565172,NA,0.66824168,15,0.48983324,0.126474399,NA,-0.007291369,28,0.028815135,0.977216436,FALSE,SPT_1291
SPT_RS06410,0.499530769,4,0.577596172,0.288798086,NA,0.49641266,4,0.573416489,0.286708244,NA,0.003118109,6,-0.005418026,0.995852711,FALSE,SPT_1292
SPT_RS06415,0.644661989,43,0.510242811,0.077811299,NA,0.680428048,43,0.480932031,0.073341447,NA,-0.035766059,84,0.236621958,0.813526153,FALSE,SPT_1293
SPT_RS06420,0.343268113,3,0.594557812,0.343268113,NA,0.333764915,3,0.57809779,0.333764915,NA,0.009503198,4,-0.014036535,0.989473031,FALSE,SPT_1294
SPT_RS06425,0.578555979,22,0.547218412,0.116667357,NA,0.713950006,22,0.453719102,0.096733237,NA,-0.135394027,42,0.634459466,0.529221981,FALSE,SPT_1295
SPT_RS06430,0.588592934,37,0.474641778,0.078030628,NA,0.711090315,37,0.451735294,0.074264825,NA,-0.122497382,72,0.804340377,0.423848328,FALSE,SPT_1296
SPT_RS06435,0.577503936,35,0.519180412,0.087757507,NA,0.54644893,35,0.510464251,0.086284207,NA,0.031055006,68,-0.178434271,0.858912474,FALSE,SPT_1297
SPT_RS06440,0.787383452,9,0.457436442,0.152478814,NA,0.775436851,9,0.447360842,0.149120281,NA,0.011946601,16,-0.039610865,0.968893419,FALSE,SPT_1298
SPT_RS06455,0.543229637,25,0.537022992,0.107404598,NA,0.646536103,25,0.47015577,0.094031154,NA,-0.103306466,48,0.512850697,0.610408013,FALSE,SPT_1300
SPT_RS06470,0,4,0,0,NA,0.229832443,4,0.459664886,0.229832443,NA,-0.229832443,6,1,0.355917684,FALSE,SPT_1302
SPT_RS06475,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_1303
SPT_RS06480,0.084833687,8,0.239945902,0.084833687,NA,0.312696231,8,0.466089294,0.16478745,NA,-0.227862543,14,0.912833526,0.376782129,FALSE,SPT_1304
SPT_RS06485,0.581109111,106,0.509872585,0.049523203,NA,0.654740765,106,0.457941957,0.044479255,NA,-0.073631654,210,0.783294984,0.434336397,FALSE,SPT_1305
SPT_RS06490,0.246176547,12,0.445522749,0.12861134,NA,0.472746725,12,0.498109488,0.143791823,NA,-0.226570178,22,0.831745769,0.414489669,FALSE,SPT_1306
SPT_RS06500,0.632944318,120,0.498024311,0.045463192,NA,0.673768423,120,0.47469466,0.043333496,NA,-0.040824105,238,0.459748065,0.646116754,FALSE,SPT_1308
SPT_RS06505,0.707275113,50,0.473896185,0.067019041,NA,0.717757514,50,0.458047006,0.064777629,NA,-0.010482401,98,0.079534643,0.936769563,FALSE,SPT_1309
SPT_RS06515,0.759810124,11,0.495115412,0.149282913,NA,0.649820111,11,0.517361195,0.15599027,NA,0.109990013,20,-0.360300278,0.722399706,FALSE,SPT_1311
SPT_RS06520,0.19875089,5,0.444420501,0.19875089,NA,0.597780307,5,0.552110765,0.24691144,NA,-0.399029417,8,0.895362676,0.396732878,FALSE,SPT_1312
SPT_RS06525,0.507813586,45,0.537316946,0.080098481,NA,0.623634463,45,0.501068569,0.074694892,NA,-0.115820877,88,0.748228911,0.456317147,FALSE,SPT_1313
SPT_RS06530,0.672695289,59,0.476482614,0.062032753,NA,0.722931632,59,0.471930349,0.061440098,NA,-0.050236342,116,0.406861444,0.68485949,FALSE,SPT_1314
SPT_RS06535,0.573454577,53,0.513424765,0.070524315,NA,0.684567175,53,0.480658153,0.066023475,NA,-0.111112598,104,0.81372681,0.417660632,FALSE,SPT_1316
SPT_RS06540,0.261992718,4,0.523985436,0.261992718,NA,0.510527586,4,0.589598465,0.294799233,NA,-0.248534868,6,0.446369363,0.67098841,FALSE,SPT_1317
SPT_RS06545,0.843440736,8,0.358425789,0.126722653,NA,0.878137091,8,0.356357633,0.125991449,NA,-0.034696355,14,0.13729489,0.892752685,FALSE,SPT_1318
SPT_RS06550,0.538259864,29,0.534436905,0.099242442,NA,0.551891006,29,0.510070206,0.094717659,NA,-0.013631142,56,0.070278072,0.944222706,FALSE,SPT_1319
SPT_RS06555,0.59949182,37,0.509860553,0.083820559,NA,0.660513628,37,0.500737437,0.082320727,NA,-0.061021808,72,0.367288646,0.714481097,FALSE,SPT_1320
SPT_RS06560,0.637922574,27,0.501200125,0.096456009,NA,0.67882792,27,0.490609723,0.094417885,NA,-0.040905345,52,0.214305605,0.831146921,FALSE,SPT_1321
SPT_RS06565,0.614083581,18,0.508637897,0.119887102,NA,0.509495582,18,0.524805001,0.123697725,NA,0.104587999,34,-0.429369926,0.670362781,FALSE,SPT_1322
SPT_RS06570,0.089834434,7,0.23767957,0.089834434,NA,0,7,0,0,NA,0.089834434,12,-1,0.337049058,FALSE,SPT_1323
SPT_RS06575,0.522243431,38,0.508499838,0.082489566,NA,0.549574317,38,0.504875754,0.081901662,NA,-0.027330886,74,0.166255134,0.868409593,FALSE,SPT_1324
SPT_RS06580,0.756254392,16,0.402144125,0.100536031,NA,0.820932645,16,0.413168854,0.103292213,NA,-0.064678253,30,0.317317421,0.753200734,FALSE,SPT_1325
SPT_RS06585,0.622924403,15,0.533516406,0.137753344,NA,0.588704391,15,0.500437576,0.129212427,NA,0.034220011,28,-0.12818127,0.898921756,FALSE,SPT_1326
SPT_RS06595,0.07645414,40,0.22271399,0.035214174,NA,0.258431198,40,0.336682244,0.053234137,NA,-0.181977058,78,2.057439611,0.042985691,TRUE,SPT_1328
SPT_RS06600,0.583621894,24,0.467401839,0.095408001,NA,0.573948912,24,0.458463101,0.093583389,NA,0.009672982,46,-0.05118213,0.959402003,FALSE,SPT_1329
SPT_RS06610,0,4,0,0,NA,0.163602189,4,0.327204378,0.163602189,NA,-0.163602189,6,1,0.355917684,FALSE,SPT_1330
SPT_RS06620,0,5,0,0,NA,0,5,0,0,NA,0,8,NA,NA,FALSE,SPT_1332
SPT_RS06625,0.271715579,7,0.464048351,0.17539379,NA,0.238970789,7,0.408156726,0.154268742,NA,0.03274479,12,-0.099328212,0.922517725,FALSE,SPT_1333
SPT_RS06630,0.287405888,7,0.490917093,0.18554922,NA,0.567463879,7,0.533483084,0.201637653,NA,-0.28005799,12,0.723314786,0.483347864,FALSE,SPT_1334
SPT_RS06640,0.493314945,7,0.465553777,0.175962788,NA,0.578756066,7,0.545348156,0.206122228,NA,-0.085441122,12,0.22361809,0.826816127,FALSE,SPT_1336
SPT_RS06645,0,5,0,0,NA,0.199119538,5,0.445244822,0.199119538,NA,-0.199119538,8,1,0.346593507,FALSE,SPT_1337
SPT_RS06660,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_1340
