,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC90MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC90MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC90MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF90MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF90MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF90MIN.C
16,SP_0051,634.5998149,-3.857406355,0.179520114,21.4873212,2.05E-102,2.83E-100,1182.212999,1071.74195,1320.810686,101.7625967,61.90592592,69.16473128
17,SP_0054,1100.714551,-3.559558524,0.168074455,21.17846242,1.51E-99,1.97E-97,2302.935054,1791.713546,2011.916691,204.522866,122.4947045,170.7044432
18,SP_1540,9408.428621,-2.501691925,0.11932373,20.96558593,1.35E-97,1.66E-95,17681.62194,14193.29897,16186.07104,2628.867082,2816.061056,2944.651645
19,SP_0501,1024.515068,-2.757930066,0.134436255,20.51477909,1.59E-93,1.85E-91,1900.268546,1643.088704,1825.66601,280.3459772,260.7951773,236.9259944
20,SP_0288,924.0976903,-2.997912416,0.146793714,20.42262122,1.05E-92,1.17E-90,1496.610248,1701.343667,1741.068632,211.5065736,165.9605673,228.0964542
21,SP_1177,5185.958532,-2.631167455,0.130380837,20.18063025,1.45E-90,1.53E-88,8164.410579,8899.565907,9786.006447,1637.1806,1377.736138,1250.851523
22,SP_0730,33531.52421,-2.501917206,0.125609766,19.91817429,2.83E-88,2.85E-86,65834.98229,50818.49303,54681.28951,10536.41945,10199.98916,9117.971809
23,SP_0502,8240.62039,-2.524072822,0.128928243,19.57734601,2.41E-85,2.32E-83,16629.33335,12827.29477,12751.69036,2471.234824,2467.017005,2297.152033
24,SP_1587,1945.607871,-3.298975748,0.175460807,18.80178143,7.30E-79,6.74E-77,3727.144674,3249.581341,3647.920836,264.383217,298.9924507,485.624709
25,SP_1073,6757.086206,2.034727287,0.108625405,-18.73159677,2.74E-78,2.42E-76,2869.246818,2492.26682,2544.061492,10853.67931,11087.74648,10695.51632
26,SP_1539,17635.92901,-2.272337298,0.121830843,18.65157654,1.23E-77,1.04E-75,25586.18369,29226.06689,33022.9961,6123.713908,6224.838423,5631.775034
27,SP_0053,403.1684237,-3.359083945,0.181229376,18.53498601,1.08E-76,8.85E-75,801.3658586,666.1977835,746.3671956,79.81380135,73.76025216,51.50565096
28,SP_2012,47722.10936,-2.42398015,0.132985442,18.22740981,3.13E-74,2.47E-72,93721.12566,74564.11224,73609.27075,16428.67333,15041.82285,12967.65132
29,SP_0955,350.0956786,3.028284494,0.16858628,-17.962817,3.81E-72,2.91E-70,84.30210146,65.72354815,74.36382479,602.5942002,571.6419542,701.948443
30,SP_0905,1163.350937,-2.196352342,0.123066531,17.84686975,3.06E-71,2.26E-69,1949.858017,1913.451481,1880.244964,440.9712524,418.8528605,376.727047
31,SP_0049,405.8823468,-4.42963347,0.250475869,17.68487114,5.48E-70,3.92E-68,527.6319762,775.2391248,1033.588941,33.92086557,23.70865248,41.20452076
32,SP_1623,3420.990929,-2.060837832,0.118488219,17.39276572,9.36E-68,6.48E-66,5802.959949,5691.808642,5096.309827,1441.636787,1239.435666,1253.794703
33,SP_1074,3433.57433,2.242757205,0.129006178,-17.38488217,1.07E-67,7.21E-66,1375.611938,1152.402668,1032.224467,5490.19186,6082.586508,5468.428541
34,SP_0055,258.6306133,-3.624246617,0.212686341,17.04033551,4.12E-65,2.69E-63,487.960399,442.8870915,508.9487458,27.93483047,48.73445232,35.31816066
35,SP_1894,819.7358871,2.192243355,0.129688742,-16.9038833,4.21E-64,2.67E-62,327.2905115,274.0970701,274.9414806,1351.84626,1379.053286,1311.186714
36,SP_0313,595.022664,2.527346523,0.150080974,-16.83988615,1.24E-63,7.66E-62,170.5877818,171.7774554,177.3816004,1162.288482,1028.692088,859.4085759
37,SP_1072,8470.855947,1.910456749,0.114905455,-16.62633638,4.49E-62,2.69E-60,3932.445086,3266.012228,3413.913571,13865.65264,13694.3811,12652.73105
38,SP_2022,783.8569975,2.264514395,0.13840261,-16.36178967,3.58E-60,2.09E-58,243.9801995,259.1599001,295.4085884,1159.295465,1348.758897,1396.538936
39,SP_0044,204.0307589,-5.019590455,0.308385571,16.27699517,1.44E-59,8.16E-58,359.0277733,346.5423448,487.7994011,9.976725168,10.53717888,10.30113019
40,SP_0419,3345.447635,-2.693716798,0.165786337,16.24812304,2.30E-59,1.28E-57,6167.938458,5259.377569,6020.74086,1169.27219,753.4082899,701.948443
41,SP_0375,6464.459766,-1.979645506,0.122248718,16.19358907,5.60E-59,3.02E-57,11306.39949,9673.311314,10026.15384,2913.203749,2374.81669,2492.873506
42,SP_1190,564.2129765,2.153652783,0.133423475,-16.1414832,1.30E-58,6.88E-57,221.1690426,195.6769275,199.213182,933.8214758,925.954594,909.4426369
43,SP_1577,1901.530617,-1.812827306,0.113085761,16.03055313,7.82E-58,4.03E-56,3020.9906,2985.193431,2888.591139,811.1077562,810.0456264,893.2551466
44,SP_0369,14488.86605,-2.28661386,0.144419074,15.83318464,1.84E-56,9.25E-55,29050.50416,20997.92678,22294.13822,5447.291942,4966.962694,4176.372497
45,SP_0904,1007.274639,-1.962958006,0.124024965,15.82712008,2.02E-56,9.96E-55,1628.518242,1625.910958,1567.098216,427.0038372,422.8043025,372.3122769
46,SP_0425,11528.0404,-2.419587489,0.152950035,15.81946343,2.28E-56,1.10E-54,20406.0675,19375.75011,18670.77792,4631.195823,3004.413128,3080.037927
47,SP_0117,15679.47144,1.692581962,0.107617136,-15.72781092,9.75E-56,4.60E-54,7566.361553,7408.836337,7144.385075,22539.4175,26013.66036,23404.16779
48,SP_0486,1587.606216,1.905680261,0.121553638,-15.67769003,2.15E-55,9.92E-54,627.8027085,654.2480475,709.5264016,2676.755363,2576.340236,2280.964542
49,SP_2021,625.083185,2.038914704,0.13077171,-15.59140514,8.33E-55,3.76E-53,231.0869369,236.754145,258.5677944,999.6678619,1045.815004,978.6073682
50,SP_0421,4980.775493,-2.634783936,0.169646105,15.53106057,2.14E-54,9.47E-53,9268.272213,8233.368123,8333.524034,1838.710449,1062.937919,1147.840221
51,SP_1541,3572.652786,-2.288699957,0.148975895,15.36288779,2.90E-53,1.26E-51,7098.236943,4868.770573,5878.153343,1248.088319,1030.009235,1312.658304
52,SP_0415,2036.683318,-2.417704629,0.15912118,15.19410945,3.87E-52,1.65E-50,3390.928057,3494.55093,3445.978706,828.068189,505.7845862,554.7894403
53,SP_0400,12796.84357,-1.778696571,0.117811185,15.09785823,1.67E-51,6.99E-50,20869.23316,17477.2358,21217.56836,5994.016481,5867.891488,5355.116109
54,SP_0775,2846.702594,-1.643344707,0.109230878,15.04469007,3.74E-51,1.53E-49,4406.520433,4280.246073,4274.214333,1451.613512,1371.150402,1296.470814
55,SP_0176,416.6347142,2.418909027,0.161090648,-15.01582531,5.78E-51,2.33E-49,113.0639949,130.7002378,141.2230434,599.6011826,732.3339321,782.8858945
56,SP_1090,1438.25912,2.041574401,0.136508586,-14.95564829,1.43E-50,5.56E-49,569.2871322,575.8279048,526.0046689,2736.615714,2160.12167,2061.697628
57,SP_1923,7582.855203,-2.379956475,0.159133276,14.9557436,1.43E-50,5.56E-49,12163.30556,13131.26618,12997.29565,3128.701013,1842.689157,2233.873661
58,SP_1883,1062.366853,2.290345238,0.153261651,-14.94402041,1.70E-50,6.51E-49,428.4530333,369.6949584,270.8480591,1806.784928,1728.097336,1770.322803
59,SP_1221,2672.99509,1.667067743,0.111885229,-14.89980185,3.31E-50,1.24E-48,1220.892787,1386.916238,1212.335015,4025.608605,4067.351047,4124.866847
60,SP_2214,13093.03372,-1.626050282,0.110540925,14.70993923,5.57E-49,2.05E-47,21023.95231,18635.61334,19771.90831,6500.83412,6742.477335,5883.416929
61,SP_0239,1371.515535,-1.670210336,0.115759328,14.4283002,3.43E-47,1.25E-45,2087.716748,2126.306154,2057.626565,622.5476505,688.8680692,646.028022
62,SP_0422,12123.0631,-2.486310712,0.176613912,14.07766058,5.21E-45,1.86E-43,24089.57344,18985.88997,18893.18715,4877.620935,3138.762159,2753.344941
63,SP_2215,16667.02237,-1.550919586,0.110738009,14.00530492,1.45E-44,5.09E-43,27119.49014,23080.91514,24476.61415,8803.462289,8495.600471,8026.052009
64,SP_2024,275.0718146,2.278959871,0.163705939,-13.92105797,4.72E-44,1.63E-42,88.26925917,85.1418692,103.0177756,444.9619425,447.8301024,481.2099389
65,SP_1112,713.7153476,-1.890476627,0.135883395,13.91249187,5.32E-44,1.81E-42,1160.393632,1068.007657,1155.027113,327.2365855,308.2124822,263.4146149
66,SP_0336,2680.4934,-1.524440494,0.109694614,13.89713166,6.59E-44,2.21E-42,4052.451607,3897.854521,4004.730748,1442.634459,1396.176202,1289.112864
67,SP_0962,1810.6404,-1.648955279,0.118865071,13.87249644,9.30E-44,3.07E-42,2945.614604,2560.977802,2747.368096,884.9355224,914.1002678,810.846105
68,SP_1081,1825.020462,-1.53104863,0.111141154,13.77571288,3.57E-43,1.16E-41,2785.936506,2710.349503,2653.2194,971.7330314,906.1973836,922.6869471
69,SP_0737,2553.027902,1.803705901,0.131462067,-13.72035253,7.67E-43,2.46E-41,1318.088151,1084.438545,984.4678823,4257.068629,3742.01565,3932.088553
70,SP_1758,914.9005028,1.594499086,0.118722511,-13.43046964,4.01E-41,1.27E-39,456.2231373,438.4059405,463.2388718,1345.860225,1418.567707,1367.107135
71,SP_0426,6783.251628,-2.178821059,0.162482977,13.40953433,5.32E-41,1.66E-39,10642.89236,11636.05546,11177.08754,3184.570674,1842.689157,2216.214581
72,SP_0334,626.5263404,-1.844278245,0.137591314,13.40403108,5.73E-41,1.76E-39,1070.140794,983.6126468,894.4126082,271.3669246,267.3809141,272.2441551
73,SP_0427,8729.603936,-2.095848141,0.156376611,13.40256782,5.84E-41,1.77E-39,15029.57701,14087.24506,13472.81479,4244.098887,2933.287171,2610.600708
74,SP_0177,257.4911453,2.272106719,0.169774301,-13.38310161,7.59E-41,2.27E-39,80.33494374,86.6355862,92.10198483,384.103919,429.3900393,472.3803988
75,SP_0178,415.065883,1.987911522,0.149241506,-13.32009829,1.77E-40,5.22E-39,157.6945192,160.5745779,176.0171266,602.5942002,653.3050905,740.2097837
76,SP_0271,12993.4731,-1.704900887,0.128270632,13.2914359,2.60E-40,7.56E-39,23268.37179,17227.0382,19294.34247,5838.379569,6431.630558,5901.076009
77,SP_1317,143.3882524,2.797850793,0.211116401,-13.25264539,4.36E-40,1.25E-38,33.72084058,31.36805707,38.8875047,265.3808895,230.500788,260.4714348
78,SP_0837,855.0877916,1.687084112,0.127691654,-13.21217218,7.46E-40,2.12E-38,393.7404033,371.9355339,441.4072902,1356.834623,1329.001686,1237.607213
79,SP_1474,2525.987185,-1.483235334,0.112413551,13.19445321,9.44E-40,2.65E-38,3741.029726,3749.976537,3692.948473,1427.669372,1318.464507,1225.834493
80,SP_0209,9851.272042,-1.522911508,0.115976426,13.13121606,2.18E-39,6.04E-38,13494.28697,14213.46415,16214.72499,4872.632572,4885.299558,5427.224021
81,SP_1089,1282.709414,1.751721533,0.133475841,-13.12388459,2.40E-39,6.57E-38,606.9751305,596.7399429,546.4717766,2273.695666,1938.840914,1733.533052
82,SP_0416,5069.977284,-1.80214958,0.137484848,13.10798682,2.96E-39,8.01E-38,8948.916017,7018.229341,7736.566725,2477.220859,2365.596658,1873.334105
83,SP_1354,10625.5307,-1.500068581,0.114496749,13.10140766,3.23E-39,8.63E-38,14043.73831,16288.98392,16845.11191,5272.699252,5489.870196,5812.780608
84,SP_1376,812.2124508,-1.706462219,0.130439239,13.08243009,4.15E-39,1.09E-37,1160.393632,1276.381179,1301.708052,372.1318488,410.9499763,351.7100165
85,SP_1357,1553.622637,1.625890264,0.1243375,-13.07642715,4.49E-39,1.17E-37,814.2591211,728.1870392,726.5823247,2573.995093,2115.33866,2363.373584
86,SP_RS09325,963.0686565,-1.673562799,0.12802282,13.07237877,4.74E-39,1.22E-37,1453.963303,1555.706259,1401.314643,501.829276,424.1214499,441.4770082
87,SP_1898,563.4552641,1.806416711,0.13854693,-13.03830195,7.41E-39,1.89E-37,238.0294629,279.3250796,227.1848959,859.9937095,853.5114892,922.6869471
88,SP_1358,1642.744838,1.614130902,0.123863854,-13.03149267,8.10E-39,2.04E-37,889.6351177,739.3899167,785.2547003,2641.836825,2283.933522,2516.418947
89,SP_1956,466.9877635,1.804150354,0.138599903,-13.01696689,9.80E-39,2.44E-37,205.3004118,201.6517955,211.4934466,778.1845631,678.3308904,726.9654735
90,SP_1475,844.6904885,-1.63287063,0.125554311,13.00529325,1.14E-38,2.81E-37,1366.685833,1224.847943,1248.493572,398.0713342,413.584271,416.4599777
91,SP_1630,333.7589604,-2.278735038,0.175259557,13.00205862,1.19E-38,2.90E-37,502.8372405,506.3700642,658.3586323,120.7183745,105.3717888,108.897662
92,SP_0435,2485.821387,-1.741019875,0.134183684,12.97489995,1.70E-38,4.09E-37,4135.761919,3388.497022,3986.992588,1309.944015,1019.472057,1074.26072
93,SP_0581,4316.253894,-1.607851843,0.125178778,12.84444435,9.24E-38,2.20E-36,7301.553776,6226.559329,6015.282965,2318.590929,2129.827281,1905.709085
94,SP_1759,1233.810753,1.540546541,0.120635155,-12.77029524,2.40E-37,5.66E-36,684.3347059,601.2210939,599.0040198,1764.882682,1812.394767,1941.027246
95,SP_0159,710.0766449,1.69318934,0.132740803,-12.75560565,2.90E-37,6.76E-36,364.9785098,323.3897312,312.4645115,1174.260552,1015.520614,1069.84595
96,SP_1378,1205.859928,-1.489449873,0.117049847,12.7249194,4.30E-37,9.92E-36,1725.713606,1814.119301,1805.88114,661.4568787,621.6935539,606.2950912
97,SP_0988,2086.683465,-1.527082126,0.120293092,12.69467851,6.33E-37,1.45E-35,3385.96911,2936.647629,2990.926678,1063.518903,1151.186793,991.8516784
98,SP_1942,1475.134363,-1.4969236,0.118009271,12.68479656,7.18E-37,1.62E-35,2134.330851,2151.699343,2260.250931,735.2846449,836.3885735,732.8518336
99,SP_0291,746.9858022,-1.585844248,0.125406615,12.64561881,1.18E-36,2.65E-35,1092.951951,1110.578592,1164.57843,362.1551236,379.3384397,372.3122769
100,SP_1282,638.5323652,1.641738246,0.129857736,-12.64259102,1.23E-36,2.72E-35,284.6435661,330.8583163,307.0066161,972.7307039,997.0805515,938.8744374
101,SP_RS08365,299.784851,2.08590843,0.165356005,-12.61465181,1.75E-36,3.85E-35,123.9736786,106.0539072,109.1579079,545.7268667,489.9788179,423.8179279
102,SP_1191,352.6704265,1.875432913,0.148928301,-12.59285774,2.31E-36,5.02E-35,155.7109403,143.3968323,150.0921234,594.61282,557.1533332,515.0565096
103,SP_0459,23837.25938,-1.616601373,0.128979914,12.53374517,4.88E-36,1.05E-34,42304.77809,31818.41275,33966.52977,12471.90413,11625.1426,10836.78896
104,SP_0057,1436.653798,1.522527611,0.121643315,-12.51632783,6.08E-36,1.29E-34,811.2837529,684.1223876,720.4421924,2275.691011,2078.458534,2049.924908
105,SP_1004,3302.111957,1.462418683,0.11698162,-12.50126887,7.35E-36,1.55E-34,1772.327709,1821.587886,1655.789016,4412.705542,5327.861071,4822.400519
106,SP_1926,782.6770602,-2.331178375,0.187496227,12.43320152,1.73E-35,3.61E-34,1148.492159,1348.079596,1441.566622,336.2156382,168.5948621,253.1134847
107,SP_2150,190.3473049,2.26868393,0.182601529,-12.42423293,1.93E-35,4.00E-34,71.40883888,64.97668965,56.62566474,308.2808077,308.2124822,332.5793462
108,SP_0954,151.1066546,2.824305921,0.227343025,-12.42310348,1.96E-35,4.02E-34,46.61410316,29.87434007,32.06513546,228.4670064,325.3353979,244.2839445
109,SP_1572,19312.85258,-1.252480628,0.101281309,12.36635502,3.97E-35,8.08E-34,27391.24045,28155.0718,26174.01961,11146.99503,11734.46583,11275.32279
110,SP_0290,1229.82876,-1.596773688,0.129465378,12.33359616,5.97E-35,1.20E-33,2040.110855,1735.699158,1784.049558,629.5313581,648.0365011,541.54513
111,SP_1954,392.7193669,2.145149137,0.174913171,-12.26408011,1.41E-34,2.82E-33,104.13789,155.3465684,164.4190988,579.6477323,624.3278486,728.4370635
112,SP_1124,1139.329162,1.427319827,0.116414945,-12.26062366,1.47E-34,2.91E-33,587.1393419,610.1833959,646.0783676,1697.040951,1613.505516,1682.027401
113,SP_1940,1906.620811,-1.486213535,0.121225656,12.25989274,1.49E-34,2.91E-33,2997.187654,2624.460775,2827.189816,1047.556143,1047.132151,896.1983266
114,SP_1631,5989.403232,-1.905431629,0.155430838,12.25903206,1.50E-34,2.92E-33,12105.78177,8142.251386,8210.721388,2766.545889,2480.188479,2230.930481
115,SP_0960,6391.459019,-1.64118133,0.134058143,12.24230988,1.85E-34,3.56E-33,11485.91338,8494.768599,9129.012289,3184.570674,3259.939716,2794.549462
116,SP_0417,15699.11113,-1.55464967,0.127112746,12.23047823,2.14E-34,4.08E-33,26226.87966,22875.52905,21321.26837,8948.124804,7082.301354,7740.563544
117,SP_0761,1777.44922,-1.486410742,0.121681744,12.21556084,2.57E-34,4.86E-33,2578.652515,2528.862887,2769.881914,1037.579418,878.5372891,871.1812962
118,SP_0368,1289.812051,1.623963239,0.133449345,-12.16913607,4.54E-34,8.52E-33,740.8667034,550.4347158,593.5461244,1951.447443,1983.623924,1918.953396
119,SP_1192,230.788404,2.109618684,0.174094167,-12.11768732,8.51E-34,1.58E-32,87.27746974,85.8887277,82.55066788,326.238913,395.144208,407.6304376
120,SP_2240,1942.154188,1.366585527,0.113075917,-12.08555779,1.26E-33,2.32E-32,1023.526691,1099.375715,1118.186319,2638.843807,2937.238613,2835.753983
121,SP_RS10010,1143.294408,1.865872246,0.154700734,-12.06117256,1.69E-33,3.10E-32,561.3528168,447.3682425,452.323081,1518.457571,2186.464617,1693.800121
122,SP_0959,5593.656946,-1.37866801,0.11450321,12.04043105,2.18E-33,3.95E-32,8591.871823,7777.784437,7911.901615,3124.710323,3350.822884,2804.850592
123,SP_1895,308.6562597,1.929605288,0.16114008,-11.97470731,4.82E-33,8.68E-32,142.8176778,124.7253698,113.9335664,516.7943637,438.6100709,515.0565096
124,SP_1997,3571.439515,1.316409232,0.110253046,-11.93988992,7.33E-33,1.31E-31,1955.808754,2136.762173,2023.514718,5210.843555,5352.886871,4748.821018
125,SP_0423,4410.843251,-2.141308039,0.180144493,11.88661389,1.39E-32,2.46E-31,8022.58469,6735.169969,6914.471231,2231.79342,1351.393191,1209.647002
126,SP_1757,921.0209815,1.476167441,0.124490633,-11.85765873,1.96E-32,3.45E-31,529.615555,477.2425826,448.2296595,1409.711266,1311.87877,1349.448055
127,SP_1322,104.3352318,2.818361414,0.239219083,-11.78150747,4.86E-32,8.48E-31,25.78652515,23.89947206,24.56052929,184.5694156,206.7921355,160.403313
128,SP_1219,3437.521459,-1.5130566,0.128521229,11.77281461,5.39E-32,9.33E-31,5929.908995,4731.348608,4646.715694,1784.836133,1878.252135,1654.067191
129,SP_1377,754.759536,-1.5545103,0.132280956,11.75158047,6.93E-32,1.19E-30,1204.032367,1059.792214,1124.326452,401.0643518,396.4613553,342.8804764
130,SP_0843,1113.744695,-1.462338999,0.124754829,11.72170257,9.87E-32,1.68E-30,1502.560985,1682.672204,1725.377182,560.6919545,576.9105436,634.2553018
131,SP_1473,491.4725042,-1.651690579,0.141184502,11.69880944,1.29E-31,2.19E-30,789.4643854,731.1744732,721.1244293,225.4739888,222.5979038,258.9998448
132,SP_1588,3957.218788,-1.265262025,0.108757048,11.63383932,2.77E-31,4.65E-30,5971.564151,5478.20711,5343.961831,2408.381456,2285.250669,2255.947512
133,SP_1767,946.2789826,1.460396797,0.125601019,-11.62726869,3.00E-31,4.99E-30,462.1738739,486.2048846,554.6586197,1364.816003,1363.247518,1446.572997
134,SP_2116,515.2962034,1.628274582,0.140123167,-11.62030961,3.25E-31,5.37E-30,228.1115686,280.8187967,239.4651605,744.2636976,782.3855318,816.7324652
135,SP_1375,728.3145379,-1.509279664,0.129929405,11.61615158,3.41E-31,5.60E-30,1073.116162,1145.680942,1023.355387,389.0922816,389.8756185,348.7668365
136,SP_1106,7356.327266,-1.361964073,0.117291229,11.61181522,3.59E-31,5.85E-30,11372.84938,9914.54661,10542.6072,3861.990313,4563.915602,3882.054492
137,SP_0273,50728.53988,-1.684645883,0.145353857,11.58996341,4.63E-31,7.49E-30,95487.50264,67141.08559,70174.20783,26834.39769,23300.3368,21433.70875
138,SP_1765,401.7728032,1.698158282,0.146560825,-11.58671348,4.81E-31,7.72E-30,163.6452558,194.930069,202.6243666,616.5616154,642.7679116,590.1076009
139,SP_1924,1531.469585,-2.161140024,0.186925398,11.56151091,6.46E-31,1.03E-29,2670.888932,2372.76946,2505.856224,785.1682708,421.4871552,432.647468
140,SP_RS05570,122.8235428,2.518368482,0.217946626,-11.55497805,6.97E-31,1.10E-29,33.72084058,33.60863258,38.20526778,223.4786438,185.7177777,222.2100941
141,SP_1316,99.92829013,2.886664293,0.24997818,-11.54766503,7.59E-31,1.19E-29,18.84399915,29.87434007,18.42039697,163.6182928,180.4491883,188.3635235
142,SP_1925,1314.141165,-2.164629999,0.187615567,11.53758204,8.53E-31,1.33E-29,1977.628121,2080.000927,2423.305556,657.4661886,335.8725768,410.5736176
143,SP_1383,5402.848249,-1.277842033,0.110874902,11.52507928,9.86E-31,1.53E-29,8158.459842,7682.186549,7147.796259,3268.375165,3211.205263,2949.066415
144,SP_0085,13774.95243,-1.531054595,0.13322521,11.49222881,1.44E-30,2.22E-29,24775.89172,17823.77814,18945.7194,7224.146694,6813.603293,7066.575311
145,SP_0953,877.6300728,1.392670884,0.121222607,-11.48854096,1.51E-30,2.30E-29,510.7715559,454.8368276,480.9770319,1311.93936,1257.875729,1249.379933
146,SP_0289,1397.276941,-1.450893932,0.126596315,11.46079117,2.08E-30,3.15E-29,2295.000739,1931.376085,1925.272601,727.3032648,796.8741528,707.8348031
147,SP_2148,165.4551066,2.202082069,0.192813507,-11.42078739,3.29E-30,4.96E-29,64.46631288,56.01438763,53.89671705,304.2901176,259.4780299,254.5850747
148,SP_1762,608.6628674,1.477224539,0.129464482,-11.4102688,3.72E-30,5.56E-29,327.2905115,300.2371177,331.5671454,855.0053469,929.9060361,907.9710468
149,SP_RS09360,297.6971108,1.777647665,0.155804463,-11.40947848,3.75E-30,5.57E-29,129.9244152,128.4596623,140.5408065,501.829276,430.7071867,454.7213184
150,SP_0373,817.9541123,-1.409184075,0.123572441,11.40370837,4.01E-30,5.92E-29,1216.925629,1172.567848,1181.634353,420.0201296,466.2701654,450.3065484
151,SP_0272,16327.93338,-1.84565923,0.16220371,11.37864993,5.34E-30,7.84E-29,34096.72878,21187.62884,21628.95722,7405.723093,7157.378754,6491.18361
152,SP_0783,4113.708534,1.318932187,0.115928049,-11.37716198,5.43E-30,7.92E-29,2471.539257,2492.26682,2071.271303,5999.004844,5944.286035,5703.882946
153,SP_0768,1865.070158,-1.526837893,0.134277279,11.37078366,5.85E-30,8.46E-29,3270.921537,2548.281208,2509.949646,1013.635277,922.0031519,925.6301272
154,SP_2105,491.6567727,1.675447383,0.147480595,-11.3604599,6.58E-30,9.46E-29,247.9473572,203.1455125,245.6052929,674.4266214,754.7254372,824.0904153
155,SP_0846,3610.964613,-1.227422217,0.108459971,11.3168223,1.08E-29,1.55E-28,5009.528405,5272.821022,4923.021648,2266.711958,2161.438818,2032.265828
156,SP_1943,491.8485151,-1.627604937,0.143974591,11.30480682,1.24E-29,1.76E-28,743.8420717,739.3899167,751.8250909,221.4832987,275.2837982,219.2669141
157,SP_1355,13056.77763,-1.285080321,0.113691263,11.30324606,1.26E-29,1.78E-28,20115.4732,17897.71714,17624.90871,8006.321948,7785.658044,6910.586768
158,SP_0847,4488.984947,-1.339340935,0.118628302,11.29023103,1.47E-29,2.06E-28,6837.396323,6782.968913,5719.874376,2581.976474,2652.734783,2358.958814
159,SP_1953,436.9709775,2.114379105,0.187776292,-11.26009614,2.07E-29,2.88E-28,116.0393632,176.2586064,186.9329174,632.5243757,625.644996,884.4256064
160,SP_0261,656.0079171,-1.567180347,0.139420439,11.24067865,2.57E-29,3.56E-28,1021.543112,1026.183581,905.328399,360.1597786,335.8725768,286.9600553
