,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC60MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC60MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC60MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF60MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF60MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF60MIN.C
1241,SP_1044,113.4463071,0.549410594,0.203842989,-2.695263626,0.007033296,0.012553385,96.68933592,92.27107815,86.93856951,151.816335,130.6916919,122.2708319
1242,SP_0279,428.8038352,0.394739427,0.146620954,-2.692244297,0.007097294,0.012657412,349.5691375,419.0938282,340.9622023,472.9242667,521.2645643,469.0090119
1243,SP_0074,147.8703314,-0.52874329,0.196912139,2.685173666,0.007249213,0.012917946,182.5602846,193.6988282,150.7840815,129.9722581,126.1850818,104.021454
1244,SP_RS00455,97.99187082,0.603413742,0.224790894,-2.68433357,0.007267456,0.012937977,73.70026304,79.5926094,78.10887104,100.4827541,150.2203355,105.8463918
1245,SP_RS01165,9.801115055,1.413954164,0.526785329,-2.684118344,0.007272136,0.012937977,3.380746011,4.226156251,6.112868168,13.10644619,21.03084697,10.94962674
1246,SP_0053,41.7937475,0.800367499,0.299100106,-2.675918472,0.007452477,0.013248184,35.83590772,26.06129688,27.84751055,51.33358091,58.58593086,51.0982581
1247,SP_1035,697.7277642,0.391889584,0.146602889,-2.673136836,0.007514559,0.013347834,590.9544027,590.9575158,622.154138,678.2585904,749.5994743,954.4424638
1248,SP_0848,2302.443566,-0.347329589,0.130095388,2.669807084,0.007589484,0.013470117,2948.686671,2332.838251,2458.052211,1887.328252,1981.406226,2206.349787
1249,SP_1537,287.7832528,-0.463211247,0.173841875,2.664555056,0.007709025,0.013660392,290.0680077,402.8935626,311.7562766,266.4977392,232.8415201,222.6424103
1250,SP_1804,1761.783054,-0.303659609,0.113955791,2.664714144,0.007705379,0.013660392,2004.106235,1910.222626,1929.628719,1557.482689,1676.458945,1492.799112
1251,SP_RS03975,43.07666181,0.875812258,0.329273571,-2.659831628,0.007817972,0.013842373,33.13131091,28.17437501,26.4890954,43.68815397,37.55508388,89.42195168
1252,SP_2236,235.337158,0.473974752,0.178478953,-2.655633874,0.007915951,0.014004657,155.5143165,226.0993594,207.1583102,257.7601084,289.9252476,275.5656062
1253,SP_0891,67.51474146,0.649401675,0.245370412,-2.646617697,0.008130121,0.014372081,45.97814575,54.23567189,55.69502109,78.63867715,81.11898119,89.42195168
1254,SP_RS03980,15.40877067,-1.239409334,0.468820534,2.643675448,0.008201125,0.014486038,18.25602846,25.35693751,23.09305753,5.461019246,7.511016777,12.77456453
1255,SP_2170,759.6280852,-0.330721966,0.125346936,2.638452741,0.008328531,0.014699359,884.4031565,854.3879221,802.1441452,655.3223095,704.5333737,656.9776042
1256,SP_0161,30.32529348,0.911321169,0.346423036,-2.630659841,0.008521928,0.015028719,16.22758085,21.13078126,23.7722651,41.50374627,30.04406711,49.27332031
1257,SP_0198,1499.436294,0.328781838,0.125011107,-2.630021018,0.008537959,0.015045011,1424.646369,1211.498125,1349.58545,1830.533651,1590.833353,1589.520814
1258,SP_0245,45.56764712,0.753380938,0.286849577,-2.626397239,0.008629404,0.015194063,29.7505649,33.10489063,37.35641659,60.07121171,51.07491408,62.04788484
1259,SP_RS10905,29.65872273,-0.948978447,0.361377416,2.626003742,0.008639387,0.015199557,33.80746011,44.37464064,42.1108696,26.21289238,15.02203355,16.4244401
1260,SP_0278,2319.757252,0.401970086,0.153242211,-2.62310288,0.008713296,0.015317421,2411.148055,1873.595938,1700.735766,2715.218769,2996.895694,2220.94929
1261,SP_1344,73.82777201,0.650878416,0.248221789,-2.622164706,0.008737319,0.015347472,50.71119017,69.02721877,50.2613605,76.45426945,96.14101474,100.3715784
1262,SP_0483,582.1551983,-0.351654208,0.134234816,2.619694488,0.008800857,0.015446829,657.8931738,657.8716564,645.2471956,500.229363,566.330665,465.3591363
1263,SP_0466,37.46518884,0.838494069,0.320959165,-2.612463394,0.008989232,0.015764963,33.13131091,21.83514063,24.45147267,58.97900786,48.07050737,38.32369358
1264,SP_0665,729.9153141,-0.373450967,0.143234305,2.607273221,0.00912665,0.0159933,972.3025528,750.1427346,752.5619923,637.847048,653.4584596,613.1790972
1265,SP_1653,107.4678458,0.573634146,0.220156147,-2.6055786,0.009171923,0.016059928,87.22324709,94.38415628,75.39204074,108.1281811,159.2335557,120.4458941
1266,SP_1513,4243.862424,-0.348000523,0.134349727,2.590258504,0.009590388,0.016779392,4243.512393,5101.674955,4926.292536,3583.520829,3270.296705,4337.877125
1267,SP_RS07600,292.9880002,-0.405921214,0.15675704,2.589492715,0.009611746,0.016803486,344.8360931,312.7355626,343.6790326,230.4550122,243.3569436,282.8653573
1268,SP_1717,228.196599,-0.478890418,0.185187641,2.585973965,0.009710426,0.016962614,317.1139758,251.4562969,232.968198,222.8095852,178.7621993,166.0693388
1269,SP_1847,86.93490604,-0.659587736,0.255613244,2.580412994,0.009868222,0.017224674,92.6324407,92.97543753,133.8038921,49.14917322,69.10135435,83.94713831
1270,SP_1408,534.5183177,-0.350735697,0.136014715,2.578659938,0.009918437,0.017298692,563.9084346,657.8716564,577.3264381,464.1866359,465.6830402,478.1337008
1271,SP_0033,820.4296113,-0.35997878,0.1396869,2.57704037,0.009965031,0.017366282,1032.479832,847.3443284,891.1203374,783.1101599,629.4232059,739.0998047
1272,SP_1173,4.707652968,1.688714674,0.656498104,-2.57230701,0.010102326,0.017591708,2.028447607,1.40871875,0.679207574,17.47526159,3.004406711,3.649875579
1273,SP_1160,1240.17199,0.355784419,0.13851262,-2.568606517,0.010210833,0.017766688,1023.689892,1015.686219,1219.856803,1473.382993,1188.242854,1520.173178
1274,SP_0662,530.7113386,-0.383223947,0.149575172,2.562082601,0.010404657,0.018089729,703.1951703,558.5569845,544.7244746,492.583936,458.1720234,427.0354427
1275,SP_1307,51.70842966,0.700662221,0.273899891,-2.558096019,0.010524703,0.018284091,35.15975851,43.67028126,37.35641659,56.79460016,66.09694763,71.17257378
1276,SP_1288,125.9466894,-0.526284338,0.206046256,2.554204808,0.010643063,0.018475223,127.11605,157.0721407,164.368233,109.2203849,106.6564382,91.24688947
1277,SP_0720,100.3461348,0.5971684,0.234262104,-2.549146403,0.010798696,0.018730705,96.68933592,59.16618752,81.50490891,107.0359772,142.7093188,114.9710807
1278,SP_RS05040,289.7288524,0.47190699,0.185413067,-2.545165765,0.010922587,0.018930775,187.9694782,233.8473126,304.9642008,362.611678,351.5155851,297.4648597
1279,SP_2161,17.20909526,1.1089442,0.436120824,-2.542745356,0.010998535,0.019047502,6.08534282,14.0871875,10.18811361,19.65966929,24.03525369,29.19900463
1280,SP_0436,3276.665863,-0.394230127,0.155319102,2.538194731,0.011142597,0.019281915,4764.823428,3121.720751,3295.51515,2971.886674,2589.798585,2916.250587
1281,SP_RS10785,80.04149065,0.615571127,0.242846604,-2.534814644,0.011250684,0.019453759,57.47268219,78.18389065,52.29898322,89.56071564,109.6608449,93.07182726
1282,SP_2101,3345.588006,0.318048952,0.125582389,-2.532591986,0.011322266,0.019562261,2557.196283,3221.035423,3146.089484,3509.250968,3725.464321,3914.491558
1283,SP_1464,141.991967,-0.510563409,0.201669535,2.53168337,0.011351645,0.019597734,148.0766753,193.6988282,160.9721951,127.7878504,99.14542145,122.2708319
1284,SP_1970,2418.275504,-0.336679691,0.133251923,2.526640395,0.011515935,0.019865885,2847.94044,2732.914376,2526.652176,2136.350729,2459.106893,1806.688411
1285,SP_1200,2158.553245,0.284195024,0.11260331,-2.523860311,0.011607404,0.020008094,2060.226619,1941.918797,1834.539658,2447.628826,2358.459268,2308.546303
1286,SP_RS04430,183.5664573,0.426800473,0.169422322,-2.519151359,0.011763808,0.020261924,154.8381673,158.4808594,154.8593269,204.2421198,211.8106731,217.1675969
1287,SP_RS08685,503.7063141,0.367142664,0.145774398,-2.518567518,0.011783329,0.020264032,486.1512764,390.2150939,442.1641309,572.314817,620.4099858,510.982581
1288,SP_2159,24.05178126,0.936420197,0.37178224,-2.518733002,0.011777793,0.020264032,14.87528245,16.90462501,16.30098178,34.95052318,37.55508388,23.72419126
1289,SP_0238,53.76985727,-0.742891808,0.295472508,2.514250181,0.011928578,0.020497906,57.47268219,74.66209377,69.95838015,30.58170778,31.54627046,58.39800926
1290,SP_0440,412.528973,0.381974927,0.151942511,-2.513943749,0.011938947,0.020499821,303.5909918,374.7191876,393.2611855,439.0659474,462.6786334,501.8578921
1291,SP_RS06175,100.9478378,0.527991727,0.210090773,-2.513160004,0.011965505,0.020529507,77.08100905,80.29696877,89.6553998,122.3268311,123.1806751,113.1461429
1292,SP_0676,436.470387,-0.394793249,0.157151933,2.512175586,0.011998937,0.020570933,549.7093014,490.9384845,452.3522445,444.5269666,345.5067717,335.7885532
1293,SP_2178,6.871205889,1.495073277,0.596674706,-2.505675641,0.012221768,0.020936749,1.352298404,1.40871875,5.433660594,10.92203849,7.511016777,14.59950231
1294,SP_1110,293.6527277,-0.392183028,0.156648786,2.503581659,0.012294331,0.021044778,307.647887,371.9017501,321.9443902,249.0224776,261.3833838,250.0164771
1295,SP_0790,319.6722664,-0.444245533,0.177816397,2.4983384,0.012477702,0.02134217,293.4487538,392.328172,421.7879036,280.6963893,226.8327067,302.939673
1296,SP_RS07275,21.17782821,-1.019461835,0.408163779,2.497678352,0.012500956,0.021365446,34.48360931,23.24385938,29.20592569,12.01424234,13.5198302,14.59950231
1297,SP_0439,1492.516173,0.330105963,0.132316115,-2.494828116,0.012601816,0.02152122,1524.040302,1233.333266,1206.951859,1761.724809,1686.974368,1542.072432
1298,SP_RS02895,16.4643233,-1.195804248,0.481476516,2.483619049,0.013005485,0.02219349,21.63677447,30.28745313,21.0554348,15.29085389,10.51542349,0
1299,SP_2198,185.6679156,-0.465187523,0.187643157,2.47910732,0.013171167,0.022458918,187.9694782,226.0993594,235.0058207,179.1214313,130.6916919,155.1197121
1300,SP_0011,819.5678981,0.34442659,0.139140891,-2.475380083,0.013309445,0.022677247,657.2170245,721.2640002,782.4471256,823.5217023,881.7933696,1051.164167
1301,SP_RS08120,12.96657992,-1.224514776,0.495731326,2.470117806,0.013506856,0.022995916,13.52298404,23.94821876,19.69701965,7.645426945,7.511016777,5.474813368
1302,SP_2235,120.2059057,0.541400687,0.219848679,-2.462606043,0.013793138,0.023465284,75.05256145,109.8800625,105.9563816,127.7878504,129.1894886,173.36909
1303,SP_2160,23.44792823,0.988586862,0.401517793,-2.462124669,0.013811665,0.02347877,17.57987926,12.67846875,14.94256663,29.48950393,49.57271073,16.4244401
1304,SP_RS03465,44.73363719,0.788656344,0.32037591,-2.461659315,0.013829596,0.023491224,42.59739974,19.72206251,33.28117114,43.68815397,61.59033757,67.5226982
1305,SP_1153,731.6426176,0.30645343,0.124541606,-2.460651026,0.013868519,0.023539287,656.5408753,622.6536877,680.5659894,787.4789753,797.6699817,844.9461965
1306,SP_1705,91.22284049,0.676237762,0.275305994,-2.456313254,0.014037074,0.023807135,60.8534282,78.18389065,67.24154985,84.09969639,78.11457448,178.8439034
1307,SP_1702,6333.619288,-0.310738203,0.12666237,2.453279565,0.014156027,0.023990513,8184.786093,6503.350111,6369.608632,5916.468251,5532.614958,5494.887684
1308,SP_RS09885,246.7549294,0.446964258,0.182399611,-2.450467169,0.014267097,0.02416026,162.9519577,240.8909063,221.4216692,314.5547086,252.3701637,288.3401707
1309,SP_1018,558.3991288,-0.452396724,0.184758393,2.448585508,0.014341838,0.024268275,849.243398,569.1223752,524.3482473,557.0239631,423.6213462,427.0354427
1310,SP_1438,30.43266994,0.872165505,0.356718389,-2.444969283,0.014486448,0.024494261,18.93217766,19.72206251,23.09305753,30.58170778,30.04406711,60.22294705
1311,SP_1904,12.67857731,-1.303462656,0.533792798,2.441888803,0.014610646,0.024685417,14.87528245,24.65257813,19.01781208,14.19865004,1.502203355,1.824937789
1312,SP_1920,8.422586763,1.357912014,0.556478139,-2.440189323,0.014679566,0.024782957,4.056895213,4.226156251,3.396037871,6.553223095,19.52864362,12.77456453
1313,SP_1013,2282.438648,0.277474818,0.113745031,-2.43944563,0.014709816,0.024815112,2141.364523,1920.083657,2125.919707,2621.289238,2409.534182,2476.44058
1314,SP_0726,504.9348968,-0.35944034,0.147448464,2.437735399,0.014779588,0.024913841,620.0288184,548.6959533,533.1779458,406.2998319,408.5993127,512.8075188
1315,SP_1867,40.68052048,0.741241505,0.304491991,-2.434354685,0.014918369,0.025128659,33.80746011,31.69617188,24.45147267,50.24137707,60.08813421,43.79850694
1316,SP_2078,2968.091266,-0.314087203,0.129198996,2.431034402,0.015055785,0.025340854,3827.004485,3016.771204,3035.378649,2788.396427,2496.661977,2644.334857
1317,SP_2190,3260.65385,0.374267628,0.154124651,-2.428343721,0.015167961,0.025510275,3632.949663,2478.640641,2392.169077,3504.882152,3907.230927,3648.050641
1318,SP_RS06450,8.604836755,1.326590485,0.547296168,-2.423898726,0.015354887,0.025805064,5.409193618,4.226156251,2.716830297,12.01424234,9.013220132,18.24937789
1319,SP_0911,17.05746089,1.121136883,0.462727377,-2.422888594,0.015397648,0.025857309,6.761492022,8.452312503,14.26335906,24.02848468,10.51542349,38.32369358
1320,SP_1669,319.5409447,-0.375817362,0.155525244,2.416439629,0.015673125,0.026299979,360.3875248,400.7804845,322.6235978,264.3133315,289.9252476,279.2154818
1321,SP_1928,52.05460358,-0.699308824,0.289444647,2.416036472,0.01569049,0.026309186,58.82498059,73.25337502,61.80788926,28.39730008,48.07050737,41.97356915
1322,SP_1826,29.57824428,-0.857261138,0.355486479,2.411515455,0.015886379,0.026617495,35.15975851,35.21796876,45.50690748,17.47526159,24.03525369,20.07431568
1323,SP_RS11510,62.47024234,0.632902148,0.262672536,-2.409472109,0.015975617,0.026746781,40.56895213,50.00951564,55.01581352,85.19190024,60.08813421,83.94713831
1324,SP_1310,72.46414192,0.638224608,0.265201513,-2.406564731,0.01610335,0.026940272,68.96721863,40.85284376,59.09105896,95.02173488,105.1542349,65.69776042
1325,SP_0659,23.32492595,0.930272947,0.386685345,-2.4057621,0.016138771,0.026979152,10.14223803,15.49590625,20.37622723,26.21289238,33.04847382,34.673818
1326,SP_RS00970,56.73062455,0.63039907,0.262297407,-2.403375146,0.016244513,0.027135442,39.21665373,44.37464064,48.90294535,74.26986175,66.09694763,67.5226982
1327,SP_1746,646.1439262,-0.368403492,0.153689418,2.397064795,0.016527001,0.027586516,860.7379344,628.2885627,697.5461788,510.0591976,630.9254092,549.3062746
1328,SP_0576,13.31884181,-1.175797753,0.490653807,2.39638975,0.016557474,0.02761657,15.55143165,21.83514063,19.69701965,4.368815397,7.511016777,10.94962674
1329,SP_0096,94.98169802,0.519438024,0.216792342,-2.396016482,0.016574345,0.027623908,69.64336783,82.4100469,81.50490891,122.3268311,108.1586416,105.8463918
1330,SP_RS01000,235.0742877,0.461878285,0.192950496,-2.393765729,0.016676397,0.027773097,235.9760716,194.4031876,160.9721951,254.4834969,336.4935516,228.1172237
1331,SP_1485,177.2528492,-0.45456382,0.190482597,2.38637979,0.017015169,0.028316003,176.4749418,206.3772969,231.6097828,129.9722581,145.7137255,173.36909
1332,SP_0641,1408.352776,-0.360900226,0.151342387,2.384660589,0.017094885,0.028427305,1345.536912,1865.143626,1545.197231,1073.636384,1427.093188,1193.509314
1333,SP_0133,26.2719046,0.888048424,0.372975195,-2.380985215,0.017266405,0.028690988,12.84683484,18.31334376,21.73464238,24.02848468,40.55949059,40.14863136
1334,SP_0256,62.5996506,-0.626745297,0.263967563,2.374326942,0.017580976,0.0291918,81.13790427,85.2274844,63.84551198,53.51798861,48.07050737,43.79850694
1335,SP_0994,1479.5669,0.367051473,0.154751732,-2.371873123,0.017698167,0.029364374,1178.528059,1305.882282,1382.187414,1458.092139,1437.608611,2115.102898
1336,SP_1682,177.9107248,0.531805394,0.224286514,-2.371098404,0.017735309,0.029403973,191.3502242,119.0367344,121.5781558,173.660412,186.2732161,275.5656062
1337,SP_2231,1016.569865,0.390310877,0.164659159,-2.370417051,0.01776803,0.029436191,853.3002932,834.6658596,942.7401131,1029.94823,931.3660803,1507.398614
1338,SP_1547,260.506239,0.401365641,0.169636908,-2.366027797,0.017980094,0.029765253,203.5209099,245.1170626,225.4969147,342.9520087,295.934061,250.0164771
1339,SP_1021,766.0633247,0.312137188,0.131956143,-2.365461586,0.018007611,0.029788543,608.534282,684.6373127,754.599615,826.7983139,862.264726,859.5456988
1340,SP_2008,889.5456535,-0.361230365,0.153560903,2.352358949,0.018654763,0.030836045,1133.902212,997.3728753,875.4985632,773.2803253,914.8418434,642.3781018
1341,SP_1501,709.7756896,0.335489489,0.142662415,-2.351631917,0.018691261,0.03085033,602.4489392,669.8457658,610.6076093,862.8410409,857.7581159,655.1526664
1342,SP_2027,1113.800555,0.317289275,0.134916875,-2.351738993,0.018685881,0.03085033,874.9370677,944.5459222,1151.936046,1199.239826,1269.361835,1242.782635
1343,SP_0536,13.38761774,1.118494842,0.476128447,-2.349145169,0.018816569,0.031034029,4.733044415,6.339234377,12.22573634,20.75187314,18.02644026,18.24937789
1344,SP_1426,24.94805985,0.870385158,0.370658697,-2.348211887,0.018863787,0.031088756,14.19913325,16.20026563,20.37622723,28.39730008,28.54186375,41.97356915
1345,SP_RS11480,247.2451844,0.413981093,0.17659378,-2.344256371,0.019065062,0.031397109,180.531837,243.7083438,209.1959329,278.5119816,244.8591469,326.6638643
1346,SP_0582,484.9278504,-0.321648203,0.137670903,2.336355729,0.019472709,0.032044614,525.3679301,569.1223752,523.6690398,448.895782,393.5772791,448.9346962
1347,SP_1451,98.97013715,-0.528426041,0.226361316,2.334436162,0.019572895,0.03218557,122.3830056,103.5408282,124.9741937,76.45426945,66.09694763,100.3715784
1348,SP_1386,875.5548388,-0.311735394,0.133696499,2.331664601,0.019718342,0.032400689,1080.486425,886.7884534,942.7401131,745.975229,745.0928642,852.2459476
1349,SP_1100,973.9547995,0.312001439,0.133846342,-2.331041958,0.019751147,0.032430535,962.8364639,775.4996721,865.9896572,1136.984207,976.432181,1125.986616
1350,SP_0844,453.4076837,-0.394569491,0.169711929,2.324936687,0.020075346,0.032938438,558.499241,546.5828752,445.5601687,420.498482,453.6654133,295.6399219
1351,SP_RS01535,2.921728167,1.588700217,0.684138436,-2.322191144,0.020222646,0.033155559,0,1.40871875,0.679207574,5.461019246,4.506610066,5.474813368
1352,SP_RS08290,42.38643281,0.712722939,0.308343612,-2.311456802,0.020807637,0.034089434,23.66522208,28.87873438,42.1108696,53.51798861,49.57271073,56.57307147
1353,SP_0098,864.110619,0.398970184,0.173020373,-2.305914477,0.021115412,0.034568098,989.2062828,625.4711252,616.7204774,1064.898753,970.4233675,917.943708
1354,SP_1645,1201.712373,-0.332371536,0.14457693,2.298925121,0.021509192,0.03518675,1620.053488,1240.37686,1163.482575,1118.416742,1009.480655,1058.463918
1355,SP_1387,796.0339931,-0.372082472,0.161957846,2.297403188,0.02159578,0.035302327,1042.62207,819.8743127,834.7461088,712.1169097,543.7976146,823.046943
1356,SP_1020,1844.762021,-0.374942943,0.163790256,2.289165132,0.02206976,0.036050529,2638.334187,1865.143626,1758.46841,1723.497674,1754.573519,1328.554711
1357,SP_2191,356.5692156,0.410046086,0.179157247,-2.288749645,0.022093903,0.036063371,292.0964554,350.7709689,271.0038221,362.611678,341.0001617,521.9322077
1358,SP_0378,234.3554604,-0.37664876,0.16468578,2.287075183,0.022191435,0.036195898,288.0395601,254.2737345,251.9860101,190.0434698,202.797453,218.9925347
1359,SP_RS02595,52.2399253,-0.677385626,0.296634587,2.283569264,0.022396858,0.036504077,78.43330746,52.82695314,62.48709683,38.22713472,28.54186375,52.92319589
1360,SP_0981,3539.742387,-0.286777168,0.125813198,2.279388594,0.022643976,0.03687971,4100.844911,3807.766782,3772.318868,3068.000613,3660.869577,2828.653573
1361,SP_1104,135.8261853,-0.455618887,0.200321287,2.274440697,0.022939503,0.037333577,134.5536912,179.6116407,158.9345724,119.0502196,109.6608449,113.1461429
1362,SP_0390,188.255288,-0.408849016,0.180355743,2.266903232,0.023396138,0.038020869,208.2539543,232.4385938,207.1583102,180.2136351,168.2467758,133.2204586
1363,SP_RS11120,84.74908371,-0.556983303,0.245672285,2.267180047,0.023379229,0.038020869,119.0022596,107.062625,77.42966347,62.25561941,66.09694763,76.64738715
1364,SP_1468,744.8272844,0.289958924,0.128052283,-2.264379183,0.023550803,0.038244156,682.234545,645.8975471,681.9244046,889.0539333,754.1060844,815.7471918
1365,SP_0150,357.0034158,0.36350486,0.160555557,-2.264044085,0.023571403,0.038249567,352.9498836,300.7614532,283.2295585,442.3425589,425.1235496,337.613491
1366,SP_0058,4490.184594,-0.275427425,0.12178389,2.261608043,0.023721631,0.038465162,5112.364118,4363.506329,5288.310173,4373.184212,3787.054659,4016.688074
1367,SP_RS03970,103.5154571,0.498335972,0.220498428,-2.260043192,0.02381857,0.038594099,93.30858991,95.79287503,67.24154985,121.2346273,132.1938953,111.3212051
1368,SP_0947,291.3360816,0.349115958,0.154677898,-2.257051347,0.024004866,0.038867529,261.6697413,254.2737345,253.3444252,366.9804933,312.4582979,299.2897974
1369,SP_1504,1394.657821,0.270251545,0.119820579,-2.255468539,0.024103935,0.038999427,1168.385821,1349.552563,1273.514202,1604.447455,1464.648271,1507.398614
1370,SP_0418,10576.00748,-0.358881502,0.159661291,2.247767755,0.024591003,0.039758446,8698.659486,12365.02883,14643.03609,8708.14129,9879.991468,9161.187702
1371,SP_0679,174.8864481,-0.608286937,0.270687282,2.247194374,0.024627608,0.039788586,109.5361708,245.1170626,281.8711433,117.9580157,114.167455,180.6688411
1372,SP_RS05940,689.800877,0.377165172,0.168436125,-2.239217813,0.025141747,0.040589629,523.3394825,607.8621408,668.3402531,996.0899105,662.4716797,680.7017954
1373,SP_0713,7975.359962,-0.31940376,0.142743354,2.237608622,0.025246589,0.040729202,10823.12028,7707.804643,8062.873114,7276.262044,7596.642368,6385.457325
1374,SP_0859,1032.195408,0.27498406,0.123008224,-2.235493302,0.025384981,0.040922658,1000.02467,921.3020628,877.536186,1108.586907,1083.088619,1202.634003
1375,SP_RS00945,1429.201219,0.285738801,0.127889721,-2.234259322,0.025466015,0.041023435,1290.768827,1346.735125,1225.290464,1618.646105,1730.538265,1363.228529
1376,SP_1014,694.7041516,0.304032915,0.136175293,-2.232658418,0.025571479,0.04116339,660.5977706,569.8267345,635.0590819,853.0112063,752.603881,697.1262355
1377,SP_1733,1477.529138,-0.284154045,0.127533841,2.228067807,0.025875994,0.04162333,1768.130164,1567.903969,1537.725948,1382.730073,1431.599798,1177.084874
1378,SP_0758,1140.083889,-0.28909352,0.12987395,2.225954619,0.026017221,0.041820134,1359.736046,1160.079891,1242.949861,998.2743182,938.8770971,1140.586118
1379,SP_1424,38.2190148,0.723567563,0.32513654,-2.225426776,0.026052602,0.041846637,21.63677447,32.40053126,29.88513327,34.95052318,46.56830402,63.87282263
1380,SP_1296,36.15333833,0.745591633,0.335429563,-2.222796422,0.02622953,0.042100297,32.45516171,26.06129688,21.73464238,64.44002711,37.55508388,34.673818
1381,SP_RS09655,3.222613921,1.507229843,0.67946309,-2.218265958,0.026536704,0.042531986,0.676149202,0,2.037622723,5.461019246,7.511016777,3.649875579
1382,SP_2017,518.9618881,-0.349411423,0.157535765,2.21798157,0.026556089,0.042531986,703.1951703,493.755922,549.4789276,434.697132,483.7094804,448.9346962
1383,SP_2095,302.702849,0.345144554,0.155607336,-2.218048086,0.026551554,0.042531986,300.2102458,256.3868126,242.477104,353.8740472,327.4803315,335.7885532
1384,SP_1211,8.390480115,-1.27604518,0.575603559,2.216882018,0.026631155,0.042621393,11.49453644,18.31334376,8.829698466,6.553223095,1.502203355,3.649875579
1385,SP_RS02820,43.88639823,0.64274083,0.29058655,-2.211873984,0.026975373,0.043141121,33.13131091,38.73976564,29.88513327,57.88680401,52.57711744,51.0982581
1386,SP_0476,28.83654382,0.775429447,0.350777351,-2.21060295,0.027063344,0.043250583,24.34137128,16.90462501,21.0554348,34.95052318,46.56830402,29.19900463
1387,SP_1131,9.495292096,1.179182881,0.533750362,-2.209240433,0.027157922,0.043370438,4.056895213,3.521796876,7.471283317,9.829834643,12.01762684,20.07431568
1388,SP_1535,885.2850714,-0.301735087,0.136702954,2.20723165,0.02729788,0.043562538,896.5738421,983.2856878,1054.809363,726.3155597,904.3264199,746.3995558
1389,SP_RS00470,6.703590659,1.289364327,0.58460506,-2.205530562,0.027416886,0.043720952,2.704596809,2.113078126,4.75445302,9.829834643,13.5198302,7.299751157
1390,SP_2145,214.9948202,0.386241667,0.175321393,-2.203049265,0.027591277,0.043967394,220.4246399,171.8636876,165.7266481,253.391293,235.8459268,242.716726
1391,SP_1862,535.3246222,0.300306903,0.136341845,-2.20260261,0.02762277,0.043985935,494.941216,464.8771876,480.199755,649.8612903,587.3615119,534.7067723
1392,SP_1884,1201.190448,0.28867257,0.131304612,-2.198495288,0.02791383,0.044417481,1232.619996,994.5554378,1013.377701,1344.502938,1233.308955,1388.777658
1393,SP_1023,1067.852405,0.343108652,0.156497034,-2.192429111,0.028348537,0.045076819,831.6635187,1041.747516,949.5321888,1399.113131,1254.339802,930.7182726
1394,SP_1099,856.862342,0.268140495,0.122503849,-2.188833232,0.028608963,0.045458288,784.3330746,745.212219,802.1441452,991.7210951,899.8198098,917.943708
1395,SP_RS05180,58.71023185,0.575999908,0.263241818,-2.188101847,0.028662184,0.045510207,54.76808538,40.14848439,45.50690748,73.1776579,76.61237112,62.04788484
1396,SP_0796,149.8545442,-0.402493825,0.184255753,2.184430164,0.028930654,0.04590358,164.9804053,169.7506094,178.631592,132.1566658,127.6872852,125.9207075
1397,SP_0834,963.2893209,0.280619546,0.128652936,-2.181213701,0.029167614,0.046246431,931.7336006,876.9274221,800.7857301,1152.275061,1038.022519,979.9915929
1398,SP_1562,5.26014098,1.352662286,0.621362407,-2.176929714,0.029485812,0.046717506,2.028447607,2.817437501,2.037622723,12.01424234,9.013220132,3.649875579
1399,SP_1394,257.4045017,-0.390082078,0.179314742,2.17540439,0.029599826,0.046864628,232.5953256,337.3881407,309.0394463,234.8238276,229.8371134,200.7431568
1400,SP_1260,370.2742849,-0.326728729,0.150462961,2.171489421,0.029894196,0.047296889,378.6435532,397.2586876,462.5403581,346.2286202,313.9605013,323.0139887
1401,SP_2115,617.0402107,0.330325666,0.152677543,-2.1635511,0.030498818,0.048219045,504.4073048,500.7995158,634.3798744,796.2166061,620.4099858,646.0279774
1402,SP_RS11475,15.02923816,0.980263656,0.453469209,-2.161698381,0.030641433,0.048409967,12.17068564,7.747953127,8.150490891,16.38305774,16.52423691,29.19900463
1403,SP_0157,5183.836768,0.303983724,0.140738427,-2.159919857,0.030778874,0.048557839,4071.770496,4660.041626,5166.732017,4936.761399,5519.095128,6748.619945
1404,SP_0716,100.5204277,-0.521467257,0.241421042,2.159990908,0.030773373,0.048557839,106.8315739,122.5585313,128.3702315,99.39055028,51.07491408,94.89676504
1405,SP_1114,2482.898176,0.241174965,0.112163628,-2.150206534,0.031538882,0.04972144,2375.312147,2313.820548,2134.070198,2620.197034,2815.129088,2638.860043
1406,SP_1966,1482.805154,-0.299920137,0.139512785,2.149768108,0.031573562,0.049740711,1930.405972,1500.285469,1485.426965,1426.418227,1353.485223,1200.809065
