,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC10MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC10MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC10MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF10MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF10MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF10MIN.C
42,SP_2004,243.9552961,-1.20533547,0.165700197,7.274194557,3.48E-13,1.80E-11,361.0579834,388.0786774,296.4472329,146.1748742,122.3292523,149.6437564
43,SP_1072,7442.276346,0.744916759,0.103520401,-7.195845004,6.21E-13,3.06E-11,5632.239057,5584.515788,5324.851074,10098.67749,9269.325986,8744.048683
44,SP_2108,1666.810206,-0.807094234,0.112112493,7.198967833,6.07E-13,3.06E-11,2078.738243,2067.632298,2265.515631,1290.924772,1149.433352,1148.616941
45,SP_1648,8642.831032,0.846108761,0.118461214,-7.142496095,9.17E-13,4.42E-11,6610.546902,5561.612784,6102.860368,11986.91292,11748.22442,9846.828797
46,SP_0434,2283.450736,-0.851565473,0.119578228,7.121409042,1.07E-12,5.04E-11,3002.621906,3208.965326,2683.176843,1684.73708,1433.329541,1687.87372
47,SP_0415,1408.760886,-0.879419188,0.1237795,7.104724005,1.21E-12,5.57E-11,1703.742359,1749.535021,2075.13063,1015.772067,893.2343517,1015.150888
48,SP_0842,1115.228879,-0.807027916,0.113797288,7.091802708,1.32E-12,5.99E-11,1478.744829,1436.527301,1375.515161,850.6804446,796.2941895,753.6113496
49,SP_0927,524.7306002,-0.897530785,0.128238843,6.998899593,2.58E-12,1.14E-10,655.0813044,673.0938373,741.7768539,366.8702726,346.214865,365.3464682
50,SP_1032,1227.46132,-1.198337407,0.171817629,6.97447295,3.07E-12,1.33E-10,1421.66581,1442.889247,2370.26032,648.9017946,724.7431174,756.3076335
51,SP_1465,287.0221683,-1.147988227,0.165073832,6.954392542,3.54E-12,1.51E-10,415.4821647,465.6944129,328.7270427,173.1169099,180.0317298,159.08075
52,SP_1713,369.6422531,-1.154830581,0.166803227,6.923310807,4.41E-12,1.84E-10,514.3748844,572.5750979,478.2682024,261.968304,226.1937118,164.4733178
53,SP_0745,1061.312157,-0.82626245,0.119664018,6.904852987,5.03E-12,2.06E-10,1331.401314,1318.195114,1447.321268,685.5888219,777.8293967,807.5370276
54,SP_1895,1604.243999,0.76997896,0.111761035,-6.889511742,5.60E-12,2.25E-10,1262.375523,1140.060639,1117.276682,2145.044625,2028.819109,1931.887413
55,SP_0283,9133.763346,-0.739415979,0.108265262,6.8296697,8.51E-12,3.36E-10,12199.64484,11391.69967,10876.31959,6701.688058,7369.760426,6263.467496
56,SP_0862,59772.62198,-0.768123112,0.112538669,6.825414943,8.77E-12,3.40E-10,77272.38183,77436.32862,72736.29306,49220.23295,39249.2252,42721.27023
57,SP_0776,5596.827504,0.701006567,0.102972541,-6.807703857,9.92E-12,3.71E-10,4454.154644,3974.943568,4248.418233,6620.861951,7268.204066,7014.382562
58,SP_1896,1265.163487,0.847351581,0.124441593,-6.809231232,9.81E-12,3.71E-10,957.0691398,819.4185845,895.929415,1762.697013,1435.63764,1720.229127
59,SP_1582,2671.076138,1.00513254,0.147871131,-6.797354801,1.07E-11,3.92E-10,1758.16654,1366.5459,2048.120993,3115.531143,3889.146984,3848.945265
60,SP_1177,4268.860933,-1.000826191,0.14752371,6.784171789,1.17E-11,4.23E-10,4785.345699,6835.274279,5705.621076,3245.082208,2381.958271,2659.884066
61,SP_2044,1608.12973,-0.724079389,0.107127047,6.75907167,1.39E-11,4.94E-10,1943.341499,2085.445745,2015.182412,1221.563361,1244.065415,1139.179947
62,SP_1466,1438.883286,-0.800400887,0.118846242,6.734759754,1.64E-11,5.75E-10,1938.695532,1964.56878,1625.189608,1061.630851,1029.412199,1013.802746
63,SP_1942,2093.016412,-0.693588294,0.103585766,6.695787684,2.15E-11,7.40E-10,2604.396189,2557.502104,2642.991774,1644.610644,1500.264415,1608.333345
64,SP_1768,558.2692258,1.111964703,0.166129485,-6.693361534,2.18E-11,7.40E-10,310.6160592,268.4741014,430.8366451,676.9902999,847.0723697,815.6258793
65,SP_RS05540,278.5803382,1.061336865,0.159091537,-6.671233956,2.54E-11,8.46E-10,148.6709343,180.6792531,191.7025439,338.2085325,396.9930452,415.2277204
66,SP_2207,21.70676639,2.03566989,0.305229393,-6.669311457,2.57E-11,8.46E-10,3.318547641,3.817167319,4.611401401,36.68702726,34.6214865,47.18496822
67,SP_0217,13181.52787,0.742471182,0.112091008,-6.623824662,3.50E-11,1.13E-09,9639.717189,9152.294842,10483.6917,16616.93041,15046.49803,18150.03506
68,SP_1081,4294.686998,-0.647113632,0.098358136,6.579157109,4.73E-11,1.51E-09,5283.791555,5262.601344,5242.504621,3168.841979,3441.375758,3369.006731
69,SP_RS00630,60.40133137,1.580445493,0.241398497,-6.547039491,5.87E-11,1.82E-09,24.55725255,31.80972766,20.42192049,81.39934173,92.323964,111.8957818
70,SP_1112,1211.032228,-0.753043946,0.114995224,6.548480185,5.81E-11,1.82E-09,1525.868206,1488.695254,1567.217705,827.1778177,980.9421175,876.292267
71,SP_1033,1751.717166,-0.890998267,0.136276466,6.538166796,6.23E-11,1.91E-09,2133.162424,2203.777932,2556.033919,995.7088492,1285.611199,1336.008672
72,SP_0641,5322.834617,0.846533986,0.129523792,-6.535741201,6.33E-11,1.91E-09,3436.687937,3427.816253,4354.480465,6564.111705,6398.050705,7755.860634
73,SP_1722,1902.145576,-0.840945627,0.128915263,6.523243326,6.88E-11,2.02E-09,2741.120352,2269.942166,2372.236635,1306.975346,1534.885902,1187.713057
74,SP_1738,2410.185885,-0.769814756,0.118001023,6.523797295,6.85E-11,2.02E-09,3118.771073,3332.38707,2731.925944,1833.778128,1821.09019,1623.162907
75,SP_0805,648.9406251,-0.889869854,0.136518791,6.518295741,7.11E-11,2.06E-09,831.6280389,777.429744,942.7022006,401.2643606,443.1550272,497.4643793
76,SP_1650,21236.94417,0.83842906,0.129065449,-6.496154212,8.24E-11,2.35E-09,15429.2554,12890.57404,16626.07836,31006.84362,24338.90501,27130.00859
77,SP_0816,278.1877665,-1.151585273,0.177483699,6.488400238,8.68E-11,2.45E-09,378.9781407,456.7876892,333.9972157,138.7228218,212.3451172,148.2956144
78,SP_0426,12657.4661,0.61350737,0.094708437,-6.477853361,9.30E-11,2.56E-09,9890.599391,9774.493115,10171.43395,15145.43668,15951.27288,15011.5606
79,SP_2088,300.2723808,0.939031834,0.14493524,-6.478975236,9.23E-11,2.56E-09,216.3693062,179.406864,202.9016616,388.653195,424.6902344,389.6130233
80,SP_1249,6631.604472,-0.798445991,0.123296422,6.475824482,9.43E-11,2.56E-09,8681.98434,9607.810142,7179.293209,4552.057554,4858.548606,4909.932979
81,SP_RS01765,74.28384997,1.446310491,0.224184565,-6.451427605,1.11E-10,2.97E-09,29.86692877,33.08211677,42.82015586,127.2581258,106.1725586,106.503214
82,SP_1156,1467.298106,-0.895310687,0.1389776,6.442122226,1.18E-10,3.12E-09,2082.7205,2121.07264,1593.56857,1121.820505,962.4773247,922.1290933
83,SP_1164,847.4512651,-0.751566134,0.116707285,6.439753365,1.20E-10,3.13E-09,1042.023959,1109.523301,1056.010921,600.1768366,671.6568381,605.3157352
84,SP_0400,16817.31849,-0.780122756,0.121183219,6.437547736,1.21E-10,3.14E-09,20266.37045,23719.87772,20288.18985,13899.79745,11254.29121,11475.38427
85,SP_1985,593.8069913,-0.895305248,0.139110623,6.43592293,1.23E-10,3.14E-09,753.9740241,837.232032,752.3171999,434.5119791,447.7712254,337.0354873
86,SP_1381,461.5454031,-0.92190207,0.145338445,6.343139759,2.25E-10,5.69E-09,667.6917855,601.8400473,573.1313169,359.991455,286.2042884,280.4135254
87,SP_RS09580,1655.389194,0.954729878,0.150770578,-6.332335455,2.41E-10,6.03E-09,1304.852933,1011.54934,974.3232388,2372.618841,1774.928208,2494.062606
88,SP_1293,33690.31911,0.652689878,0.103912075,-6.281174495,3.36E-10,8.20E-09,25235.56368,27190.9552,25557.04533,43006.3677,43394.57118,37757.41157
89,SP_2005,161.0166359,-1.245848882,0.198326164,6.281818084,3.35E-10,8.20E-09,208.4047919,254.4778213,230.57007,63.0558281,108.4806577,101.1106462
90,SP_0955,395.8460377,0.935393039,0.149570232,-6.253871689,4.00E-10,9.66E-09,284.7313876,253.2054322,258.2384784,531.9618953,436.2307299,610.708303
91,SP_1178,1061.780803,-0.90596224,0.145676244,6.219011506,5.00E-10,1.18E-08,1395.781138,1608.29983,1212.139797,846.667801,664.7325408,643.0637098
92,SP_RS07275,49.63751025,-1.807887275,0.29068986,6.219299405,4.99E-10,1.18E-08,83.62740056,127.2389106,44.13769912,12.61116562,20.7728919,9.436993644
93,SP_RS03695,2166.971276,-0.708691476,0.114332166,6.198530997,5.70E-10,1.33E-08,2814.792109,2820.886649,2486.204127,1742.06056,1638.750361,1499.133848
94,SP_2054,599.0307522,-0.912865336,0.150360172,6.071191084,1.27E-09,2.93E-08,919.9014062,765.978242,695.0040682,382.3476122,357.7553605,473.1978242
95,SP_0404,242.3597604,-1.213693357,0.20024127,6.061154906,1.35E-09,3.09E-08,274.7757447,449.1533545,319.5042399,125.5384214,180.0317298,105.155072
96,SP_1757,1076.096789,0.68115528,0.112550392,-6.052002731,1.43E-09,3.24E-08,815.6990103,820.6909736,824.1233074,1425.63495,1253.297811,1317.134684
97,SP_0851,1705.605976,-0.772928906,0.129364643,5.974808036,2.30E-09,5.12E-08,2251.30272,2371.733294,1888.039488,1265.70244,1359.47037,1097.387547
98,SP_1457,1115.012796,-0.707413824,0.118407349,5.974408088,2.31E-09,5.12E-08,1440.249676,1431.437745,1311.614313,910.8700987,819.3751805,776.5297627
99,SP_1760,164.1528649,1.083104222,0.181657613,-5.962338742,2.49E-09,5.46E-08,100.2201388,101.7911285,94.86311453,185.1548407,272.3556938,230.5322733
100,SP_1464,262.677273,-0.908150603,0.152413652,5.958459712,2.55E-09,5.53E-08,331.1910546,372.8100082,339.9261604,187.4477799,186.9560271,157.7326081
101,SP_RS03990,252.8118174,-0.930876552,0.156409991,5.951515903,2.66E-09,5.71E-08,353.7571786,292.6494945,359.6893092,162.2254487,180.0317298,168.5177437
102,SP_1767,1253.93418,0.870872102,0.146706088,-5.936168809,2.92E-09,6.21E-08,724.1070954,796.5155806,1075.77407,1568.370415,1599.512676,1759.325244
103,SP_1380,771.9190582,-0.737363969,0.124564513,5.919534818,3.23E-09,6.81E-08,949.768335,894.4895418,1074.456526,580.6868533,547.0194867,585.093606
104,SP_0335,376.5401494,-0.866293603,0.14651773,5.912551343,3.37E-09,7.03E-08,505.7466606,543.3101484,432.1541884,279.165348,256.1990001,242.6655509
105,SP_0284,7832.30652,-0.622630078,0.10534422,5.910434169,3.41E-09,7.06E-08,9409.409983,9857.198407,9370.367646,6678.758666,5984.900966,5693.203451
106,SP_1774,1405.908733,0.712007968,0.120549841,-5.906336833,3.50E-09,7.17E-08,1087.156207,1117.157635,962.4653495,1864.732807,1571.815487,1832.124909
107,SP_1073,5689.190319,0.6560956,0.111123214,-5.904217266,3.54E-09,7.19E-08,4397.739334,4530.977608,4212.844565,7786.248301,6391.126408,6816.205695
108,SP_1750,1064.952224,-0.668645517,0.113294792,5.901820439,3.60E-09,7.23E-08,1312.817447,1341.098118,1296.462565,869.0239582,803.2184868,767.0927691
109,SP_0066,586.7606361,0.799502155,0.136961947,-5.837403528,5.30E-09,1.06E-07,463.9329603,436.4294635,363.641939,804.8216605,754.7484057,696.9893877
110,SP_0843,1026.31886,-0.68348979,0.117167561,5.833438756,5.43E-09,1.07E-07,1223.88037,1274.933885,1320.837115,813.4201825,817.0670814,707.7745233
111,SP_RS00615,1035.22674,0.673985316,0.115617306,-5.829450092,5.56E-09,1.09E-07,744.6820907,779.9745222,841.9101414,1211.245134,1294.843595,1338.704956
112,SP_2042,258.8884787,-1.024863171,0.176030762,5.822068595,5.81E-09,1.13E-07,337.1644404,338.4555023,395.9217488,206.3645283,133.8697478,141.5549047
113,SP_2091,1949.655428,-0.820205305,0.141100693,5.812907717,6.14E-09,1.18E-07,2610.369575,2649.114119,2287.255095,1426.208185,1624.901766,1100.083831
114,SP_1712,1352.560985,-0.691865923,0.11916597,5.805901817,6.40E-09,1.22E-07,1531.177882,1805.520142,1717.417636,1103.476992,976.3259193,981.447339
115,SP_1175,2977.850385,0.594423643,0.102887301,-5.777424807,7.59E-09,1.43E-07,2356.168825,2451.893808,2268.150717,3747.235894,3409.062371,3634.590695
116,SP_1429,2172.137291,-0.701641995,0.121570976,5.771459753,7.86E-09,1.47E-07,2735.810676,2884.506104,2513.213763,1798.810805,1668.755649,1431.72675
117,SP_1660,1736.149863,0.595984132,0.104282546,-5.715089962,1.10E-08,2.04E-07,1323.436799,1356.366787,1437.439694,2063.645283,2107.294478,2128.716138
118,SP_1752,216.8183362,-0.910008249,0.159276475,5.713387685,1.11E-08,2.04E-07,272.7846161,319.3696657,272.7314543,147.8945786,138.485946,149.6437564
119,SP_0671,659.3180224,-0.766690212,0.134372531,5.705706399,1.16E-08,2.11E-07,797.778853,851.2283122,857.0618889,440.2443271,570.1004777,439.4942754
120,SP_0599,642.298555,0.836184155,0.146753955,-5.697864533,1.21E-08,2.20E-07,374.9958835,433.8846853,542.827822,796.2231385,830.915676,874.944125
121,SP_1885,579.3689039,-0.724686032,0.127535247,5.682241159,1.33E-08,2.39E-07,688.2667808,743.0752381,752.3171999,409.8628827,410.8416398,471.8496822
122,SP_RS04870,2774.397789,0.752518871,0.13247204,-5.680586411,1.34E-08,2.39E-07,2262.585782,1809.337309,2032.969246,3466.350841,3037.458416,4037.685138
123,SP_0035,1579.618465,-0.654603026,0.115502656,5.667428317,1.45E-08,2.56E-07,1975.199556,2039.639737,1824.13864,1327.038564,1172.514343,1139.179947
124,SP_1482,1713.454935,-0.768027229,0.135693339,5.660021611,1.51E-08,2.65E-07,2234.046272,2449.34903,1864.323709,1404.425262,1216.368226,1112.217108
125,SP_0628,1104.030407,0.650660967,0.115051409,-5.655393285,1.55E-08,2.70E-07,882.7336726,876.6760943,798.4312139,1447.417872,1285.611199,1333.312388
126,SP_0286,1568.818082,-0.619110008,0.110106179,5.622845267,1.88E-08,3.24E-07,1938.695532,1986.199395,1808.328121,1273.154493,1257.91401,1148.616941
127,SP_RS00125,482.8643744,0.718384245,0.128105144,-5.607770489,2.05E-08,3.51E-07,374.332174,341.0002805,361.0068525,587.5656709,650.8839462,582.3973221
128,SP_0836,552.2245862,0.751707608,0.134428625,-5.591871579,2.25E-08,3.81E-07,458.623284,390.6234557,364.3007106,710.8111531,727.0512165,661.9376971
129,SP_1531,1241.597083,0.865263343,0.155265711,-5.572790922,2.51E-08,4.22E-07,959.7239779,907.2134328,703.5680994,1687.603254,1897.25746,1294.216271
130,SP_1761,666.8981293,0.811160001,0.145745795,-5.565580804,2.61E-08,4.37E-07,448.6676411,409.7092922,561.2734276,810.5540085,803.2184868,967.9659195
131,SP_0460,429.6896149,0.970087732,0.175003392,-5.543251012,2.97E-08,4.92E-07,359.0668548,258.2949886,217.3946375,592.7247842,653.1920453,497.4643793
132,SP_2214,35277.41887,0.523615211,0.094975981,-5.513132975,3.53E-08,5.80E-07,29401.66839,29664.47963,27339.68136,42090.91173,41965.85784,41201.91425
133,SP_RS08385,705.3710279,0.695786509,0.126292564,-5.509322853,3.60E-08,5.88E-07,580.7458373,524.2243118,488.1497768,825.4581133,879.3857571,934.2623708
134,SP_1575,1284.050444,-0.624214897,0.113428008,5.503181358,3.73E-08,6.05E-07,1488.036762,1582.852048,1621.89575,945.2641867,1084.806577,981.447339
135,SP_1589,3151.251265,-0.619508565,0.112606845,5.501517838,3.77E-08,6.06E-07,3990.885394,3915.14128,3611.386068,2593.887474,2591.995289,2204.212087
136,SP_0085,16084.73562,-0.775465192,0.141621688,5.475610439,4.36E-08,6.96E-07,21741.13302,23811.48974,16022.64355,10990.0576,12816.8743,11126.21551
137,SP_0480,2313.659808,-0.601876028,0.110103652,5.466449252,4.59E-08,7.28E-07,2783.597762,2939.218836,2693.71719,1952.437732,1837.246884,1675.740443
138,SP_0064,314.567065,0.76845426,0.140893561,-5.454147488,4.92E-08,7.74E-07,236.2805921,220.1233154,227.9349835,381.2011426,387.7606488,434.1017076
139,SP_0083,375.1539613,-0.769121644,0.14120576,5.446814936,5.13E-08,8.01E-07,478.5345699,524.2243118,436.1068182,287.1906353,253.890901,270.9765318
140,SP_1378,1407.361808,-0.593139111,0.109385583,5.422461496,5.88E-08,9.06E-07,1661.928659,1670.646897,1764.849193,1059.911147,1184.054838,1102.780114
141,SP_1771,1448.171193,0.77461344,0.142820196,-5.423696819,5.84E-08,9.06E-07,972.3344589,893.2171527,1274.723101,1693.908837,1832.630685,2022.212924
142,SP_1560,1645.803383,-0.700036263,0.129186715,5.418794522,6.00E-08,9.18E-07,1996.438261,2147.792812,2031.651703,1409.584375,1024.796,1264.557148
143,SP_1288,211.8411987,-0.895320408,0.165575034,5.407339431,6.40E-08,9.65E-07,288.7136448,271.0188797,273.3902259,121.5257778,170.7993334,145.5993305
144,SP_1751,2222.064726,-0.581190181,0.107466007,5.408130425,6.37E-08,9.65E-07,2595.767965,2870.509824,2569.209352,1848.682233,1733.382424,1714.836559
145,SP_RS07885,104.5074893,1.173138622,0.217235033,-5.40031968,6.65E-08,9.96E-07,45.13224792,61.07467711,67.85347775,115.220195,180.0317298,157.7326081
146,SP_RS09370,1926.936926,0.817616247,0.151454281,-5.398436037,6.72E-08,1.00E-06,1612.150444,1290.202554,1191.059105,2730.317357,1968.808532,2769.083564
147,SP_0521,190.0577929,-0.951356358,0.17704639,5.373486351,7.72E-08,1.14E-06,288.7136448,251.9330431,231.2288417,146.1748742,113.0968559,109.1994979
148,SP_0442,501.2558193,-0.837545609,0.156018795,5.368235334,7.95E-08,1.17E-06,609.285347,773.6125767,568.5199155,327.8903061,415.457838,312.7689322
149,SP_1864,2342.832244,0.595453248,0.111087652,-5.360210933,8.31E-08,1.21E-06,1926.085051,1651.56106,1971.703485,2851.2699,2848.194289,2808.17968
150,SP_0233,4387.389743,0.702737955,0.131423006,-5.347145633,8.94E-08,1.29E-06,2999.967068,3095.722696,3776.078975,4697.085959,5869.496011,5885.98775
151,SP_1020,3317.456389,-0.774519433,0.144876024,5.346084279,8.99E-08,1.29E-06,4575.613488,4623.862013,3511.911552,2817.449047,2349.644884,2026.25735
152,SP_1638,1522.979549,-0.732955692,0.137255348,5.340088414,9.29E-08,1.33E-06,1928.07618,2189.781652,1649.564158,1263.982736,1110.195667,996.2769005
153,SP_0611,2023.364343,-0.557877966,0.104844712,5.320992889,1.03E-07,1.47E-06,2356.832535,2392.09152,2507.284819,1584.42099,1719.53383,1580.022364
154,SP_1900,2777.991416,-0.631889489,0.118788797,5.319436722,1.04E-07,1.47E-06,3477.174219,3197.513824,3513.887867,1904.286009,2167.305055,2407.781521
155,SP_0427,19127.31992,0.656193495,0.123585133,-5.309647496,1.10E-07,1.54E-06,16230.3528,15534.5986,12289.38473,23931.9797,22093.12459,24684.47909
156,SP_RS08675,1378.959554,-0.652493854,0.122967136,5.306245858,1.12E-07,1.56E-06,1852.413293,1678.281231,1569.852791,1149.335776,944.0125319,1079.861701
157,SP_0192,693.1334009,-0.66552935,0.125472671,5.304177764,1.13E-07,1.56E-06,866.8046439,852.5007013,847.1803144,540.5604173,583.9490723,467.8052564
158,SP_1724,910.638948,-0.700550219,0.132096144,5.303335857,1.14E-07,1.56E-06,1174.102156,1189.683814,1049.423204,742.912302,729.3593156,578.3528962
159,SP_1763,745.1893516,0.835096769,0.157650216,-5.297149551,1.18E-07,1.61E-06,494.4635986,466.966802,600.7997253,828.8975221,874.7695589,1205.238903
160,SP_0944,3156.603697,-0.643930708,0.121675249,5.292207844,1.21E-07,1.64E-06,4053.274089,4056.376471,3515.864182,2522.233124,2665.854461,2126.019854
