,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC45MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC45MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC45MIN.C,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC45MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC45MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC45MIN.C
23,SPT_2260,2849.877471,3.281708375,0.312025824,-10.51742556,7.18E-26,6.33E-24,276.3535079,432.1491892,676.9012377,3134.442698,4717.711964,7861.706233
24,SPT_1187,2031.752053,-1.722310492,0.163933027,10.5061837,8.09E-26,6.84E-24,3148.06644,3009.206396,3241.921671,1012.855953,891.7563119,886.7055481
25,SPT_1112,310.4336691,-2.23995046,0.214955002,10.4205552,2.00E-25,1.62E-23,491.8001571,493.2383416,564.334513,89.23004651,122.2151508,101.7838059
26,SPT_0941,5331.121581,-1.640479454,0.158835966,10.32813596,5.26E-25,4.10E-23,8832.403561,7637.27533,7855.656493,2515.527907,2525.089301,2620.776891
27,SPT_1332,2196.243055,-1.840500358,0.179717481,10.24107586,1.30E-24,9.75E-23,3858.949477,3462.849917,3037.800677,1044.181395,848.256004,925.4208608
28,SPT_2043,2868.497128,1.849488532,0.181728123,-10.17722796,2.51E-24,1.82E-22,1174.502408,1310.022935,1175.196606,3760.002279,4681.461707,5109.796831
29,SPT_2261,2386.360689,2.899611445,0.285193323,-10.16717858,2.78E-24,1.94E-22,340.8965969,462.6937654,730.9332655,2794.609116,4072.457396,5916.573992
30,SPT_0134,163.4477572,2.631660571,0.259171077,-10.15414453,3.18E-24,2.06E-22,37.27136126,53.1701882,36.0213519,287.6245116,296.2163823,270.3827481
31,SPT_0277,1962.728239,-1.949480898,0.192030766,10.15191962,3.25E-24,2.06E-22,2756.262618,3330.490086,3330.474161,638.8491628,825.4701284,894.823275
32,SPT_0431,959.8304604,1.839682815,0.181192958,-10.15316952,3.21E-24,2.06E-22,359.9868063,453.6435206,418.7482158,1424.832977,1598.118454,1503.652789
33,SPT_0952,5800.950392,-1.76325748,0.176231628,10.00534069,1.44E-23,8.88E-22,9788.732147,8662.215554,8582.087089,2997.74986,2273.408948,2501.508751
34,SPT_0282,31312.3062,-1.542285681,0.154315439,9.99437056,1.61E-23,9.63E-22,48854.57309,44117.68084,47458.13112,15147.27502,16577.76019,15718.41694
35,SPT_2045,2522.842324,1.783688803,0.178953415,-9.967335905,2.12E-23,1.23E-21,1012.690157,1239.883538,1088.145005,3426.813488,4313.780533,4055.741222
36,SPT_2041,7928.746671,1.807611402,0.182397046,-9.910310728,3.75E-23,2.12E-21,3941.673718,3302.208071,3105.340711,11490.74163,14375.81604,11356.69986
37,SPT_0119,9769.353446,-1.834218458,0.18551749,9.887037921,4.74E-23,2.60E-21,17623.89953,14897.83422,13535.02297,4894.362977,3829.062816,3835.938156
38,SPT_RS09270,1580.998613,1.946486716,0.197016643,-9.879808552,5.09E-23,2.72E-21,753.6087435,642.5673808,502.7980369,2771.826977,2338.65941,2476.531129
39,SPT_2048,3638.197355,1.860643725,0.18886407,-9.851761226,6.74E-23,3.50E-21,1527.216754,1710.496267,1365.809593,4703.562558,6067.25723,6454.841726
40,SPT_1340,38977.40305,-1.78994756,0.182623023,9.801324789,1.11E-22,5.64E-21,69640.17493,57438.5099,55397.83744,18243.74749,18732.06116,14412.08736
41,SPT_1333,2584.156428,-1.75390871,0.180106255,9.738188759,2.07E-22,1.03E-20,4531.652095,4133.699312,3361.992844,1216.945953,1082.329089,1178.319274
42,SPT_2058,4453.557686,1.837183488,0.189413759,-9.699313832,3.04E-22,1.47E-20,1806.297435,2095.131671,1808.572043,5649.021349,7215.872503,8146.451113
43,SPT_0167,4783.665445,-1.59708586,0.166859275,9.57145393,1.05E-21,4.86E-20,7592.449006,7599.943071,6483.843341,2507.93386,2151.193798,2366.629597
44,SPT_1189,1251.984055,-1.744381534,0.182235247,9.572141294,1.05E-21,4.86E-20,2133.558168,2002.366662,1682.497311,623.6610698,527.1823028,542.6388178
45,SPT_0527,823.2244207,-1.98532154,0.209675421,9.468546806,2.84E-21,1.28E-19,1471.764241,1236.489696,1265.249985,409.1292558,274.4662284,282.2471181
46,SPT_1291,1169.029366,2.083768286,0.222061598,-9.383739925,6.37E-21,2.81E-19,510.8903665,443.4619952,331.6966154,2356.05293,1786.619789,1585.454498
47,SPT_1241,2345.652422,-1.704153277,0.181861878,9.370590991,7.21E-21,3.11E-19,4035.30665,3509.232421,3285.447471,1213.14893,1097.864914,932.9141471
48,SPT_1330,2244.849084,-1.733048374,0.185432884,9.345960299,9.11E-21,3.85E-19,3767.13466,3666.480425,2983.768649,1141.005488,877.2562092,1033.449072
49,SPT_1244,2549.345398,-1.911212309,0.204586315,9.341838454,9.47E-21,3.92E-19,4311.660157,3711.731649,4148.459027,1266.307256,1076.11476,781.7995396
50,SPT_1478,11277.30331,-1.580543028,0.170607843,9.26418737,1.97E-20,7.98E-19,18428.4155,16427.32559,16109.04875,6260.342093,5522.46766,4916.220268
51,SPT_2042,3009.137227,1.811319677,0.197078967,-9.190831982,3.90E-20,1.55E-18,1298.134241,1432.20124,1175.196606,3667.924465,5090.571745,5390.795068
52,SPT_0435,188.8000204,2.288111771,0.249066488,-9.186750851,4.05E-20,1.58E-18,57.27062828,49.7763464,76.54537278,288.5737674,349.0381848,311.5958229
53,SPT_0283,18381.24551,-1.535655165,0.1673483,9.176401364,4.46E-20,1.71E-18,30858.86901,27398.48485,24143.31111,9048.306418,9082.242856,9756.258791
54,SPT_0432,433.6171956,2.011300168,0.220722535,-9.112346276,8.06E-20,3.03E-18,134.5405236,178.7423348,187.6112078,591.3863721,700.1478128,809.2749228
55,SPT_1190,700.855353,-1.618408479,0.178811681,9.050910285,1.42E-19,5.23E-18,1076.324189,1057.747361,1056.626322,355.0216744,300.3592688,359.0533029
56,SPT_1862,4664.752288,1.760949543,0.19496501,-9.032131174,1.68E-19,6.10E-18,2530.816335,2028.386116,1667.488415,7549.431488,7672.625736,6539.765638
57,SPT_2044,803.8243734,1.788381614,0.198677522,-9.001429014,2.23E-19,7.93E-18,332.7150786,399.3420518,324.1921671,1043.23214,1318.473618,1404.991185
58,SPT_0280,17203.93146,-1.502370182,0.167490575,8.969878956,2.97E-19,1.04E-17,28759.85503,24022.74354,23879.15453,8492.991767,9627.032426,8441.811482
59,SPT_1331,611.6038616,-1.850664566,0.207826611,8.904848903,5.35E-19,1.84E-17,1129.049529,996.6582086,768.4555071,286.6752558,246.5017447,242.2829244
60,SPT_0330,3546.686616,1.847802644,0.208685348,-8.854491527,8.41E-19,2.84E-17,1776.298534,1416.363311,1301.271337,6869.764325,5441.681373,4474.740815
61,SPT_1517,1290.804957,-1.51285602,0.171558161,8.818327348,1.16E-18,3.86E-17,1901.748482,1803.261276,2059.220617,723.3329302,632.8259077,624.4405268
62,SPT_1864,3390.030529,1.669609178,0.190377277,-8.770002409,1.79E-18,5.85E-17,1866.295236,1610.943574,1284.761551,5727.809581,5025.321284,4825.051951
63,SPT_0788,3914.789989,-2.079191457,0.237992692,8.736366819,2.41E-18,7.65E-17,6675.209896,6371.372339,6138.638719,1974.452093,1396.152739,932.9141471
64,SPT_0945,2264.611268,-1.505142226,0.172288756,8.736160505,2.41E-18,7.65E-17,2967.163979,3708.337807,3425.030209,1092.593442,1156.901046,1237.641124
65,SPT_0279,2574.331172,-1.458454337,0.167354792,8.714745013,2.91E-18,9.10E-17,3447.146388,3792.052571,4140.954578,1262.510233,1418.938615,1384.384648
66,SPT_0787,2117.986312,-1.72227309,0.198774696,8.664448355,4.54E-18,1.39E-16,3713.500262,3219.624588,2886.210821,1176.127953,896.93492,815.5193281
67,SPT_2050,1430.436467,1.495117602,0.172581316,-8.663264574,4.58E-18,1.39E-16,813.6065446,719.4944616,679.903017,2283.909488,2066.264625,2019.440664
68,SPT_1865,1748.947487,1.486292959,0.173338304,-8.574521168,9.95E-18,2.97E-16,988.1456022,895.9742352,834.4946522,2850.615209,2384.231161,2540.224063
69,SPT_2115,8731.954296,1.320812916,0.154685221,-8.538714357,1.36E-17,3.99E-16,5217.081519,4826.043039,4784.836243,13082.64363,12400.69492,12080.42643
70,SPT_1186,1373.411438,-1.515261002,0.178597837,8.484206927,2.17E-17,6.30E-16,2249.008482,2030.648677,1858.101402,785.9838139,647.3260104,669.4002448
71,SPT_0612,1750.882923,1.534968782,0.181401319,-8.461728891,2.63E-17,7.53E-16,978.1459687,916.337286,753.4466105,2891.433209,2501.267704,2464.666759
72,SPT_0807,2867.179508,1.515634243,0.179385723,-8.449023817,2.94E-17,8.28E-16,1613.577225,1524.966249,1245.73842,4554.529395,3826.991373,4437.274384
73,SPT_0743,175.2823194,2.22712128,0.263744422,-8.444240302,3.06E-17,8.51E-16,55.45251309,52.0389076,67.5400348,226.8721395,353.1810713,296.6092503
74,SPT_0745,1953.53005,1.66030751,0.197044318,-8.426061342,3.57E-17,9.80E-16,920.8753404,925.3875308,909.5391354,2277.264698,3281.166081,3406.947514
75,SPT_1660,2568.04017,1.902528399,0.226110636,-8.414148175,3.96E-17,1.07E-15,1225.409634,1044.171994,867.5142248,5440.18507,3312.23773,3518.722369
76,SPT_0172,381.298886,1.864727942,0.221701784,-8.410974018,4.07E-17,1.09E-15,131.8133508,171.9546512,174.1032008,625.5595814,686.6834318,497.6790999
77,SPT_1823,1066.03868,-1.611176973,0.193319216,8.334282555,7.80E-17,2.05E-15,1938.110786,1443.514046,1469.370979,494.5622791,483.6819949,566.9919984
78,SPT_0436,479.4959634,1.968160148,0.237815045,-8.276011933,1.27E-16,3.31E-15,126.3590052,195.7115438,243.1441253,717.6373953,789.2198718,804.9038391
79,SPT_1401,1038.701012,1.447969791,0.176101694,-8.222350176,2.00E-16,5.13E-15,576.3425131,559.983897,510.3024852,1403.000093,1502.832066,1679.745017
80,SPT_0340,20814.75265,-1.371689799,0.167389445,8.194601498,2.51E-16,6.38E-15,32945.15618,31492.58934,26064.44988,11444.22809,11968.799,10973.29338
81,SPT_2046,499.2149919,1.981521055,0.24225296,-8.179553534,2.85E-16,7.14E-15,152.7216754,259.0632574,168.0996422,644.5446977,871.0418795,899.8187992
82,SPT_1400,3557.08004,1.442659143,0.176540609,-8.171826044,3.04E-16,7.52E-15,2196.283142,1727.465476,1730.525781,5058.584232,5638.468481,4991.153131
83,SPT_1676,2274.436461,-1.330430819,0.163003617,8.161971123,3.30E-16,8.06E-15,3454.418848,3354.246979,2997.276656,1288.14014,1326.759391,1225.776754
84,SPT_0705,11686.82262,-1.299625241,0.159452503,8.150547746,3.62E-16,8.75E-15,17933.88817,17009.9351,15128.9678,6924.821163,6477.40299,6645.920527
85,SPT_0327,15144.84909,-1.814169486,0.223391014,8.121049513,4.62E-16,1.10E-14,29666.18545,21599.5405,20120.92681,8427.493116,5750.326415,5304.622276
86,SPT_1152,7297.392777,-1.354969472,0.167630012,8.083095948,6.31E-16,1.49E-14,10483.25215,11593.36359,9548.660032,4389.358884,4039.314305,3730.407707
87,SPT_0744,271.5036846,1.889411697,0.23390409,-8.077719781,6.60E-16,1.54E-14,125.4499477,111.9967794,94.55604873,355.9709302,512.6822002,428.3662014
88,SPT_0281,15822.61757,-1.269085522,0.157611497,8.051985729,8.15E-16,1.88E-14,23791.85529,22993.27819,20583.20083,8936.294232,9019.063837,9612.01303
89,SPT_0328,6047.025206,-1.760143091,0.221318502,7.952986661,1.82E-15,4.15E-14,11884.1099,8409.93998,7966.722328,2922.758651,2008.264215,3090.356167
90,SPT_1248,589.9783427,1.423978043,0.17979306,-7.920094609,2.37E-15,5.35E-14,330.8969634,308.8396038,306.1814911,885.6556744,895.8991983,812.3971254
91,SPT_1114,175.9941745,-1.833228555,0.232181228,7.895679453,2.89E-15,6.37E-14,287.262199,274.9011858,270.1601392,86.38227907,67.32190508,69.93733901
92,SPT_1588,3631.293966,1.500038548,0.189957256,-7.896716233,2.86E-15,6.37E-14,1603.577592,1954.852877,2033.705492,4636.165395,5198.286794,6361.175647
93,SPT_0341,25848.94968,-1.357652125,0.172526723,7.869228034,3.57E-15,7.79E-14,39020.38807,41382.24435,31716.80034,14113.53544,13563.81029,15296.91959
94,SPT_RS06650,169.2695679,-2.03308818,0.258485769,7.86537761,3.68E-15,7.94E-14,209.9923037,302.0519202,315.1868291,55.05683721,62.14329699,71.18622006
95,SPT_1479,4283.038821,-1.748582138,0.222539492,7.857401494,3.92E-15,8.38E-14,6788.842095,5705.048066,7486.437636,2521.223442,1771.083964,1425.597723
96,SPT_1153,7380.690431,-1.388218114,0.177162256,7.835857051,4.66E-15,9.84E-14,11450.48943,11680.47219,9080.382457,4200.456977,4253.708679,3618.632853
97,SPT_1247,2131.288191,1.357051306,0.174765981,-7.764962598,8.17E-15,1.71E-13,1255.408534,1269.296833,1016.102301,3230.317535,3157.915209,2858.688732
98,SPT_0141,2650.641878,1.392892657,0.180096442,-7.734148677,1.04E-14,2.16E-13,1609.940995,1466.139658,1244.23753,4260.260093,3474.846024,3848.426967
99,SPT_1589,6152.29762,1.682817684,0.218927945,-7.686628066,1.51E-14,3.10E-13,2504.453665,3003.549993,3018.289111,7276.99507,8464.952772,12645.54511
100,SPT_1420,440.5712273,1.482563337,0.193226062,-7.672688243,1.68E-14,3.42E-13,216.3557068,250.0130126,217.629001,700.5507907,600.7185376,658.1603153
101,SPT_1243,3610.859091,-1.439954056,0.187705609,7.671342724,1.70E-14,3.42E-13,6187.045969,5009.310497,4727.802436,1907.05493,2176.051116,1657.889599
102,SPT_0278,2685.15113,-1.337838121,0.174924215,7.648101327,2.04E-14,4.02E-13,4216.20911,3370.084907,4017.881626,1409.644884,1447.93882,1649.147431
103,SPT_1242,6756.315363,-1.539617641,0.201296862,7.648493001,2.03E-14,4.02E-13,11455.03471,9516.332407,9404.574624,4257.412325,3132.022169,2772.515939
104,SPT_0996,1948.748398,1.355291765,0.178195225,-7.605657018,2.83E-14,5.53E-13,1167.229948,1091.685779,980.0809495,2534.513023,3201.415517,2717.565173
105,SPT_1899,5502.299714,1.255696679,0.165584924,-7.58339979,3.37E-14,6.50E-13,3308.060576,3461.718636,2869.701034,7432.673023,7592.875171,8348.769844
106,SPT_1163,1155.181675,-1.320621508,0.174315173,7.576055987,3.56E-14,6.82E-13,1810.842723,1653.932237,1508.394111,693.906,657.6832265,606.3317516
107,SPT_2114,17811.54753,1.206180122,0.160633085,-7.508914629,5.96E-14,1.13E-12,11881.38272,9821.778169,10300.60575,24882.84265,24652.24592,25330.42997
108,SPT_1334,1337.625808,-1.489473601,0.199169396,7.47842604,7.52E-14,1.41E-12,2316.278744,2072.506059,1569.930587,728.0792093,612.1114754,726.8487733
109,SPT_2256,4103.541487,1.593522223,0.213932662,-7.448709351,9.43E-14,1.75E-12,1620.849686,1986.528734,2372.906556,5334.817674,5473.788744,7832.357528
110,SPT_1598,4510.917659,-1.345114713,0.180775776,7.440790711,1.00E-13,1.85E-12,7158.828535,6560.296199,5806.942103,2907.570558,2413.231367,2218.637192
111,SPT_0779,3186.992179,-1.242687997,0.16706138,7.438511481,1.02E-13,1.86E-12,4694.373404,4462.901967,4345.075572,2099.75386,1702.726338,1817.121933
112,SPT_2233,18159.42563,-1.310943461,0.177211155,7.39763512,1.39E-13,2.51E-12,30220.71058,25189.09384,22651.42678,11256.27544,10025.78525,9613.261911
113,SPT_0987,7728.413421,1.287566342,0.174583377,-7.375079838,1.64E-13,2.95E-12,4164.392828,4564.717221,4580.715249,9777.334883,12856.41243,10426.90792
114,SPT_1012,542.8440713,1.691543408,0.229390575,-7.374075448,1.65E-13,2.95E-12,304.5342932,230.7812424,208.6236631,1005.261907,850.3274472,657.5358748
115,SPT_1524,14380.1354,-1.350367459,0.184824042,7.306232685,2.75E-13,4.85E-12,22453.72252,20950.18543,18926.21864,9443.196837,7855.948462,6651.540492
116,SPT_2096,380.8553495,1.738892327,0.238099194,-7.303226424,2.81E-13,4.91E-12,172.7209424,179.8736154,156.0925249,452.7950232,549.9681784,773.6818128
117,SPT_2094,393.1848899,1.573920917,0.215601591,-7.300135904,2.87E-13,4.99E-12,183.6296335,219.4684364,175.6040905,558.1624186,514.7536434,707.4911169
118,SPT_0773,402.7828888,-1.610294906,0.221301354,7.276480146,3.43E-13,5.89E-12,622.7044503,575.8218254,636.3772168,238.2632093,196.7871071,146.7435238
119,SPT_0609,1019.636569,-1.443399674,0.198597676,7.267958536,3.65E-13,6.22E-12,1717.209791,1500.078076,1284.761551,634.1028837,506.4678705,475.1992409
120,SPT_1164,2248.929379,-1.238488849,0.170576123,7.260622591,3.85E-13,6.51E-12,3452.600733,3262.61325,2805.162779,1396.355302,1336.080885,1240.763327
121,SPT_2191,3806.434424,1.284903365,0.177773243,-7.227765814,4.91E-13,8.23E-12,2422.638482,2130.20137,2006.689479,6042.013256,4690.783201,5546.280759
122,SPT_1731,1467.449314,1.690716919,0.234579906,-7.207424314,5.70E-13,9.48E-12,645.4308901,569.0341418,802.9759693,1820.672651,1894.334837,3072.247392
123,SPT_1113,145.2090595,-1.766952518,0.245452499,7.198755461,6.08E-13,1.00E-11,223.6281676,254.538135,202.6201044,56.95534884,67.32190508,66.19069585
124,SPT_0166,884.8364447,-1.414507037,0.196594001,7.195067145,6.24E-13,1.02E-11,1373.586021,1355.274159,1155.68504,558.1624186,472.2890572,394.0219724
125,SPT_1278,3226.55079,-1.232342636,0.171502154,7.185581084,6.69E-13,1.07E-11,5025.270367,4604.312042,4013.378957,2059.885116,1861.191745,1795.266515
126,SPT_1655,3419.305002,1.220222718,0.169822808,-7.185269963,6.71E-13,1.07E-11,2175.374817,2070.243498,1847.595174,4401.699209,4709.426191,5311.491121
127,SPT_2204,2855.219033,-1.333908405,0.185621132,7.186188293,6.66E-13,1.07E-11,4483.472042,4477.608615,3375.500851,1670.690233,1426.188666,1697.853793
128,SPT_1733,978.3699293,2.114023106,0.302598889,-6.986222304,2.82E-12,4.48E-11,215.4466492,302.0519202,505.7998162,1077.405349,1424.117223,2345.398619
129,SPT_RS02190,177.0243814,1.876344419,0.268925687,-6.977185564,3.01E-12,4.74E-11,51.81628273,84.846045,81.04804176,227.8213953,283.7877229,332.8268008
130,SPT_0814,1320.583909,-1.223926819,0.175682347,6.966703474,3.24E-12,5.06E-11,2087.196231,1797.604873,1690.00176,841.0406511,763.3268314,744.333108
131,SPT_1279,2362.030413,-1.190191541,0.171092945,6.956403394,3.49E-12,5.41E-11,3687.137592,3336.146489,2875.704593,1448.564372,1403.40279,1421.226639
132,SPT_0317,25786.47431,-1.190143972,0.171238403,6.950216492,3.65E-12,5.61E-11,40689.4178,36205.50432,31182.48362,16648.04846,15084.24962,14909.14202
133,SPT_1591,737.848764,-1.259528545,0.181413421,6.942863105,3.84E-12,5.86E-11,1155.412199,1006.839734,977.0791702,462.2875814,394.6099359,430.8639635
134,SPT_2062,1275.5377,-1.20022132,0.1730089,6.937338592,4.00E-12,6.05E-11,1783.570995,1786.292067,1789.060477,667.3268372,796.4699231,830.5059007
135,SPT_0747,733.6003983,-1.407261081,0.202958548,6.933736434,4.10E-12,6.16E-11,1279.953089,1092.81706,845.0008799,404.3829767,399.788544,379.6598403
136,SPT_0815,1226.21498,-1.220279647,0.176229938,6.924360637,4.38E-12,6.53E-11,1878.112984,1625.650222,1668.989304,813.5122325,696.0049263,675.0202095
137,SPT_0808,1334.753737,1.280150083,0.186424582,-6.866852378,6.56E-12,9.72E-11,853.6050786,745.5139154,702.416362,2200.374977,1685.11907,1821.493017
138,SPT_1277,3615.38372,-1.229631052,0.18153009,6.773703755,1.26E-11,1.85E-10,5616.157802,5381.501814,4289.542655,2343.712605,2144.979468,1916.407977
139,SPT_1141,217.8464913,1.476185811,0.218734535,-6.748755128,1.49E-11,2.18E-10,102.7235079,115.3906212,120.071173,304.7111163,346.9667416,317.2157876
140,SPT_1072,2766.076328,-1.219610985,0.180806806,6.745382071,1.53E-11,2.21E-10,4012.58021,4321.491892,3336.477719,1768.463581,1706.869224,1450.575344
141,SPT_RS00290,209.1522388,-1.576151757,0.234122552,6.732165468,1.67E-11,2.41E-10,297.2618325,279.4263082,373.7215259,101.5703721,88.03633741,114.8970569
142,SPT_1280,2598.985591,-1.176297518,0.174754414,6.73114624,1.68E-11,2.41E-10,3868.040053,3888.211422,3105.340711,1686.827581,1571.189692,1474.304084
143,SPT_RS06655,717.0543133,-1.92765604,0.286588635,6.726212422,1.74E-11,2.47E-10,1647.212356,901.6306382,908.0382457,297.1170698,372.859782,175.467788
144,SPT_1565,7276.982632,-1.540866905,0.229612752,6.710720065,1.94E-11,2.73E-10,10239.62471,11636.35225,10923.47496,5107.945535,2780.912541,2973.585789
145,SPT_1133,2461.129756,-1.278462284,0.190749239,6.702319191,2.05E-11,2.83E-10,3971.672618,3599.734869,2946.246407,1630.821488,1371.29542,1247.007732
146,SPT_1151,5857.877817,-1.30274883,0.194318268,6.70420153,2.03E-11,2.83E-10,10214.1711,7478.896046,7472.929629,3805.566558,3228.344279,2947.359287
147,SPT_2232,15085.67554,-1.144273903,0.17072094,6.702598415,2.05E-11,2.83E-10,23139.15194,20608.53869,18855.67683,9949.150186,9693.31861,8268.217016
148,SPT_1734,500.8287377,1.352557014,0.202195698,-6.68934615,2.24E-11,3.07E-10,263.6267016,272.6386246,295.6752635,626.5088372,689.7905966,856.7324028
149,SPT_0713,214.5603277,-1.640027042,0.246016145,6.666339078,2.62E-11,3.57E-10,275.4444503,325.8088128,385.7286432,108.2151628,76.64339963,115.5214975
150,SPT_0165,4805.864657,-1.066376862,0.160177104,6.6574862,2.79E-11,3.77E-10,6618.848325,6522.963939,6450.823769,3232.216046,2775.733932,3234.601929
151,SPT_2219,723.9856084,1.196283136,0.180098232,-6.642392451,3.09E-11,4.15E-10,399.0762828,433.2804698,472.7802436,957.7991163,1090.614862,990.3626756
152,SPT_1047,30647.25635,-1.383464541,0.208312678,6.641288267,3.11E-11,4.15E-10,55105.25309,41943.35952,36872.35633,19891.65558,16312.61546,13758.29813
153,SPT_2095,260.1368752,1.586794204,0.239000837,-6.639283041,3.15E-11,4.18E-10,115.4503141,141.410075,121.5720626,333.1887907,352.1453496,497.0546594
154,SPT_1065,3076.408301,-1.733763661,0.262585214,6.602670549,4.04E-11,5.32E-10,6147.956493,3985.501554,4237.011517,1982.995395,1162.079654,942.9051955
155,SPT_RS00285,131.0486729,-1.662997634,0.252395353,6.588859942,4.43E-11,5.80E-10,196.3564398,185.5300184,222.13167,59.80311628,69.39334831,53.07744478
156,SPT_0960,8853.928492,1.020557953,0.15573749,-6.553065376,5.64E-11,7.33E-10,5972.508378,5910.941135,5527.776626,11343.60698,12655.48243,11713.2554
157,SPT_1493,7907.022399,-1.200031211,0.183156852,6.55193183,5.68E-11,7.34E-10,12531.3589,11109.17549,9592.185832,5427.844744,4201.922598,4579.646824
158,SPT_1240,323.0606854,-1.30906595,0.200150947,6.540393487,6.14E-11,7.88E-10,433.6204712,460.4312042,496.7944782,164.2212558,194.7156639,188.5810391
