,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC60MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC60MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC60MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN60MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN60MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN60MIN.C
22,SP_0910,1154.938212,1.462603378,0.133693182,-10.93999975,7.42E-28,7.18E-26,631.0437624,574.4389486,593.1002593,1527.721973,1652.964087,1950.360242
23,SP_0231,1268.65142,-1.295571307,0.119104428,10.87760825,1.47E-27,1.36E-25,1955.201165,1752.803256,1734.89755,699.7952264,703.1329294,766.078395
24,SP_1275,4412.27255,-1.362642451,0.12602216,10.81272094,3.00E-27,2.66E-25,7142.173992,5980.280765,6082.185012,2169.895924,2524.573855,2574.525754
25,SP_1276,1708.468364,-1.414597465,0.131104122,10.78987784,3.84E-27,3.27E-25,2841.765927,2380.754578,2293.109559,832.4757948,953.2694605,949.4348633
26,SP_2175,4383.239394,1.1825923,0.109772925,-10.77307814,4.61E-27,3.78E-25,2597.624405,2625.382571,2721.283543,5829.605088,6636.784044,5888.756712
27,SP_0918,974.1581887,-1.291423656,0.123632749,10.44564376,1.53E-25,1.21E-23,1400.710253,1379.30873,1396.587242,523.1405268,526.0603335,619.1420471
28,SP_0386,825.8361985,1.283459561,0.12297056,-10.43712872,1.68E-25,1.28E-23,494.4900302,466.3221123,457.776136,1235.066548,1199.967689,1101.394676
29,SP_0920,1391.593926,-1.305721833,0.125413028,10.41137317,2.20E-25,1.62E-23,2065.892448,1948.287233,1971.714766,697.5207024,790.8096516,875.3387562
30,SP_2173,4242.780583,1.134861163,0.110456613,-10.27427092,9.20E-25,6.53E-23,2455.898183,2777.182978,2638.820405,5981.240023,6081.498136,5522.043775
31,SP_0961,16492.19666,-1.139375808,0.113589029,10.03068532,1.12E-23,7.67E-22,22195.15397,21560.02609,24693.48085,10893.45375,9469.945578,10141.11974
32,SP_0107,5194.764944,1.201186468,0.123204051,-9.749569569,1.85E-22,1.23E-20,3018.66508,3357.082373,2918.983629,6709.087712,7000.384568,8164.386305
33,SP_0960,7136.930714,-1.121365712,0.115684529,9.693307465,3.22E-22,2.08E-20,9905.318073,9391.967601,10209.57077,4225.307472,4152.610247,4936.810116
34,SP_0385,610.520861,1.209761881,0.12493015,-9.683506166,3.54E-22,2.22E-20,363.1087879,349.4685619,374.2557786,828.6849214,864.7331625,882.8739536
35,SP_0209,10533.6518,-1.006238044,0.104101749,9.665909136,4.21E-22,2.56E-20,13699.85663,13766.87716,14918.42738,7185.979584,6639.362771,6991.407254
36,SP_0922,2222.307408,-1.07326177,0.111237114,9.64841434,4.99E-22,2.95E-20,3220.392184,2991.232472,2873.523181,1389.734182,1377.040285,1481.922141
37,SP_0237,19034.57233,-0.952593489,0.100531504,9.47557187,2.65E-21,1.53E-19,25708.30908,24972.80501,24922.89753,12865.46609,12271.30281,13466.65349
38,SP_0228,6170.333336,-1.019095088,0.109518331,9.305246742,1.34E-20,7.49E-19,7934.599438,8154.630474,8826.727388,4306.432163,3861.214082,3938.39647
39,SP_0218,11565.22348,-1.062888361,0.11594217,9.16740099,4.85E-20,2.65E-18,17250.25367,14020.24187,15929.12942,7545.354381,7187.772073,7458.589488
40,SP_0366,2850.201637,-1.046563005,0.115782189,9.039067363,1.58E-19,8.41E-18,4257.993649,3662.867364,3667.495186,1769.579695,1899.662315,1843.611613
41,SP_0921,2017.353923,-1.285739596,0.144769851,8.881266258,6.61E-19,3.43E-17,3406.601819,2546.752145,2713.883005,1042.49018,1107.133512,1287.262877
42,SP_1415,205.5721964,1.52415379,0.172942173,-8.813083353,1.22E-18,6.17E-17,107.587789,99.38012229,97.26421364,348.7603512,282.800408,297.6402944
43,SP_1278,339.2414633,-1.440160345,0.163651916,8.800143503,1.37E-18,6.77E-17,478.9725606,494.7164329,531.7815159,140.2623152,192.5449587,197.1709967
44,SP_0227,9648.623913,-1.000787089,0.113867439,8.789054173,1.51E-18,7.30E-17,12346.73328,12761.06296,13699.45305,5884.951839,6250.834551,6948.707802
45,SP_0229,8362.089421,-1.077798718,0.124379488,8.665405648,4.50E-18,2.13E-16,12640.53071,11025.73313,10604.97095,5044.136123,4954.594383,5902.57124
46,SP_1232,2725.632897,0.931779642,0.108123788,-8.617711812,6.83E-18,3.16E-16,1891.062291,1815.052343,1868.107234,3405.720647,3812.218266,3561.636604
47,SP_0235,14832.44274,-0.962328142,0.111878647,8.601535414,7.87E-18,3.56E-16,21302.38222,18229.15386,19577.59466,9712.975781,9603.179813,10569.37012
48,SP_1277,1384.531536,-1.304424969,0.151767727,8.594877132,8.34E-18,3.70E-16,2208.653168,1939.550518,1827.932885,622.4614094,813.15862,895.4326158
49,SP_0221,14386.82058,-0.982029021,0.115108689,8.531319675,1.45E-17,6.29E-16,18816.4836,18922.63054,19878.90227,8843.349427,9173.391959,10686.16568
50,SP_0916,1232.859239,-1.081690911,0.127715622,8.469526991,2.46E-17,1.05E-15,1815.543939,1591.174046,1653.491632,728.6058641,869.8906168,738.4493381
51,SP_0236,29005.44947,-0.906167516,0.107161407,8.456099462,2.76E-17,1.15E-15,39646.10024,37022.91786,37324.08477,21619.3509,19366.24071,19054.00231
52,SP_0962,2737.849384,-1.026896561,0.121739984,8.435162611,3.31E-17,1.35E-15,3977.644699,3457.554584,3650.579671,1692.245878,1673.593904,1975.477566
53,SP_0502,8881.499725,-0.920597669,0.109368885,8.41736357,3.85E-17,1.55E-15,12355.00927,11768.35382,10909.45022,5717.395236,6341.09,6197.699802
54,SP_0225,16841.65967,-0.872948887,0.105692121,8.259356333,1.46E-16,5.77E-15,22085.49718,20560.76442,22994.52877,11364.28023,12377.8902,11666.9972
55,SP_1356,1780.000087,0.952730017,0.116376571,-8.186613548,2.69E-16,1.04E-14,1105.878331,1253.718466,1239.061504,2291.203872,2282.173505,2507.964844
56,SP_1586,11042.25554,-1.03997073,0.127336119,8.167130747,3.16E-16,1.20E-14,17431.29081,13901.20414,13552.49951,6859.206298,7166.28268,7343.049796
57,SP_0783,2491.798633,0.896062579,0.111317342,-8.049622496,8.30E-16,3.05E-14,1717.266632,1649.054776,1813.131809,3466.374621,3194.183332,3110.78063
58,SP_1354,12777.14724,-0.867593383,0.107777337,8.0498684,8.29E-16,3.05E-14,16108.16791,17395.88976,16236.78036,9217.129542,8303.501342,9401.414533
59,SP_0501,1190.969068,-1.189914308,0.14841082,8.017705892,1.08E-15,3.89E-14,1407.951739,1793.210558,1817.360688,611.8469639,790.8096516,724.6348097
60,SP_0287,1178.012646,-1.152872576,0.144184654,7.995806396,1.29E-15,4.57E-14,1501.056556,1493.978102,1927.311538,664.9191913,795.1075302,685.7029568
61,SP_0357,6112.026456,-1.029359448,0.12927993,7.962252543,1.69E-15,5.90E-14,7566.318161,8607.847515,8618.455105,4554.355282,3743.45221,3581.730463
62,SP_1355,14967.66999,-0.794485815,0.100112499,7.935930345,2.09E-15,7.17E-14,18079.92104,19328.88774,19760.49367,10891.17923,10884.80719,10860.73108
63,SP_0058,5748.858285,-0.942774556,0.118942501,7.926305143,2.26E-15,7.51E-14,7821.839159,6765.49294,8231.512689,3676.389006,4082.125039,3915.790878
64,SP_0224,10532.01902,-0.816182893,0.102960296,7.927161498,2.24E-15,7.51E-14,13814.68591,13225.20089,13417.17538,7355.810712,7327.882913,8051.358345
65,SP_0281,6200.597122,0.911663343,0.116070195,-7.854413841,4.02E-15,1.32E-13,4506.273162,4274.437348,4000.519396,7408.124764,8224.420377,8789.807683
66,SP_0230,21148.27841,-0.863033487,0.11030775,7.823869931,5.12E-15,1.65E-13,26064.17638,27811.14499,28378.94877,13578.90846,15717.34183,15339.15003
67,SP_1286,3225.108536,-1.016738226,0.130520091,7.789898217,6.71E-15,2.13E-13,4870.416448,3831.04911,4340.944144,1898.46939,2175.586118,2234.186008
68,SP_0871,2559.873203,-0.826401634,0.10645825,7.762682838,8.32E-15,2.60E-13,3342.462945,3251.149715,3267.866135,1883.305896,1726.887598,1887.566931
69,SP_0220,8618.920594,-0.830817337,0.107322134,7.741341964,9.84E-15,3.04E-13,11159.12961,10545.21385,11539.55317,6362.601885,5738.527428,6368.497608
70,SP_1471,658.5849547,1.065912287,0.138421106,-7.700504048,1.36E-14,4.12E-13,483.1105525,394.2442214,377.4274377,887.8225462,936.0779463,872.8270238
71,SP_1647,12285.7719,0.888712106,0.115458174,-7.697264537,1.39E-14,4.17E-13,9332.206197,8340.285647,7928.090632,14955.75367,16132.51689,17025.77836
72,SP_0358,5142.111153,-1.017156692,0.132675677,7.666489549,1.77E-14,5.23E-13,6815.272634,7030.870629,6961.791814,3977.384353,3023.127766,3044.21972
73,SP_2176,4559.804893,1.221096445,0.160526443,-7.606824272,2.81E-14,8.19E-13,3273.151581,2369.833685,2332.226688,5390.62195,6659.992588,7333.002866
74,SP_1035,669.3808498,-1.130867497,0.149430849,7.567831583,3.80E-14,1.09E-12,904.1512267,916.2628857,968.4132576,452.6302819,449.5580954,325.2693513
75,SP_0219,9397.916189,-0.879657964,0.117374523,7.494454004,6.66E-14,1.89E-12,12034.3149,11980.21914,12709.8954,6123.018688,6160.579101,7379.469916
76,SP_0359,6224.325078,-0.88909982,0.118724254,7.488779986,6.95E-14,1.95E-12,8179.775457,8193.945687,8014.782648,4847.768882,4242.865696,3866.812095
77,SP_1884,2717.86376,1.126003278,0.15117082,-7.448549108,9.44E-14,2.61E-12,1885.889801,1542.030029,1577.371813,3042.554977,3896.456686,4362.879253
78,SP_0387,378.4703709,1.135184613,0.154669732,-7.339410206,2.15E-13,5.86E-12,249.314011,228.2466545,214.6156018,450.3557578,551.8476047,576.4425956
79,SP_0862,48031.35638,-0.734324626,0.100305543,7.320877855,2.46E-13,6.64E-12,59712.25739,59892.35897,61005.80635,34158.80188,35696.46001,37722.45369
80,SP_0189,3955.915609,0.830929647,0.113582242,-7.315665147,2.56E-13,6.82E-12,2591.417418,2943.180545,2933.784705,5331.484325,4771.504757,5164.121902
81,SP_2174,618.6434403,1.235939363,0.16920959,-7.304192164,2.79E-13,7.33E-12,266.9004765,441.2040594,362.6263617,923.456756,888.8012824,828.871706
82,SP_0213,10132.40198,-0.869916161,0.119130818,7.302192441,2.83E-13,7.35E-12,14329.8659,12814.57533,12362.07011,6779.597957,6675.464951,7832.837622
83,SP_1283,5166.275818,0.725181786,0.09953895,-7.285407208,3.21E-13,8.23E-12,3783.15908,3878.008948,3957.173388,6385.347126,6410.715632,6583.250732
84,SP_0776,5210.723947,-1.198270861,0.164832097,7.26964519,3.60E-13,9.14E-12,6132.503973,7232.907142,8694.574924,3787.840684,2754.080569,2662.436389
85,SP_0463,370.4487525,-1.031791954,0.142181007,7.256890174,3.96E-13,9.92E-12,463.455091,495.8085222,546.5825919,244.8904205,232.0854412,239.8704483
86,SP_1119,1033.287532,1.038773891,0.144016631,-7.212874527,5.48E-13,1.36E-11,608.284807,680.3716064,701.9938898,1169.105351,1463.857431,1576.112108
87,SP_0233,2598.561172,-0.884462617,0.123203059,7.178901425,7.03E-13,1.72E-11,3235.909654,3590.789473,3348.214833,2028.875434,1646.947057,1740.630583
88,SP_2108,1379.456652,-0.924853523,0.128863592,7.17699631,7.13E-13,1.72E-11,2075.20293,1693.830436,1687.322663,905.2605638,931.7800678,983.3432513
89,SP_1588,6727.21109,0.837172748,0.116679469,-7.174979046,7.23E-13,1.73E-11,5266.629171,4424.053576,4660.224497,8371.006603,8370.548247,9270.804446
90,SP_1472,2215.99519,1.011729186,0.141669531,-7.141473382,9.23E-13,2.18E-11,1705.887154,1336.717249,1287.693611,2664.225813,3155.502425,3145.944884
91,SP_RS04535,746.8295333,-0.970055012,0.137508615,7.054503539,1.73E-12,4.05E-11,895.875243,1090.997167,1005.415948,544.3694177,495.9751837,448.344241
92,SP_1470,601.3223656,0.892328439,0.127433116,-7.002327714,2.52E-12,5.83E-11,437.5926418,397.5204891,413.372908,776.3708688,832.0692856,751.0080003
93,SP_1249,2688.057275,0.851961273,0.122173503,-6.973371877,3.09E-12,7.08E-11,2057.616464,1901.327395,1730.668671,3164.6211,3614.515853,3659.594169
94,SP_1261,714.8618078,0.8403232,0.121083518,-6.940029617,3.92E-12,8.88E-11,480.0070586,513.2819503,528.6098568,907.5350878,942.954552,916.7823415
95,SP_0626,3914.69615,-0.786859191,0.113911737,6.907621754,4.93E-12,1.10E-10,4956.279779,4937.335526,5046.109693,2641.480573,3150.344971,2756.626356
96,SP_1180,2991.281287,-0.818557437,0.118749542,6.89314187,5.46E-12,1.21E-10,4175.233811,3836.509556,3503.626131,2220.693628,2218.564903,1993.059693
97,SP_0913,464.4505918,1.034141425,0.150188314,-6.885631768,5.75E-12,1.26E-10,347.5913183,259.9172429,288.6209818,652.7883965,657.5754168,580.2101942
98,SP_1160,1261.611023,-0.958951736,0.140115986,6.843985194,7.70E-12,1.67E-10,1566.229928,1574.792707,1898.766605,945.4438216,739.2351091,845.1979669
99,SP_0959,6572.670606,-0.866366686,0.127385303,6.801151036,1.04E-11,2.23E-10,7567.352659,9584.17531,8477.844883,5019.116359,4488.704349,4298.830075
100,SP_0211,8815.570918,-0.774364724,0.114794344,6.745669642,1.52E-11,3.24E-10,12251.55947,10162.98262,11120.89417,6596.119686,6145.966314,6615.903254
101,SP_1695,187.6468993,1.47490013,0.218955488,-6.736072893,1.63E-11,3.40E-10,98.27730725,69.89371238,106.7791911,201.674464,305.1493764,344.1073446
102,SP_1848,443.6007594,-1.100437103,0.163331279,6.737454744,1.61E-11,3.40E-10,615.5262928,502.3610577,717.8521855,264.6029621,253.5748339,307.6872242
103,SP_1230,551.2280735,0.884980722,0.133090874,-6.649447053,2.94E-11,6.08E-10,421.0406742,363.6657222,361.569142,685.3899076,743.5329877,732.170007
104,SP_2230,2710.630993,-0.688807771,0.103716551,6.641252188,3.11E-11,6.37E-10,3396.256839,3312.306713,3365.130348,2083.464011,2124.871151,1981.756897
105,SP_2156,2986.820011,0.897038739,0.13600474,-6.595643226,4.23E-11,8.59E-10,2298.654492,2014.904677,1859.649476,3422.40049,3922.243957,4403.066972
106,SP_1971,60.76104443,2.076247724,0.315774711,-6.57509183,4.86E-11,9.77E-10,7.241485798,24.02596363,17.97273513,153.1512847,103.149085,59.0257124
107,SP_RS01915,187.5731758,1.20075215,0.183871068,-6.530402869,6.56E-11,1.31E-09,108.622287,109.2089256,111.0080699,319.9497135,235.5237441,241.1263145
108,SP_0786,602.7575581,-0.826223072,0.127964812,6.456642722,1.07E-10,2.11E-09,842.0813485,736.0681585,748.5115572,437.4667883,422.9112485,429.5062477
109,SP_1414,12016.80546,-1.274911098,0.198525233,6.421909598,1.35E-10,2.60E-09,17357.84146,15768.67677,18917.88955,4183.607865,7006.401598,8866.415522
110,SP_2218,790.584814,-0.792279799,0.123367995,6.422085422,1.34E-10,2.60E-09,926.9101821,1059.326578,1038.189759,567.114658,593.1072387,558.8604685
111,SP_2135,24795.89317,-0.785172898,0.122927569,6.387280781,1.69E-10,3.24E-09,30468.03424,29562.85616,34631.34616,19667.05111,16087.81896,18358.25242
112,SP_2010,1738.895091,0.721346153,0.113034192,-6.381663277,1.75E-10,3.33E-09,1351.05435,1288.665322,1269.720876,2123.647269,2068.139154,2332.143573
113,SP_1847,109.4182644,-1.438563185,0.225593625,6.37679007,1.81E-10,3.41E-09,141.726222,144.1557818,208.2722836,53.07222736,65.32775383,43.95531775
114,SP_1213,775.7067183,0.815412547,0.128139734,-6.363463702,1.97E-10,3.68E-09,598.9743253,511.0977718,558.2120087,1061.444547,938.6566734,985.8549837
115,SP_1402,360.8046096,-0.907355988,0.143385623,6.328082077,2.48E-10,4.60E-09,434.4891479,495.8085222,493.7216062,235.7923244,263.8897424,241.1263145
116,SP_0486,673.1877263,-0.755761873,0.119463819,6.326282536,2.51E-10,4.61E-09,861.7368099,829.9878345,857.4051877,497.3625878,486.5198509,506.1140872
117,SP_1650,5861.004295,-0.972504482,0.154153926,6.30865855,2.81E-10,5.12E-09,8709.438419,7113.869413,7709.246151,4784.840383,3221.689755,3626.941647
118,SP_0191,905.8605647,0.921188131,0.146627095,-6.282523229,3.33E-10,6.01E-09,576.2153699,644.332661,627.9885098,1420.061169,1135.499511,1031.066168
119,SP_0222,6127.376098,-0.775638312,0.123990232,6.255640462,3.96E-10,7.08E-09,8281.156259,7526.679152,7526.347141,4501.283054,3931.69929,4997.091695
120,SP_0869,2784.229068,-0.721192009,0.115453821,6.24658417,4.20E-10,7.44E-09,3591.776956,3372.371622,3478.252857,1917.423757,2056.105094,2289.444121
121,SP_2055,992.7738481,0.86798904,0.141640033,-6.128133542,8.89E-10,1.56E-08,672.4236812,690.2004097,713.6233066,1085.706137,1303.976349,1490.713205
122,SP_0119,548.1951462,-0.809691039,0.133045035,6.08584185,1.16E-09,2.02E-08,709.6656082,720.7789089,675.5633969,369.2310675,375.6345845,438.2973112
123,SP_1993,18498.89316,-0.911770849,0.150801972,6.046146732,1.48E-09,2.57E-08,28230.41513,19193.46867,25724.27007,13836.68785,11380.78238,12627.73486
124,SP_1161,2026.990816,-0.68466902,0.114420642,5.983789369,2.18E-09,3.74E-08,2547.968503,2505.252753,2474.951349,1577.761502,1404.546707,1651.464081
125,SP_1900,1740.340304,-0.872268267,0.146229769,5.965052625,2.45E-09,4.17E-08,1892.096789,2361.096971,2559.528926,1289.655125,1288.503987,1051.160027
126,SP_1591,2665.39909,0.795133279,0.133473504,-5.957236869,2.57E-09,4.33E-08,2124.858833,1815.052343,1838.505082,2915.939806,3617.09458,3680.943895
127,SP_1624,1787.926263,0.787759088,0.132308126,-5.953973608,2.62E-09,4.39E-08,1423.469208,1151.062076,1315.181324,2021.293688,2396.497075,2420.054208
128,SP_1607,6224.574753,0.672537225,0.112997235,-5.951802493,2.65E-09,4.41E-08,5074.212548,4800.824369,4427.63616,7145.796326,8110.096808,7788.882304
129,SP_0517,25193.69865,0.846893795,0.143148917,-5.916173266,3.30E-09,5.44E-08,21712.04342,15596.12666,15929.12942,31268.64001,31836.10551,34820.14685
130,SP_1069,568.0336386,-0.764274261,0.129729299,5.891300346,3.83E-09,6.28E-08,696.2171345,730.6077122,729.4816023,401.0744039,393.6856744,457.1353045
131,SP_0845,7977.847907,-0.650877452,0.110725462,5.878299731,4.15E-09,6.74E-08,9914.628555,10018.82683,9419.827647,5730.284205,6060.868319,6722.651883
132,SP_0214,16359.21776,-0.879908303,0.149757888,5.875538943,4.21E-09,6.79E-08,26412.8022,17831.63337,19923.3055,11437.82317,10467.0534,12082.68892
133,SP_2214,16550.81308,-0.600408583,0.102205287,5.874535472,4.24E-09,6.79E-08,20160.29646,19558.22648,20304.96182,13821.52435,12427.74559,13032.12378
134,SP_0784,1981.57199,0.690552692,0.117779133,-5.863115772,4.54E-09,7.22E-08,1501.056556,1508.175262,1504.423652,2511.832703,2206.530843,2657.412924
135,SP_2220,769.3364689,-0.726842539,0.124099885,5.856915516,4.72E-09,7.44E-08,887.5992592,1036.392704,968.4132576,563.3237847,575.0561488,585.2336591
136,SP_1572,36122.90029,0.68944519,0.118465797,-5.819782671,5.89E-09,9.22E-08,24468.98051,28049.22045,29815.71036,47191.06639,41783.97518,45428.44882
137,SP_0120,2751.848195,-0.896969083,0.154291035,5.813488011,6.12E-09,9.51E-08,4388.340393,3222.755394,3232.977884,1652.820795,1854.104803,2160.089901
138,SP_0351,4897.146119,-0.935025007,0.161380015,5.793933073,6.88E-09,1.06E-07,5288.353628,7540.876312,6677.399711,3962.220859,3099.630004,2814.396202
139,SP_2215,20362.24214,-0.644427622,0.111817681,5.763199649,8.25E-09,1.26E-07,27466.95563,23329.21068,24003.11638,15152.12091,16043.9806,16178.06866
140,SP_0215,25863.32089,-0.886031803,0.154225946,5.745024271,9.19E-09,1.40E-07,42826.14701,29134.75717,29701.53063,17082.43364,17107.27575,19327.78115
141,SP_0925,686.6108149,0.924066809,0.161328873,-5.727845187,1.02E-08,1.54E-07,360.0052939,505.6373255,527.552637,885.5480222,1008.282306,832.6393047
142,SP_0521,427.767288,0.891372113,0.156451366,-5.697438998,1.22E-08,1.82E-07,336.2118406,271.9302247,272.7626861,498.1207625,545.8305748,641.7476391
143,SP_0391,945.4969481,0.84196988,0.147834988,-5.695335662,1.23E-08,1.83E-07,791.3909479,612.6620726,595.2146987,1198.674164,1117.448421,1357.591385
144,SP_0226,16362.04143,-0.724367873,0.127384373,5.686473598,1.30E-08,1.92E-07,23847.24723,18698.75224,18952.7778,12225.56666,11664.44236,12783.46227
145,SP_0266,18277.8597,-1.024222796,0.181026434,5.657863189,1.53E-08,2.25E-07,33318.07615,19420.62324,21872.81865,9954.075328,11897.38738,13204.17745
146,SP_RS00615,417.2384969,-0.934826091,0.165405185,5.651733916,1.59E-08,2.32E-07,560.6979003,538.4000032,566.6697664,311.609792,316.3238606,209.729659
147,SP_1961,19559.05113,-0.891550402,0.157884248,5.646860995,1.63E-08,2.37E-07,31537.70515,22598.60297,22888.8068,11353.66578,13638.88776,15336.63829
148,SP_0347,5482.035224,-0.634849265,0.112586409,5.63877356,1.71E-08,2.46E-07,7267.348247,6633.35014,6185.792544,4455.034399,4093.299523,4257.38649
149,SP_0870,675.9483681,-0.701027688,0.124524066,5.629656279,1.81E-08,2.58E-07,843.1158464,829.9878345,852.1190891,498.8789371,551.8476047,479.7408965
150,SP_0095,6100.015601,-0.682857144,0.122051574,5.594824556,2.21E-08,3.11E-07,7956.323896,7188.131482,7520.003822,5257.183207,4237.708242,4440.742958
151,SP_0532,15.3578722,2.070340081,0.369969978,-5.595967792,2.19E-08,3.11E-07,2.068995942,2.184178512,2.114439427,21.98706562,22.34896842,41.4435853
152,SP_0288,208.698708,-0.90653139,0.163211644,5.554330353,2.79E-08,3.90E-07,251.383007,269.7460462,304.4792775,140.2623152,144.408719,141.912883
153,SP_0346,10283.0035,-0.542810485,0.097813613,5.549437001,2.87E-08,3.99E-07,12243.28349,12215.01833,12223.57433,8535.530508,8406.650427,8073.963937
154,SP_0360,6139.3467,-0.783069823,0.141709779,5.525870042,3.28E-08,4.50E-07,7386.315514,8104.394368,7983.066057,5350.438692,4280.687027,3731.178543
155,SP_1343,116.1550356,1.145116255,0.207201934,-5.526571256,3.27E-08,4.50E-07,62.06987827,65.52535535,79.29147851,188.7854945,139.2512647,162.0067425
156,SP_0515,3618.224348,0.674219596,0.122254734,-5.514875167,3.49E-08,4.76E-07,3070.389978,2673.434498,2553.185608,4093.385078,4640.849249,4678.101674
157,SP_0816,612.3101926,0.757284672,0.137478274,-5.508395274,3.62E-08,4.91E-07,500.697018,454.3091304,395.4001729,819.5868253,764.1628047,739.7052043
158,SP_0294,19755.82503,-0.809493919,0.148558555,5.448988913,5.07E-08,6.83E-07,30061.47654,22336.50155,23704.98042,12182.3507,14035.15216,16214.48878
159,SP_1102,1868.244095,0.792108547,0.145582016,-5.440978021,5.30E-08,7.10E-07,1595.195871,1294.125768,1156.598367,2157.765129,2364.692773,2641.086663
160,SP_1201,821.2831233,-0.643244564,0.118738608,5.417316026,6.05E-08,8.05E-07,979.6695786,1002.537937,1035.0181,656.5792699,600.8434201,653.0504351
