,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC45MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC45MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC45MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN45MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN45MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN45MIN.C
13,SP_2175,4216.251818,1.201113195,0.109756625,-10.94342317,7.15E-28,1.07E-25,2461.94484,2504.59175,2519.114964,5294.707835,6381.875984,6135.275534
14,SP_0283,10949.53698,-1.73194494,0.160062391,10.82043651,2.75E-27,3.85E-25,20582.18877,16093.80102,15120.69841,3700.511553,5537.536656,4662.485462
15,SP_0617,2131.323504,1.402251075,0.130377163,-10.75534274,5.59E-27,7.29E-25,1278.396818,1080.291676,1015.457195,3331.183389,2765.652685,3316.95926
16,SP_0798,1388.256943,1.132944656,0.107218436,-10.56669633,4.25E-26,5.20E-24,822.7102103,917.0632021,812.666187,1916.529998,1970.1251,1890.446959
17,SP_RS11510,218.9686288,1.548653321,0.149354244,-10.36899441,3.43E-25,3.95E-23,107.2203783,101.7984033,105.150893,341.6134892,327.1425444,330.886065
18,SP_RS04870,6861.288262,1.763604098,0.174334617,-10.11620139,4.68E-24,5.09E-22,3404.24701,1991.211871,2972.014882,12834.30431,9788.312637,10177.63886
19,SP_1275,5032.214279,-1.294974383,0.12897973,10.04013871,1.02E-23,1.04E-21,8233.287894,7089.030188,6449.505127,2528.060318,3095.910872,2797.491277
20,SP_0386,727.7495852,1.062883009,0.112234625,-9.470188074,2.79E-21,2.73E-19,461.8723987,454.5825251,466.419318,954.951288,989.7360152,1038.935966
21,SP_1160,1011.608306,-1.214056608,0.12965432,9.363796013,7.69E-21,7.16E-19,1585.62444,1423.422501,1300.115684,648.8848815,529.6593575,581.9429745
22,SP_1161,1705.518107,-1.06106164,0.116916854,9.075352307,1.13E-19,1.01E-17,2492.873795,2286.953784,2220.185997,1196.550951,1032.316473,1004.227638
23,SP_1972,2942.648218,1.065643399,0.119748144,-8.899038964,5.63E-19,4.79E-17,1696.968679,1901.699482,1962.566309,3564.950644,4306.85756,4222.846634
24,SP_2174,641.0627055,1.11532405,0.129882334,-8.587188225,8.91E-18,7.26E-16,336.0946473,405.4384683,428.1143499,902.5344034,837.0694945,937.1248694
25,SP_1470,772.0340038,1.024568213,0.122927438,-8.334739843,7.77E-17,6.07E-15,554.6592646,467.7461117,472.4279405,976.6410334,1059.318715,1101.410958
26,SP_0960,7733.610919,-0.764384577,0.092573405,8.257064486,1.49E-16,1.12E-14,10231.2984,9349.656799,9790.299212,5671.265914,5589.464044,5769.681141
27,SP_1276,2029.082067,-0.96809255,0.118059359,8.200049155,2.40E-16,1.74E-14,2882.578631,2745.046599,2514.608497,1198.35843,1436.311552,1397.588694
28,SP_0366,3028.577478,-0.846846219,0.104237475,8.124201181,4.50E-16,3.14E-14,3717.660424,3922.748817,4121.163926,1990.034135,2229.76204,2190.095528
29,SP_0919,1552.383334,-0.896961245,0.113199679,7.923708389,2.31E-15,1.55E-13,1985.638929,2158.828208,1968.574932,967.0011465,1124.747224,1109.509568
30,SP_2176,4182.950631,1.169682025,0.14786169,-7.910649626,2.56E-15,1.67E-13,2624.837338,2277.300488,2483.063229,4595.213548,6770.292847,6346.996338
31,SP_0231,1425.616658,-1.035187309,0.132171757,7.832137029,4.80E-15,3.02E-13,1800.065197,1874.494737,2152.588994,833.8502099,1045.817594,846.8832154
32,SP_0221,15298.79375,-0.7583472,0.098859412,7.670966147,1.71E-14,1.04E-12,18227.46431,19909.486,19914.82805,11936.58985,10833.09168,10971.30264
33,SP_0783,2229.378627,1.139896689,0.149613476,-7.618943946,2.56E-14,1.52E-12,1587.686371,1243.520151,1168.677067,2615.421793,3462.518231,3298.448152
34,SP_0920,1489.016046,-0.862194612,0.114608734,7.522939855,5.36E-14,3.08E-12,1960.895764,1921.006076,1934.025353,945.3114012,1155.903657,1016.954025
35,SP_1471,850.0684492,0.880516978,0.117321636,-7.505154257,6.14E-14,3.43E-12,604.145593,566.0342252,592.6003896,1035.68534,1210.946688,1090.998459
36,SP_0229,9176.418488,-0.722776227,0.09776246,7.393187777,1.43E-13,7.78E-12,11095.24722,11081.9848,12310.16525,7033.50242,6635.281638,6902.329594
37,SP_1162,1366.123486,-0.812154465,0.111775323,7.265955003,3.70E-13,1.96E-11,1919.657157,1728.817711,1622.328063,954.3487951,962.7337734,1008.855415
38,SP_0225,17923.57138,-0.674774178,0.093194065,7.240527342,4.47E-13,2.30E-11,21204.89174,21841.90051,23410.34416,13616.34013,13468.9259,13999.02583
39,SP_0871,2066.26224,-0.789134464,0.109164524,7.228854562,4.87E-13,2.44E-11,2816.59686,2723.984861,2378.663414,1479.120134,1488.23894,1510.969234
40,SP_0921,2107.477823,-0.787490571,0.112190963,7.019197889,2.23E-12,1.09E-10,2993.92287,2516.877764,2567.935022,1479.120134,1580.669691,1506.341457
41,SP_1215,569.3835961,1.054021411,0.150814643,-6.988853254,2.77E-12,1.32E-10,292.7941099,389.6421643,375.5389034,707.3266954,740.4845528,910.5151509
42,SP_RS01905,104.1387165,1.326124961,0.19062647,-6.956667454,3.48E-12,1.62E-10,45.36246773,50.89920165,62.33945797,165.6855547,144.3581386,156.1874782
43,SP_0385,542.9694033,0.911778054,0.131418406,-6.937978354,3.98E-12,1.77E-10,408.2622096,348.3962596,350.002258,647.6798957,745.6772916,757.7985055
44,SP_0962,3206.215868,-0.705374811,0.101655854,6.938850872,3.95E-12,1.77E-10,4134.170355,3852.543021,4015.261955,2362.977257,2583.906827,2288.435792
45,SP_1883,2279.331447,0.836407936,0.120733508,-6.927720004,4.28E-12,1.86E-10,1762.950451,1661.244633,1400.76011,2852.201513,2861.199078,3137.632896
46,SP_1277,1704.925389,-0.964913114,0.139742677,6.904927936,5.02E-12,2.13E-10,2523.80275,2217.625561,2127.803427,923.6216559,1267.028267,1169.67067
47,SP_2063,9426.986858,0.933029657,0.136235754,-6.848640187,7.46E-12,3.10E-10,7187.889205,5971.880469,5751.002767,11218.41829,11863.33106,14569.39936
48,SP_1029,1565.35856,0.731706387,0.108172159,-6.764276459,1.34E-11,5.46E-10,1274.272957,1109.251567,1110.844076,2024.376232,1928.58319,1944.82334
49,SP_0227,10208.52668,-0.70568355,0.104823228,6.732129569,1.67E-11,6.67E-10,12010.7443,12331.64796,13880.66895,7272.089619,7807.802059,7948.207226
50,SP_0219,10495.55636,-0.580560227,0.086877243,6.682535135,2.35E-11,9.18E-10,12814.89713,12662.49277,12410.80968,8224.028443,8435.084906,8426.025215
51,SP_1127,317.9068714,1.071851364,0.162806589,-6.583587132,4.59E-11,1.76E-09,160.8305674,174.636916,243.3492094,450.0622159,452.8068233,425.7554962
52,SP_0232,3008.670017,-0.737462462,0.112579701,6.55058108,5.73E-11,2.15E-09,4016.640325,3513.800059,3850.024838,2364.182242,2018.936845,2288.435792
53,SP_RS01250,76.4517603,1.338871155,0.205096721,-6.527998838,6.67E-11,2.46E-09,41.23860703,42.12347723,32.29634569,115.0761489,111.1246103,116.8513726
54,SP_0107,4335.663312,0.80142575,0.122898159,-6.521055775,6.98E-11,2.53E-09,2878.454771,3206.649704,3219.11948,4810.303523,5761.862972,6137.589423
55,SP_0235,16356.61861,-0.609654381,0.094041807,6.482801661,9.00E-11,3.20E-09,20340.94292,19725.19578,19511.49927,13294.00642,12073.11771,13194.94955
56,SP_0004,2155.581414,-0.649374486,0.103495227,6.274438955,3.51E-10,1.23E-08,2503.183447,2587.961132,2852.59351,1661.072998,1632.597079,1696.080319
57,SP_RS11135,91.62722966,1.194580086,0.191230032,-6.246822601,4.19E-10,1.44E-08,53.61018914,49.14405676,51.07329087,137.3683872,137.0883043,121.4791497
58,SP_2055,1253.640577,0.876220552,0.140361234,-6.242610756,4.30E-10,1.45E-08,903.125494,827.550813,849.4689995,1333.316846,1827.844057,1780.537252
59,SP_0869,2360.272529,-0.623931275,0.101453921,6.149898107,7.75E-10,2.57E-08,3045.471129,2836.314133,2758.708785,1757.471866,1906.773687,1856.895575
60,SP_0661,454.7035481,0.798414622,0.13048377,-6.118880698,9.42E-10,3.07E-08,354.6520205,302.7624926,321.4613013,573.5732657,545.2375739,630.5346344
61,SP_0415,2006.065927,0.756216942,0.123967003,-6.100147004,1.06E-09,3.40E-08,1243.344002,1518.200325,1626.83453,2456.966153,2639.988406,2551.062145
62,SP_0237,21319.64385,-0.566294202,0.093352632,6.066183546,1.31E-09,4.13E-08,26908.19109,25260.92275,24532.4544,16538.43082,17133.96094,17543.90311
63,SP_2026,57991.70167,0.795600336,0.133200787,-5.972940197,2.33E-09,7.23E-08,49119.30483,39088.83172,36227.48694,68311.85296,78733.34422,76469.38935
64,SP_1971,44.52593854,1.46486377,0.247909817,-5.908857452,3.44E-09,1.05E-07,16.49544281,15.79630396,21.03017859,86.75898137,72.69834319,54.37638131
65,SP_2042,234.0961432,-0.963796166,0.163893409,5.880627985,4.09E-09,1.23E-07,253.6174332,334.3551005,358.2641139,156.0456679,139.1653998,163.1291439
66,SP_0922,2492.947651,-0.718409748,0.122829133,5.848854651,4.95E-09,1.47E-07,3628.997419,2955.663985,2815.790698,1873.150508,1813.304389,1870.778906
67,SP_0918,1034.326246,-0.802585079,0.137805073,5.824060489,5.74E-09,1.68E-07,1486.651783,1377.788734,1134.878566,653.7048249,768.5253423,784.4082241
68,SP_0209,11647.54368,-0.695261579,0.11975068,5.805909254,6.40E-09,1.84E-07,12470.55477,14885.38376,16230.79141,8999.436839,8581.52014,8717.575174
69,SP_1026,995.8096575,-0.621644523,0.107441336,5.785897182,7.21E-09,2.04E-07,1136.123624,1254.05102,1252.046704,790.4707192,771.6409856,770.5248927
70,SP_2108,2039.263964,-0.769858538,0.134481158,5.724657249,1.04E-08,2.89E-07,2692.881039,2759.087758,2354.628924,1233.905513,1576.515499,1618.565052
71,SP_0281,4871.309535,0.637765713,0.111476513,-5.721076982,1.06E-08,2.91E-07,3940.348902,3699.845416,3667.512931,5316.397581,6180.397719,6423.354661
72,SP_0285,2760.48353,0.782515638,0.137199268,-5.703497178,1.17E-08,3.19E-07,2305.238133,1856.065715,1795.827036,3061.869051,3850.935094,3692.966152
73,SP_2220,870.8233481,-0.657075373,0.115311993,5.698239657,1.21E-08,3.24E-07,993.8504294,1097.843125,1128.118866,685.63695,624.1672037,695.3235142
74,SP_0944,2949.876191,-0.581277993,0.102075667,5.694579418,1.24E-08,3.27E-07,3715.598493,3376.898758,3577.383594,2272.603318,2491.476076,2265.296907
75,SP_1914,417.5098709,0.734452773,0.129248697,-5.682477205,1.33E-08,3.46E-07,286.6083189,310.6606445,321.4613013,491.6342278,535.8906441,558.8040888
76,SP_0472,293.4998245,0.921427137,0.162381673,-5.674452785,1.39E-08,3.58E-07,187.635662,184.2902129,211.8039415,471.1494683,341.682213,364.4374492
77,SP_2206,1174.915848,0.84492261,0.149073436,-5.667828089,1.45E-08,3.67E-07,690.7466678,901.2668981,848.7179217,1812.298722,1328.302585,1468.162295
78,SP_1647,9850.485111,0.662722006,0.117670217,-5.632028413,1.78E-08,4.46E-07,7616.770719,7271.565256,7687.281353,10582.18576,12385.72058,13559.387
79,SP_1472,2850.805891,0.80479454,0.143649047,-5.602505242,2.11E-08,5.23E-07,2303.176203,1926.271511,1839.389549,3018.48956,4090.839626,3926.668897
80,SP_1414,13386.44857,-1.159109721,0.210972444,5.494128522,3.93E-08,9.60E-07,22967.84219,13182.89323,21987.05172,4892.845054,9977.328329,7310.730926
81,SP_0517,22319.64279,0.695214123,0.127308734,-5.460851742,4.74E-08,1.14E-06,18462.52437,15424.21324,16394.52637,25538.47016,25981.34931,32116.7733
82,SP_1278,408.2169878,-0.976895783,0.179587301,5.439670726,5.34E-08,1.27E-06,482.4917023,546.7276315,637.665058,204.245102,337.528022,240.6444109
83,SP_0515,3906.582138,0.63356915,0.117996764,-5.36937732,7.90E-08,1.86E-06,3142.381856,2960.92942,2967.508415,4183.71088,4878.058828,5306.903427
84,SP_0958,534.4400918,0.637931592,0.121393056,-5.255091287,1.48E-07,3.44E-06,435.0673042,406.3160407,398.0712376,614.5427847,688.5571648,664.0860186
85,SP_1232,2065.921773,0.604160114,0.115623184,-5.225250635,1.74E-07,4.00E-06,1800.065197,1543.649926,1525.439026,2387.076974,2698.14708,2441.152438
86,SP_0845,8129.024101,-0.505851047,0.097467273,5.189957948,2.10E-07,4.78E-06,9915.823061,9433.026181,9400.48983,6234.5968,6976.963851,6813.244884
87,SP_0870,594.1727103,-0.646037375,0.124631475,5.183581247,2.18E-07,4.89E-06,787.6573943,744.181431,667.7081703,470.5469754,471.500683,423.4416077
88,SP_0501,1073.324631,-0.653989979,0.126389406,5.17440502,2.29E-07,5.08E-06,1214.476977,1337.420402,1418.034899,724.1964973,893.1510735,852.6679368
89,SP_0800,2299.108977,0.730622181,0.142149123,-5.139828983,2.75E-07,6.04E-06,1756.76466,1662.999778,1653.873331,3535.428491,2738.650443,2446.937159
90,SP_1249,2957.364709,0.639245858,0.126345036,-5.059524925,4.20E-07,9.13E-06,2466.0687,2167.603932,2203.662285,3177.547693,3604.799275,4124.50637
91,SP_0961,18553.37679,-0.675309004,0.133676563,5.051813049,4.38E-07,9.40E-06,27811.31658,20198.20733,21223.95667,14529.11692,13717.13881,13840.52446
92,SP_0502,7979.952358,-0.517720685,0.102845225,5.033978838,4.80E-07,1.02E-05,9754.992493,9405.821435,9174.415411,5944.19521,6734.982223,6865.307377
93,SP_0191,839.1293822,0.655655047,0.130331242,-5.030682112,4.89E-07,1.03E-05,560.8450556,663.4447663,693.2448157,1125.456786,937.8086272,1053.976242
94,SP_0236,33896.66092,-0.529783193,0.105883158,5.003469901,5.63E-07,1.17E-05,36947.72997,39555.70026,44323.35462,28387.6592,27149.71554,27015.80596
95,SP_0867,1632.911334,-0.531287207,0.106986561,4.96592473,6.84E-07,1.41E-05,2059.868421,1974.537995,1792.822725,1310.422114,1288.83777,1370.978976
96,SP_0224,11607.80887,-0.544122279,0.110685706,4.915921848,8.84E-07,1.80E-05,12282.9191,14622.9896,14661.78987,8915.087829,9657.455619,9506.611176
97,SP_1059,117.3293225,-1.062076504,0.216342507,4.90923636,9.14E-07,1.84E-05,125.7777514,185.1677853,189.2716073,91.57892478,61.27431783,50.90554846
98,SP_1268,5917.286699,0.483447083,0.098883937,-4.889035552,1.01E-06,2.02E-05,4950.694774,4943.365567,4818.915209,6958.190805,7376.804738,6455.749101
99,SP_0208,14622.04013,-0.490837255,0.100454156,4.886181678,1.03E-06,2.03E-05,18613.04528,16946.80143,15946.13292,12182.40697,12003.53501,12040.31916
100,SP_0287,1196.907882,-0.571159316,0.116955404,4.883565003,1.04E-06,2.04E-05,1538.200042,1457.647826,1329.407718,873.614743,1008.429875,974.1470865
101,SP_1089,1093.028459,0.73920298,0.151769915,-4.870550142,1.11E-06,2.15E-05,795.9051157,795.0806326,797.6446309,1068.219958,1505.894252,1595.426167
102,SP_1493,126.6570007,0.878800228,0.180562829,-4.867005193,1.13E-06,2.17E-05,82.47721406,86.87967178,83.36963656,142.7908235,182.7844057,181.6402525
103,SP_0959,7662.265418,-0.568245473,0.116841851,4.863372724,1.15E-06,2.19E-05,8994.140193,8992.484815,9673.882152,6925.656187,5524.035535,5863.393628
104,SP_0916,1401.472577,-0.501242161,0.10313924,4.859858992,1.17E-06,2.21E-05,1668.101654,1589.283693,1695.933688,1148.351517,1205.753949,1101.410958
105,SP_1090,1150.926234,0.720128062,0.148232055,-4.858112921,1.19E-06,2.21E-05,892.8158422,805.6115019,845.7136105,1143.531574,1660.637868,1557.247005
106,SP_RS04535,825.0440435,-0.63219603,0.131335704,4.813588464,1.48E-06,2.71E-05,903.125494,998.6774392,1133.376411,600.0829545,704.1353812,610.8665816
107,SP_1695,121.4230906,0.911599784,0.189377591,-4.813662369,1.48E-06,2.71E-05,78.35335336,80.73666468,77.3610141,131.3434579,174.4760237,186.2680296
108,SP_2156,2449.785238,0.566046567,0.117738892,-4.807643042,1.53E-06,2.76E-05,2010.382093,1939.435097,1909.990863,2583.489668,3005.557217,3249.856492
109,SP_0218,12546.77182,-0.578884556,0.120730784,4.794838038,1.63E-06,2.92E-05,15751.08596,13345.24413,16358.47463,9942.940761,9075.868874,10807.01655
110,SP_1035,668.0055516,-0.949421954,0.199432783,4.760611269,1.93E-06,3.43E-05,715.489832,993.4120046,1031.229829,594.0580252,340.6436652,333.1999536
111,SP_0058,6770.096012,-0.649444401,0.1366057,4.754153013,1.99E-06,3.51E-05,9893.141827,7704.20847,7501.014057,5256.750781,5643.468527,4621.992412
112,SP_0213,10629.61596,-0.627646127,0.132162804,4.749037599,2.04E-06,3.57E-05,12466.43091,13295.2225,13361.67418,9579.035034,6847.145381,8228.187743
113,SP_0211,10006.48654,-0.447528804,0.094302139,4.745690914,2.08E-06,3.60E-05,11955.07218,11573.42537,11244.38585,8252.34561,8131.82896,8881.861263
114,SP_1586,12598.59421,-0.488783568,0.103455455,4.72457996,2.31E-06,3.95E-05,15142.8165,14058.71052,15158.2523,9888.113905,11332.63316,10011.03888
115,SP_0862,55029.83316,-0.469561376,0.100370156,4.678296776,2.89E-06,4.92E-05,69823.14749,62738.53147,60039.65772,45390.61207,45358.57341,46828.47681
116,SP_1163,1435.231963,-0.514340861,0.110905923,4.637632041,3.52E-06,5.94E-05,1808.312918,1708.633545,1581.018783,1122.444322,1140.32544,1250.65677
117,SP_0987,1456.480638,0.465820806,0.101755677,-4.577836028,4.70E-06,7.85E-05,1169.114509,1268.092179,1205.47988,1650.830618,1694.909944,1750.456701
118,SP_1286,3953.993779,-0.695033688,0.154013053,4.512823258,6.40E-06,0.00010578,6187.852985,4397.515508,4317.946312,2567.222359,3236.11482,3017.310691
119,SP_1464,192.5226308,-0.736530292,0.163258197,4.511444486,6.44E-06,0.00010578,197.9453137,265.0268775,269.6369327,145.8032881,140.2039476,136.5194254
120,SP_0910,871.1512087,0.588534552,0.130530824,-4.508778345,6.52E-06,0.000106225,773.2238818,649.4036072,639.9182914,998.9332716,987.6589196,1177.76928
121,SP_1164,946.254694,-0.493808777,0.110456707,4.470609261,7.80E-06,0.00012602,1140.247484,1036.413054,1164.170601,798.3031272,753.9856737,784.4082241
122,SP_1037,69.51121776,-1.201445515,0.269523032,4.457672897,8.29E-06,0.000132372,72.1675623,129.8807214,125.4299937,54.22436336,14.53966864,20.8249971
123,SP_1649,3923.571332,-0.57258666,0.128490859,4.456244298,8.34E-06,0.000132372,4565.113798,4610.765611,5023.95945,2599.154484,3381.511506,3360.923143
124,SP_RS08485,4814.361647,0.561760918,0.126101539,-4.454830001,8.40E-06,0.000132372,4185.718614,3971.892873,3364.828575,5456.17594,6472.22964,5435.324243
125,SP_1034,648.5951001,-0.837426786,0.189118333,4.428057155,9.51E-06,0.000148714,645.3842,929.3492163,995.1780941,575.9832374,390.4939577,355.181895
126,SP_2064,370.780938,-0.569624523,0.128967777,4.416797266,1.00E-05,0.000155429,439.1911649,470.378829,432.6208167,309.0788711,298.0632071,275.3527394
127,SP_0838,23033.01915,-0.597257963,0.135430366,4.410074203,1.03E-05,0.000159071,32759.94943,23862.07228,27466.9154,17055.36975,17117.34418,19936.46389
128,SP_1926,1085.013988,-0.511398408,0.11622453,4.400090146,1.08E-05,0.000165268,1148.495206,1390.952321,1306.875384,863.9748562,917.037672,882.7484881
129,SP_0868,3069.216179,-0.48684223,0.110922772,4.389019671,1.14E-05,0.000171232,4002.206812,3497.126182,3315.257439,2493.115729,2479.013503,2628.577412
130,SP_1105,8844.591008,-0.439331235,0.100086727,4.389505486,1.14E-05,0.000171232,10689.04694,9381.249407,10606.72079,7546.826394,7295.798013,7547.904504
131,SP_0459,42542.88737,0.551936445,0.12611429,-4.376478236,1.21E-05,0.000179998,39562.25766,32066.49704,30594.40338,47058.91499,51906.61704,54068.63413
132,SP_1357,448.4063991,-0.575987206,0.131921536,4.366134774,1.26E-05,0.000187302,556.7211949,525.6658929,542.2781765,315.7062933,392.5710532,357.4957835
133,SP_0103,6646.885582,0.401379489,0.091995683,-4.363025268,1.28E-05,0.000188556,5948.669064,5677.016129,5487.374457,7448.017554,7611.516532,7708.719759
134,SP_RS08815,217.1107807,-0.672093744,0.154659993,4.345621191,1.39E-05,0.000202623,313.4134134,257.1287256,246.3535206,168.6980193,151.6279729,165.4430325
135,SP_1778,3975.424435,-0.460564677,0.106429608,4.327411182,1.51E-05,0.000218485,4598.104684,4760.830499,4522.990553,3062.471544,3632.840064,3275.309266
136,SP_0743,148.3347153,0.785743028,0.182754889,-4.299436421,1.71E-05,0.000244351,111.344239,99.16568597,101.3955039,153.0332033,219.1335773,205.9360824
137,SP_1231,553.0946105,0.563461618,0.131047571,-4.299672359,1.71E-05,0.000244351,420.6337917,429.1329242,467.1703959,596.4679969,735.291814,669.87074
138,SP_1106,10279.42598,-0.422876775,0.098713094,4.283897469,1.84E-05,0.000260167,11612.79174,12300.93292,11555.33206,9182.594688,8134.944603,8889.959873
139,SP_0520,1305.55702,0.570696274,0.133701911,-4.268422714,1.97E-05,0.000276879,1103.132738,914.4304848,1091.316053,1712.887389,1359.459018,1652.116437
140,SP_1270,4861.212236,0.382601065,0.089848657,-4.258283628,2.06E-05,0.000285233,4132.108425,4294.839532,4182.752306,5619.451523,5416.026568,5522.095064
141,SP_1650,5702.951807,-0.672565092,0.157962169,4.25776055,2.06E-05,0.000285233,5637.317581,6930.189576,8801.129741,4130.691502,3869.628953,4848.753491
142,SP_2134,3999.18441,-0.82276966,0.193273965,4.257012368,2.07E-05,0.000285233,6888.909305,3779.704509,5144.882977,2069.563201,2791.616379,3320.430093
143,SP_1540,13002.51594,-0.429991344,0.101192351,4.249247519,2.14E-05,0.000293236,15221.16986,13754.19289,15995.70405,10802.69817,10937.98501,11303.34565
144,SP_1352,212.1575106,0.676399244,0.159389224,-4.243694951,2.20E-05,0.000298503,156.7067067,151.8200325,166.7392731,236.77972,306.3715892,254.5277423
145,SP_1539,26270.42691,-0.514379231,0.121407169,4.236811018,2.27E-05,0.000305677,30108.30699,27767.26964,35523.72703,21483.69276,20025.27791,22714.28711
146,SP_1283,4624.134694,0.512545758,0.122318812,-4.190244721,2.79E-05,0.000373129,4257.886176,3490.105603,3569.121738,4942.249474,5648.661266,5836.783909
147,SP_0447,690.6172247,-0.479268135,0.115067176,4.165116006,3.11E-05,0.000413867,777.3477425,809.1217917,839.7049881,584.4181384,533.8135486,599.2971387
148,SP_0989,1498.606188,0.464249163,0.111971994,-4.146118575,3.38E-05,0.000443692,1131.999763,1315.481091,1294.858139,1762.291809,1654.406581,1832.599745
149,SP_1354,14040.26677,-0.517513529,0.12479832,4.146798858,3.37E-05,0.000443692,14472.68914,17466.32432,18045.39539,12354.71994,10267.08315,11635.38866
150,SP_RS08480,3431.888451,0.575613543,0.138946123,-4.14271036,3.43E-05,0.000447337,3051.65692,2565.144249,2521.368198,3631.224866,4889.482854,3932.453619
151,SP_1485,353.5058719,0.584672297,0.141270433,-4.13867422,3.49E-05,0.000452263,315.4753438,242.209994,280.9030998,423.5525271,452.8068233,406.0874434
152,SP_1261,629.0797112,0.555474865,0.134560116,-4.128079574,3.66E-05,0.000470493,517.5445182,545.850059,443.135906,680.2145137,777.8722722,809.8609983
153,SP_2101,4457.490642,-0.51516115,0.12490636,4.124378845,3.72E-05,0.000474997,4775.430694,5325.987152,5757.011389,4092.131955,3514.445619,3279.937043
154,SP_RS01915,165.2542953,0.786360054,0.192246417,-4.090375603,4.31E-05,0.000543206,109.2823086,99.16568597,135.945083,253.047029,166.1676416,227.9180238
155,SP_1409,1719.668128,0.457736807,0.111902183,-4.090508303,4.30E-05,0.000543206,1439.227385,1427.810363,1444.322623,1804.466314,2028.283775,2173.898308
156,SP_0628,1049.904169,0.531375847,0.129967624,-4.088524739,4.34E-05,0.000543587,874.2584691,864.4088556,807.4086424,1377.901322,1063.472906,1311.974817
157,SP_0913,377.5632427,0.638141876,0.156130313,-4.087238807,4.37E-05,0.000543587,334.032717,244.8427114,290.6671112,457.8946239,530.6979053,407.2443877
158,SP_0097,1271.706293,0.483526993,0.118416931,-4.083258944,4.44E-05,0.000548677,1179.424161,964.452114,1014.706117,1427.305742,1569.245665,1475.103961
159,SP_0669,1463.728439,0.503912717,0.123443421,-4.082135053,4.46E-05,0.000548677,1245.405932,1160.150769,1187.454013,1496.592429,1899.503853,1793.263639
160,SP_2065,795.4076316,-0.498759617,0.122544025,4.070044359,4.70E-05,0.000574332,1039.212897,944.2679478,835.949599,639.2449947,643.8996111,669.87074
161,SP_2221,983.9230308,-0.56151741,0.138223405,4.062390221,4.86E-05,0.000589812,1043.336758,1266.337034,1245.287004,888.0745732,676.0945917,784.4082241
