,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC10MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC10MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC10MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN10MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN10MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN10MIN.C
47,SP_2011,2038.945158,0.306451424,0.095208557,-3.218738259,0.00128756,0.040681403,1930.20705,1729.024652,1697.858166,2464.098387,2361.07167,2051.411025
48,SP_RS04170,731.334411,0.373798066,0.116925757,-3.196883875,0.001389208,0.042587438,666.2012368,605.2436343,544.1393382,1030.251774,824.5624354,717.6080478
49,SP_0944,4648.102379,-0.299535899,0.09392941,3.188946887,0.001427921,0.042587438,5424.654604,5419.990748,4784.302551,3634.957395,4325.674591,4299.034388
50,SP_0976,2778.352522,-0.262435985,0.082326797,3.187734673,0.00143392,0.042587438,3101.832959,3014.317314,3062.240493,2305.264289,2550.821304,2635.638775
51,SP_0479,5873.313806,0.238627836,0.076975687,-3.100041659,0.001934934,0.055257257,5461.073605,5246.578246,5313.202402,6309.966633,6797.819217,6111.24273
52,SP_1587,2300.281285,-0.263775799,0.084988465,3.103665867,0.001911391,0.055257257,2683.458582,2590.986794,2337.020189,2131.67511,2009.34064,2049.206392
53,SP_0842,1759.971667,-0.243312733,0.078677838,3.092519315,0.001984653,0.055607735,1979.061807,1919.43838,1871.767608,1545.811633,1609.015192,1634.735384
54,SP_0391,1199.594114,-0.282191298,0.091537794,3.082784576,0.002050735,0.056395226,1277.329838,1358.397932,1368.86453,965.1558316,1112.272247,1115.544308
55,SP_0260,539.5955078,0.319423136,0.10387189,-3.075164392,0.002103866,0.05680437,472.558744,426.7307647,498.4208765,675.2619038,594.7031223,569.8976355
56,SP_1601,5626.675064,0.272722559,0.089019333,-3.063632907,0.00218667,0.057985816,4821.520418,4739.941721,5496.076248,6446.234138,6474.627767,5781.650093
57,SP_1471,971.3492556,-0.289925456,0.096617949,3.000741152,0.002693234,0.070165834,1133.430371,1077.877708,1045.249536,803.7178958,809.9069759,957.9130469
58,SP_2220,2248.978037,-0.265859083,0.090137632,2.949479336,0.003183099,0.0814983,2419.642892,2307.066325,2730.557536,2058.767655,2074.133198,1903.700612
59,SP_0451,792.0427501,-0.327222454,0.111255573,2.941178094,0.003269665,0.082295802,925.575585,783.756504,1009.391919,650.9594188,775.1966769,607.3763968
60,SP_2187,859.5941663,0.257177192,0.087657541,-2.93388553,0.003347476,0.082850041,791.4470693,748.0539301,777.2138489,978.17502,958.7755914,903.899538
61,SP_0673,1337.237726,0.262585489,0.090404432,-2.904564328,0.003677646,0.088085559,1156.525347,1241.089475,1198.540849,1551.887254,1534.966554,1340.416876
62,SP_1087,5150.306386,0.204543388,0.070407264,-2.905146091,0.003670817,0.088085559,4762.006441,4855.550055,4653.422248,5634.704729,5444.888898,5551.265943
63,SP_1660,2053.117242,0.255394832,0.088098365,-2.898973563,0.003743865,0.088248237,1771.207022,1812.330658,1956.033008,2284.433587,2405.809388,2088.889786
64,SP_0374,7590.304441,-0.218393606,0.07578599,2.881714754,0.003955176,0.091772445,7878.939961,8206.491638,8569.970467,6760.430551,6867.239815,7258.754216
65,SP_1105,12235.67325,-0.221640633,0.077300507,2.867259746,0.00414043,0.09459291,13383.53871,14051.51303,12374.46363,11319.75032,11138.14927,11146.62455
66,SP_RS02475,613.6041779,0.304131033,0.10650051,-2.855676779,0.004294521,0.096626718,505.4246717,572.9413055,524.4176489,791.5666533,632.4987812,654.7760068
67,SP_0229,21845.77921,-0.267814045,0.094782635,2.825560242,0.004719801,0.0973459,22501.61297,27557.28671,22590.29872,18524.56917,19253.41717,20647.49054
68,SP_RS04240,1208.096146,0.358822682,0.126805771,-2.829703089,0.004659122,0.0973459,1090.793492,887.4639807,968.1556595,1871.291343,1389.183299,1041.689102
69,SP_0963,595.5712523,-0.285834221,0.100877673,2.833473592,0.004604511,0.0973459,705.2850427,688.5496402,606.890168,487.7855912,556.9074634,528.0096081
70,SP_1535,3885.971682,0.32177835,0.113510638,-2.834785849,0.004585641,0.0973459,3718.29117,3274.436067,2976.182212,5167.74984,4577.902764,3601.268037
71,SP_1574,9369.14113,-0.221561331,0.078207781,2.832983231,0.004611581,0.0973459,10020.55487,10318.04387,10146.80918,7956.45999,8759.336779,9013.6421
72,SP_1668,4113.936213,0.198155426,0.069916786,-2.834160972,0.004594618,0.0973459,3800.900123,3801.474063,3826.007736,4495.959719,4397.409209,4361.866429
73,SP_0053,534.688736,-0.293944513,0.104676307,2.808128427,0.004983035,0.100416869,630.6705042,649.4468211,527.1069702,451.3318637,492.1149053,457.4613515
74,SP_1576,2824.057125,0.221410371,0.078884116,-2.806780135,0.005003938,0.100416869,2435.631722,2641.990471,2678.563991,2982.262084,3121.612887,3084.281594
75,SP_0592,2315.20296,-0.29991856,0.107294162,2.795292446,0.005185279,0.102668515,2751.855242,2800.10187,2293.094608,1852.196533,1850.444605,2343.5249
76,SP_0237,33406.70812,-0.212759336,0.07623874,2.790698484,0.005259444,0.102766771,38173.33087,34107.85897,36031.52646,31612.32527,29853.17113,30662.03603
77,SP_RS09580,1858.296297,0.364227803,0.130780724,-2.785026647,0.005352332,0.103223554,1746.335509,1351.597442,1325.835389,3017.847866,2199.090274,1509.071302
78,SP_0682,6626.746218,0.292589767,0.106017514,-2.759824825,0.005783236,0.110103921,5870.565299,5275.48033,6239.225361,8749.762535,7137.208807,6488.234976
79,SP_1692,656.6537184,0.334430219,0.122177432,-2.737250351,0.006195512,0.116459949,634.2235774,510.0367705,502.9030787,943.4571844,724.2882384,625.013461
80,SP_0741,1248.880326,0.225146074,0.082742081,-2.721058896,0.006507317,0.120792065,1173.402445,1147.582734,1099.035962,1311.466242,1370.671139,1391.123435
81,SP_0794,406.6797229,-0.290125791,0.107864809,2.689716821,0.007151267,0.126067265,482.3296954,464.1334612,427.6020829,316.8002505,388.7553484,360.4574987
82,SP_0846,4874.075673,0.215902949,0.080359623,-2.686709344,0.007215971,0.126067265,4435.1237,4726.34074,4252.713378,5329.187775,5488.855276,5012.23317
83,SP_RS11495,1352.377913,0.339705159,0.126030012,-2.695430656,0.007029771,0.126067265,1260.45274,1169.684327,918.8514361,2053.55998,1453.975857,1257.743138
84,SP_2026,15797.46212,-0.348534339,0.129698551,2.687264713,0.007203984,0.126067265,18433.34409,24515.76744,19164.99986,7803.701513,9300.046103,15566.91375
85,SP_2205,9277.670244,-0.24973001,0.092634858,2.695853524,0.007020853,0.126067265,10097.83421,9110.956844,11409.89374,7992.913717,8638.236403,8416.186552
86,SP_0994,3755.166416,0.293159437,0.109554421,-2.675925208,0.007452327,0.127640124,2894.866441,3163.9281,3758.774704,4912.573747,3974.714902,3826.140605
87,SP_1748,4332.450933,-0.317928218,0.118861597,2.674776595,0.007477906,0.127640124,5053.358448,5957.22948,3939.85567,3303.402064,3451.746397,4289.113539
88,SP_0154,478.5990944,0.256658248,0.096831709,-2.650559935,0.008035847,0.135604915,417.4861084,418.2301518,448.2202127,511.2201303,532.9959241,543.4420393
89,SP_1377,1742.587868,0.21320833,0.080609,-2.64496928,0.008169833,0.136316883,1644.184652,1649.118891,1507.812796,1871.291343,1895.953664,1887.165865
90,SP_1025,3788.284756,0.253890273,0.096880316,-2.620659007,0.008775999,0.14480399,3077.849714,3228.532757,3876.2084,4394.41005,3994.769741,4157.937875
91,SP_2042,424.8377949,-0.296495663,0.113303231,2.616833259,0.008874968,0.144827779,451.2403044,452.2326032,538.7606957,324.6117635,363.3011292,418.8802737
92,SP_0239,1446.114376,-0.241215778,0.092354199,2.611855026,0.009005243,0.144907778,1534.92765,1616.816563,1606.421242,1165.651333,1360.643719,1392.225752
93,SP_1018,1507.751504,-0.272877753,0.104582336,2.609214543,0.009075033,0.144907778,1764.989143,1669.520362,1612.696325,1110.102796,1430.835657,1458.364742
94,SP_1203,523.4512916,-0.251535109,0.096755818,2.599689764,0.009330807,0.147406902,575.5978686,579.7417958,575.5147531,479.1061323,435.807087,494.9401129
95,SP_RS11500,13674.19717,-0.335664168,0.129729925,2.587407389,0.009670119,0.151159223,17779.57861,20598.68504,10255.27847,9909.338246,11686.57199,11815.73067
96,SP_1473,730.3830903,-0.279564037,0.108413467,2.578683667,0.009917756,0.153415289,714.1677259,936.7675352,809.4857042,598.8826653,618.6146616,704.3802497
97,SP_2029,509.3563026,-0.27787774,0.107953325,2.57405448,0.010051444,0.153880361,524.9665746,618.8446149,571.032551,394.9153808,494.4289253,451.949769
98,SP_1391,2267.161921,0.22260377,0.086860938,-2.562760366,0.010384369,0.157354985,2153.162397,1951.740709,2099.463476,2642.89524,2455.175147,2300.534556
99,SP_0221,33089.38315,-0.235791653,0.092438885,2.550784254,0.010748084,0.161221256,33880.3301,34558.39145,40217.90325,28330.62185,28995.44108,32553.61116
100,SP_0872,3325.366055,0.234487308,0.092197042,-2.543327898,0.010980213,0.163056168,3060.084348,3014.317314,2965.424927,4031.608667,3647.666751,3233.094323
101,SP_0051,693.78592,-0.307290116,0.121500762,2.52912089,0.011434863,0.164861865,836.7487534,889.1641033,666.9516765,469.5587274,604.730542,695.5617176
102,SP_1067,3785.204008,-0.251723736,0.099463579,2.530813175,0.011379844,0.164861865,3807.118001,3872.879211,4856.017785,3437.933677,3247.341303,3489.93407
103,SP_1176,45349.58142,0.211523991,0.083420955,-2.535621772,0.01122479,0.164861865,41885.40416,44946.14034,38050.3103,50669.81322,48670.00987,47875.81065
104,SP_2098,2662.913293,0.219459225,0.087137867,-2.518528772,0.011784626,0.168270854,2606.179238,2194.858236,2492.104383,2826.031824,2896.381614,2961.924462
105,SP_0376,11625.73608,0.238355845,0.095422706,-2.497894438,0.012493339,0.171783412,11619.43784,10530.55919,9349.873637,13462.70873,13074.21261,11717.6245
106,SP_0761,6565.679564,0.206902969,0.082784738,-2.499288825,0.012444284,0.171783412,5908.760836,6399.261347,5815.20904,7522.487044,7117.925308,6630.433806
107,SP_0784,1436.085087,0.216026022,0.086301912,-2.503142952,0.012309581,0.171783412,1331.514205,1400.900996,1214.676776,1581.397415,1532.652534,1555.368595
108,SP_0948,5828.634016,-0.185835781,0.074251056,2.502803203,0.012321404,0.171783412,6377.766507,6288.75338,6048.28355,5214.618918,5637.723892,5404.657847
109,SP_0283,14134.7804,-0.23143996,0.092943417,2.490116753,0.012770114,0.173978156,16327.25991,15221.19735,14800.23142,11398.7334,12843.58196,14217.67834
110,SP_1602,1977.803285,0.220015718,0.088472079,-2.486837896,0.012888411,0.17399355,1900.894196,1706.923059,1808.120338,2196.771052,2275.452932,1978.658135
111,SP_0235,25634.09068,-0.185576306,0.074757087,2.482390805,0.013050406,0.17404339,27183.67527,26515.11158,28599.13889,23033.54808,23485.75962,24987.31064
112,SP_1860,2987.074359,0.200819848,0.080965345,-2.480318566,0.013126505,0.17404339,2798.933463,2881.707753,2590.71283,3089.887375,3331.417361,3229.787373
113,SP_0240,2165.974968,-0.282734228,0.114230086,2.475129268,0.013318796,0.174916897,2328.151256,2990.515598,2017.887398,1728.948216,2010.11198,1920.23536
114,SP_RS09140,366.1536146,0.268654417,0.108669626,-2.472212591,0.013427964,0.174916897,335.7654234,312.8225526,319.1327915,375.8205711,392.6120483,460.7683011
115,SP_0387,488.3247991,-0.244918528,0.099520082,2.460996043,0.013855189,0.177370313,545.3967459,545.7393445,522.624768,400.991002,456.6332664,458.563668
116,SP_1991,448.4356153,-0.270560913,0.10992668,2.461285217,0.013844026,0.177370313,493.8771836,542.3390993,472.4241042,370.6128958,452.0052265,359.3551822
117,SP_0425,24170.28598,0.172941297,0.070648014,-2.44792866,0.01436801,0.182363205,22041.48999,23104.6657,22671.8748,24714.75927,26185.44954,26303.47655
118,SP_1976,6409.010126,0.268336857,0.109968271,-2.440129823,0.014681985,0.184769043,6184.124014,6074.537937,4701.830031,8126.577385,7025.364511,6341.62688
119,SP_0226,40777.7143,-0.200331569,0.082406187,2.43102583,0.015056141,0.186319747,44480.03591,47093.39514,40248.38222,36699.35614,37256.49223,38888.62415
120,SP_1126,529.122197,0.296386055,0.121817955,-2.433024386,0.014973292,0.186319747,447.6872311,397.828681,510.9710425,730.8104409,602.416522,485.0192643
121,SP_RS09370,2183.296354,0.307178282,0.126621335,-2.425959908,0.015267957,0.187379471,2157.603739,1723.924284,1620.764289,3217.475421,2536.937184,1843.073204
122,SP_1651,776.091323,0.255232977,0.105691525,-2.414885944,0.015740138,0.19159102,729.2682872,700.4504982,645.4371063,979.0429659,846.1599548,756.1891257
123,SP_RS05915,1096.92436,-0.229066079,0.095044973,2.41008096,0.015948981,0.192554769,1272.000228,1166.284082,1157.304589,897.4560521,1064.449168,1024.052038
124,SP_0446,701.6621593,-0.243375861,0.101392123,2.400342898,0.01637972,0.194591074,748.8101902,844.9609165,727.013185,596.2788276,596.2458022,696.6640341
125,SP_0999,469.4468531,0.247820783,0.103183984,-2.401736904,0.01631744,0.194591074,445.9106945,379.1273328,432.9807255,490.3894288,554.5934435,513.6794935
126,SP_0054,2147.33488,-0.239150883,0.100018495,2.391066606,0.016799505,0.194939908,2469.385918,2616.488633,1999.958589,1923.368096,1962.288902,1912.519144
127,SP_0402,4721.083128,0.230934948,0.096429473,-2.394858551,0.016626778,0.194939908,4639.425413,4292.809485,3896.826529,5626.893216,5239.712464,4630.831657
128,SP_RS11505,12246.76164,-0.312403826,0.130658645,2.39099239,0.016802901,0.194939908,15677.0475,18635.04347,8936.614601,8921.615821,10444.71463,10865.53384
129,SP_1722,3031.84501,-0.226764618,0.095469814,2.375249401,0.017537096,0.201880526,3668.548144,3033.018662,3228.081972,2544.817355,2743.656298,2972.947627
130,SP_0622,2164.65671,0.203955268,0.086091959,-2.369039682,0.01783434,0.201930233,1855.592512,2052.04794,2068.984502,2192.431323,2423.550208,2395.333776
131,SP_1639,862.0402689,0.262476775,0.110858359,-2.367676894,0.017900161,0.201930233,848.2962415,657.947434,776.3174084,1088.404148,958.0042515,843.2721299
132,SP_1900,5008.764523,0.218314506,0.092245778,-2.366661233,0.017949354,0.201930233,4653.637706,4272.408014,4781.613229,6080.828918,5162.578466,5101.520807
133,SP_2203,10503.75629,-0.200780236,0.084979532,2.362689367,0.01814287,0.202572643,11075.81763,10447.25318,12453.35039,9622.048156,9556.130975,9867.937395
134,SP_1016,2120.80547,0.210529001,0.089474473,-2.352950443,0.018625116,0.206405205,1931.095318,2137.054068,1768.676959,2301.792505,2344.10219,2242.111781
135,SP_1789,319.7638688,0.290796862,0.124006651,-2.345010211,0.019026559,0.209292144,279.8045195,202.3145856,332.5793978,375.8205711,345.5603097,382.5038289
136,SP_0035,2417.401593,-0.20799867,0.089018979,2.336565445,0.019461791,0.212505585,2643.486508,2725.296477,2482.243538,2010.162685,2298.593132,2344.627216
137,SP_1472,2451.908941,-0.258026477,0.11089453,2.326773723,0.019977312,0.216542393,2753.631779,3016.017436,2427.560672,1858.272154,2094.188038,2561.783569
138,SP_0368,1224.22404,-0.200103178,0.086239286,2.320325085,0.020323298,0.21869636,1313.748839,1360.098055,1287.288451,1069.309339,1112.272247,1202.627312
139,SP_0043,951.0364745,-0.237621714,0.102927494,2.30863207,0.020964007,0.218856795,1054.374491,1145.882611,940.3660063,788.9628156,825.3337754,951.2991479
140,SP_1128,24127.58271,-0.231698615,0.100448695,2.306636395,0.021075099,0.218856795,26277.64158,29199.60511,23890.13734,19274.47442,21852.83289,24270.80491
141,SP_1534,5539.633882,0.185854282,0.080335918,-2.313464359,0.020697122,0.218856795,5212.358477,5385.988297,4837.192536,6138.981292,6032.64996,5630.632732
142,SP_RS08800,575.8045103,0.286021964,0.123648062,-2.313194062,0.020711972,0.218856795,368.631351,544.0392219,569.2396702,619.7133667,604.730542,748.4729101
143,SP_RS09030,769.6984043,-0.279617676,0.121223103,2.306636848,0.021075074,0.218856795,882.9387058,1047.275502,694.7413297,749.0373046,568.4775631,675.7200204
144,SP_1093,1269.260876,0.224666385,0.097570308,-2.302610183,0.021300786,0.219664353,1108.558858,1208.787146,1140.272221,1498.942555,1217.174484,1441.829995
145,SP_0268,2294.619416,-0.232892501,0.101281906,2.299448244,0.021479499,0.219972524,2452.50882,2687.893781,2414.114066,1833.101723,1994.685181,2385.412927
146,SP_1903,3583.190513,0.256959441,0.111874375,-2.296857007,0.021626928,0.219972524,3550.408458,2641.990471,3321.311776,4492.487936,4068.047039,3424.897396
147,SP_1177,6915.1804,-0.266549351,0.116230951,2.293273424,0.021832268,0.22039637,6404.414556,9133.058437,7764.070525,5064.464278,6307.246992,6817.827613
148,SP_1943,1112.078887,-0.197521606,0.086217639,2.290965148,0.021965429,0.22039637,1240.910837,1234.288985,1121.446972,1033.723557,1038.994949,1003.108024
149,SP_1397,14564.99214,-0.212729081,0.093001325,2.287376872,0.022173835,0.220994262,16620.38846,17028.42765,13789.94306,12673.74591,13685.88521,13591.56256
150,SP_0674,3737.749071,0.190498465,0.083964666,-2.268793214,0.023280904,0.230480948,3529.978287,3684.165606,3171.606225,4085.421313,3884.468124,4070.85487
151,SP_1073,5561.940143,-0.157736639,0.070161925,2.248180021,0.024564713,0.237311058,5885.66586,6054.136466,5732.736521,5204.203567,5233.541744,5261.356701
152,SP_1084,5838.358263,-0.191648334,0.08527294,2.247469532,0.024610036,0.237311058,6216.989942,6688.282184,5926.367653,5098.314168,5795.848587,5304.347045
153,SP_1238,3168.522437,-0.184763369,0.082099246,2.250488025,0.024417983,0.237311058,3627.687801,3349.24146,3206.567402,2831.239499,2972.744271,3023.654186
154,SP_2202,1654.745137,-0.201095593,0.089275314,2.252533011,0.024288609,0.237311058,1876.022683,1627.017298,1853.8388,1563.170551,1566.591493,1441.829995
155,SP_0663,1947.401501,-0.229973396,0.102645269,2.240467571,0.025060584,0.240096561,2133.620494,2256.062648,2022.3696,1891.254098,1902.895723,1478.20644
156,SP_0122,1736.989399,-0.279367181,0.125323454,2.229169182,0.02580265,0.241628305,1870.693073,2534.882749,1552.634817,1215.992194,1568.905513,1678.828044
157,SP_0216,39667.18682,-0.186504814,0.083788957,2.225887777,0.026021699,0.241628305,43033.93509,44119.88077,40480.56029,33661.54552,37526.46122,39180.73802
158,SP_0742,3713.709876,0.20739409,0.093273631,-2.223501839,0.02618198,0.241628305,3581.497849,3566.857148,3064.929815,4357.956323,3970.858202,3740.159917
159,SP_0854,344.4343359,0.266801136,0.119791943,-2.227204339,0.02593362,0.241628305,251.3799334,292.4210818,357.6797298,426.1614329,381.8132886,357.1505491
160,SP_1097,1188.767196,-0.192610208,0.086664148,2.222490066,0.026250205,0.241628305,1322.631522,1286.992784,1225.434062,1071.913176,1058.278448,1167.353184
161,SP_1246,1085.544245,-0.189940257,0.085524978,2.220874667,0.026359451,0.241628305,1156.525347,1118.68065,1221.8483,984.2506413,1042.080309,989.8802257
162,SP_1520,2829.542543,0.236782322,0.106040071,-2.23295138,0.025552151,0.241628305,2909.967002,2468.577969,2246.479706,3512.577024,2960.402832,2879.250723
163,SP_0517,4803.51332,-0.208636031,0.094295829,2.21256903,0.026927372,0.245319924,5013.386374,5777.016487,4839.881857,4167.008226,4217.686994,4806.099982
