,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC90MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC90MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC90MIN.C,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF90MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF90MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF90MIN.C
1821,SPT_0432,71.85823542,0.229439112,0.233012883,-0.984662775,0.324789743,0.384361283,62.2892703,62.94284055,73.96238188,62.30747791,92.72102866,76.92641324
1822,SPT_0892,177.4685981,0.166315728,0.169068856,-0.983715938,0.325255201,0.384700856,152.2944086,152.4278428,191.0694865,176.8185184,182.4020236,209.7993088
1823,SPT_1979,110.4370216,0.188748018,0.193797467,-0.973944711,0.330083992,0.390198027,114.0065085,90.62252344,108.8890622,119.5629981,124.6413828,104.8996544
1824,SPT_1748,7.389663959,0.57910823,0.597299641,-0.96954391,0.332273883,0.392571391,4.000228368,5.687606074,6.163531823,8.419929447,6.080067453,13.98662059
1825,SPT_2168,988.5779425,0.10945998,0.113435292,-0.964955246,0.334567228,0.395064316,1036.059147,894.4708485,934.8023265,1146.794391,968.2507419,951.0902001
1826,SPT_1614,98.40479545,-0.196327461,0.20354263,0.96455205,0.334769226,0.395086354,100.2914398,114.8896427,97.58925387,97.67118158,82.08091062,97.90634413
1827,SPT_0353,1.165551716,0.69390468,0.721927585,-0.96118322,0.336460052,0.396430515,0,0,0,0,0,6.993310295
1828,SPT_0640,347.6921151,-0.12233103,0.127208125,0.961660513,0.336220164,0.396430515,352.5915575,384.8613443,342.0760162,321.6413049,328.3236425,356.658825
1829,SPT_1442,663.6373145,0.114849364,0.119468429,-0.961336526,0.336382988,0.396430515,616.6066298,603.6445913,709.833415,757.7936502,685.5276053,608.4179957
1830,SPT_1424,204.6835899,-0.147291816,0.155623308,0.946463724,0.343912116,0.404989405,204.2973773,232.4335016,198.2602736,186.9224337,182.4020236,223.7859294
1831,SPT_RS04410,77.99381716,0.222634077,0.23668045,-0.940652586,0.346882924,0.40826472,80.29029795,59.53027691,82.69405196,79.1473368,103.3611467,62.93979265
1832,SPT_1450,362.9069487,-0.155338074,0.165397921,0.93917791,0.347639408,0.408931728,358.5919001,434.533104,381.6253454,434.4683594,337.4437436,230.7792397
1833,SPT_0930,11.27530477,0.471212549,0.502652754,-0.937451441,0.348526391,0.409528011,8.571917931,10.23769093,8.731670083,18.52384478,7.600084316,13.98662059
1834,SPT_1589,1769.233561,-0.127751468,0.136255889,0.937584935,0.348457756,0.409528011,2087.262016,1502.665525,1973.357439,1678.933932,1869.620742,1503.561713
1835,SPT_0325,116.7965038,-0.182738936,0.195033259,0.936962939,0.348777622,0.409599878,112.2921249,117.5438589,140.220349,99.35516747,112.4812479,118.886275
1836,SPT_0394,2476.340181,-0.088470582,0.094709848,0.934122314,0.350240803,0.411094189,2749.299811,2504.821715,2383.232305,2418.203737,2270.905194,2531.578327
1837,SPT_0446,259.1933049,-0.131944016,0.142190125,0.927940783,0.353438288,0.414621399,250.014273,290.8262572,266.5727514,235.7580245,246.2427319,265.7457912
1838,SPT_RS05205,39.14649093,-0.640895142,0.69475925,0.92247083,0.356283039,0.417731202,52.00296878,40.57158999,47.76737163,18.52384478,6.080067453,69.93310295
1839,SPT_RS05100,5.294690302,0.596349779,0.655044915,-0.910395249,0.362614102,0.424922997,4.571689563,3.791737383,3.595393564,6.735943557,6.080067453,6.993310295
1840,SPT_RS10650,4.710606143,0.626471731,0.688978328,-0.909276396,0.363204247,0.425383235,3.428767172,3.791737383,3.081765912,3.367971779,7.600084316,6.993310295
1841,SPT_1549,190.9244524,-0.148229925,0.164536859,0.900891913,0.367645791,0.430041027,175.438587,213.8539884,203.9101778,161.6626454,180.8820067,209.7993088
1842,SPT_RS07780,49.32738843,0.263054079,0.292074678,-0.900639798,0.367779867,0.430041027,45.43116503,34.50481018,42.63109511,35.36370368,47.12052276,90.91303383
1843,SPT_1922,56.52154397,0.222501685,0.246895711,-0.901197042,0.367483563,0.430041027,52.57442997,51.94680214,48.79462693,50.51957668,65.36072512,69.93310295
1844,SPT_1887,77.35450806,-0.20891038,0.232074508,0.900186674,0.368020917,0.43008952,78.29018377,75.45557391,79.61228605,65.67544968,53.20059021,111.8929647
1845,SPT_1364,85.54778277,0.187712648,0.208867834,-0.898714965,0.368804504,0.430771656,86.0049099,73.55970522,87.31670083,97.67118158,98.80109611,69.93310295
1846,SPT_1459,1576.315346,-0.093842862,0.104518054,0.897862704,0.36925875,0.431068584,1568.08952,1645.993198,1624.090635,1443.175907,1386.255379,1790.287435
1847,SPT_1506,563.454069,-0.100242153,0.111850394,0.896216357,0.370137221,0.431860158,543.4595968,586.2025993,609.6760228,530.4555551,530.4858853,580.4447545
1848,SPT_0228,1.17334547,0.834828349,0.938032143,-0.889978403,0.373477483,0.435521632,0.285730598,1.516694953,0.513627652,1.683985889,3.040033727,0
1849,SPT_RS05450,85.24062838,0.195839452,0.220352084,-0.888756974,0.374133704,0.43605091,88.29075469,72.04301027,70.88061597,74.09537913,94.24104552,111.8929647
1850,SPT_0137,1273.815786,0.095798967,0.108147349,-0.88581891,0.375715118,0.43765734,1257.50036,1174.301067,1293.828055,1473.487653,1317.85462,1125.922957
1851,SPT_2024,169.1602581,-0.165166515,0.187324778,0.881712056,0.37793254,0.440002498,146.0083354,182.0033944,197.2330183,161.6626454,132.2414671,195.8126883
1852,SPT_1133,1059.628676,-0.089338367,0.10188838,0.876825869,0.380581226,0.442846945,1057.774673,1070.028289,1141.280643,1087.854885,937.8504046,1062.983165
1853,SPT_0371,6.403398646,0.534527691,0.610351282,-0.875770571,0.381154771,0.443274977,4.857420161,4.550084859,6.163531823,6.735943557,9.12010118,6.993310295
1854,SPT_1039,70.03594658,0.208432458,0.238184552,-0.875088063,0.381525992,0.443467374,72.28984122,60.28862438,58.55355232,85.88328036,59.28065767,83.91972354
1855,SPT_0859,100.3037285,-0.174709939,0.200033763,0.873402247,0.382443866,0.444294627,115.7208921,110.3395578,96.56199856,101.0391534,94.24104552,83.91972354
1856,SPT_1193,84.70492109,-0.185189674,0.213123415,0.868931619,0.384884534,0.4468891,93.14817485,83.41822242,91.9393497,85.88328036,69.92077571,83.91972354
1857,SPT_RS01975,9.60159067,0.464999954,0.536853329,-0.866158277,0.38640337,0.448411019,8.857648528,8.72099598,5.136276519,11.78790123,9.12010118,13.98662059
1858,SPT_2216,185.6570736,-0.132704165,0.154092032,0.861200698,0.389127516,0.451329277,185.4391579,190.7243903,202.8829225,166.714603,179.3619899,188.819378
1859,SPT_1286,144.5062415,0.144241738,0.167897064,-0.859108162,0.390280845,0.452423464,142.0081071,137.640067,128.406913,158.2946736,139.8415514,160.8461368
1860,SPT_1273,3.63191046,-0.678794774,0.792028506,0.857033261,0.391426503,0.453507588,7.42899554,2.654216168,5.136276519,5.051957668,1.520016863,0
1861,SPT_0690,119.9865327,-0.167679183,0.195908542,0.855905422,0.392050096,0.453986005,132.2932667,116.7855114,130.4614236,89.25125213,132.2414671,118.886275
1862,SPT_RS05090,6.960083861,0.5242404,0.61510185,-0.852282269,0.394057445,0.45606541,6.000342551,4.170911121,4.622648867,8.419929447,4.56005059,13.98662059
1863,SPT_0078,33.10092799,0.269542466,0.318615482,-0.84598044,0.397563656,0.459876371,24.858562,29.57555158,33.89942503,30.31174601,38.00042158,41.95986177
1864,SPT_2003,1395.105575,-0.083871664,0.099839075,0.840068521,0.400869969,0.463452137,1538.944999,1329.383126,1457.161649,1390.972345,1395.37548,1258.795853
1865,SPT_RS05925,98.35801408,-0.166192744,0.198190648,0.838549881,0.401721945,0.464188092,100.5771704,98.20599821,108.8890622,90.93523802,86.64096121,104.8996544
1866,SPT_1053,16.4249936,0.356086597,0.425091122,-0.837671217,0.402215383,0.464509191,11.71495451,17.8211657,14.89520191,21.89181656,18.24020236,13.98662059
1867,SPT_1294,1.270625181,-0.791739177,0.94793945,0.835221255,0.403593144,0.465850683,0.857191793,1.137521215,4.109021215,0,1.520016863,0
1868,SPT_1107,29.86771366,0.267995335,0.321426421,-0.833768842,0.404411257,0.466545106,29.71598216,28.05885663,24.65412729,35.36370368,33.44037099,27.97324118
1869,SPT_RS03585,51.03692399,-0.224309323,0.270437863,0.82943017,0.406861035,0.469120134,62.2892703,55.35936579,52.3900205,40.41566134,60.80067453,34.96655147
1870,SPT_RS05420,32.71403155,-0.284606443,0.343859281,0.827682889,0.407850112,0.469757879,32.00182694,36.40067887,28.76314851,21.89181656,21.28023609,55.94648236
1871,SPT_RS07125,2.00801752,-0.740525927,0.894687125,0.827692616,0.407844602,0.469757879,2.000114184,3.412563644,3.595393564,0,3.040033727,0
1872,SPT_0738,52.87846814,0.21355809,0.259425917,-0.823194896,0.410397171,0.472439051,43.71678145,56.11771326,51.87639284,67.35943557,56.24062394,41.95986177
1873,SPT_1927,0.30095791,0.67712589,0.82414919,-0.821605964,0.411301194,0.473226947,0.285730598,0,0,0,1.520016863,0
1874,SPT_1309,89.90628313,0.173612382,0.213458235,-0.813331853,0.416027819,0.478409792,74.86141659,87.58913354,80.63954135,95.98719569,74.4808263,125.8795853
1875,SPT_0449,281.1335286,-0.12088774,0.149445463,0.808908729,0.418567647,0.480817314,308.0175843,284.3803037,286.0906021,223.9701233,311.603457,272.7391015
1876,SPT_1890,8.675987406,0.431205214,0.532846738,-0.809248108,0.418372448,0.480817314,8.857648528,8.341822242,7.704414779,13.47188711,13.68015177,0
1877,SPT_1106,11.94591174,0.423932685,0.525873542,-0.806149484,0.420156662,0.482385512,6.571803747,7.962648503,11.29980834,11.78790123,6.080067453,27.97324118
1878,SPT_1766,46.92458289,-0.222233772,0.277745348,0.800134995,0.423632587,0.486117266,55.71746655,52.32597588,44.17197807,38.73167545,48.64053962,41.95986177
1879,SPT_RS05085,3.206667326,0.608858971,0.762005172,-0.799022097,0.424277599,0.486598311,3.428767172,2.27504243,2.56813826,3.367971779,7.600084316,0
1880,SPT_0810,110.7203484,-0.179758908,0.225297607,0.797873135,0.424944115,0.487103493,109.7205495,98.20599821,152.5474126,104.4071251,115.5212816,83.91972354
1881,SPT_0121,84.46627008,0.199291269,0.250230006,-0.79643234,0.425780787,0.487803082,59.71769492,79.62648503,100.6710198,107.7750969,82.08091062,76.92641324
1882,SPT_0356,0.343859938,0.665644494,0.840398131,-0.792058514,0.428326558,0.490458945,0,0.379173738,0,1.683985889,0,0
1883,SPT_2015,15.32057447,0.369188419,0.467114425,-0.790359704,0.429317729,0.491332823,9.714840321,19.71703439,13.35431895,26.94377423,15.20016863,6.993310295
1884,SPT_RS00900,87.01724184,0.219461999,0.278729316,-0.787366044,0.431067619,0.493073629,111.7206637,57.25523448,77.55777544,82.51530858,123.1213659,69.93310295
1885,SPT_0608,29.84883969,-0.26286942,0.336093669,0.782131423,0.434137341,0.495795427,34.28767172,29.95472532,30.30403146,25.25978834,24.32026981,34.96655147
1886,SPT_1185,219.5566794,-0.118030593,0.150884034,0.782260323,0.4340616,0.495795427,246.5855058,215.7498571,235.7550922,208.8142503,235.6026138,174.8327574
1887,SPT_1490,1876.222715,-0.075267583,0.096176235,0.782600641,0.433861665,0.495795427,1786.673427,1944.023756,2023.692949,1709.245678,1828.580287,1965.120193
1888,SPT_RS11250,54.8238581,0.193473763,0.250108563,-0.773559131,0.439191548,0.501301793,53.71735237,56.496887,48.28099928,70.72740735,57.7606408,41.95986177
1889,SPT_2054,683.5914938,0.09673644,0.125414324,-0.771334859,0.440508476,0.502538785,664.6093702,586.2025993,738.0829358,665.1744263,769.1285328,678.3510986
1890,SPT_0476,606.969827,-0.09368083,0.122141713,0.766984738,0.44309059,0.505217048,596.605488,659.3831308,646.6572138,560.7673011,674.8874873,503.5183412
1891,SPT_1031,27.07256517,0.268075658,0.349931131,-0.766081194,0.443627992,0.505562307,21.14406423,30.7130728,24.65412729,26.94377423,38.00042158,20.97993088
1892,SPT_0785,4.15673409,-0.562080498,0.736538615,0.763137853,0.445381187,0.507291997,6.000342551,4.170911121,6.677159475,5.051957668,3.040033727,0
1893,SPT_1682,283.804735,-0.103248945,0.135550536,0.761700745,0.44623863,0.508000131,282.3018305,283.2427825,312.2856124,282.9096294,255.362833,286.7257221
1894,SPT_RS05195,32.95518855,0.235417532,0.309984099,-0.759450348,0.447583205,0.509261778,30.28744335,28.81720411,34.41305268,33.67971779,42.56047217,27.97324118
1895,SPT_0320,26.45840566,0.308010253,0.406078778,-0.758498768,0.44815245,0.509640385,12.5721463,30.33389906,24.14049964,26.94377423,22.80025295,41.95986177
1896,SPT_2030,3.312694203,0.612824509,0.809264092,-0.757261462,0.448893234,0.510213566,3.143036575,2.654216168,0.513627652,5.051957668,1.520016863,6.993310295
1897,SPT_1230,42.88483005,-0.216928751,0.286844083,0.756260155,0.449493233,0.510357174,45.43116503,46.25919607,46.22648867,30.31174601,47.12052276,41.95986177
1898,SPT_RS09530,12.14241894,0.392514978,0.519002162,-0.75628775,0.449476691,0.510357174,8.000456735,13.65025458,9.245297735,21.89181656,6.080067453,13.98662059
1899,SPT_0196,390.6663247,-0.108658748,0.143765687,0.755804465,0.449766439,0.51039846,413.1664443,359.4567039,413.9838875,358.6889944,316.1635076,482.5384103
1900,SPT_0704,71.51246414,0.167079157,0.221809557,-0.753254997,0.451296696,0.511865463,64.00365388,66.35540419,73.96238188,75.77936502,79.04087689,69.93310295
1901,SPT_1176,138.1197346,0.133464901,0.177785058,-0.750709325,0.45282761,0.513166231,132.5789973,131.9524609,117.6207323,143.1388006,121.6013491,181.8260677
1902,SPT_2152,62.10986512,0.177377619,0.236328237,-0.75055618,0.452919801,0.513166231,58.28904193,58.39275569,53.93090345,67.35943557,57.7606408,76.92641324
1903,SPT_0422,511.8378636,0.083948992,0.112112343,-0.748793484,0.453981687,0.513866878,490.027975,527.4306699,489.4871523,542.2434564,553.2861382,468.5517898
1904,SPT_RS02140,107.8798465,-0.155470668,0.207643602,0.748738062,0.454015098,0.513866878,134.2933809,103.8936043,106.8345516,94.3032098,117.0412985,90.91303383
1905,SPT_0395,1575.970923,-0.081200739,0.10863877,0.74743795,0.454799245,0.514484185,1816.960871,1564.850018,1465.893319,1505.483385,1494.176577,1608.461368
1906,SPT_RS03600,18.9451495,-0.309568886,0.419526415,0.737900822,0.460574719,0.520687996,24.858562,16.30447075,23.11324434,20.20783067,15.20016863,13.98662059
1907,SPT_0954,153.3930947,-0.132534221,0.179777499,0.737212511,0.460993126,0.520687996,178.0101624,157.7362751,137.6522107,134.7188711,144.401602,167.8394471
1908,SPT_1513,941.6594711,0.069774801,0.09464998,-0.7371877,0.461008212,0.520687996,903.4801499,953.6219517,902.9574121,944.7160839,994.0910286,951.0902001
1909,SPT_0238,705.6103146,0.075977011,0.10545138,-0.720493285,0.471221333,0.531944459,649.1799179,697.3005047,723.7013616,715.694003,755.448381,692.3377192
1910,SPT_2111,64.67500805,-0.229564976,0.319144359,0.719313906,0.471947529,0.532485302,41.14520607,73.55970522,85.77581787,40.41566134,56.24062394,90.91303383
1911,SPT_RS08420,350.7071083,0.088610655,0.123801684,-0.715746764,0.47414773,0.534687785,342.8767172,335.9479321,347.2122927,341.8491355,393.6843676,342.6722044
1912,SPT_0216,112.2397527,-0.133852044,0.187326687,0.714538043,0.474894541,0.534970066,118.0067368,112.993774,124.8115194,117.8790123,101.8411298,97.90634413
1913,SPT_1580,7.62363825,0.441236713,0.617373792,-0.714699456,0.474794774,0.534970066,8.571917931,3.033389906,5.649904171,8.419929447,6.080067453,13.98662059
1914,SPT_0645,148.863099,0.120805496,0.169638694,-0.712134082,0.476381751,0.536365033,136.5792257,142.5693256,141.7612319,166.714603,130.7214502,174.8327574
1915,SPT_1386,6.962591969,0.456234661,0.64799686,-0.704069248,0.48138965,0.541606609,4.285958965,7.583474765,3.595393564,1.683985889,10.64011804,13.98662059
1916,SPT_1717,672.8039027,0.073315217,0.104166359,-0.703828156,0.481539797,0.541606609,660.0376807,651.4204823,666.6886922,663.4904404,744.808263,650.3778574
1917,SPT_2218,27.71530895,0.278141844,0.397258643,-0.700153032,0.48383174,0.543900574,13.42933809,27.67968289,32.87216972,26.94377423,30.40033727,34.96655147
1918,SPT_1730,16.64924019,0.314131152,0.453705363,-0.69236817,0.488706149,0.549093718,20.00114184,15.92529701,11.29980834,31.9957319,13.68015177,6.993310295
1919,SPT_RS05985,12.78257329,0.346424939,0.502567205,-0.689310675,0.490627781,0.550965539,13.71506869,6.825127289,12.8406913,20.20783067,9.12010118,13.98662059
1920,SPT_RS05560,87.8743745,0.148025003,0.215166495,-0.687955634,0.49148072,0.551348752,88.00502409,71.66383653,95.53474326,99.35516747,95.76106239,76.92641324
1921,SPT_1971,105.2272629,0.14613384,0.212380532,-0.688075499,0.491405239,0.551348752,85.14771811,122.0939437,98.61650917,114.5110405,120.0813322,90.91303383
1922,SPT_1167,143.0853504,-0.115948154,0.168780536,0.686975862,0.492097939,0.551753933,153.1516004,146.7402367,142.7884872,139.7708288,129.2014334,146.8595162
1923,SPT_1637,270.0282134,0.108705097,0.16132251,-0.673837128,0.500414867,0.560787332,226.584364,250.2546672,282.4952086,276.1736859,228.0025295,356.658825
1924,SPT_0202,245.0914829,0.091846317,0.137822188,-0.666411688,0.505147994,0.564929098,246.2997752,234.708544,231.1324434,239.1259963,267.5229679,251.7591706
1925,SPT_0226,3.998972576,0.494946481,0.742723567,-0.666393936,0.505159338,0.564929098,3.143036575,3.033389906,2.56813826,6.735943557,1.520016863,6.993310295
1926,SPT_RS03930,18.60864577,0.27615037,0.414178443,-0.666742497,0.504936628,0.564929098,18.00102765,18.57951317,15.40882956,31.9957319,13.68015177,13.98662059
1927,SPT_1750,1.75341064,0.610190917,0.914116751,-0.667519675,0.504440246,0.564929098,2.571575379,0,1.540882956,3.367971779,3.040033727,0
1928,SPT_1240,229.2572356,0.093479349,0.140895723,-0.663464773,0.507032934,0.566730276,211.4406423,232.0543278,221.8871456,230.7060668,241.6826813,237.77255
1929,SPT_0134,18.35915266,0.295098864,0.446874723,-0.660361504,0.50902187,0.568069461,12.8578769,10.61686467,23.62687199,16.83985889,18.24020236,27.97324118
1930,SPT_0292,19.94961766,0.261277707,0.395571872,-0.660506284,0.508928987,0.568069461,16.28664407,17.44199196,15.92245721,16.83985889,18.24020236,34.96655147
1931,SPT_2229,6.629753163,0.401770668,0.608295623,-0.660485877,0.508942079,0.568069461,6.000342551,4.929258597,6.163531823,5.051957668,10.64011804,6.993310295
1932,SPT_RS08995,39.50517995,0.186180065,0.289286977,-0.6435826,0.519846136,0.579640639,35.14486352,33.7464627,36.98119094,38.73167545,36.48040472,55.94648236
1933,SPT_1919,301.4440362,0.081073079,0.1259963,-0.643456027,0.519928239,0.579640639,292.588132,299.926427,293.7950169,314.9053613,320.7235582,286.7257221
1934,SPT_2222,423.511915,-0.086500443,0.13507098,0.640407312,0.52190783,0.581546729,481.1703265,418.607807,389.8433878,397.4206699,378.484199,475.5451001
1935,SPT_1104,15.0002759,-0.306111052,0.480028549,0.63769343,0.523673263,0.583212342,12.8578769,17.44199196,16.94971251,5.051957668,16.7201855,20.97993088
1936,SPT_RS04795,90.92942327,0.136105423,0.213630176,-0.637107668,0.524054714,0.583335697,80.00456735,80.38483251,84.74856257,72.41139324,88.16097807,139.8662059
1937,SPT_0600,19.03249733,0.264459258,0.418280102,-0.632253977,0.527220932,0.586557103,17.42956646,21.99207682,11.81343599,25.25978834,16.7201855,20.97993088
1938,SPT_0691,254.8369548,-0.091500341,0.144866907,0.631616584,0.527637447,0.586717595,260.5863051,258.9756632,273.2499108,217.2341797,281.2031197,237.77255
1939,SPT_0077,208.7600611,0.105162663,0.167005621,-0.629695349,0.528893926,0.587811455,186.8678109,197.5495176,192.0967418,176.8185184,191.5221248,307.705653
1940,SPT_0243,495.31541,-0.083286433,0.132517561,0.628493554,0.529680668,0.588382392,449.7399608,535.0141447,536.2272686,422.6804582,510.7256661,517.5049618
1941,SPT_0718,105.4227659,-0.139312397,0.222424918,0.626334487,0.531095571,0.589346527,139.1508011,96.31012952,103.7527857,99.35516747,117.0412985,76.92641324
1942,SPT_RS06460,2.503481484,-0.529689781,0.845343424,0.626597151,0.530923336,0.589346527,2.285844782,4.929258597,3.081765912,1.683985889,3.040033727,0
1943,SPT_1849,8.238115443,-0.361605402,0.582385883,0.620903446,0.534663154,0.593000049,11.42922391,9.479343456,7.190787127,6.735943557,7.600084316,6.993310295
1944,SPT_RS00405,33.20794492,-0.209498539,0.339443477,0.617182398,0.537114424,0.595412338,33.14474933,38.6757213,44.68560572,28.62776012,47.12052276,6.993310295
1945,SPT_2006,353.8276617,0.078417988,0.127177834,-0.616601069,0.537497889,0.595531081,336.8763747,340.8771907,337.4533673,370.4768957,317.6835244,419.5986177
1946,SPT_0741,54.46323114,-0.152853815,0.250394382,0.610452255,0.541562262,0.599565654,58.28904193,58.01358195,59.58080762,57.25552024,51.68057335,41.95986177
1947,SPT_RS06380,11.33254179,-0.313898401,0.514376137,0.610250707,0.541695744,0.599565654,10.57203211,12.8919071,12.8406913,10.10391534,7.600084316,13.98662059
1948,SPT_1290,3.868888102,-0.449503732,0.743350118,0.604699887,0.545378424,0.60333188,4.571689563,4.550084859,6.163531823,3.367971779,4.56005059,0
1949,SPT_RS00650,3.850732076,0.447954922,0.741538354,-0.604088675,0.545784689,0.603471526,4.285958965,3.412563644,3.081765912,1.683985889,10.64011804,0
1950,SPT_0433,23.51516502,0.235269575,0.389792303,-0.60357676,0.546125067,0.603538215,26.57294558,18.95868691,15.40882956,26.94377423,18.24020236,34.96655147
1951,SPT_0079,111.3669489,-0.12287904,0.20410226,0.602046448,0.54714322,0.60435348,108.8633577,123.6106387,134.0568172,119.5629981,126.1613997,55.94648236
1952,SPT_1878,23.25938495,0.23542874,0.393135746,-0.598848472,0.549273936,0.606396174,21.42979483,17.8211657,16.43608486,15.155873,19.76021922,48.95317206
1953,SPT_0066,684.390165,0.066533022,0.111380742,-0.597347626,0.550275313,0.60719063,645.7511508,668.1041268,669.2568305,717.3779889,615.6068296,790.2440633
1954,SPT_0217,129.8301386,-0.110584373,0.186991671,0.591386625,0.5542614,0.611276006,155.7231757,130.0565922,129.9477959,143.1388006,129.2014334,90.91303383
1955,SPT_0107,7.835361436,-0.340270802,0.577792847,0.588914873,0.55591838,0.612296998,10.85776271,8.341822242,10.27255304,8.419929447,9.12010118,0
1956,SPT_0588,10.65465718,0.308908599,0.52399274,-0.589528396,0.555506869,0.612296998,7.143264942,8.341822242,9.758925387,10.10391534,7.600084316,20.97993088
1957,SPT_1511,177.4248401,0.094090505,0.159818293,-0.588734266,0.556039548,0.612296998,167.4381302,167.973966,172.578891,198.7103349,155.0417201,202.8059986
1958,SPT_0672,9.206703854,-0.337465855,0.574963374,0.586934525,0.557247681,0.61331397,12.2864157,7.583474765,8.731670083,5.051957668,7.600084316,13.98662059
1959,SPT_0176,230.8003845,0.087398611,0.150639906,-0.580182327,0.56179167,0.617999515,203.4401856,241.5336713,237.8096028,240.8099822,258.4028668,202.8059986
1960,SPT_1520,591.6645547,-0.062686044,0.108163321,0.579549923,0.562218171,0.618153142,612.3206708,599.8528539,581.9401296,575.9231742,536.5659527,643.3845471
1961,SPT_0959,704.9424961,-0.061642316,0.107775756,0.571949739,0.567356026,0.623484057,761.4720428,725.3593613,675.9339899,663.4904404,725.0480438,678.3510986
1962,SPT_RS05455,10.65899246,0.294862755,0.518237151,-0.568972629,0.569374715,0.625383543,10.00057092,11.37521215,6.163531823,11.78790123,10.64011804,13.98662059
1963,SPT_0242,161.6654813,-0.090594689,0.162427001,0.557756338,0.577010781,0.633447903,157.4375593,167.973966,163.3335933,146.5067724,145.9216189,188.819378
1964,SPT_0105,18.81272796,-0.233230784,0.42010821,0.555168355,0.578779512,0.63491921,16.28664407,23.88794551,19.51785077,18.52384478,13.68015177,20.97993088
1965,SPT_1289,16.56808989,0.233008547,0.419885649,-0.554933344,0.578940254,0.63491921,15.71518287,17.06281822,13.8679466,23.57580245,15.20016863,13.98662059
1966,SPT_0241,254.943383,0.083257252,0.152650457,-0.545411089,0.585470815,0.64116976,262.5864193,258.5964895,220.3462627,229.0220809,293.3632546,265.7457912
1967,SPT_0430,110.0906315,0.107043781,0.19640279,-0.545021691,0.585738599,0.64116976,110.8634719,98.58517195,107.3481793,92.61922391,132.2414671,118.886275
1968,SPT_2090,423.4790922,-0.07593223,0.139353558,0.544889065,0.585829818,0.64116976,468.3124496,409.8868111,441.206153,373.8448674,490.9654468,356.658825
1969,SPT_2109,3009.065603,0.047696392,0.087412994,-0.545644183,0.585310547,0.64116976,2878.164311,3030.73569,2930.759382,2923.399504,2927.552479,3363.782252
1970,SPT_0251,190.7631043,0.098709339,0.183234817,-0.538704056,0.590091074,0.645505718,161.1520571,160.769665,216.2372415,176.8185184,177.841973,251.7591706
1971,SPT_RS03760,162.580615,0.087583079,0.163236343,-0.53654154,0.591584335,0.646810879,144.5796824,160.0113175,161.7927104,151.55873,168.7218718,188.819378
1972,SPT_0543,343.8586252,0.080232098,0.150887439,-0.531734773,0.594909705,0.650116843,385.7363069,284.7594774,335.9124844,380.580811,340.4837774,335.6788942
1973,SPT_RS01980,93.95018435,0.116472968,0.219632498,-0.530308443,0.595898094,0.650866899,83.43333452,85.31409111,103.7527857,121.246984,79.04087689,90.91303383
1974,SPT_0162,23.76130789,-0.19821865,0.375107989,0.528430896,0.597200298,0.651477984,28.85879037,29.57555158,21.05873373,20.20783067,28.8803204,13.98662059
1975,SPT_1123,86.31311126,-0.112080251,0.212195125,0.528194279,0.5973645,0.651477984,96.86267262,89.10582849,82.69405196,74.09537913,91.2010118,83.91972354
1976,SPT_2227,58.94054374,-0.130229623,0.246191791,0.528976302,0.596821889,0.651477984,58.28904193,68.25127289,61.12169058,62.30747791,54.72060708,48.95317206
1977,SPT_0627,99.07673055,-0.108676131,0.206268919,0.526866247,0.598286475,0.652153441,104.0059376,99.72269316,98.10288152,107.7750969,72.96080944,111.8929647
1978,SPT_0933,8681.72094,-0.067408547,0.128188493,0.525854895,0.59898903,0.652589161,10259.72857,7075.76113,9329.019042,8551.280346,8720.336745,8154.199804
1979,SPT_1085,285.0839903,-0.080072191,0.153824004,0.520544186,0.602684339,0.656283351,311.1606209,264.6632693,277.358932,230.7060668,262.9629173,363.6521353
1980,SPT_2261,603.6402334,-0.081802849,0.15758883,0.519090402,0.603697701,0.657054821,766.0437324,596.0611165,509.5186307,574.2391883,644.48715,531.4915824
1981,SPT_0361,6.373556102,0.310676829,0.601358609,-0.516624897,0.605418033,0.658262291,6.571803747,6.44595355,6.163531823,8.419929447,10.64011804,0
1982,SPT_1678,6.396548999,0.338500419,0.655064754,-0.516743447,0.605335263,0.658262291,3.71449777,3.412563644,9.758925387,8.419929447,6.080067453,6.993310295
1983,SPT_2185,70.84635024,0.121386996,0.235698651,-0.515009295,0.606546525,0.659156712,60.57488671,74.69722644,62.14894588,77.46335091,59.28065767,90.91303383
1984,SPT_1619,119.6770626,0.101349156,0.196995464,-0.514474568,0.606920237,0.659230399,117.4352756,105.4102992,104.2664133,102.7231392,106.4011804,181.8260677
1985,SPT_1851,22.85646745,-0.196166866,0.381650615,0.513995938,0.607254831,0.659261542,28.28732917,24.64629299,20.54510608,16.83985889,25.84028668,20.97993088
