"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN10min.a","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN10min.b","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN10min.c","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC10min.a","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC10min.b","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC10min.c"
"914","SPT_0811",491.406186861146,-0.0365642760740389,0.0827840291410261,-0.44168273099815,0.658718807783094,NA,499.080959995355,475.074127473969,474.277796190102,475.443553285238,475.926118516719,548.634565705493
"915","SPT_0812",427.325232038637,0.0369519506254307,0.0836601278614696,0.441691299905952,0.658712606196151,NA,466.791615185529,406.69897267865,430.272639842567,404.970709270098,427.944466241192,427.272989013784
"916","SPT_0813",550.708668741009,0.033477798860424,0.0869394161217535,0.385070435871576,0.700185231043882,NA,572.784899235175,575.416887108658,529.284241624521,514.153988730174,643.21350077464,469.39849497289
"917","SPT_0814",1661.69902117207,0.0731189977574512,0.0735009635039904,0.994803255245512,0.319831962719384,NA,1727.47994732569,1653.43556141407,1763.8733502637,1645.68979404368,1479.65041206424,1700.06506192104
"918","SPT_0815",1268.30803670962,0.0623384465409202,0.0726675087988149,0.857858588678313,0.39097055328018,NA,1351.94082834185,1308.00783134422,1245.59039772607,1276.45179441506,1189.16689558537,1238.69047284513
"919","SPT_0816",407.855274385158,-0.118277752228331,0.0913290143998796,-1.29507312660199,0.195295004345223,NA,386.068253160964,339.211806906647,414.38188893929,548.894123103834,364.401197011439,394.174377188773
"920","SPT_0817",3136.59417609976,-0.00286050083608941,0.0667604497042905,-0.0428472373802116,0.965823308557903,NA,3226.12671186871,3060.01017434635,3110.92008067992,3176.24085702038,3221.25470952461,3025.01252315862
"921","SPT_0818",1012.48005757161,-0.0919054581064193,0.0741863816592894,-1.23884540600062,0.215402754856408,NA,934.987114928007,998.099662206992,985.22655600315,1055.10750969146,1010.20830061178,1091.25120198826
"922","SPT_0819",2642.56696518149,-0.038995575768831,0.0816725247022607,-0.477462597256426,0.633032748718586,NA,2223.75313820715,2614.2396846418,2947.12310983076,2495.33422329663,2856.85351251317,2718.09812259942
"923","SPT_RS04080",17.0892853203903,0.0141551309884875,0.0647625271735768,0.218569774934027,0.826985199614787,NA,13.3369032910151,16.8717914430008,23.2249436278658,13.8960537494641,18.1552197799293,17.0508000310665
"924","SPT_RS04085",150.600311902781,-0.049976534472601,0.0924454131739656,-0.540605885751781,0.588779260175636,NA,153.023416707436,148.294166893744,135.6825654049,147.893714905011,136.16414834947,182.543859156124
"925","SPT_RS04090",67.7541146112483,-0.0649855068188274,0.0890553246795468,-0.729720620891211,0.465560973841808,NA,76.5117083537182,63.0472206554239,50.1169836180263,70.4728440151396,66.1368720554569,80.2390589697247
"926","SPT_0823",309.573114496474,-0.0964019224062172,0.0864136455387861,-1.11558680119505,0.264599044413253,NA,299.729352908603,280.604531367802,303.146632616354,343.431042665328,321.60675038732,308.92037703344
"927","SPT_0824",173.469661312824,0.00319530207207861,0.0924813203386892,0.0345507834487725,0.972437947162235,NA,155.12924354286,172.269870523271,196.80083810981,188.589300885585,137.460949762322,190.567765053096
"928","SPT_0825",317.135117382774,0.0411840765134502,0.0902408883995348,0.456379333624363,0.648117224231886,NA,336.230351389276,285.044476484381,353.26361623438,358.319671682611,302.154729194538,267.797859311456
"929","SPT_0826",720.948448647684,-0.0635127030909966,0.0848286140028995,-0.74871791597144,0.454027242889007,NA,803.021966574804,638.464107764081,650.298421580243,774.208708898717,780.674450536962,679.023036531295
"930","SPT_0827",1526.62980166184,-0.109371637980769,0.0751994672631674,-1.45442038303294,0.145829792210341,NA,1559.01380049182,1434.99026167838,1364.15984677359,1513.67728342377,1589.87853215667,1698.0590854468
"931","SPT_0828",362.336928876983,-0.10880279256169,0.0887340574044948,-1.22616722084184,0.220135753810196,NA,382.558541768591,349.867675186437,288.478247167176,419.859338287381,372.182005488552,361.075765363761
"932","SPT_0829",2069.76650474796,0.0125821421924021,0.0713013480017679,0.176464296188202,0.859929196002456,NA,2033.52678074057,2088.55018283883,2123.24879376858,2106.24471831164,1907.59487830543,2159.43367452272
"933","SPT_RS04130",559.190953364058,0.00161667041295472,0.0703541869990385,0.0229790220300153,0.981667006525853,NA,375.539118983846,519.47357863976,788.42571789334,375.193451235532,706.756770004392,589.757083427477
"934","SPT_RS04135",40.2140365374117,-0.0475458539374054,0.0831748249167798,-0.571637559621883,0.567567544219127,NA,32.9912870883005,37.2955389792648,44.0051563475353,44.665887051849,40.200843798415,42.1255059591055
"935","SPT_RS04140",93.9439307255928,0.0158730230584512,0.0919679374644767,0.172593008999276,0.862971347441537,NA,110.204937720493,86.1349352616355,88.0103126950705,86.3540483002415,94.666503138203,98.2928472379128
"936","SPT_0834",114.79512087061,0.0980539232467478,0.0923277946345618,1.06201955364417,0.288226808422023,NA,126.349610125406,124.318463264216,118.569449047526,126.057059012996,110.228120092428,83.2480236810894
"937","SPT_0835",59.2067627510373,-0.0436682057545107,0.0852134830753584,-0.512456528926212,0.608331536872181,NA,66.6845164550755,61.2712426087922,39.1156945311424,64.5173924082264,76.5112833582737,47.1404471447133
"938","SPT_0836",46.9984867457946,-0.131870250708821,0.0790856579985586,-1.66743571522443,0.0954277970757935,NA,47.7320749362646,31.079615816054,35.4485981688478,41.6881612483924,42.7944466241192,83.2480236810894
"939","SPT_0837",24.8300277756015,-0.0424316124220086,0.0730100120711,-0.581175255534639,0.56112234284633,NA,23.8660374681323,27.5276597227907,17.1131163573748,31.7624085702038,24.6392268441898,24.0717176909174
"940","SPT_0838",85.0170590974689,0.0988657890303633,0.0910815502231893,1.08546449624649,0.277715980194359,NA,87.0408425308354,88.798902331583,101.456332690151,67.495118211683,70.0272762940132,95.2838825265481
"941","SPT_0839",42.1252911693683,-0.0288843338438111,0.0798417106478267,-0.3617699772393,0.717523929345147,NA,25.2699220250813,50.6153743290023,46.4498872557317,44.665887051849,37.6072409727108,48.1434353818348
"942","SPT_RS04175",255.816711597227,0.0741278839615552,0.0925857275684817,0.800640508081831,0.423339792691264,NA,226.727355947257,250.412904575064,331.261038060613,180.648698743034,271.031495286088,274.818776971307
"943","SPT_RS04180",337.266350023434,-0.117279030399814,0.0878595787723782,-1.33484626307683,0.18192666841316,NA,345.355601009444,310.79615816054,290.922978075372,319.609236237675,374.775608314256,382.138518343314
"944","SPT_0843",104.07540243768,0.0485764364597989,0.0907243138578743,0.535429086142191,0.59235318175922,NA,136.176802024049,88.798902331583,100.233967236053,117.123881602626,77.8080847711258,104.310776660642
"945","SPT_RS04190",112.022589593189,-0.0212984649000764,0.0919590223329807,-0.231608213742805,0.81684232732571,NA,86.338900252361,124.318463264216,121.014179955722,127.049634280815,114.118524330984,99.2958354750343
"946","SPT_RS04195",18.3166830913661,0.023688793211612,0.0650505205353303,0.364159933182182,0.71573858448918,NA,20.3563260757599,20.4237475362641,17.1131163573748,23.8218064276528,18.1552197799293,10.0298823712156
"947","SPT_0846",1253.36326594076,0.0671731111693052,0.073456771777051,0.914457708176758,0.360476390628895,NA,1242.43783289983,1372.83103004627,1252.92459045066,1225.8304557563,1243.63255492516,1182.52313156632
"948","SPT_0848",360.989815872832,-0.0224754437872548,0.0907313940307595,-0.247714079865623,0.804355637184078,NA,379.750772654693,361.411532489543,326.37157624422,432.762816769026,374.775608314256,290.866588765252
"949","SPT_0849",15.8354812248733,-0.0528083732280376,0.063236709257568,-0.835090469571164,0.403666772280599,NA,14.7407878479641,14.2078243730533,12.223654540982,23.8218064276528,12.968014128521,17.0508000310665
"950","SPT_0850",48.7188296317266,-0.00498981766044516,0.0822834379397372,-0.0606418227699675,0.951644465042182,NA,64.5786896196521,36.407549955949,44.0051563475353,58.5619408013132,37.6072409727108,51.1524000931995
"951","SPT_0851",4.12595471107208,-0.0152066401189247,0.0365540393525943,-0.416004370194055,0.677406805338692,NA,4.21165367084688,1.77597804663166,4.88946181639281,3.97030107127547,3.89040423855629,6.01792942272935
"952","SPT_0852",83.5575004352177,-0.0688550131993978,0.0918637071595741,-0.749534449766887,0.453535142903503,NA,78.6175351891417,75.4790669818455,83.1208508786777,83.3763224967849,89.4792974867946,91.2719295780619
"953","SPT_0853",631.968554359312,0.0327855958887214,0.0800737222184241,0.409442635866099,0.682214856130677,NA,675.970414170924,602.056557808132,646.631325217949,605.470913369509,601.715855563373,659.966260025986
"954","SPT_0854",720.137795295815,-0.00397177533710734,0.0826251972787523,-0.0480697834064805,0.96166062770443,NA,704.750047588377,760.11860395835,689.414116111386,631.2778703328,791.048861839779,744.217271944197
"955","SPT_0855",302.885998581872,0.0663256298971983,0.0880680791850013,0.753117707471178,0.451379184550525,NA,292.007987845383,352.531642256384,295.812439891765,300.750306149117,294.373920717426,281.839694631158
"956","SPT_RS04245",117.215884669323,0.214941344202646,0.0925172413074205,2.32325716985474,0.0201653412059165,NA,122.839898733034,149.182155917059,133.237834496704,88.3391988358792,115.415325743837,94.2808942894265
"957","SPT_0856",237.924616820802,0.0671113455170907,0.0889083498813101,0.754837375867197,0.450346564813967,NA,254.103104807762,251.30089359838,233.471801732756,241.195790079985,230.830651487673,216.645459218257
"958","SPT_0857",408.876216427965,0.104181678613525,0.0873029909648083,1.19333458638915,0.232738362262011,NA,474.512980248748,411.138917795229,404.602965306505,395.044956591909,427.944466241192,340.013012384208
"959","SPT_0858",1331.10115249164,-0.0334067644550417,0.0738790918078695,-0.45218157989705,0.651138176956469,NA,1282.44854277287,1340.8634252069,1314.04286315557,1328.06570834165,1270.86538459505,1450.32099087777
"960","SPT_0859",410.144635166485,0.0820167588312392,0.0885781627052123,0.925925265623205,0.354484820047426,NA,462.579961514682,402.259027562071,416.826619847487,360.304822218249,466.848508626755,352.048871229667
"961","SPT_0860",4962.46819403397,0.058711569698275,0.0843644099388329,0.69592817327642,0.486473812640293,NA,3367.21710984208,5746.17696987673,6804.90848296469,4766.3464360662,4117.3444858054,4972.81567964869
"962","SPT_0861",1437.64428437655,-0.110339541731093,0.0720632954750388,-1.53114759745219,0.125732918499928,NA,1429.15447897404,1344.41538130017,1336.04544132933,1579.18725109982,1466.68239793572,1470.38075562021
"963","SPT_0862",2150.85923105665,-0.130311808911527,0.0804469943102312,-1.61984683242484,0.105265183246921,NA,2143.02977618259,1844.35320142698,2076.79890651284,2597.56947588198,2137.12872838025,2106.27529795527
"964","SPT_0863",1427.20635861969,-0.0385484199729991,0.0715838623194709,-0.538507126102832,0.590226986730177,NA,1475.48266935336,1350.63130446338,1383.71769403916,1455.11534262246,1477.05680923854,1421.23433200125
"965","SPT_0864",687.803278288319,0.304783415093395,0.0904338783007556,3.37023492545325,0.00075104124890721,NA,682.287894677194,848.917506289933,888.659685129393,441.695994179396,626.355082407562,638.903507046433
"966","SPT_0865",1954.80118812652,-6.12005940627834e-06,0.0774772112149846,-7.89917358963314e-05,0.999936973713563,NA,2176.72300554936,1912.7283562223,1772.42990844239,2034.77929902868,1849.23881472709,1982.90774478932
"967","SPT_0866",1086.09619900309,-0.0758322587894088,0.0794062543977831,-0.954991006244037,0.339582245158114,NA,1085.90470480002,956.364178111148,1103.79600505068,1218.88242888157,1116.54601646565,1035.08386070945
"968","SPT_0867",1150.16242855192,-0.0572670147793096,0.0783030081681879,-0.731351401676742,0.464564541389484,NA,1144.86785619188,1108.21030109816,1109.90783232117,1261.56316539778,1038.73793169453,1237.687484608
"969","SPT_0868",1320.1428955647,-0.17111425510208,0.0798988268083928,-2.14163664145449,0.0322227328013296,NA,1326.67090631677,1095.77845477173,1224.8101850064,1295.31072450362,1484.83761771565,1493.449485074
"970","SPT_0869",1216.42737144903,-0.0749427170497827,0.0812414492038496,-0.922468983310942,0.356284001742164,NA,1024.13378429427,1203.22512659295,1296.92974679819,1313.17707932436,1291.61420720069,1169.48428448374
"971","SPT_0870",3076.08622962969,-0.155288634997821,0.0884972620524967,-1.75472812826349,0.0793058223054887,NA,2488.38537719203,2781.18162102518,3192.8185661045,3049.19122273956,4122.53169145681,2822.40889926007
"972","SPT_0871",419.27911468038,-0.0757365707489228,0.087881333876008,-0.861804975056248,0.388794846755345,NA,454.858596451463,380.947291002491,370.376732591755,492.317332838158,414.976452112671,402.198283085745
"973","SPT_0872",798.55479839125,-0.120485273773488,0.0756395213512882,-1.59288783986252,0.111185354712166,NA,755.28989163854,739.694856422086,773.757332444162,839.718676574762,871.450549436609,811.417483831341
"974","SPT_0874",4518.3950287395,0.0914872747479815,0.0674227287900048,1.35692037966794,0.174806510598522,NA,4789.35216603137,4546.50379937705,4729.33194190594,4156.90522162542,4297.59988219185,4590.67716130537
"975","SPT_0878",4603.98983289897,-0.0290449209650388,0.063715092987795,-0.455856212445653,0.648493378769546,NA,4590.00055894462,4463.03283118536,4597.31647286334,4579.74228571626,4744.99636962582,4648.85047905842
"976","SPT_0880",551.775384857792,0.0943297043587818,0.0829674686132995,1.13694808260862,0.255559989899654,NA,544.005265817722,626.920250460976,558.621012522878,543.93124676474,553.734203287845,483.440330292591
"977","SPT_0881",541.376069048159,-0.0340519586850623,0.0858239262237687,-0.396765333204153,0.691540516969517,NA,548.918861767043,582.520799295184,463.276507103218,520.109440337087,522.610969379395,610.819836407029
"978","SPT_0882",463.552092273599,-0.0587757269630976,0.085688400315821,-0.685923961078377,0.49276105951984,NA,456.262481008412,413.802884865177,481.611988914691,466.510375874868,430.538069066896,532.586753911548
"979","SPT_0884",786.388521871446,0.0497183977971299,0.076217005156749,0.652326835656667,0.514190351794954,NA,791.088947840738,784.094307587878,836.09797060317,751.379477738883,801.423273142595,754.247154315412
"980","SPT_0885",951.35077188484,0.0065359435368694,0.0759907643948605,0.0860097090602691,0.93145869911563,NA,939.198768598853,943.932331784727,981.559459640856,1008.45647210397,883.121762152277,951.835837028359
"981","SPT_0886",1902.56517684675,-0.0643830653908553,0.0738226400325516,-0.872131711389162,0.383136528148061,NA,1831.36740453992,1846.12917947361,1872.66387567844,1833.28651966145,1885.54925428695,2146.39482744014
"982","SPT_0887",1564.73415335945,-0.124211748392264,0.0765574674353719,-1.62246417695466,0.104703997432077,NA,1573.05264606131,1311.55978743748,1551.18176125062,1656.60812198969,1674.17062399206,1621.83197942556
"983","SPT_0888",1676.47570289829,-0.0315470307449218,0.0782072275782047,-0.403377433541878,0.686670585250278,NA,1795.56834833772,1659.65148457729,1501.06477763259,1736.0141434152,1556.16169542252,1810.39376800441
"984","SPT_0889",1180.62113731013,0.0367922144531866,0.0736855298517833,0.499313970153887,0.617558214914906,NA,1132.93483745781,1245.84859971211,1219.92072319001,1122.60262790314,1196.94770406248,1165.47233153525
"985","SPT_RS04410",83.5491279901076,0.106835444716293,0.0911660777311571,1.17187716500586,0.241246376196035,NA,99.6758035433761,91.4628694015304,80.6761199704813,79.4060214255094,86.8856946610904,63.1882589386582
"986","SPT_0890",347.048642319551,0.0216947451749532,0.0884855085240661,0.245178510434313,0.806318214854356,NA,356.586677465036,358.747565419595,337.372865331104,393.059806056272,343.652374405805,292.872565239495
"987","SPT_0891",5456.29168951197,-0.0084045331380699,0.071251634107952,-0.117955654537499,0.906102795057225,NA,5082.06209615523,5707.99344187415,5522.64712161567,5190.17607542486,5380.42906192335,5854.44234007854
"988","SPT_0892",1334.87398824928,0.0381220518592428,0.0854274536401732,0.446250593161956,0.655416240771405,NA,1106.26103087578,1528.22910912654,1448.50306310637,1217.88985361375,1360.34468208185,1348.01619069137
"989","SPT_0893",981.998129007718,-0.134990257164804,0.0845220876918755,-1.59710036572819,0.110243336686554,NA,987.632785813592,939.492386668148,818.984854245795,916.146972196815,1195.65090264963,1034.08087247233
"990","SPT_0894",1486.74136405715,0.129339211277474,0.0777445834999408,1.6636427318126,0.0961838470115311,NA,1613.06335593435,1707.60289183634,1394.71898312605,1356.85039110839,1464.08879511002,1384.12376722775
"991","SPT_0895",1019.98140846113,-0.0466449205608386,0.0752028102578136,-0.620255019738338,0.535089903397275,NA,996.056093155286,1041.61112434947,959.556881467088,1103.74369781458,1008.91149919893,1010.00915478141
"992","SPT_0896",628.801775903933,0.0955478966926977,0.0820654348873058,1.16428916539474,0.244306845838222,NA,644.383011639572,676.647635766662,652.74315248844,654.107101492634,529.094976443655,615.834777592637
"993","SPT_0897",1094.69027895605,0.0558416117705395,0.0791369845363178,0.705632291876278,0.480416837179178,NA,1095.02995442019,1073.57872918884,1199.14051047034,958.827708713026,1159.34046308977,1082.22430785416
"994","SPT_0898",1361.87326823704,0.0797028377382862,0.0702641806858447,1.13433099141428,0.25665573393938,NA,1397.56707644269,1420.78243730533,1403.27554130474,1320.12510619909,1348.67346936618,1280.81597880423
"995","SPT_0899",1829.5787210782,0.0465756291735298,0.0702978462671001,0.662547028774729,0.50762070548427,NA,1884.0130754255,1883.42471845287,1826.21398842271,1712.19233698755,1893.33006276406,1778.29814441652
"996","SPT_0900",2616.64358667508,-0.0355194562057524,0.0677907075778016,-0.523957596474231,0.600308033167693,NA,2651.23598579811,2474.82540798122,2609.75024449966,2703.7750295386,2570.26040027285,2690.01445196002
"997","SPT_0901",1136.99730173542,0.097592302780867,0.0869971699678555,1.12178709740703,0.261952973483036,NA,948.324018219022,1347.07934837011,1290.8179195277,1126.57292897441,1008.91149919893,1100.27809612235
"998","SPT_0902",2105.64355975485,-0.0288682249951948,0.0682296129369766,-0.423104041669711,0.672219353699686,NA,2087.5763361831,2117.85382060825,2036.4608465276,2162.82150857731,2047.64943089346,2181.49941573939
"999","SPT_0903",692.889237400275,-0.00634629158228555,0.0829829858448814,-0.0764770213757862,0.939039594712363,NA,728.61608505651,681.975569906557,662.522076121225,756.342354077977,601.715855563373,726.163483676009
"1000","SPT_0904",1364.44445928591,0.0203440830900365,0.0802756514232055,0.253427816895367,0.799937634320996,NA,1389.84571137947,1290.2480508779,1454.61489037686,1323.10283200255,1207.3221153653,1521.5331557134
"1001","SPT_0905",2918.19253255003,-0.0396221408078927,0.07209925840107,-0.54954990781576,0.582628124477998,NA,2972.02360706095,2817.58917098113,2813.88527533406,2919.16386265529,3221.25470952461,2765.23856974414
"1002","SPT_0906",950.301192070138,0.0342203080200267,0.0841807368540027,0.406509960578939,0.684367939828097,NA,986.228901256644,1089.56253160852,821.429585153991,954.857407641751,859.77933672094,989.949390038979
"1003","SPT_0907",1307.83295796153,-0.0494802063333601,0.0834376161076633,-0.593020374281949,0.553167517098388,NA,1304.91069568406,1211.21702780279,1315.26522860966,1582.16497690328,1213.80612242956,1219.63369633982
"1004","SPT_0908",1214.53287726743,0.157861724107591,0.0775768804837853,2.03490683207591,0.041860248429263,NA,1285.95825416525,1259.16843506185,1359.2703849572,1220.86757941721,1011.50510202463,1150.42750797843
"1005","SPT_0909",2455.95805616836,-0.0483027194442957,0.0822665845854727,-0.587148715212682,0.557103832290479,NA,2663.87094681065,2281.24380089837,2252.81953190299,2898.31978203109,2300.52570639962,2338.96856896748
"1006","SPT_0910",912.954622161913,0.0150958774928253,0.0761925875727206,0.19812790159433,0.842944995209973,NA,921.650211636991,894.20494647904,942.443765109713,971.731187194672,883.121762152277,864.575860398784
"1007","SPT_0911",1198.70722409712,0.2162306919954,0.0757327207209821,2.85518188092102,0.00430121888656186,NA,1249.45725568457,1425.22238242191,1261.48114862934,1069.00356344092,1126.92042776847,1060.15856663749
"1008","SPT_RS04525",3599.01873853267,0.0620887365738411,0.0735546025530962,0.844117627160335,0.398603678527229,NA,3431.79579946173,3936.45534035907,3719.65807682083,3317.18654505066,3415.77492145242,3773.2417480513
"1009","SPT_0914",3229.32272918533,0.0694871231951994,0.0848872175568443,0.818581703996455,0.413025109101235,NA,3285.79180553904,3466.709147025,3266.16049335039,2502.28225017137,3641.41836728869,3213.57431173747
"1010","SPT_RS04535",1753.79454705368,-0.00506602436082159,0.0820063118105025,-0.0617760297832683,0.950741192481752,NA,1634.12162428859,1700.49897964981,1914.22430111778,1554.37286940435,2007.44858709504,1712.1009207665
"1011","SPT_0917",1690.57916142183,0.00743594480278348,0.0696223462714982,0.10680399614495,0.914944477146963,NA,1753.45181162925,1687.17914430008,1645.30390121618,1726.08839073701,1684.54503529487,1646.9066853536
"1012","SPT_0918",1455.81956132864,0.0299358646928954,0.0744135519673954,0.402290495500227,0.687470248651557,NA,1479.6943230242,1506.02938354365,1439.94650492768,1477.94457378229,1309.76942698062,1521.5331557134
"1013","SPT_0919",997.210293732391,0.0165831695800839,0.0741625843798311,0.223605605424314,0.82306420160786,NA,993.950266319863,1055.81894872252,962.001612375285,981.65693987286,1008.91149919893,980.922495904884
"1014","SPT_0921",5642.16592198986,0.204500670122943,0.0761693943410544,2.68481418149757,0.00725701404592204,NA,5727.14705007328,7000.905459822,5723.11505608778,5004.56450034273,5180.72164434412,5216.54182126923
"1015","SPT_0922",58.0224846680572,0.0507231039725106,0.0877010262717728,0.578363858768619,0.563018489004736,NA,70.8961701259224,61.2712426087922,50.1169836180263,62.5322418725887,53.1688579269359,50.1494118560779
"1016","SPT_0924",46.2105430694681,-0.00353313416171044,0.0842304783067867,-0.0419460299019312,0.966541722111348,NA,44.9243058223667,54.1673304222656,39.1156945311424,53.5990644622189,36.3104395598587,49.1464236189564
"1017","SPT_0925",46.9812769699149,0.0291898389806949,0.0859143194024316,0.339755225714664,0.734040868826102,NA,49.1359594932136,48.8393962823706,47.6722527098299,51.6139139265811,41.4976452112671,43.128494196227
"1018","SPT_0926",28.9231717471419,0.0190455743527923,0.0709373118126354,0.268484579780762,0.788326342850969,NA,22.4621529111833,22.1997255828957,46.4498872557317,36.7252849092981,24.6392268441898,21.0627529795527
"1019","SPT_0928",367.279951734394,-0.0307695232625422,0.0859778269257319,-0.357877424479698,0.720435045973651,NA,343.24977417402,367.627455652753,375.266194408148,348.393919004423,357.917189947178,411.225177219839
"1020","SPT_0929",2933.02469673066,-0.0576059840264709,0.0844581991216406,-0.68206502892045,0.495197832426663,NA,2415.38338023068,2774.96569786197,3362.72736422415,2780.20332516065,3267.93956038728,2996.92885251922
"1021","SPT_0930",56.7533456802636,-0.0533049762883701,0.0799255581177604,-0.666932800266866,0.504815058483104,NA,67.38645873355,27.5276597227907,62.3406381590083,65.5099676760453,72.6208791197174,45.1344706704701
"1022","SPT_0931",72.8045357127725,-0.140003751357145,0.0907991935022346,-1.54190523017916,0.123096624816118,NA,59.6650936703307,64.8231987020556,68.4524654294993,79.4060214255094,75.2144819454216,89.2659531038187
"1023","SPT_0932",141.125733854148,-0.00123351925896273,0.0923382730583068,-0.0133586996822415,0.989341616778789,NA,153.023416707436,130.534386427427,139.349661767195,151.864015976287,133.570545523766,138.412376722775
"1024","SPT_0935",380.552643353467,0.0362047982389725,0.0878769765200438,0.411994127161562,0.680343727794219,NA,383.96242632554,392.491148305597,388.712214403228,433.755392036845,320.309948974468,364.084730075126
"1025","SPT_0936",1178.1211522731,-0.0107735009560834,0.0842116719532086,-0.127933583388174,0.898201533710281,NA,996.056093155286,1331.09554595043,1189.36158683755,1084.88476772602,1252.71016481512,1214.61875515421
"1026","SPT_0937",869.066981476951,-0.201753361012982,0.0789130227493597,-2.55665483317986,0.0105684026390655,NA,867.600656194457,755.678658841771,741.975830637608,909.198945322083,979.085066703332,960.862731162453
"1027","SPT_0938",218.411653655753,-0.112951583333553,0.0912093682772995,-1.23837699423761,0.215576306904655,NA,224.621529111833,202.461497316009,182.132452660632,243.180940615623,255.469878331863,202.603623898555
"1028","SPT_0939",146.762744966104,0.182314056097791,0.0920606993169829,1.98036792518866,0.0476622013529204,NA,154.427301264385,163.389980290113,173.575894481945,133.005085887728,125.789737046653,130.388470825803
"1029","SPT_0940",2379.04455077326,-0.016840962716849,0.0692701750466725,-0.243119967655661,0.807912463249133,NA,2282.01434732053,2444.63378118848,2361.61005731773,2325.60385249961,2345.91375584944,2514.49151046375
"1030","SPT_0942",1364.8419775473,0.00908539224203051,0.0715268566054402,0.127020711844612,0.898924005645487,NA,1347.729174671,1381.71092027943,1382.49532858507,1351.8875147693,1301.9886185035,1423.24030847549
"1031","SPT_0943",1098.91149415075,-0.0324946484208394,0.0773319762835099,-0.420196792872711,0.674341697457173,NA,1066.95226328121,1145.50584007742,1036.56590507527,1216.89727834593,1063.37715853872,1064.17051958597
"1032","SPT_0944",4555.62885519835,-0.0641202900299483,0.0736819107888262,-0.870231096662494,0.384174125151363,NA,4129.52642426536,4432.84120439262,4728.10957645184,4282.96228063841,4892.83173069096,4867.50191475092
"1033","SPT_0945",1567.17392337065,0.0917570232104244,0.0712262236401019,1.28824776214533,0.197659730756322,NA,1571.64876150436,1701.38696867313,1611.07766850143,1455.11534262246,1508.18004314699,1555.63475577554
"1034","SPT_0947",394.195958559581,0.0219434505649023,0.0869355926472262,0.252410432789549,0.80072383696425,NA,389.577964553336,380.059301979175,427.827908934371,439.710843643758,379.962813965664,348.036918281181
"1035","SPT_0948",1211.57021557159,-0.0241945803380661,0.074502200244328,-0.324749876630765,0.745370382672605,NA,1149.07950986272,1256.5044679919,1190.58395229165,1148.40958486643,1263.08457611794,1261.75920229892
"1036","SPT_0949",583.00794148332,0.0630502083735264,0.0884081468798123,0.713171925877384,0.475739376210734,NA,603.670359488052,578.080854178605,625.851112498279,639.218472475351,606.903061214781,444.323789044851
"1037","SPT_0950",4858.97117990621,0.00483661794078871,0.0703208947671386,0.0687792434496851,0.945165340282549,NA,5070.12907742116,4779.15692348579,4755.001616442,4470.55900625618,4966.74941122353,5112.23104460859
"1038","SPT_0951",5721.34421222108,-0.0541219995809726,0.0716096880564678,-0.755791584209873,0.449774163304171,NA,5460.40898425298,5947.75047816943,5358.85015076652,5649.738424425,6329.68769613108,5581.62953958148
"1039","SPT_0953",1377.45744459428,-0.0558265131355597,0.0738273290990255,-0.756176795461189,0.449543203315666,NA,1433.36613264489,1281.36816064474,1315.26522860966,1400.52370289242,1473.16640499998,1361.05503777396
"1040","SPT_0954",487.178280431651,-0.137932442672779,0.0868025742906498,-1.58903631372644,0.11205219450519,NA,506.802325058574,384.499247095754,466.943603465513,543.93124676474,486.300529819536,534.592730385791
"1041","SPT_0956",2197.90911378852,-0.105997724211889,0.0791633375146154,-1.33897492879604,0.180578834870554,NA,2216.73371542241,2204.8767448932,1851.88366295878,2410.96532553203,2078.77266480191,2424.22256912281
"1042","SPT_0959",4368.89701229554,0.118542579467119,0.0706907263047713,1.67691839741528,0.0935584400579634,NA,4688.27247793105,4798.69268199874,4272.16726207321,4401.07873750886,4007.11636571298,4046.05454854837
"1043","SPT_0962",213.196691700856,-0.00245239076202889,0.0907425333155429,-0.0270258132809792,0.978439145527131,NA,202.861318479125,221.109266805642,216.358685375382,225.314585794883,182.848999212146,230.687294537959
"1044","SPT_0964",627.489631184924,-0.00592028848997443,0.0811370678262072,-0.0729665077699811,0.941832769369516,NA,679.480125563296,570.088952968763,627.073477952377,647.159074617902,617.277472517598,623.85868348961
"1045","SPT_0965",3351.84519779464,0.0497474144848124,0.0778686024668063,0.638863584408345,0.522911679613155,NA,3695.02415388966,3423.19768488252,3158.59233338975,2906.26038417364,3423.55572992953,3504.44090050273
"1046","SPT_0966",1553.28022839682,-0.0239989105218815,0.0849844022186168,-0.282391943643327,0.777642991769766,NA,1522.51280201115,1648.9956162975,1432.61231220309,1868.02665403511,1496.50883043132,1351.02515540274
"1047","SPT_0967",1491.13373067909,-0.0738270113462886,0.0733274014527047,-1.00681341331734,0.314024447572838,NA,1413.7117488476,1556.64475787265,1359.2703849572,1516.65500922723,1563.94250389963,1536.57797927023
