Gene,Value,AveExpr,t,P.Value,padj,B
Rv2886c,1.930788045,10.68900688,10.65412658,4.12E-06,0.000401577,4.965368822
Rv3290c,3.154987353,12.7270156,10.63032432,4.19E-06,0.000401577,4.947974676
Rv1474c,-2.74120069,10.70980401,-10.51845352,4.55E-06,0.000416238,4.865672235
Rv0500A,-3.394119597,10.89805389,-10.4814882,4.67E-06,0.000416238,4.838276216
Rv2042c,-2.173609095,10.57345667,-10.42418876,4.88E-06,0.000416238,4.795610858
Rv2578c,2.255953339,9.158909367,10.42415112,4.88E-06,0.000416238,4.795582755
Rv1169c,4.438652364,11.6452938,10.41676152,4.90E-06,0.000416238,4.790062699
Rv1444c,-2.315545201,9.607119926,-10.40035595,4.96E-06,0.000416238,4.777793175
Rv2952,-3.231357091,9.580408895,-10.36503431,5.09E-06,0.000418612,4.751308402
Rv0166,-3.047845008,11.30336094,-10.24562413,5.57E-06,0.000442367,4.661077907
Rv1984c,-2.564082013,9.064513384,-10.2240327,5.66E-06,0.000442367,4.644647247
Rv3067,2.102048887,10.41824822,10.21235036,5.71E-06,0.000442367,4.635742371
Rv2962c,3.609335189,9.809278292,10.15931438,5.95E-06,0.000451806,4.595184017
Rv3202c,2.66558981,10.43575014,10.10544877,6.20E-06,0.000461988,4.553769165
Rv0868c,-3.686142172,9.468412974,-10.00462546,6.69E-06,0.000469765,4.475643268
Rv0042c,-2.980676784,9.106624825,-9.999531467,6.72E-06,0.000469765,4.471674867
Rv3824c,-2.922111533,9.669382257,-9.999419898,6.72E-06,0.000469765,4.471587928
Rv1184c,-2.616956075,11.4021465,-9.990404805,6.77E-06,0.000469765,4.46455975
Rv2990c,-3.441404749,9.516929649,-9.930947775,7.09E-06,0.000476841,4.418045767
Rv2027c,1.795543869,10.48633583,9.924784467,7.12E-06,0.000476841,4.413208061
Rv1183,-2.744200678,11.29907773,-9.900862542,7.25E-06,0.000476841,4.394402533
Rv3190c,-2.184000458,8.517400608,-9.870032381,7.43E-06,0.000476841,4.370098729
Rv0707,-2.022721453,12.65166811,-9.846452049,7.57E-06,0.000476841,4.351458507
Rv2661c,3.591225708,9.592203069,9.84408922,7.58E-06,0.000476841,4.349588224
Rv0988,-2.537235752,8.596385902,-9.754036468,8.13E-06,0.00049881,4.277970351
Rv3289c,2.862239213,12.2817074,9.747289933,8.18E-06,0.00049881,4.272578329
Rv3370c,2.48674058,9.50376751,9.719441752,8.36E-06,0.000502261,4.250281816
Rv2025c,3.782850937,9.302023228,9.656922437,8.78E-06,0.000514722,4.199993565
Rv3659c,2.180806729,10.90495994,9.623375525,9.02E-06,0.000514722,4.172876257
Rv1092c,-1.693114548,10.25802312,-9.621998333,9.03E-06,0.000514722,4.171761017
Rv2276,-2.692345977,9.577185955,-9.615294124,9.08E-06,0.000514722,4.166329743
Rv0849,4.149083816,9.819221092,9.571412809,9.40E-06,0.000525646,4.130687475
Rv1006,-2.320431429,10.92197542,-9.521118178,9.79E-06,0.000539749,4.089637188
Rv2067c,-2.726678102,9.432334426,-9.445685454,1.04E-05,0.000565154,4.027667823
Rv3318,-2.031789183,9.28793224,-9.43048815,1.05E-05,0.000565154,4.015124256
Rv3138,-1.9589583,9.521023583,-9.408755315,1.07E-05,0.00056762,3.997151989
Rv3651,-2.012525343,11.23863034,-9.33796918,1.14E-05,0.000593443,3.938332277
Rv3726,-2.734719361,9.985117246,-9.313633939,1.16E-05,0.000597594,3.918010622
Rv1697,-1.73887068,11.66426667,-9.264735852,1.21E-05,0.000598464,3.877020993
Rv2323c,1.684170219,8.483382624,9.263096729,1.21E-05,0.000598464,3.875643344
Rv0734,-2.14414609,11.07568453,-9.247149919,1.22E-05,0.000598464,3.862228052
Rv0130,2.263072604,8.647391637,9.246170101,1.22E-05,0.000598464,3.861403048
Rv0227c,-1.830156723,9.846350042,-9.226915868,1.24E-05,0.000598464,3.845173881
Rv3313c,-2.765762061,9.12282996,-9.213988691,1.26E-05,0.000598464,3.834259359
Rv2719c,1.799544691,9.825106088,9.19663316,1.27E-05,0.000598464,3.819582692
Rv0508,-3.139762444,9.798649131,-9.193094405,1.28E-05,0.000598464,3.816586876
Rv2427c,-2.08277144,11.3939826,-9.022457575,1.47E-05,0.000681954,3.67080092
Rv3466,1.706695193,10.73907153,9.00774236,1.49E-05,0.000682592,3.65810564
Rv0798c,-2.01911677,9.808792729,-8.929047594,1.59E-05,0.000721266,3.589876988
Rv2445c,-2.340849952,10.32726614,-8.806035917,1.77E-05,0.000792049,3.482078427
Rv1502,-2.67131896,10.159781,-8.777837168,1.81E-05,0.000802527,3.457167721
Rv0891c,-1.90406978,8.719978079,-8.748811924,1.86E-05,0.000810744,3.43144854
Rv2939,-2.753199342,11.10633695,-8.730274148,1.89E-05,0.000810744,3.414980525
Rv2026c,1.689058772,9.340914914,8.728337117,1.89E-05,0.000810744,3.413257883
Rv0987,-1.815688638,7.89220113,-8.710778038,1.92E-05,0.00081447,3.397625947
Rv2456c,-2.102788792,10.46417789,-8.694483881,1.95E-05,0.000817429,3.383093828
Rv3320c,-2.471602528,10.65263363,-8.673259217,1.99E-05,0.000821576,3.364126343
Rv1048c,2.040326,7.835931784,8.66384061,2.00E-05,0.000821576,3.355695557
Rv0168,-1.853928717,11.87568722,-8.640223722,2.04E-05,0.000821576,3.334518146
Rv0916c,1.961944715,8.991716482,8.632030101,2.06E-05,0.000821576,3.327158335
Rv2564,-1.957869824,9.144509746,-8.630197247,2.06E-05,0.000821576,3.325511113
Rv2979c,1.70419564,11.80655087,8.593802819,2.13E-05,0.000839773,3.292735526
Rv0118c,-2.292973662,11.33859877,-8.567515633,2.18E-05,0.000846078,3.268982339
Rv2427Ac,1.711431267,7.773439802,8.563077363,2.19E-05,0.000846078,3.264965274
Rv1507c,-2.348945741,8.836632494,-8.535043114,2.24E-05,0.000858901,3.239547174
Rv3329,-1.70997331,9.195131122,-8.511465666,2.29E-05,0.000865398,3.218110472
Rv0500,-1.778501957,9.911428705,-8.505051065,2.30E-05,0.000865398,3.21226886
Rv0967,2.818047105,11.21107656,8.476793085,2.36E-05,0.000879042,3.186486863
Rv2957,-2.418990175,7.954125464,-8.456777945,2.40E-05,0.000886541,3.168177821
Rv3199c,-1.874793484,9.826446271,-8.420060425,2.48E-05,0.000905977,3.134486967
Rv2289,-3.550545122,10.0546308,-8.411862105,2.50E-05,0.000905977,3.12694615
Rv3767c,-2.629338416,10.93233181,-8.37925941,2.57E-05,0.000906,3.096891849
Rv3492c,-3.170583207,10.07420152,-8.372725198,2.59E-05,0.000906,3.090855601
Rv0710,-1.859333097,12.81620694,-8.372694639,2.59E-05,0.000906,3.090827362
Rv0326,2.07131236,7.670257836,8.372114015,2.59E-05,0.000906,3.090290778
Rv0138,-1.941471678,9.790379195,-8.339125669,2.67E-05,0.000925086,3.059749005
Rv3232c,-2.424921989,9.900265382,-8.327103143,2.69E-05,0.000927117,3.048590908
Rv3209,-1.708879663,11.54701074,-8.305531206,2.75E-05,0.000933401,3.028533441
Rv3717,-2.154953941,8.961673002,-8.300706601,2.76E-05,0.000933401,3.02404111
Rvnt33,3.066575386,9.950055374,8.278469625,2.81E-05,0.000944338,3.003305115
Rv0634A,-2.05851908,10.61468949,-8.245555633,2.90E-05,0.000953187,2.972520519
Rv1903,-1.844240119,8.550926834,-8.243460867,2.91E-05,0.000953187,2.970557537
Rv3487c,-2.23851,12.14486104,-8.235911161,2.92E-05,0.000953187,2.963479072
Rv0846c,3.681282714,9.081927974,8.231839313,2.94E-05,0.000953187,2.959658963
Rv1182,-3.334389834,10.44726498,-8.174013615,3.09E-05,0.000996527,2.905224691
Rv3691,-1.586583096,9.821768002,-8.165145699,3.12E-05,0.000996635,2.896846426
Rv1638A,-2.375028909,11.083544,-8.121341058,3.25E-05,0.001029142,2.855341073
Rv3233c,-2.111595265,9.890244658,-8.073892174,3.39E-05,0.001066526,2.810157533
Rv3754,-1.888911195,9.23035184,-8.046628849,3.48E-05,0.001085158,2.784089257
Rv1565c,-1.83651125,11.30389064,-8.013226914,3.59E-05,0.001110543,2.752044857
Rv0579,-2.275893964,10.36898752,-7.992867758,3.65E-05,0.001120159,2.732455339
Rv2604c,-2.69859893,10.67640331,-7.987434256,3.67E-05,0.001120159,2.727219816
Rv3632,-2.384574784,9.090896148,-7.970911762,3.73E-05,0.001128916,2.711280093
Rv0202c,-1.652562068,10.70239314,-7.944154278,3.82E-05,0.001148728,2.685404762
Rv3340,1.548569397,11.20907716,7.929691815,3.88E-05,0.001149785,2.671387295
Rv1632c,-3.048736699,10.1769926,-7.927274216,3.88E-05,0.001149785,2.6690419
Rv0780,-1.49919434,8.527874045,-7.84462911,4.20E-05,0.001233274,2.588487315
Rv2659c,3.35860232,9.63685716,7.83428093,4.24E-05,0.00123632,2.578348936
Rv0767c,3.236231825,9.222190552,7.7987537,4.38E-05,0.00126926,2.543453439
Rv3284,-2.004502727,12.24522437,-7.773313423,4.49E-05,0.001290899,2.518380963
Rv2955c,-2.361497501,9.545216303,-7.76506677,4.52E-05,0.001291802,2.510238337
Rv1144,-2.360638263,8.813095728,-7.750437394,4.59E-05,0.001300636,2.495775147
Rv1672c,-1.619318891,9.148028064,-7.739671932,4.63E-05,0.00130482,2.485116962
Rv1586c,2.59580229,10.96701587,7.728068414,4.69E-05,0.001305362,2.473614788
Rv0921,1.625744123,11.08842245,7.72463756,4.70E-05,0.001305362,2.470211056
Rv1919c,-2.633330348,9.990258256,-7.710984536,4.76E-05,0.001313396,2.456653095
Rv0146,-1.682955327,11.99498278,-7.686194332,4.88E-05,0.001333336,2.431982807
Rv2651c,1.709741527,11.5272992,7.673985189,4.93E-05,0.001333336,2.419807683
Rv3822,-3.56788621,10.46122723,-7.671152273,4.95E-05,0.001333336,2.416980295
Rv2163c,-1.563529702,10.5140132,-7.66278071,4.99E-05,0.001333336,2.408619849
Rv3510c,1.464158458,8.749771351,7.648020598,5.06E-05,0.001333336,2.393860332
Rv1571,-1.824417202,8.749689088,-7.64436646,5.08E-05,0.001333336,2.39020259
Rv3288c,2.797613301,11.712801,7.642092924,5.09E-05,0.001333336,2.38792606
Rv2350c,-1.727365593,9.87911524,-7.630485756,5.14E-05,0.001333336,2.376294608
Rv2173,-1.510326715,9.575386726,-7.624920601,5.17E-05,0.001333336,2.370712467
Rv0676c,1.640177957,11.78365319,7.622143997,5.19E-05,0.001333336,2.367926093
Rv3158,-1.487989207,12.37754765,-7.619424745,5.20E-05,0.001333336,2.365196434
Rv0111,-2.413846933,9.008768782,-7.547205441,5.58E-05,0.001420622,2.292396631
Rv1185c,-3.634942103,11.02449321,-7.537668346,5.63E-05,0.001422409,2.282738877
Rv3732,-2.137210369,10.3267729,-7.532945017,5.65E-05,0.001422409,2.277951973
Rv3747,1.525936502,10.33719721,7.509472614,5.78E-05,0.0014462,2.254126069
Rv3224,-2.266285556,11.25463458,-7.498704785,5.84E-05,0.001452423,2.243175101
Rv3633,-2.162049481,10.95598715,-7.46828899,6.02E-05,0.001478755,2.212170527
Rv0568,-1.457983547,11.70711021,-7.46485896,6.04E-05,0.001478755,2.208667461
Rv0488,1.787488907,7.906803816,7.443497461,6.17E-05,0.001478755,2.186820749
Rv1798,-1.613203083,11.8152289,-7.443466824,6.17E-05,0.001478755,2.186789378
Rv3720,-2.436354892,11.04507061,-7.438891043,6.20E-05,0.001478755,2.182102831
Rv1954c,2.095808928,10.08140716,7.43829822,6.20E-05,0.001478755,2.181495481
Rv2778c,-1.725685293,11.19190581,-7.432573509,6.23E-05,0.001478755,2.175628411
Rv3083,-2.183593075,9.847608689,-7.431030604,6.24E-05,0.001478755,2.174046492
Rv0709,-1.369316157,12.49932784,-7.385785063,6.53E-05,0.001525087,2.127534761
Rv3486,-1.972303259,10.13509787,-7.383748392,6.54E-05,0.001525087,2.125435526
Rv1698,-1.653820315,10.78930811,-7.38188398,6.55E-05,0.001525087,2.12351342
Rv1544,-1.70905314,11.4655695,-7.36835478,6.64E-05,0.001536703,2.109553479
Rv1665,-1.440203328,9.26158106,-7.361929269,6.68E-05,0.001537652,2.102915947
Rv3269,1.855887893,13.40516485,7.338239554,6.84E-05,0.001565175,2.078403038
Rv1469,-1.398866195,7.954354397,-7.290016121,7.18E-05,0.001632683,2.028301331
Rv0252,-1.597849903,10.56365222,-7.269962324,7.32E-05,0.001653281,2.007386122
Rv3201c,2.149314816,8.91891578,7.266167956,7.35E-05,0.001653281,2.00342344
Rv2600,-1.809604871,10.85525715,-7.255718109,7.43E-05,0.001661344,1.992501273
Rv0580c,-1.477723407,11.53208921,-7.245277476,7.51E-05,0.001669501,1.981575859
Rv0648,1.359337571,7.676232934,7.237837961,7.56E-05,0.001671088,1.973783049
Rv1999c,1.492103416,7.906570906,7.233348867,7.60E-05,0.001671088,1.969077603
Rv2428,2.413796825,9.917059544,7.222438171,7.68E-05,0.001680278,1.957631114
Rv2273,-2.061195615,8.098530064,-7.216485562,7.73E-05,0.001681203,1.951380236
Rv2965c,-1.967444564,9.468273392,-7.201234601,7.84E-05,0.001694863,1.935345885
Rv2650c,1.533878814,10.98486685,7.197720785,7.87E-05,0.001694863,1.931647656
Rv1992c,2.469429187,11.04334589,7.18250136,7.99E-05,0.00171186,1.9156125
Rv3858c,-1.499409343,11.95634973,-7.144654881,8.30E-05,0.001769078,1.875617595
Rv3231c,-1.516107049,9.176249496,-7.136098778,8.38E-05,0.00177474,1.866552011
Rv1547,-1.643491325,10.9250489,-7.131090572,8.42E-05,0.00177474,1.861241509
Rv3018A,2.269000278,8.648827568,7.094640309,8.74E-05,0.001818775,1.822500163
Rv1513,-2.554641388,9.678583033,-7.091099585,8.77E-05,0.001818775,1.818728347
Rv3479,-1.551537436,10.43684932,-7.088063196,8.80E-05,0.001818775,1.815492577
Rv3483c,-1.764470564,9.636609358,-7.086510811,8.81E-05,0.001818775,1.813837825
Rv1620c,1.391428388,7.792747113,7.066053457,8.99E-05,0.001847582,1.792004235
Rv3174,2.360464328,8.887303722,7.032002716,9.31E-05,0.001903243,1.755550164
Rv0851c,1.652909348,8.233790079,7.020924769,9.42E-05,0.001915225,1.743659898
Rv2627c,-1.472854833,15.48541123,-7.000741801,9.62E-05,0.001925544,1.721958447
Rv1622c,1.869104907,9.79224389,6.998049714,9.64E-05,0.001925544,1.719060053
Rv3084,-1.757540098,9.267783748,-6.992298439,9.70E-05,0.001925544,1.712865059
Rv3915,-1.693156511,10.94323575,-6.991494384,9.71E-05,0.001925544,1.711998646
Rv2520c,1.734798723,9.756404678,6.991374428,9.71E-05,0.001925544,1.711869381
Rv3116,-1.601304563,9.203629193,-6.979659682,9.83E-05,0.00193932,1.699236958
Rv3021c,1.285228497,10.6028141,6.963940507,9.99E-05,0.001961345,1.682259947
Rv0504c,-1.746919436,10.60514402,-6.957003981,0.000100586,0.00196583,1.674758704
Rv3280,-1.977228192,11.4152517,-6.935091194,0.000102888,0.002001093,1.651023005
Rv1576c,1.605926607,12.65026704,6.911094264,0.000105475,0.002027392,1.624961748
Rv3270,1.722775663,13.49339722,6.90883451,0.000105722,0.002027392,1.622503926
Rv2536,-1.370272937,11.29060618,-6.902108007,0.000106462,0.002027392,1.6151841
Rv2938,-2.14116365,11.82547686,-6.890081954,0.000107799,0.002027392,1.602083273
Rv3455c,-1.342647,12.58398894,-6.887215914,0.000108121,0.002027392,1.598958444
Rv3339c,-2.633038015,10.94896927,-6.886112705,0.000108245,0.002027392,1.597755349
Rv3352c,1.419673142,7.493158712,6.885578192,0.000108305,0.002027392,1.597172385
Rv3431c,-1.695065248,9.905565463,-6.883588672,0.000108529,0.002027392,1.595002215
Rv0253,-3.972473118,8.790220181,-6.877508255,0.000109217,0.002027392,1.58836664
Rv2102,-1.569197925,10.75536063,-6.876991188,0.000109276,0.002027392,1.587802151
Rv0841,2.460737185,8.714822716,6.867203813,0.000110394,0.002030062,1.577110864
Rv2095c,-1.498028353,10.53718458,-6.858151134,0.00011144,0.002030062,1.567211497
Rv0149,-1.33271745,11.07921208,-6.854109393,0.000111911,0.002030062,1.562788432
Rv2857c,-1.896656526,10.41787306,-6.848456348,0.000112572,0.002030062,1.556598623
Rv1142c,-1.466317383,11.92042579,-6.843908439,0.000113108,0.002030062,1.551615984
Rv1587c,2.320312267,11.35985779,6.835894134,0.000114058,0.002030062,1.542829306
Rv3382c,-1.854346159,9.700338737,-6.830514578,0.000114701,0.002030062,1.536926789
Rv3618,-1.248929609,9.832151309,-6.830278564,0.000114729,0.002030062,1.536667748
Rv1280c,-1.617621366,9.78691888,-6.830011581,0.000114761,0.002030062,1.536374708
Rv2409c,-1.447974845,9.910608327,-6.829635635,0.000114806,0.002030062,1.535962056
Rv1624c,-1.818150611,10.90318009,-6.82830513,0.000114966,0.002030062,1.534501504
Rv1815,-2.147668176,10.70451663,-6.818184063,0.00011619,0.002042708,1.523383907
Rv1942c,-2.412337688,10.59824376,-6.813690213,0.000116738,0.002043416,1.518443469
Rv0918,1.8823692,9.278686938,6.753539505,0.000124352,0.002167271,1.452070389
Rv0172,-1.27788233,12.1964363,-6.742420957,0.000125818,0.002182032,1.439751624
Rv1806,1.532908908,7.754727311,6.738929185,0.000126283,0.002182032,1.435879693
Rvnt30,1.587410972,10.87933244,6.721805621,0.000128588,0.00221237,1.416869434
Rv2645,2.041155057,9.827609172,6.707442818,0.000130557,0.002232254,1.40089538
Rv3603c,1.613155857,11.29830762,6.705310189,0.000130852,0.002232254,1.398521269
Rv1406,1.682066804,9.755200948,6.697553067,0.000131933,0.002241184,1.389880904
Rv2189c,-2.018123658,9.040088297,-6.688957768,0.000133141,0.002252207,1.380297963
Rv2529,1.737028849,7.561678881,6.677602491,0.000134756,0.002261676,1.367623444
Rv3137,-1.722120117,12.47559445,-6.677125617,0.000134824,0.002261676,1.367090806
Rv0883c,-1.292179077,10.95885212,-6.662593361,0.000136924,0.002280836,1.350845269
Rv3823c,-1.750080227,11.61147156,-6.66138948,0.000137099,0.002280836,1.349498244
Rv3162c,-1.572971748,9.52999128,-6.656692021,0.000137787,0.002282838,1.344240469
Rv3773c,-2.032002615,9.313341685,-6.64075456,0.000140147,0.002310988,1.326380882
Rv1501,-1.853032159,8.155992724,-6.636849204,0.000140732,0.002310988,1.321999548
Rv2329c,-3.127482769,9.006494832,-6.633689044,0.000141208,0.002310988,1.318452799
Rv3623,-1.795143247,8.785982961,-6.611770742,0.000144555,0.002356187,1.293817802
Rv3848,-2.303800005,10.40876064,-6.6015713,0.000146142,0.002367994,1.282333062
Rv1478,-1.336446957,11.51900581,-6.599570995,0.000146456,0.002367994,1.28007911
Rv2699c,1.735937883,9.593398477,6.585242637,0.000148723,0.002385633,1.26391874
Rv2599,-1.315526257,7.408888482,-6.58519004,0.000148732,0.002385633,1.263859369
Rv0706,-1.281884197,13.13588137,-6.565796435,0.000151863,0.002426191,1.241943653
Rv3371,-1.361498363,12.00415827,-6.553221731,0.000153932,0.002449526,1.227707556
Rv2463,-1.410052388,10.30411907,-6.536040064,0.000156809,0.00248549,1.208222591
Rv2621c,1.924776778,11.06361403,6.52583155,0.000158547,0.002497221,1.196627365
Rv3376,-2.335653598,10.78782951,-6.524413498,0.00015879,0.002497221,1.195015612
Rv1928c,1.972543633,8.307654859,6.51774612,0.000159938,0.002502373,1.187433977
Rv3811,-1.338974957,11.52853851,-6.515306624,0.000160361,0.002502373,1.184658517
Rv3484,-1.79249043,11.51405508,-6.479490261,0.000166706,0.002591343,1.143819998
Rv2595,-2.46715216,9.82819756,-6.468770945,0.000168658,0.002611608,1.131564941
Rv1389,-1.3926256,11.31547057,-6.464989491,0.000169353,0.002612318,1.127238124
Rv0821c,-1.225011647,12.25928022,-6.453840271,0.00017142,0.002634106,1.114470014
Rv2482c,-1.306877705,10.43243053,-6.437739212,0.000174453,0.002670531,1.096002173
Rv2991,1.307500095,8.698218395,6.419052439,0.000178049,0.002710429,1.074525664
Rv0016c,-1.287213047,11.36629608,-6.417216979,0.000178406,0.002710429,1.072413702
Rv2740,-2.583357794,9.449611763,-6.411736077,0.000179479,0.002716469,1.06610448
Rv0626,-1.17636364,11.58410132,-6.388988142,0.000184005,0.002758158,1.039876184
Rv2953,-1.792328468,10.52185045,-6.380852755,0.000185655,0.002758158,1.030479453
Rv0308,-2.279357309,10.48453852,-6.370097451,0.00018786,0.002758158,1.018043111
Rv0574c,1.51114881,9.406458159,6.367067386,0.000188487,0.002758158,1.014536674
Rv2966c,-1.676204335,10.74546086,-6.364525518,0.000189014,0.002758158,1.011594246
Rv3463,2.807419819,8.59029364,6.363512786,0.000189224,0.002758158,1.010421683
Rv3142c,-1.631767145,10.71481838,-6.363038281,0.000189323,0.002758158,1.009872243
Rv2453c,-2.69820895,10.59002392,-6.358638673,0.000190241,0.002758158,1.004776419
Rvnt21,3.760215484,8.881236628,6.35396427,0.000191222,0.002758158,0.99935949
Rv2288,-1.470305108,8.706456198,-6.353828841,0.000191251,0.002758158,0.999202505
Rv3465,-3.330230321,10.5028601,-6.353366273,0.000191348,0.002758158,0.998666292
Rv2191,1.922869423,8.947282882,6.353034675,0.000191418,0.002758158,0.998281882
Rv3464,-2.165502994,11.63579003,-6.351904667,0.000191656,0.002758158,0.996971797
Rv0878c,-1.297580564,9.618104408,-6.346365271,0.000192829,0.002758158,0.990547182
Rv1560,-1.659007985,10.01917073,-6.342009801,0.000193757,0.002758158,0.985492815
Rv2751,-1.724034153,10.28855719,-6.341534264,0.000193858,0.002758158,0.984940819
Rv0127,-1.483684019,10.93984582,-6.34143504,0.000193879,0.002758158,0.984825637
Rv0652,-1.758602808,11.06770451,-6.310310924,0.000200657,0.002844525,0.948631082
Rv2758c,-1.992604433,7.429422247,-6.296099671,0.000203838,0.002878115,0.932061554
Rv1210,-1.292183473,11.14976191,-6.293365344,0.000204456,0.002878115,0.928870375
Rv1807,1.704168185,7.704041157,6.288239978,0.000205621,0.002884424,0.922885956
Rv2641,3.220230322,10.98469797,6.270484767,0.000209712,0.002924352,0.90212754
Rv3155,-1.21357039,11.90618037,-6.269593319,0.00020992,0.002924352,0.901084191
Rv3236c,-1.43579304,11.96777065,-6.266163455,0.000210721,0.002925395,0.897068885
Rv0718,-1.606086593,12.1212065,-6.250525092,0.000214419,0.002966493,0.878741131
Rv1291c,1.630240497,7.448132715,6.237512219,0.000217549,0.002999501,0.863465241
Rv0879c,-1.752074627,8.634379261,-6.227547721,0.000219981,0.003022672,0.851752392
Rv3445c,1.768587869,8.224078193,6.222174838,0.000221304,0.003030513,0.845431222
Rv0503c,-2.306973577,11.35712585,-6.208420463,0.000224732,0.003058779,0.829231461
Rv1497,-1.416881422,10.4686237,-6.20494092,0.000225609,0.003058779,0.825129229
Rv3398c,-1.351201359,8.489507773,-6.204785976,0.000225648,0.003058779,0.824946518
Rv0429c,-1.87729686,9.469944843,-6.198020294,0.000227363,0.003071686,0.816965224
Rv2339,-1.617541211,8.024523134,-6.191637335,0.000228994,0.003083378,0.809429726
Rv1825,-1.842981702,10.60244654,-6.186299982,0.000230368,0.003091538,0.803124384
Rv2034,1.177579078,8.1772088,6.181502628,0.000231611,0.003097888,0.797453672
Rv1779c,-1.400392247,11.72615452,-6.167798163,0.000235201,0.003135497,0.781237068
Rv2014,1.277669637,8.61799428,6.162477928,0.000236612,0.003143888,0.774934702
Rv0708,-1.96402545,12.97881867,-6.153435985,0.00023903,0.003165573,0.764214739
Rv3282,-1.420496618,10.51298422,-6.130127942,0.00024539,0.003200027,0.736529692
Rv3234c,-1.29682433,10.68114717,-6.129243625,0.000245635,0.003200027,0.735477849
Rv0736,1.21071521,9.704617185,6.124268768,0.000247018,0.003200027,0.729558549
Rv0997,-1.320981847,11.05226751,-6.120903282,0.000247958,0.003200027,0.725552229
Rv2674,-1.264658233,10.94068966,-6.120702542,0.000248014,0.003200027,0.725313216
Rv0929,-1.220242625,9.078088688,-6.119957142,0.000248223,0.003200027,0.724425651
Rv2696c,-1.193634937,12.4004598,-6.118767204,0.000248557,0.003200027,0.723008608
Rv1314c,-1.13150198,8.680343453,-6.118271252,0.000248696,0.003200027,0.722417943
Rv0778,-1.225956147,9.422997987,-6.117955128,0.000248785,0.003200027,0.722041432
