Gene,Value,AveExpr,t,P.Value,padj,B
Rv3545c,3.555305044,11.1236975,16.05511704,3.57E-08,2.32E-06,9.561472048
Rv2034,4.683064842,9.929951682,16.05488196,3.57E-08,2.32E-06,9.561339527
Rv1956,4.037287549,10.77722135,15.98868621,3.71E-08,2.33E-06,9.523936087
Rv0347,3.381373951,9.555291291,15.9881179,3.71E-08,2.33E-06,9.523614214
Rv0868c,-3.621569782,9.500699169,-15.88756275,3.93E-08,2.44E-06,9.466459792
Rvnt33,4.091263756,10.46239956,15.77008833,4.21E-08,2.57E-06,9.399173035
Rv0677c,3.60438566,12.70504694,15.69924483,4.38E-08,2.63E-06,9.358324108
Rv0654,4.420681512,10.98936985,15.63714817,4.55E-08,2.69E-06,9.322349282
Rv2663,4.90501377,10.49352406,15.60733372,4.63E-08,2.70E-06,9.305020147
Rv0968,3.871278203,13.42521157,15.30425375,5.53E-08,3.11E-06,9.126747854
Rvns02,3.002517451,11.5760205,15.29650242,5.56E-08,3.11E-06,9.122137441
Rv0465c,3.881368086,9.085700907,15.29373815,5.57E-08,3.11E-06,9.120492655
Rv0616c,3.368185825,8.546659614,15.16391774,6.02E-08,3.32E-06,9.04287666
Rv3675,3.227627122,10.68718786,14.96316894,6.79E-08,3.69E-06,8.921407158
Rv3288c,3.490595574,12.05929214,14.89760913,7.07E-08,3.79E-06,8.88135171
Rv3513c,3.843395136,10.14312846,14.80069541,7.50E-08,3.97E-06,8.821786601
Rv2664,3.51508148,10.88221348,14.7620915,7.68E-08,4.02E-06,8.797941643
Rv3516,3.272824976,9.552621462,14.71708699,7.90E-08,4.08E-06,8.770057546
Rv2621c,2.917777382,11.56011433,14.69346736,8.01E-08,4.08E-06,8.755386163
Rv3361c,-3.116289223,9.716344815,-14.38203361,9.73E-08,4.85E-06,8.559520548
Rv2036,4.195502958,9.862655394,14.36821015,9.82E-08,4.85E-06,8.550721192
Rv3290c,3.383953823,12.84149883,14.35826113,9.88E-08,4.85E-06,8.544382496
Rv3250c,3.099364973,12.32872736,14.18512178,1.10E-07,5.35E-06,8.433312864
Rv1585c,3.538853903,10.98478761,14.14937156,1.13E-07,5.41E-06,8.410198527
Rv2516c,3.448544503,12.27086875,14.07321545,1.18E-07,5.61E-06,8.360751553
Rv1478,-2.964360253,10.70504916,-14.03760356,1.21E-07,5.68E-06,8.337531535
Rv0324,3.321374232,9.988215001,13.98042283,1.26E-07,5.82E-06,8.300116788
Rv1471,4.393071302,9.541701999,13.92223615,1.31E-07,5.98E-06,8.261876871
Rv2660c,4.525804658,11.18537314,13.78760364,1.43E-07,6.39E-06,8.17274526
Rv3530c,3.988510594,10.15830801,13.77527591,1.44E-07,6.39E-06,8.164537989
Rv2600,-3.102730859,10.20869416,-13.76727522,1.45E-07,6.39E-06,8.159207331
Rv1256c,3.092626518,10.80595663,13.66375821,1.55E-07,6.77E-06,8.089941107
Rv3098c,2.674285395,10.24384777,13.54309213,1.68E-07,7.26E-06,8.008501204
Rv1929c,2.877146172,11.46182714,13.52692019,1.69E-07,7.26E-06,7.997528734
Rv0840c,3.202290656,9.693998282,13.48675591,1.74E-07,7.38E-06,7.970218337
Rv0051,-2.658227849,10.3693961,-13.45327077,1.78E-07,7.44E-06,7.947384546
Rv0190,2.91026182,12.74082045,13.44249414,1.79E-07,7.44E-06,7.940023258
Rv1265,2.520732757,12.45035251,13.32423659,1.94E-07,7.98E-06,7.858837914
Rv0762c,2.827251353,10.51856771,13.18528597,2.13E-07,8.63E-06,7.762485019
Rv2428,3.331495138,10.3759087,13.17810693,2.14E-07,8.63E-06,7.757478317
Rv0140,2.75149114,12.83747399,13.15551438,2.18E-07,8.68E-06,7.741703724
Rv2894c,-2.705371021,9.43723137,-13.12445853,2.22E-07,8.78E-06,7.719974154
Rv1168c,3.143937213,12.43493695,13.07409831,2.30E-07,9.00E-06,7.684624458
Rv0657c,-2.804643668,8.348168069,-12.97251301,2.47E-07,9.48E-06,7.612889423
Rv2142c,3.104975202,10.67195589,12.9710476,2.47E-07,9.48E-06,7.6118504
Rv1586c,3.542291057,11.44026026,12.93445169,2.54E-07,9.63E-06,7.585863491
Rv2427c,-3.263710976,10.80351283,-12.82624201,2.74E-07,1.03E-05,7.508580425
Rv2679,-3.15901084,10.19947269,-12.76347395,2.86E-07,1.07E-05,7.463445688
Rv3103c,-2.934516735,9.266123343,-12.71152169,2.96E-07,1.10E-05,7.425916819
Rv0280,-4.02365457,10.45006941,-12.68348435,3.02E-07,1.10E-05,7.405598514
Rv0769,2.742499137,11.56058304,12.67482016,3.04E-07,1.10E-05,7.399310443
Rv2020c,2.65318507,8.525098101,12.62539615,3.15E-07,1.13E-05,7.36335711
Rv2153c,-2.822354193,10.94713928,-12.61208427,3.18E-07,1.13E-05,7.353649007
Rv0940c,3.119003615,10.71002088,12.5115563,3.42E-07,1.20E-05,7.279998989
Rv3328c,-3.116936946,10.01158948,-12.50762986,3.43E-07,1.20E-05,7.277110227
Rv1894c,2.788775613,12.00068769,12.45268233,3.57E-07,1.24E-05,7.236587779
Rv0960,-2.766169669,9.461936382,-12.43264855,3.62E-07,1.24E-05,7.221768486
Rv1986,3.93646275,10.01704865,12.42612552,3.63E-07,1.24E-05,7.216938103
Rv2639c,2.41404608,12.59047944,12.3991455,3.71E-07,1.25E-05,7.19693192
Rv2816c,2.301912375,9.239886766,12.36297449,3.80E-07,1.27E-05,7.170041625
Rv3291c,3.308858157,9.143871111,12.35354331,3.83E-07,1.27E-05,7.163017279
Rv3289c,3.158370113,12.42977285,12.31736486,3.93E-07,1.30E-05,7.13602153
Rv3305c,-2.674144507,10.83657075,-12.26078544,4.10E-07,1.34E-05,7.093643046
Rv1698,-2.321717961,10.45535929,-12.08333968,4.67E-07,1.51E-05,6.959455059
Rv3797,-3.301766126,9.22520985,-12.06784895,4.72E-07,1.52E-05,6.947647595
Rv2504c,2.536121184,10.91676236,12.02206134,4.88E-07,1.56E-05,6.91265874
Rv0822c,-2.58582571,11.39276178,-11.97966536,5.04E-07,1.59E-05,6.880143479
Rv2990c,-2.883271672,9.795996188,-11.97310624,5.06E-07,1.59E-05,6.875102828
Rv2865,2.464095036,9.457569549,11.93027002,5.23E-07,1.63E-05,6.84211601
Rv2706c,2.967804838,11.13677179,11.92468538,5.25E-07,1.63E-05,6.837806825
Rv3251c,4.405688664,10.28154509,11.83097639,5.63E-07,1.73E-05,6.765200745
Rv3574,2.472814143,11.56381969,11.78338254,5.84E-07,1.78E-05,6.728107455
Rv1622c,2.954650867,10.33501687,11.74168333,6.02E-07,1.82E-05,6.695486965
Rv2011c,3.488744275,10.09591677,11.73593649,6.05E-07,1.82E-05,6.690982405
Rv3095,2.27008194,10.71841364,11.70272807,6.20E-07,1.83E-05,6.664910078
Rv2627c,-2.831053187,14.80631206,-11.70020864,6.22E-07,1.83E-05,6.66292908
Rv0168,-3.736558701,10.93437223,-11.67565064,6.33E-07,1.83E-05,6.643597522
Rv1284,3.420381876,10.26338634,11.67200505,6.35E-07,1.83E-05,6.640724388
Rv1053c,3.135496397,9.252906668,11.65967532,6.41E-07,1.83E-05,6.631000677
Rv3410c,-2.647658553,10.70177981,-11.65935755,6.41E-07,1.83E-05,6.630749936
Rv1623c,2.529833439,11.15720995,11.65814296,6.42E-07,1.83E-05,6.629791495
Rv2604c,-2.615977548,10.717714,-11.64414732,6.49E-07,1.84E-05,6.618740353
Rv2647,2.462496284,8.634889243,11.62925254,6.56E-07,1.85E-05,6.606964961
Rv3681c,2.537521353,11.29944891,11.61735465,6.62E-07,1.85E-05,6.597548221
Rv2982c,-2.413452699,10.91500988,-11.57345789,6.85E-07,1.90E-05,6.562723898
Rv2520c,3.199333977,10.48867231,11.50353676,7.23E-07,1.99E-05,6.506986987
Rv3526,2.475030407,11.99128148,11.48321411,7.34E-07,2.01E-05,6.49072513
Rv3188,2.232813598,8.988123553,11.46143276,7.47E-07,2.02E-05,6.473264968
Rv3531c,3.784669962,10.75213384,11.45715715,7.49E-07,2.02E-05,6.469833808
Rv0921,2.825050257,11.68807552,11.43939078,7.59E-07,2.04E-05,6.455563045
Rv2955c,-2.583650662,9.434139722,-11.39462259,7.86E-07,2.10E-05,6.419507639
Rv3795,-2.17365465,9.788969032,-11.23746804,8.89E-07,2.36E-05,6.291844951
Rv1958c,2.556241228,8.417885117,11.17107722,9.37E-07,2.47E-05,6.237395595
Rv3318,-2.414982503,9.09633558,-11.09972209,9.92E-07,2.58E-05,6.17852758
Rv3537,3.263124413,10.11890658,11.09226149,9.97E-07,2.58E-05,6.172351676
Rv3224B,-2.578305886,10.55086773,-11.08707414,1.00E-06,2.58E-05,6.168055231
Rv1544,-2.305384282,11.16740393,-11.06565685,1.02E-06,2.61E-05,6.150295896
Rv1565c,-2.390409099,11.02694172,-11.03824527,1.04E-06,2.65E-05,6.127518106
Rv0707,-3.244461637,12.04079802,-11.0319143,1.05E-06,2.65E-05,6.122249679
Rv1572c,-2.168250954,7.27440179,-10.99928896,1.07E-06,2.70E-05,6.095054159
Rv2567,-2.541165805,10.03283209,-10.99309331,1.08E-06,2.70E-05,6.089880967
Rv2961,3.811681763,8.704298193,10.95046035,1.12E-06,2.76E-05,6.054208216
Rv3536c,3.004893147,11.06390263,10.94950871,1.12E-06,2.76E-05,6.053410426
Rv0826,2.347212272,8.930791558,10.93438782,1.13E-06,2.77E-05,6.040725381
Rv0753c,2.619182563,11.68245115,10.93220392,1.13E-06,2.77E-05,6.038891905
Rv1805c,3.418832223,8.716874925,10.89240204,1.17E-06,2.84E-05,6.005415611
Rv2657c,2.572102487,11.25438911,10.88012582,1.18E-06,2.84E-05,5.995066999
Rv3416,2.32260114,12.2764251,10.87656255,1.19E-06,2.84E-05,5.992061159
Rv1425,-2.512841364,10.43439661,-10.86557463,1.20E-06,2.85E-05,5.982786289
Rv1733c,-2.162627353,13.91685271,-10.85303501,1.21E-06,2.86E-05,5.972190781
Rv2101,-2.385910997,10.27390936,-10.83764154,1.22E-06,2.88E-05,5.959168018
Rv1804c,3.740088305,8.874053406,10.83240096,1.23E-06,2.88E-05,5.95473054
Rv0571c,-2.527096703,12.06171422,-10.79402564,1.27E-06,2.95E-05,5.922174108
Rv1587c,3.216291784,11.80784755,10.68910488,1.38E-06,3.18E-05,5.832602292
Rv0252,-2.201928608,10.26161286,-10.6827123,1.39E-06,3.18E-05,5.827118187
Rv3189,2.397793913,9.4120212,10.67577782,1.40E-06,3.18E-05,5.82116571
Rv2632c,2.09560175,11.85178118,10.67490857,1.40E-06,3.18E-05,5.820419297
Rv1697,-2.323980362,11.37171183,-10.61201576,1.47E-06,3.33E-05,5.766262448
Rv2095c,-2.114666599,10.22886545,-10.58225898,1.51E-06,3.40E-05,5.740534116
Rv0157,-2.066860067,10.56487266,-10.57441486,1.52E-06,3.40E-05,5.733740658
Rv1580c,2.906280799,9.935647817,10.55875253,1.54E-06,3.42E-05,5.720162089
Rv2012,4.227560406,9.043858197,10.51099034,1.60E-06,3.54E-05,5.67863791
Rv3310,-2.435087476,8.505709956,-10.44303818,1.70E-06,3.73E-05,5.619256787
Rv0676c,2.142121313,12.03462487,10.42863654,1.72E-06,3.75E-05,5.606625568
Rv0350,2.199990877,13.6884827,10.41314992,1.74E-06,3.78E-05,5.593024659
Rv2032,-2.02558552,14.10334871,-10.38345538,1.78E-06,3.86E-05,5.566893309
Rv0914c,-2.534247334,10.75896039,-10.3505303,1.83E-06,3.94E-05,5.537838044
Rv3137,-2.28198514,12.19566194,-10.3462285,1.84E-06,3.94E-05,5.534035535
Rv1158c,-2.422024635,9.854355089,-10.31390419,1.89E-06,4.02E-05,5.505416169
Rv3172c,2.653785036,11.2040665,10.30913045,1.90E-06,4.02E-05,5.501182566
Rv3529c,2.46040072,10.23301037,10.25484186,1.99E-06,4.19E-05,5.452909039
Rv2050,2.26553605,12.2917035,10.24638857,2.00E-06,4.20E-05,5.445371194
Rv3047c,2.54026509,12.08413646,10.20632315,2.07E-06,4.29E-05,5.40956665
Rv3642c,-2.040033223,11.2892773,-10.20230335,2.08E-06,4.29E-05,5.405967224
Rv1760,2.230631738,10.0641609,10.19338906,2.09E-06,4.29E-05,5.397980504
Rv3884c,-2.378737443,10.17772885,-10.19002154,2.10E-06,4.29E-05,5.394961723
Rv3182,2.151144858,9.366739401,10.1847456,2.11E-06,4.29E-05,5.390230311
Rv1272c,-2.649489386,9.204362994,-10.17627879,2.13E-06,4.29E-05,5.382632667
Rv1875,3.075179973,10.98421497,10.17597079,2.13E-06,4.29E-05,5.382356177
Rv0400c,-2.371433344,10.54505048,-10.17280299,2.13E-06,4.29E-05,5.379512003
Rv1534,-3.619272873,9.637818747,-10.1668673,2.14E-06,4.29E-05,5.374180517
Rv2399c,2.087781997,11.69339731,10.1605548,2.15E-06,4.29E-05,5.368507444
Rv1644,-2.346969297,12.64367226,-10.10813509,2.25E-06,4.45E-05,5.321272622
Rv1426c,-2.524695272,9.161942108,-10.10744753,2.26E-06,4.45E-05,5.320651586
Rv2662,5.844470478,9.888053028,10.08425721,2.30E-06,4.52E-05,5.299682264
Rv1474c,-3.241637371,10.45958567,-10.06656592,2.34E-06,4.57E-05,5.283655704
Rv3692,-2.084856307,10.17239973,-10.05200208,2.37E-06,4.59E-05,5.270443031
Rv2532c,-2.466215884,11.36026077,-10.04781648,2.37E-06,4.59E-05,5.26664252
Rv1512,-2.558696427,10.35718667,-10.04418654,2.38E-06,4.59E-05,5.263345388
Rv2152c,-2.125289274,10.85687865,-10.02458495,2.42E-06,4.64E-05,5.245522149
Rv0869c,-2.47407176,11.16671323,-10.02157223,2.43E-06,4.64E-05,5.242779949
Rv0188,1.89135724,11.67480068,10.0141105,2.45E-06,4.64E-05,5.235984997
Rv0550c,2.382669569,10.08718393,9.962233003,2.56E-06,4.81E-05,5.188615676
Rv0111,-2.549994966,8.940694766,-9.961395581,2.56E-06,4.81E-05,5.187849192
Rv0422c,-2.691116645,10.94081589,-9.957251,2.57E-06,4.81E-05,5.184054838
Rv0803,-2.102155725,10.48773704,-9.931850885,2.63E-06,4.87E-05,5.160769784
Rv0127,-2.277519297,10.54292818,-9.931563999,2.63E-06,4.87E-05,5.160506478
Rv2085,-2.159446353,8.754580715,-9.926748141,2.64E-06,4.87E-05,5.15608544
Rv0250c,2.087910637,13.00061501,9.922357388,2.65E-06,4.87E-05,5.152052962
Rv0325,1.994235787,11.1138414,9.911526252,2.67E-06,4.87E-05,5.142098715
Rv3775,-1.896008483,10.27210165,-9.911272978,2.67E-06,4.87E-05,5.141865827
Rv2257c,-2.561556668,10.80897709,-9.856557922,2.81E-06,5.09E-05,5.09142859
Rv0997,-2.18427999,10.62061844,-9.827422484,2.88E-06,5.19E-05,5.064467922
Rv3479,-2.509831266,9.957702404,-9.823823436,2.89E-06,5.19E-05,5.061132524
Rv1181,-2.456507748,11.41418463,-9.815781079,2.91E-06,5.20E-05,5.05367534
Rv0764c,2.494632014,10.37484209,9.810475185,2.92E-06,5.20E-05,5.0487525
Rv2640c,2.058455623,11.68225749,9.807109802,2.93E-06,5.20E-05,5.045628836
Rv2042c,-2.064636873,10.62794278,-9.768316627,3.03E-06,5.34E-05,5.009552262
Rv0428c,-2.329291058,7.933741502,-9.766319684,3.04E-06,5.34E-05,5.00769168
Rv3161c,2.32908405,11.92741116,9.742823165,3.10E-06,5.43E-05,4.98577396
Rv1985c,2.226360122,9.198869051,9.673211131,3.30E-06,5.74E-05,4.9205604
Rv1992c,2.298495993,10.95787929,9.671331351,3.31E-06,5.74E-05,4.918793586
Rv2707,1.949720733,13.03124402,9.663228319,3.33E-06,5.76E-05,4.911173995
Rv2248,-2.144252013,9.759403417,-9.656988998,3.35E-06,5.76E-05,4.905303037
Rv0542c,-2.709311112,11.45164805,-9.652296073,3.37E-06,5.76E-05,4.900884947
Rv3426,-2.165863102,9.338592089,-9.648729922,3.38E-06,5.76E-05,4.897526363
Rv2680,-2.826864165,10.59649414,-9.640438142,3.40E-06,5.78E-05,4.889712922
Rv3174,2.370127976,8.892135546,9.620313217,3.46E-06,5.86E-05,4.870724046
Rv0433,-2.349459509,10.97834839,-9.61535813,3.48E-06,5.86E-05,4.866043246
Rv0488,2.051608281,8.038863503,9.608757431,3.50E-06,5.87E-05,4.859804592
Rv2154c,-1.977741573,11.99649317,-9.595732739,3.54E-06,5.91E-05,4.847483109
Rv1997,-1.993181293,13.2719927,-9.586288315,3.57E-06,5.94E-05,4.838539293
Rv2066,-2.110644444,9.144153145,-9.556566338,3.67E-06,6.08E-05,4.810341593
Rv3287c,2.247895007,11.58357742,9.49948059,3.86E-06,6.37E-05,4.75596473
Rv3693,-2.724154897,8.993257045,-9.49529527,3.88E-06,6.37E-05,4.751966648
Rv3441c,-2.527942547,11.13560282,-9.460906079,4.00E-06,6.55E-05,4.719056856
Rv1620c,2.249555736,8.221810787,9.442956769,4.07E-06,6.61E-05,4.701837771
Rv3249c,2.38256941,11.88765015,9.43842377,4.08E-06,6.61E-05,4.697484624
Rv1851,-2.098320755,8.66458579,-9.43742421,4.09E-06,6.61E-05,4.696524475
Rv0102,-2.004188447,11.54746445,-9.431173199,4.11E-06,6.62E-05,4.690517898
Rv0919,3.116413852,9.835424294,9.402680102,4.22E-06,6.77E-05,4.663094509
Rvnt29,2.54213497,11.75198677,9.392535173,4.26E-06,6.80E-05,4.653312805
Rv0052,-2.718370234,9.57176084,-9.385752556,4.29E-06,6.82E-05,4.646767852
Rv2751,-2.019068199,10.14104017,-9.375764397,4.32E-06,6.85E-05,4.637122115
Rv3212,-2.23197383,12.7192294,-9.35449656,4.41E-06,6.96E-05,4.616553323
Rv2387,2.047637145,10.50440568,9.340898858,4.47E-06,7.02E-05,4.603381065
Rv3546,2.314016099,9.812526307,9.33024017,4.51E-06,7.06E-05,4.593044119
Rv0541c,-2.175126444,10.82892968,-9.292841196,4.67E-06,7.25E-05,4.556692168
Rv3198c,-2.144433006,9.473840894,-9.29208046,4.67E-06,7.25E-05,4.555951404
Rv0875c,-2.203865918,11.20998609,-9.289300606,4.68E-06,7.25E-05,4.553244079
Rv2848c,-2.871529654,10.06667604,-9.28107019,4.72E-06,7.28E-05,4.545224256
Rv1884c,-1.80349668,12.23087398,-9.262153876,4.80E-06,7.37E-05,4.526768412
Rv0083,-2.227628468,11.41187818,-9.259409553,4.81E-06,7.37E-05,4.524088164
Rv0597c,-2.150000682,10.80455925,-9.244582362,4.88E-06,7.44E-05,4.509595174
Rv3807c,-3.738896293,10.2822464,-9.229098943,4.95E-06,7.48E-05,4.494439131
Rv3158,-3.455649418,11.39371755,-9.223728704,4.98E-06,7.48E-05,4.48917727
Rv1801,2.662077052,8.870441434,9.221703892,4.99E-06,7.48E-05,4.48719263
Rv0666,3.89414174,10.20486619,9.221603316,4.99E-06,7.48E-05,4.487094039
Rv2138,1.830201241,10.10759462,9.219780882,5.00E-06,7.48E-05,4.485307421
Rv2725c,-2.272129062,11.13677982,-9.204672047,5.07E-06,7.54E-05,4.470483683
Rv1928c,3.880377287,9.261571687,9.203187923,5.07E-06,7.54E-05,4.469026425
Rv1221,2.060549783,13.5406545,9.19266398,5.12E-06,7.58E-05,4.458687123
Rv1569,-2.362352429,9.544269299,-9.174064648,5.21E-06,7.69E-05,4.440388969
Rv0658c,-2.377778716,10.86310083,-9.156528636,5.30E-06,7.79E-05,4.423107439
Rv0572c,2.202446067,12.12971231,9.130686267,5.43E-06,7.95E-05,4.397587791
Rv0139,-1.877997967,10.66228829,-9.123061617,5.47E-06,7.98E-05,4.390046424
Rv3671c,-2.179634553,11.16424712,-9.114190696,5.51E-06,8.01E-05,4.381265541
Rv1772,1.910455837,12.21225703,9.087053481,5.66E-06,8.19E-05,4.354357878
Rv3747,2.487170058,10.81781399,9.079409622,5.70E-06,8.22E-05,4.346766167
Rv3130c,-1.747755023,15.33182115,-9.074832487,5.72E-06,8.23E-05,4.342217623
Rv1679,-2.960992307,10.08541563,-9.04228148,5.90E-06,8.45E-05,4.309812841
Rv2030c,-1.999331943,15.49540068,-9.030174527,5.97E-06,8.52E-05,4.297734672
Rv2628,-1.82689131,13.67312428,-8.98615585,6.22E-06,8.85E-05,4.253703178
Rv2412,1.977621993,11.49627812,8.970942475,6.31E-06,8.95E-05,4.238442381
Rv1142c,-2.263749987,11.52170949,-8.958610163,6.39E-06,8.95E-05,4.226055366
Rv1280c,-1.938992788,9.626233169,-8.958549755,6.39E-06,8.95E-05,4.225994653
Rv3914,1.781288757,12.40483767,8.956235734,6.40E-06,8.95E-05,4.223668731
Rv3265c,-2.628952801,10.22582955,-8.955931769,6.41E-06,8.95E-05,4.223363164
Rv3131,-1.699258713,15.11174922,-8.941079536,6.50E-06,9.05E-05,4.208421863
Rv3292,1.938888396,9.830970915,8.927493627,6.58E-06,9.13E-05,4.194735905
Rv0326,1.875471543,7.572337427,8.922225838,6.61E-06,9.13E-05,4.18942454
Rv0687,1.803240047,11.32445668,8.918594699,6.64E-06,9.13E-05,4.185761807
Rv0907,-2.016038289,10.12580477,-8.917517268,6.64E-06,9.13E-05,4.184674756
Rv1835c,-1.868820749,9.150229399,-8.901435645,6.75E-06,9.24E-05,4.168436235
Rv1430,1.804567598,9.18064642,8.896072676,6.78E-06,9.26E-05,4.163015385
Rv1632c,-2.638836365,10.38194277,-8.889035083,6.83E-06,9.29E-05,4.155897615
Rv0173,-2.30303725,11.93716473,-8.873393954,6.93E-06,9.37E-05,4.140061101
Rv1010,-2.670858245,10.58886071,-8.872809023,6.94E-06,9.37E-05,4.139468403
Rv2850c,-2.02779245,10.98871916,-8.859670068,7.02E-06,9.40E-05,4.12614622
Rv0446c,-2.195155646,9.481139854,-8.857925399,7.04E-06,9.40E-05,4.124375959
Rv1022,-1.786992269,8.916133785,-8.856222221,7.05E-06,9.40E-05,4.122647513
Rv1791,1.815132033,11.50976917,8.856019781,7.05E-06,9.40E-05,4.12244205
Rv0570,-1.85585171,12.82424267,-8.846748559,7.11E-06,9.45E-05,4.113028139
Rv2774c,2.318557916,10.80224369,8.825498621,7.26E-06,9.61E-05,4.091419535
Rv0036c,-1.789531399,10.73012028,-8.820408308,7.29E-06,9.63E-05,4.086236757
Rv0079,-1.686205633,14.19898673,-8.809784092,7.37E-06,9.70E-05,4.075411387
Rv1435c,-1.705696493,11.55748085,-8.806365954,7.39E-06,9.70E-05,4.071926183
