Gene,Value,AveExpr,t,P.Value,padj,B
Rv2617c,4.805490193,11.7450007,14.90776832,4.78E-07,7.24E-05,7.132291497
Rv0674,-3.846893661,9.81346711,-14.87824227,4.85E-07,7.24E-05,7.117617597
Rv0677c,3.561890997,12.68379961,14.74826347,5.19E-07,7.46E-05,7.052605398
Rv2663,4.457057687,10.26954602,14.26288141,6.69E-07,9.27E-05,6.803697618
Rv0968,3.61030104,13.29472298,14.16770852,7.04E-07,9.27E-05,6.753726245
Rv2516c,3.17473325,12.13396312,14.14279541,7.14E-07,9.27E-05,6.740580758
Rv0678,4.220123895,11.14967892,14.0267572,7.60E-07,9.37E-05,6.678996101
Rv3862c,3.830044697,10.03982225,14.00690629,7.68E-07,9.37E-05,6.668401476
Rv2848c,-3.538430071,9.733225835,-13.89873844,8.15E-07,9.39E-05,6.610364344
Rv2035,4.801426672,10.04356943,13.89540174,8.16E-07,9.39E-05,6.60856576
Rv2990c,-3.060380147,9.70744195,-13.80137192,8.59E-07,9.42E-05,6.557675115
Rv2694c,4.022068044,11.79773789,13.7559985,8.81E-07,9.42E-05,6.532975304
Rv0791c,5.11633341,10.63519221,13.7154671,9.01E-07,9.42E-05,6.510832098
Rv2047c,-3.233921464,9.733440938,-13.65365013,9.32E-07,9.42E-05,6.476915285
Rv1804c,4.27737387,9.142696189,13.62022373,9.50E-07,9.42E-05,6.458502112
Rv3756c,-3.405453839,10.968348,-13.60034358,9.60E-07,9.42E-05,6.447526478
Rv2561,3.130046724,10.00315021,13.5229356,1.00E-06,9.42E-05,6.40461523
Rv1284,3.726299966,10.41634538,13.51714429,1.01E-06,9.42E-05,6.40139356
Rv1679,-3.841944001,9.644939779,-13.44543187,1.05E-06,9.42E-05,6.361369786
Rv3463,5.686389896,10.02977868,13.43617076,1.05E-06,9.42E-05,6.356183343
Rv3290c,3.13948375,12.7192638,13.22383753,1.19E-06,0.000103463,6.236148839
Rv2517c,3.860232613,12.35109813,13.19458556,1.21E-06,0.000103463,6.219441966
Rv0848,5.652445249,10.19529979,13.09156406,1.28E-06,0.000107492,6.160269342
Rv3176c,2.869277563,9.414478832,13.03692084,1.32E-06,0.000108679,6.128671475
Rv2012,5.905688153,9.88292207,12.9536235,1.39E-06,0.000109912,6.080218083
Rv1168c,2.887158393,12.30654754,12.94867465,1.39E-06,0.000109912,6.077328436
Rv3807c,-3.182442185,10.56047346,-12.89601045,1.44E-06,0.000111166,6.046501247
Rv0697,-2.886599992,8.844870197,-12.85782733,1.47E-06,0.000111537,6.024062865
Rv1265,2.763201563,12.57158692,12.81748236,1.50E-06,0.000111953,6.000273478
Rv0118c,-4.289351949,10.34040963,-12.77809663,1.54E-06,0.000111953,5.97696943
Rv2681,-2.966005758,10.03150285,-12.75801717,1.56E-06,0.000111953,5.96505801
Rv1580c,2.588767563,9.776891199,12.67014407,1.64E-06,0.000114658,5.912685381
Rv2658c,4.443851565,9.504442484,12.62323551,1.69E-06,0.000114658,5.884563337
Rv2660c,4.380253318,11.11259747,12.60597942,1.70E-06,0.000114658,5.874189192
Rv1805c,3.56962853,8.792273079,12.60176576,1.71E-06,0.000114658,5.871653621
Rv1220c,-2.613625229,10.03112705,-12.57279565,1.74E-06,0.000114751,5.854195547
Rv3422c,-3.758797039,10.2611399,-12.45681984,1.86E-06,0.000121058,5.783860717
Rv2092c,-3.108547505,11.01449553,-12.31569588,2.03E-06,0.000129797,5.697301997
Rv3424c,2.627019841,9.387722366,12.21430422,2.16E-06,0.000135958,5.634443799
Rv0768,3.865359893,10.12979331,12.12998962,2.28E-06,0.000138157,5.581740253
Rv2537c,-3.04516313,9.965574978,-12.1069258,2.31E-06,0.000138157,5.567254467
Rvns02,2.585435904,11.36747973,12.09238728,2.33E-06,0.000138157,5.55810788
Rv0767c,5.190335207,10.19924224,12.07879324,2.35E-06,0.000138157,5.549544756
Rv2962c,4.048298475,10.02875994,12.06673659,2.37E-06,0.000138157,5.541941364
Rv1737c,-2.910779393,14.17039736,-11.93507728,2.57E-06,0.000145919,5.458375967
Rv0526,-2.793486814,11.52577745,-11.93356276,2.57E-06,0.000145919,5.457408934
Rv1219c,4.727974117,9.891638495,11.87882059,2.66E-06,0.000148937,5.422367242
Rv0753c,3.047230433,11.89647508,11.75924367,2.87E-06,0.00015846,5.34521952
Rv0324,3.342264868,9.998660319,11.7268579,2.93E-06,0.000159579,5.324181227
Rv2934,-2.533544607,12.22161338,-11.61219038,3.16E-06,0.000169461,5.249192548
Rv2567,-2.95414118,9.826344407,-11.51137928,3.37E-06,0.000178492,5.182615561
Rv3251c,3.913746627,10.03557407,11.48124143,3.44E-06,0.000179657,5.162592727
Rv3797,-3.033678071,9.359253878,-11.40920009,3.60E-06,0.000185327,5.114505524
Rv1471,5.189199195,9.939765946,11.3943512,3.64E-06,0.000185327,5.104554366
Rv2748c,-2.556764538,11.21897673,-11.31611532,3.83E-06,0.000192662,5.051898448
Rv3416,2.647653093,12.43895108,11.29592424,3.88E-06,0.000192835,5.038247257
Rv2084,-2.609689292,9.908764167,-11.14627314,4.29E-06,0.000210383,4.936268903
Rv0348,2.256483293,9.298282467,11.08331013,4.47E-06,0.000216799,4.892937884
Rv2504c,2.38773833,10.84257094,11.03439183,4.62E-06,0.000221385,4.859096357
Rv0107c,-2.694679949,10.40041729,-10.95857637,4.86E-06,0.000227678,4.8063406
Rv3531c,4.095427668,10.90751269,10.92682514,4.97E-06,0.000227678,4.784135046
Rv2789c,-3.109284179,10.74643885,-10.92552598,4.97E-06,0.000227678,4.783225054
Rv3361c,-2.887473343,9.830752755,-10.92427589,4.98E-06,0.000227678,4.782349335
Rv3711c,-2.811653823,11.07452384,-10.88165372,5.12E-06,0.000227733,4.752429567
Rv0990c,4.457397008,9.627629676,10.86703762,5.17E-06,0.000227733,4.74214175
Rv3306c,-2.165271703,11.2567803,-10.85935017,5.20E-06,0.000227733,4.736725105
Rv3882c,-2.681697395,11.227094,-10.85873719,5.20E-06,0.000227733,4.736293022
Rv0902c,-2.271976859,10.4741413,-10.74325722,5.63E-06,0.000242126,4.654445308
Rv0087,-2.560706329,10.09371408,-10.73823853,5.65E-06,0.000242126,4.650867949
Rv3758c,-2.470417983,11.27314287,-10.67294303,5.91E-06,0.000250403,4.60416925
Rv0790c,4.02371241,10.12494212,10.65933098,5.97E-06,0.000250403,4.594397515
Rv0696,-3.378753332,10.66823751,-10.63517491,6.07E-06,0.000252021,4.577025316
Rv3747,2.693572948,10.92101544,10.59697917,6.24E-06,0.000255138,4.549474581
Rv3513c,3.165673689,9.804267732,10.57630065,6.33E-06,0.000255138,4.534517163
Rv1875,3.159463306,11.02635664,10.57394492,6.34E-06,0.000255138,4.532811315
Rv3150,-3.884407593,10.66750525,-10.54533342,6.47E-06,0.00025539,4.512062283
Rv0687,2.02054341,11.43310837,10.50710121,6.64E-06,0.00025539,4.484247543
Rv1993c,3.782740213,10.68743875,10.50652748,6.64E-06,0.00025539,4.483829369
Rv3289c,2.699984787,12.20058018,10.50524704,6.65E-06,0.00025539,4.482896003
Rv0252,-2.431468883,10.14684273,-10.48664037,6.74E-06,0.00025539,4.469319962
Rv0847,6.407367081,11.06588383,10.47860407,6.78E-06,0.00025539,4.463448916
Rv1048c,5.820887906,9.726212737,10.47300029,6.80E-06,0.00025539,4.459352309
Rv1733c,-2.06049016,13.96792131,-10.46310231,6.85E-06,0.00025539,4.452111073
Rv2030c,-2.093380337,15.44837648,-10.40770314,7.13E-06,0.000259553,4.411454369
Rv1817,2.318335564,8.655528265,10.40195071,7.15E-06,0.000259553,4.407220306
Rv0921,2.644227587,11.59766418,10.40159382,7.16E-06,0.000259553,4.406957546
Rv2680,-3.046990074,10.48643118,-10.37640557,7.29E-06,0.000261541,4.388389529
Rv3606c,-2.8719432,11.27898354,-10.36576238,7.34E-06,0.000261541,4.380530132
Rv0221,-2.524980572,10.70672458,-10.32909321,7.54E-06,0.000266118,4.353390134
Rv1605,-2.425918138,10.99906928,-10.31303845,7.62E-06,0.00026685,4.341477218
Rv0347,3.248019491,9.488614061,10.28925976,7.75E-06,0.000267071,4.323799002
Rv3607c,-2.000807803,11.48271555,-10.28781164,7.76E-06,0.000267071,4.322721084
Rv3479,-2.405532404,10.00985183,-10.27399613,7.84E-06,0.000267446,4.312429823
Rv1697,-2.523417343,11.27199334,-10.2559508,7.94E-06,0.00026752,4.298966993
Rv0919,3.073249045,9.813841891,10.23889591,8.04E-06,0.00026752,4.286221414
Rv1477,-2.452994264,11.12806697,-10.23869324,8.04E-06,0.00026752,4.286069823
Rv3681c,2.754416013,11.40789624,10.22563751,8.12E-06,0.000267834,4.276298471
Rv0418,-2.415861766,9.86630946,-10.18483593,8.36E-06,0.000273601,4.245681192
Rv2627c,-2.536958647,14.95335933,-10.17341384,8.43E-06,0.000273647,4.237088335
Rv0086,-3.075896209,10.96158311,-10.1509003,8.57E-06,0.000273955,4.22012336
Rv0766c,3.853738706,10.59196335,10.12891339,8.70E-06,0.000273955,4.203519272
Rv0997,-2.279766171,10.57287535,-10.1171676,8.78E-06,0.000273955,4.194634474
Rv2365c,-2.819623813,10.47220618,-10.1065689,8.85E-06,0.000273955,4.186608626
Rv2790c,-2.830360363,11.43035002,-10.10232119,8.87E-06,0.000273955,4.183389718
Rv1360,-2.155501656,11.01584924,-10.09827597,8.90E-06,0.000273955,4.180323019
Rv2739c,-2.283651381,9.991400543,-10.09628012,8.91E-06,0.000273955,4.178809505
Rv0940c,3.159106522,10.73007233,10.08392161,8.99E-06,0.000274341,4.169431121
Rv3037c,-2.759967262,9.974207539,-10.04125183,9.28E-06,0.000280906,4.136963444
Rv1426c,-2.538544385,9.155017551,-10.02307474,9.40E-06,0.000281611,4.123091146
Rv3288c,3.134024154,11.88100643,10.00853718,9.51E-06,0.000281611,4.111978637
Rv2429,2.267529797,11.95116723,10.00543219,9.53E-06,0.000281611,4.109603129
Rv2793c,-2.995462541,10.48664339,-9.997455111,9.58E-06,0.000281611,4.103496855
Rv0190,2.860165477,12.71577228,9.957410085,9.87E-06,0.000287939,4.072770906
Rv0169,-3.564420123,10.47754324,-9.921308001,1.01E-05,0.000293596,4.044966413
Rv2011c,4.298465752,10.5007775,9.910416404,1.02E-05,0.00029386,4.03655868
Rv2609c,-2.653423701,10.51130622,-9.890726642,1.04E-05,0.000295054,4.021336301
Rv1623c,3.079395702,11.43199108,9.885818107,1.04E-05,0.000295054,4.017536851
Rv3188,2.424788763,9.084111135,9.866723435,1.06E-05,0.000297178,4.002739103
Rv3884c,-2.257271047,10.23846205,-9.798502491,1.11E-05,0.00031052,3.949641345
Rv2004c,-2.087011693,13.50257914,-9.777422577,1.13E-05,0.000313285,3.933161739
Rv2933,-2.532791567,12.36827185,-9.766926666,1.14E-05,0.000313598,3.924943512
Rv3002c,-2.190756693,12.11180674,-9.756518847,1.15E-05,0.000313907,3.916785802
Rv3330,-2.318007096,9.123873119,-9.742696399,1.16E-05,0.000315041,3.905938643
Rvnt30,3.777091386,11.97417265,9.686926206,1.21E-05,0.000326361,3.862021263
Rv1957,3.638318916,10.68747425,9.663173639,1.23E-05,0.000327195,3.843242625
Rv3421c,-2.122710175,10.64054463,-9.649519428,1.24E-05,0.000327195,3.832427533
Rv0350,2.05067649,13.6138255,9.649327485,1.24E-05,0.000327195,3.832275396
Rv3130c,-1.978495233,15.21645104,-9.646263473,1.25E-05,0.000327195,3.829846412
Rv3131,-1.888433543,15.0171618,-9.639961569,1.25E-05,0.000327195,3.824848265
Rv2515c,2.186711234,9.053061593,9.57083113,1.32E-05,0.000340935,3.769812508
Rv3336c,-1.957024148,10.86681578,-9.568965153,1.32E-05,0.000340935,3.76832169
Rv0993,-2.715235494,10.20444657,-9.538064703,1.35E-05,0.000343124,3.743593278
Rv1221,2.062572353,13.54166578,9.536660502,1.35E-05,0.000343124,3.74246773
Rvnt29,3.52641886,12.24412871,9.535688885,1.36E-05,0.000343124,3.74168883
Rv1474c,-2.794095526,10.68335659,-9.498886744,1.39E-05,0.00034719,3.712130227
Rv1445c,-2.083164243,10.46406398,-9.483621036,1.41E-05,0.00034719,3.699837053
Rv2661c,3.904108675,9.748644553,9.475228089,1.42E-05,0.00034719,3.693070327
Rv0409,-2.091037631,10.15814034,-9.465956392,1.43E-05,0.00034719,3.68558847
Rv0521,2.159513824,7.672482316,9.465941986,1.43E-05,0.00034719,3.68557684
Rv2208,-2.616469533,10.72407828,-9.464555903,1.43E-05,0.00034719,3.684457729
Rv0015c,-2.225301629,11.19323224,-9.434223069,1.47E-05,0.00034719,3.659928093
Rv1894c,2.754648307,11.98362404,9.429959064,1.47E-05,0.00034719,3.656473847
Rv2325c,-1.98192343,12.25999167,-9.429957032,1.47E-05,0.00034719,3.656472201
Rv2677c,-2.186224637,11.21824796,-9.423966435,1.48E-05,0.00034719,3.651616742
Rv2324,2.614462813,8.488025425,9.418432225,1.48E-05,0.00034719,3.647128581
Rv1158c,-2.298639305,9.916047754,-9.416246147,1.49E-05,0.00034719,3.645355014
Rv3161c,2.66282617,12.09428222,9.413929554,1.49E-05,0.00034719,3.643475132
Rv2918c,-2.404075789,10.27897518,-9.404175457,1.50E-05,0.00034719,3.635554999
Rv0528,-2.49676928,11.80705659,-9.399149008,1.51E-05,0.00034719,3.631470574
Rv2447c,-2.282461767,11.42492297,-9.395997854,1.51E-05,0.00034719,3.62890893
Rvnt19,5.029889165,10.16730424,9.366269764,1.54E-05,0.000352433,3.604702091
Rv1527c,-1.960865316,9.008404393,-9.359499117,1.55E-05,0.000352433,3.599178736
Rv3693,-2.495151617,9.107758685,-9.353038753,1.56E-05,0.000352433,3.593904973
Rv1791,2.232094973,11.71825064,9.342116233,1.57E-05,0.000352433,3.584980783
Rv3305c,-2.501003309,10.92314135,-9.340491419,1.58E-05,0.000352433,3.583652392
Rv1889c,2.072400407,8.613806307,9.324171561,1.60E-05,0.000354977,3.570297717
Rv3494c,-2.734280482,9.950595979,-9.30256374,1.62E-05,0.000357513,3.552581812
Rv1801,3.637394389,9.358100102,9.29541327,1.63E-05,0.000357513,3.546710695
Rv0846c,4.902087656,9.692330445,9.293837674,1.63E-05,0.000357513,3.545416429
Rv3795,-2.130874968,9.810358873,-9.287115924,1.64E-05,0.000357513,3.539892554
Rv0400c,-2.580681043,10.44042664,-9.266956726,1.67E-05,0.000361256,3.523303253
Rv2394,-2.091836922,10.94954159,-9.25061074,1.69E-05,0.000363967,3.509826911
Rv3318,-2.155886238,9.225883713,-9.240463582,1.70E-05,0.000364931,3.501449867
Rv3291c,2.106504325,8.542694195,9.22565477,1.72E-05,0.00036681,3.489208821
Rv0488,1.930633069,7.978375897,9.220501944,1.73E-05,0.00036681,3.484945134
Rv1960c,3.721949582,9.602567602,9.212152939,1.74E-05,0.0003673,3.478032023
Rv2350c,-2.965865386,9.259865344,-9.174090208,1.80E-05,0.000376542,3.446440747
Rv3793,-2.326510377,9.780803035,-9.145879452,1.84E-05,0.000383061,3.422947024
Rv0571c,-2.671183853,11.98967064,-9.131765076,1.86E-05,0.000385382,3.411167202
Rv0284,-1.914283823,12.19954977,-9.108022178,1.89E-05,0.000390716,3.391312995
Rv1425,-2.178239013,10.60169778,-9.082951088,1.93E-05,0.000391358,3.370295619
Rv2426c,-2.44899675,10.54948863,-9.078383823,1.94E-05,0.000391358,3.366461006
Rv0140,2.96870857,12.94608271,9.077429074,1.94E-05,0.000391358,3.365659185
Rvnt13,3.282757056,11.53013875,9.072848485,1.95E-05,0.000391358,3.361811202
Rv2792c,-2.205183163,11.357846,-9.067688632,1.95E-05,0.000391358,3.357474432
Rv1815,-2.571289702,10.49270587,-9.054906429,1.97E-05,0.000391358,3.346721303
Rv0913c,-2.251866226,10.45980582,-9.047453058,1.99E-05,0.000391358,3.340444574
Rv2682c,-1.936017767,12.02566129,-9.046517364,1.99E-05,0.000391358,3.339656256
Rv3297,-2.225651376,9.021950231,-9.041005203,2.00E-05,0.000391358,3.335010742
Rv2101,-2.206137655,10.36379603,-9.0365393,2.00E-05,0.000391358,3.331245058
Rv0111,-2.803150233,8.814117132,-9.032805734,2.01E-05,0.000391358,3.328095558
Rv3914,1.874416073,12.45140132,9.031246533,2.01E-05,0.000391358,3.326779915
Rv3255c,-2.503698525,10.97163078,-8.9986769,2.07E-05,0.000399802,3.299249558
Rv0525,-2.630777845,11.51219255,-8.978171639,2.10E-05,0.000404514,3.28186949
Rv2069,2.154183266,9.914629527,8.968354865,2.12E-05,0.000405787,3.273535865
Rv1437,-1.861629897,12.0134947,-8.956066376,2.14E-05,0.000407654,3.263092055
Rv3536c,2.829577464,10.97624478,8.950932473,2.15E-05,0.000407654,3.258724899
Rv2632c,2.56713491,12.08754776,8.937162063,2.17E-05,0.000410283,3.246999652
Rv3825c,-1.813511613,11.69787675,-8.926109723,2.19E-05,0.000411255,3.237576713
Rv0629c,-2.366468776,9.203485722,-8.915297462,2.21E-05,0.000411255,3.228348032
Rv1181,-2.207303067,11.53878697,-8.910792254,2.22E-05,0.000411255,3.224499615
Rv0938,-2.322288496,11.57539313,-8.904745142,2.23E-05,0.000411255,3.21933126
Rv2234,-2.05066354,10.3160195,-8.903642011,2.23E-05,0.000411255,3.218388086
Rv3084,-2.227849131,9.032629231,-8.899526825,2.24E-05,0.000411255,3.214868659
Rv3172c,2.343444459,11.04889621,8.890483875,2.25E-05,0.000411255,3.207129598
Rv1769,-1.975069204,10.84276117,-8.888784412,2.26E-05,0.000411255,3.205674368
Rv0570,-2.012163697,12.74608668,-8.874711847,2.28E-05,0.0004123,3.19361435
Rv0143c,-1.908780087,10.31996281,-8.873683394,2.29E-05,0.0004123,3.192732288
Rv2611c,-1.949419104,10.28668569,-8.860976158,2.31E-05,0.0004123,3.181826051
Rv1701,-2.512464621,10.83671819,-8.85411663,2.32E-05,0.0004123,3.175932749
Rv1049,1.783474089,7.777957732,8.853979279,2.32E-05,0.0004123,3.175814702
Rv1065,2.456036397,12.04656714,8.851870633,2.33E-05,0.0004123,3.174002208
Rv2912c,4.186804102,10.46764079,8.847382172,2.33E-05,0.0004123,3.170142817
Rv2639c,2.074801827,12.42085731,8.829497487,2.37E-05,0.00041654,3.154746842
Rv0849,3.582561676,9.535960022,8.814177283,2.40E-05,0.000418187,3.141535726
Rv3245c,-1.782389253,12.38122342,-8.810164204,2.41E-05,0.000418187,3.138071636
Rv0014c,-1.88544631,11.20419317,-8.808771157,2.41E-05,0.000418187,3.136868821
Rv0769,1.762884443,11.0707757,8.785925522,2.46E-05,0.000424265,3.117118039
Rv2737c,-1.833156073,11.32573995,-8.771598115,2.48E-05,0.000427453,3.10470755
Rv0850,3.116183324,9.109074333,8.753289873,2.52E-05,0.00043093,3.088821852
Rv0972c,-2.200314734,8.696624679,-8.751408495,2.53E-05,0.00043093,3.087187698
Rv2326c,-1.819540903,12.21125937,-8.738836663,2.55E-05,0.00043358,3.07625965
Rv0083,-3.153213701,10.94908556,-8.732403524,2.57E-05,0.000434055,3.070662106
Rv1475c,-1.96795663,11.92423842,-8.714539921,2.60E-05,0.000438662,3.055099061
Rvnt12,1.92760485,13.58806225,8.693258341,2.65E-05,0.00044418,3.036520268
Rv2959c,2.984729922,10.47431631,8.687706809,2.66E-05,0.00044418,3.031666986
Rv3299c,-2.251213482,10.25129566,-8.684363896,2.67E-05,0.00044418,3.028743171
Rv2791c,-2.220935474,11.52218537,-8.67150384,2.70E-05,0.000447095,3.01748583
Rv3757c,-3.406522283,11.33377017,-8.653693591,2.74E-05,0.000451899,3.001870172
Rv0511,-2.218895543,12.87426019,-8.619201006,2.82E-05,0.000460375,2.971544771
Rv0822c,-2.790909807,11.29021974,-8.612731838,2.83E-05,0.000460375,2.965844937
Rv1579c,-2.009287672,7.894893903,-8.612315694,2.83E-05,0.000460375,2.96547815
Rv3542c,-2.547240388,9.797606586,-8.61186148,2.84E-05,0.000460375,2.965077789
Rv0123,2.049076749,9.390234276,8.597306663,2.87E-05,0.000463506,2.952238543
Rv0458,-2.487495385,10.35118446,-8.591182833,2.89E-05,0.000463506,2.946830656
Rv2164c,-2.292787729,9.949312399,-8.589358675,2.89E-05,0.000463506,2.945219089
Rv0542c,-2.899953369,11.35632692,-8.563562621,2.95E-05,0.000471748,2.922396238
Rv1272c,-2.663535567,9.197339903,-8.539995582,3.01E-05,0.000478996,2.901491267
Rv1980c,1.862456617,12.71297301,8.527375308,3.04E-05,0.000478996,2.890275189
Rv1806,3.297726779,8.637136247,8.526927103,3.05E-05,0.000478996,2.889876579
Rv2580c,-1.91260903,11.66685375,-8.524016209,3.05E-05,0.000478996,2.887287326
Rv2328,-2.061793273,9.583430077,-8.522032213,3.06E-05,0.000478996,2.885522097
Rv3198c,-2.079490474,9.50631216,-8.509840666,3.09E-05,0.000481471,2.87466675
Rv2707,1.827377227,12.97007226,8.499317585,3.12E-05,0.000481471,2.86528577
Rv3611,-2.205966278,10.1917484,-8.494376127,3.13E-05,0.000481471,2.860877027
Rvnt06,2.28207971,12.88432923,8.494234606,3.13E-05,0.000481471,2.860750728
Rvnt22,1.899430003,13.66132666,8.493064837,3.13E-05,0.000481471,2.859706714
Rv2022c,3.31667197,9.503371778,8.481302599,3.16E-05,0.000483144,2.849201791
Rv2334,-2.042066425,11.17971201,-8.476400533,3.18E-05,0.000483144,2.844819873
Rv2032,-1.71925398,14.25651448,-8.470437915,3.19E-05,0.000483144,2.839486874
Rv1671,1.814139249,8.229647943,8.468612622,3.20E-05,0.000483144,2.83785365
Rv2393,-1.769240097,12.4937778,-8.466598833,3.20E-05,0.000483144,2.836051399
Rv3455c,-2.660422519,11.92510118,-8.447548031,3.26E-05,0.000489173,2.818982779
Rv0241c,-1.88885204,12.52375922,-8.435564146,3.29E-05,0.000492336,2.808228142
Rv0514,-3.117306219,11.92112488,-8.423456948,3.32E-05,0.000495583,2.797348974
Rv1849,-2.009076841,8.941003456,-8.413329689,3.35E-05,0.000498025,2.788238195
Rv3526,2.408798833,11.95816569,8.37643986,3.46E-05,0.000511173,2.754968178
Rv1544,-1.692673567,11.47375929,-8.370065915,3.48E-05,0.000511173,2.749206466
Rv1344,2.559892634,10.0583459,8.369856696,3.48E-05,0.000511173,2.749017277
Rv0803,-2.291135456,10.39324718,-8.357762633,3.52E-05,0.00051331,2.738073908
Rv0763c,2.457501295,8.797409789,8.354943465,3.52E-05,0.00051331,2.73552095
Rv1423,-1.845345867,11.60194113,-8.346696789,3.55E-05,0.00051331,2.728048599
Rv1956,3.842451712,10.67980343,8.343317029,3.56E-05,0.00051331,2.724984289
Rv1767,2.242582155,10.39690385,8.337877031,3.58E-05,0.00051331,2.720049722
Rv2151c,-1.787385823,11.1229893,-8.336380684,3.58E-05,0.00051331,2.7186919
Rv3775,-1.777625757,10.33129301,-8.335510156,3.58E-05,0.00051331,2.717901861
Rv2894c,-2.548631979,9.515600891,-8.3182074,3.64E-05,0.00051914,2.702183743
Rv2029c,-1.640181863,14.67342016,-8.293238066,3.72E-05,0.000526668,2.679450063
Rv2366c,-1.997003377,11.62613032,-8.292575818,3.72E-05,0.000526668,2.678846285
Rv1563c,-1.825779744,8.313644103,-8.289164923,3.73E-05,0.000526668,2.675735871
Rv3497c,-2.127860462,9.984424042,-8.271257704,3.79E-05,0.000530987,2.659387597
Rv3819,2.294026046,10.03144984,8.267634766,3.80E-05,0.000530987,2.65607626
Rv1958c,2.20393948,8.241734243,8.267546849,3.80E-05,0.000530987,2.655995889
Rv0666,3.45345457,9.984522608,8.25600927,3.84E-05,0.000534236,2.645441997
Rv1535,2.25056109,12.41948922,8.252472821,3.85E-05,0.000534236,2.642204459
Rv2618,2.877987569,9.587325759,8.240972762,3.89E-05,0.000537721,2.631667962
Rv1023,-1.673938018,10.43296904,-8.225817006,3.94E-05,0.000540745,2.617762276
Rv3296,-1.885698597,9.271578276,-8.223950624,3.94E-05,0.000540745,2.616048278
Rv2050,2.423237447,12.3705542,8.219234971,3.96E-05,0.000540745,2.611716117
Rv3266c,-2.070498411,10.93011557,-8.215850316,3.97E-05,0.000540745,2.608605365
Rv1444c,-1.920206641,9.804789206,-8.208549054,4.00E-05,0.000540745,2.601891121
Rv2992c,-2.359803868,10.38780079,-8.207566292,4.00E-05,0.000540745,2.600986972
Rv0384c,3.585995243,11.34468901,8.203323962,4.02E-05,0.000540745,2.597082902
Rv2155c,-2.645170437,10.4953373,-8.201272624,4.02E-05,0.000540745,2.595194491
Rv3618,-1.650904453,9.631163887,-8.199200975,4.03E-05,0.000540745,2.593286961
Rv3250c,2.459761077,12.00892541,8.195553018,4.04E-05,0.000540745,2.589926971
Rv1402,-2.214832689,9.628430762,-8.184839449,4.08E-05,0.000544,2.580051531
Rv2604c,-2.761230372,10.64508758,-8.175347779,4.11E-05,0.000546703,2.571292926
Rv1790,2.115460475,10.50446536,8.155067038,4.19E-05,0.000554626,2.552548624
Rv3332,-2.032423314,10.11427378,-8.144393765,4.23E-05,0.000557984,2.542667553
Rv0918,2.402997376,9.539001026,8.139565988,4.25E-05,0.000558512,2.538194388
Rv2520c,2.18749787,9.982754252,8.127597234,4.29E-05,0.000562551,2.527094763
Rv1587c,2.461923691,11.4306635,8.110886133,4.35E-05,0.000565127,2.51157327
Rv2425c,-1.909761087,10.1003012,-8.109927592,4.36E-05,0.000565127,2.510682118
Rv1690,1.563120113,9.952290107,8.108741394,4.36E-05,0.000565127,2.509579188
Rv1695,-2.115370527,11.19222647,-8.10619149,4.37E-05,0.000565127,2.507207804
