Gene,Value,AveExpr,t,P.Value,padj,B
Rv3886c,-1.827455515,9.823977916,-3.203424317,0.012828231,0.02922833,-3.540371549
Rv1740,1.585579894,9.622053429,3.201318103,0.012868501,0.029303499,-3.543631345
Rv2541,0.918425946,8.314225077,3.200013308,0.012893515,0.029343862,-3.54565094
Rv0765c,1.698360738,10.04962017,3.196915975,0.012953098,0.02946281,-3.550445545
Rv0081,-1.040348767,12.69007932,-3.196283148,0.012965308,0.029473929,-3.551425229
Rv2211c,0.797829285,9.861646054,3.195418989,0.012982,0.02949522,-3.552763086
Rv3514,-0.658064167,13.68220604,-3.19279388,0.013032845,0.02959404,-3.556827496
Rv3668c,0.987690069,9.569272736,3.191786345,0.013052415,0.029621772,-3.55838757
Rv3784,-1.110944575,8.95247702,-3.188625552,0.013114011,0.02973465,-3.563282221
Rv3003c,-1.25876014,12.10858373,-3.188476452,0.013116925,0.02973465,-3.563513126
Rv2767c,-0.777914212,8.674295474,-3.18742272,0.013137532,0.029764606,-3.565145048
Rv1491c,-1.323511192,10.92011991,-3.186999808,0.013145812,0.029766615,-3.565800035
Rv2274c,2.612988236,8.433453156,3.186162038,0.013162232,0.02978704,-3.567097574
Rv0124,-0.751380707,12.39512832,-3.184886466,0.013187272,0.02981208,-3.569073272
Rv1149,0.917718253,12.54929751,3.184844049,0.013188106,0.02981208,-3.569138972
Rv0750,1.198718477,11.61711813,3.174747091,0.013388112,0.030235052,-3.584781789
Rv1935c,0.966376192,7.734980087,3.174640606,0.013390238,0.030235052,-3.584946798
Rv1330c,-0.937026359,8.678063796,-3.173495543,0.013413124,0.030263111,-3.586721239
Rv2740,-0.967549875,10.25751572,-3.173266943,0.013417698,0.030263111,-3.587075498
Rv3721c,-0.663553873,10.56056085,-3.170536616,0.013472455,0.030369599,-3.59130693
Rv1533,-1.074364617,11.14326624,-3.165613697,0.013571779,0.030576376,-3.598937664
Rv2023A,-1.426974059,8.856345124,-3.163559269,0.013613457,0.030653119,-3.602122585
Rv2929,2.209058259,9.161773491,3.163138359,0.013622012,0.030655238,-3.602775144
Rv3243c,-1.093440968,10.23280005,-3.158752028,0.013711506,0.030839398,-3.609576192
Rv0557,-1.678838753,10.55201397,-3.157264468,0.013741997,0.030890719,-3.61188295
Rv1407,-1.055596743,8.687625538,-3.154941772,0.013789748,0.030980762,-3.615485039
Rv3905c,-1.23890965,9.680349555,-3.154473049,0.013799405,0.030985167,-3.616211987
Rv2606c,0.643389123,12.19833698,3.154069239,0.013807731,0.03098658,-3.616838272
Rv2828c,-1.692016557,10.86829329,-3.150685497,0.013877704,0.031126259,-3.622086663
Rv0432,-0.87416392,11.76741831,-3.149081197,0.013911009,0.031183587,-3.624575285
Rv1231c,-0.9189275,10.78221734,-3.147660994,0.013940563,0.031232447,-3.626778468
Rv2987c,-1.547244987,12.64038955,-3.146119683,0.013972712,0.031287062,-3.629169672
Rv0711,-1.117306612,10.73727317,-3.144003258,0.014016983,0.031368746,-3.632453358
Rv3035,-1.032946667,9.799621228,-3.143446197,0.01402866,0.031377437,-3.633317698
Rv2210c,-0.888951993,11.04348606,-3.140323617,0.014094305,0.031506758,-3.638163078
Rv1821,-0.718518043,12.49684286,-3.139292473,0.014116053,0.031535385,-3.639763262
Rv3861,1.177482388,8.471474339,3.138974035,0.014122777,0.031535385,-3.640257445
Rvnt24,1.947137556,9.541825326,3.136698491,0.01417092,0.031625345,-3.643789031
Rv1289,-0.929917561,10.34823112,-3.133424925,0.01424048,0.031762977,-3.648870083
Rv1822,-1.196020797,10.40504099,-3.128106742,0.014354252,0.031954508,-3.657126076
Rv0141c,1.16211065,12.22015355,3.127811836,0.014360589,0.031954508,-3.65758394
Rv0182c,-0.740746127,10.37267078,-3.12768873,0.014363235,0.031954508,-3.657775073
Rv2475c,-1.989204742,12.04076125,-3.127664455,0.014363757,0.031954508,-3.657812763
Rv3094c,2.087490996,9.307708417,3.127558489,0.014366035,0.031954508,-3.657977285
Rv2284,-0.676547904,10.13523614,-3.124336449,0.014435489,0.032091263,-3.662980148
Rv2167c,0.932451746,10.32140447,3.122483163,0.014475597,0.032162667,-3.665858027
Rv0055,1.060565938,10.0799024,3.11917064,0.014547577,0.032304769,-3.671002398
Rv0719,-0.667614147,13.20506244,-3.118337393,0.014565743,0.032327277,-3.672296539
Rv1562c,-0.81077102,8.237100821,-3.114761175,0.014643977,0.032483004,-3.677851334
Rv0679c,0.66756979,11.74769595,3.113332743,0.014675349,0.032534668,-3.680070271
Rv3140,-0.82316268,12.88505981,-3.112471653,0.014694295,0.03254411,-3.681407951
Rv3877,-0.746746807,11.6437789,-3.112404424,0.014695776,0.03254411,-3.681512392
Rv2266,0.827534745,9.662232648,3.111756621,0.014710047,0.032557806,-3.682518768
Rv1349,-0.747832104,7.9174793,-3.107864064,0.014796109,0.032719801,-3.68856645
Rv3124,0.913015807,7.415953093,3.107026494,0.014814696,0.032719801,-3.68986786
Rv0150c,0.761575511,7.835853328,3.106859828,0.014818398,0.032719801,-3.690126827
Rv0396,0.73511443,7.389321935,3.106743121,0.01482099,0.032719801,-3.69030817
Rv3702c,-1.184216949,10.63250804,-3.106613336,0.014823874,0.032719801,-3.690509835
Rv1125,-1.211692188,8.994582308,-3.103984515,0.014882409,0.032815606,-3.694594795
Rv0636,0.608088077,12.91404327,3.103932007,0.014883581,0.032815606,-3.694676392
Rv1336,-1.380086157,11.64015784,-3.10314327,0.014901192,0.032836453,-3.695902099
Rv2223c,-0.964736153,10.15757062,-3.10084703,0.014952588,0.032912779,-3.69947069
Rv1229c,-0.621530457,12.24987558,-3.100840966,0.014952724,0.032912779,-3.699480113
Rv2367c,-0.711637553,12.76191172,-3.100500799,0.014960354,0.032912779,-3.700008794
Rv2991,1.740471259,8.914703976,3.099749504,0.01497722,0.032924797,-3.701176463
Rv0063,-0.634044376,8.367818973,-3.09952902,0.014982173,0.032924797,-3.701519146
Rv0218,0.89729086,9.615841678,3.098374049,0.015008148,0.032962129,-3.703314287
Rv0493c,0.812363916,7.948758354,3.098045999,0.015015535,0.032962129,-3.70382418
Rv1051c,0.749849688,7.023395577,3.096382878,0.015053041,0.033026454,-3.706409288
Rv0059,-1.23007488,9.767282373,-3.095432448,0.015074519,0.033055563,-3.707886679
Rv3763,0.94275703,11.95531803,3.092290078,0.01514576,0.033193701,-3.712771679
Rv2881c,-0.805649873,12.50939574,-3.091814427,0.015156574,0.033199329,-3.713511154
Rv3673c,-0.664285583,12.02786252,-3.090767787,0.015180398,0.033229996,-3.715138367
Rv1466,-1.430980951,11.51359284,-3.090474459,0.015187082,0.033229996,-3.715594415
Rv0764c,1.54369844,9.8993753,3.087220645,0.015261433,0.033374541,-3.720653562
Rv2800,-1.386804084,9.22527619,-3.084892255,0.015314872,0.033473223,-3.724274182
Rv2275,-1.275458207,9.925921603,-3.083897974,0.015337752,0.03350504,-3.725820367
Rv2452c,2.892156035,8.431568626,3.081773597,0.015386756,0.033593862,-3.729124119
Rv0558,-0.636452727,12.07534474,-3.078642424,0.015459284,0.033733918,-3.733994049
Rv2409c,-0.756024025,10.25658374,-3.077418982,0.015487721,0.033777661,-3.735897016
Rv1313c,0.756921229,10.43873405,3.076679967,0.015504924,0.033796872,-3.737046534
Rv2455c,0.749040257,12.58040785,3.07595375,0.015521849,0.033815456,-3.738176174
Rv0367c,-0.704673623,10.67628062,-3.074750615,0.015549931,0.033858314,-3.740047726
Rv1542c,-1.004332809,7.210032973,-3.073114017,0.015588216,0.033923329,-3.742593681
Rv2823c,0.697780123,7.775112821,3.072324982,0.015606709,0.033945225,-3.743821184
Rv1161,-0.60679958,13.22616913,-3.068495695,0.015696787,0.034122712,-3.749778878
Rv0149,-1.490068078,11.00053676,-3.066479497,0.015744433,0.034207818,-3.752916032
Rv2179c,0.703187883,7.412819626,3.065004096,0.015779395,0.034265288,-3.755211852
Rv1900c,-0.840780877,10.9902858,-3.063999295,0.015803252,0.034298594,-3.756775452
Rv1150,1.039838653,11.61656791,3.061515919,0.015862377,0.034395067,-3.760640127
Rv3772,-0.70857845,7.89719179,-3.061414828,0.015864789,0.034395067,-3.760797453
Rv3183,0.809862549,8.1728288,3.060804822,0.01587935,0.034405906,-3.761746805
Rv0626,-0.67594134,11.83431247,-3.060489581,0.01588688,0.034405906,-3.762237423
Rv2733c,-0.737206336,9.517285401,-3.05745319,0.015959604,0.03454482,-3.766963293
Rv3136,-0.80618545,13.21238165,-3.056299074,0.015987337,0.034573652,-3.768759693
Rv3021c,0.857242457,10.38882108,3.056184244,0.015990099,0.034573652,-3.768938431
Rv3657c,-1.252188589,8.42504977,-3.054666656,0.01602665,0.034634081,-3.771300691
Rv1320c,-1.007078737,10.4185234,-3.051956799,0.016092134,0.034756938,-3.775519107
Rv3730c,-0.930814727,8.349873889,-3.050344283,0.016131234,0.034822706,-3.778029472
Rv2683,0.92905881,10.03830198,3.049570234,0.016150038,0.034844615,-3.779234557
Rv3341,0.72989002,11.77033883,3.046410649,0.016227032,0.034991983,-3.784153889
Rv0403c,0.63946579,8.502351462,3.044711249,0.016268603,0.035062846,-3.786799979
Rv2341,1.192438338,7.714887951,3.042034963,0.016334296,0.035185595,-3.790967435
Rv1545,-1.340679002,11.24099498,-3.041550161,0.016346226,0.035192463,-3.791722396
Rv2001,0.696468925,7.517253808,3.034406777,0.016523068,0.035554181,-3.802847756
Rv2201,0.87548176,8.91290104,3.031332645,0.016599786,0.035700181,-3.807636255
Rv0094c,0.934890977,11.44031436,3.02894964,0.016659513,0.035809503,-3.811348505
Rv1723,-0.602769951,8.295863197,-3.028209351,0.016678113,0.035830354,-3.81250178
Rv2172c,-0.751935033,12.71603173,-3.027085542,0.016706391,0.035871962,-3.814252581
Rv1652,1.707579547,9.358681052,3.023277457,0.016802584,0.036041428,-3.820185682
Rv1372,0.593185332,6.975743078,3.023252383,0.016803219,0.036041428,-3.820224751
Rv2530A,-1.197754839,11.08771257,-3.022876086,0.016812756,0.036042682,-3.820811067
Rv3851,-1.258797006,9.702868127,-3.019981977,0.016886296,0.036181068,-3.825320658
Rv1134,1.105515394,7.756323433,3.01857104,0.01692227,0.036238861,-3.82751931
Rv3254,-0.869095533,9.351184009,-3.017828248,0.016941241,0.036260199,-3.828676833
Rv1518,0.829117972,7.417995833,3.011264973,0.017109834,0.03660159,-3.838905696
Rv3315c,1.035686039,10.26557905,3.008397545,0.01718404,0.03674081,-3.843375167
Rv1508c,-0.824537983,10.10791579,-3.00641877,0.017235445,0.036831158,-3.846459696
Rv2507,-0.61026559,11.36146816,-3.00567031,0.01725493,0.036853236,-3.847626444
Rv1450c,-0.68351721,12.0451535,-3.003695752,0.017306446,0.036933851,-3.850704625
Rv3700c,-0.74803457,10.51896357,-3.003520639,0.017311023,0.036933851,-3.850977622
Rv0307c,1.00868027,10.21043097,3.002761329,0.017330881,0.036956636,-3.852161376
Rv1715,-1.104348924,8.442884941,-3.002339084,0.017341935,0.03696063,-3.852819659
Rv3102c,1.003682172,9.710048192,3.001255129,0.017370344,0.03700159,-3.854509592
Rv2787,0.796447908,7.406695137,3.000493663,0.01739033,0.037020298,-3.85569678
Rv0589,-1.549699408,11.44596071,-3.000220081,0.017397517,0.037020298,-3.856123322
Rv2830c,1.41196434,11.91992751,2.995142324,0.017531466,0.037285623,-3.864040622
Rv1944c,0.657714725,8.779596239,2.991290632,0.017633791,0.037483443,-3.870046922
Rv0916c,0.917986944,8.469737597,2.988531161,0.017707482,0.037620223,-3.874350386
Rv2250A,1.454663425,8.244893793,2.987579958,0.017732958,0.037654478,-3.87583388
Rv0328,-1.004092837,10.34627637,-2.985467667,0.017789669,0.037754986,-3.879128332
Rv0067c,0.890116155,8.51069282,2.982947302,0.017857583,0.037879152,-3.883059466
Rv3171c,-1.255425732,10.82271284,-2.975499089,0.01805987,0.038288067,-3.894678218
Rv0926c,-0.754508816,8.547066922,-2.974825764,0.018078275,0.038306913,-3.895728666
Rv0830,1.582607237,9.981580592,2.972593286,0.018139436,0.038416292,-3.899211654
Rv2118c,-0.855120333,9.16057759,-2.968979686,0.018238894,0.038606617,-3.904849781
Rv3506,0.632349113,7.459624792,2.967036901,0.0182926,0.038681616,-3.90788121
Rv3393,0.795424018,7.734248735,2.967002905,0.018293541,0.038681616,-3.907934257
Rv2628,-1.3839376,13.89460114,-2.966021623,0.018320732,0.038718774,-3.909465454
Rv1073,0.770283027,13.06788391,2.964573425,0.018360937,0.038779172,-3.911725294
Rv1711,-1.915013776,10.77268063,-2.964298688,0.018368575,0.038779172,-3.912154016
Rv3834c,1.098352899,7.80334351,2.959473834,0.018503248,0.039043016,-3.919683535
Rv2857c,-1.657984927,10.53720886,-2.958627386,0.01852698,0.039072615,-3.92100456
Rv2231c,-0.760146914,8.760336809,-2.957118062,0.018569376,0.039141523,-3.923360173
Rv3529c,1.004195859,9.504907943,2.954641189,0.01863917,0.039268079,-3.927226017
Rv2212,-0.65503469,9.372975787,-2.95246685,0.018700664,0.039377026,-3.930619845
Rv3274c,-0.64735803,11.18936216,-2.949346361,0.018789287,0.039542953,-3.935490749
Rv2158c,-1.364295853,11.08837104,-2.946629948,0.01886679,0.039685317,-3.939731175
Rv0039c,-0.744807508,10.38159148,-2.944988802,0.018913776,0.039744685,-3.942293182
Rv0479c,0.86849361,11.64430805,2.944954526,0.018914758,0.039744685,-3.942346691
Rv0138,-1.054918951,10.23365556,-2.943555494,0.018954911,0.039788592,-3.944530804
Rv0278c,-0.657096363,13.08746287,-2.94353778,0.018955419,0.039788592,-3.944558458
Rv3038c,-0.66988402,11.96230356,-2.939018086,0.019085746,0.040037461,-3.951614844
Rv1030,-0.634871195,7.592833012,-2.93873739,0.019093871,0.040037461,-3.952053103
Rv2566,-0.593509214,7.824468692,-2.935412928,0.019190371,0.040218862,-3.957243863
Rv1159A,0.884758447,12.79893421,2.934183451,0.019226188,0.040265607,-3.959163633
Rv3412,0.62223661,13.90308161,2.933960916,0.019232678,0.040265607,-3.959511116
Rv3457c,-0.859624087,13.00534205,-2.931878412,0.019293525,0.040372003,-3.962762966
Rv2395,-0.798701382,10.5488927,-2.931447416,0.019306143,0.04037742,-3.963435987
Rv2671,-0.877941653,7.8562095,-2.930947371,0.019320794,0.04038708,-3.964216839
Rv1814,1.259585133,9.575591636,2.929901571,0.019351471,0.040430214,-3.965849942
Rv0372c,0.916659249,7.713338841,2.924565439,0.019508791,0.0407179,-3.974183256
Rv1489A,-0.64644971,10.93649521,-2.924257399,0.019517913,0.0407179,-3.97466434
Rv3856c,-0.87561281,11.48455998,-2.92418016,0.019520201,0.0407179,-3.974784971
Rv3617,-1.222744583,9.726892329,-2.923862155,0.019529624,0.0407179,-3.97528162
Rv3025c,-0.809417437,11.42843463,-2.922098294,0.019581976,0.040805919,-3.978036416
Rv0891c,-1.121507083,9.111259427,-2.920702404,0.01962351,0.040871316,-3.980216578
Rv0296c,1.329092136,9.371556846,2.919048006,0.019672855,0.040952904,-3.982800557
Rv0534c,-0.825574636,9.471134152,-2.917229295,0.01972725,0.041044914,-3.985641263
Rv2947c,-1.60921051,13.10970169,-2.915510234,0.019778808,0.04108146,-3.988326404
Rv0607,-1.002869765,8.20169945,-2.91531275,0.01978474,0.04108146,-3.988634876
Rv1883c,-0.683409123,13.07883739,-2.915004916,0.019793991,0.04108146,-3.989115717
Rv2887,1.401479378,9.168298913,2.915003683,0.019794028,0.04108146,-3.989117643
Rv0212c,1.059869481,8.761792828,2.914943543,0.019795835,0.04108146,-3.989211583
Rv3405c,1.043592889,8.032817977,2.914282758,0.019815709,0.041101516,-3.990243747
Rv0072,-1.547253152,11.90066442,-2.911562421,0.019897743,0.041250418,-3.994493113
Rv2045c,-0.892019246,10.22736568,-2.909908107,0.019947803,0.041332915,-3.997077369
Rv1396c,-0.63771602,13.44477517,-2.908955072,0.019976701,0.041361996,-3.998566166
Rv2014,0.66577888,8.312048901,2.908767781,0.019982385,0.041361996,-3.998858749
Rv1974,1.127502976,7.900043693,2.908140468,0.020001436,0.041380156,-3.99983873
Rv1391,-0.730445017,12.39117117,-2.907375773,0.020024685,0.041406976,-4.001033343
Rv0778,-0.679424759,9.696263681,-2.903494714,0.020143114,0.041630482,-4.007096591
Rv2734,0.854021164,7.612760167,2.899787585,0.020256916,0.041844199,-4.012888462
Rv1830,-0.57447126,12.40056939,-2.898998867,0.020281214,0.041872907,-4.014120766
Rv0859,-0.856336893,12.34061216,-2.897263319,0.020334788,0.041950105,-4.016832465
Rv2184c,-0.922149168,10.70923662,-2.8968548,0.02034742,0.041950105,-4.017470763
Rv0590,-0.60276953,11.62011837,-2.896775779,0.020349865,0.041950105,-4.017594232
Rv1086,0.78430918,12.03249709,2.893294485,0.020457855,0.042151138,-4.023033813
Rv2985,-1.580957941,10.35789056,-2.891318736,0.020519407,0.042256335,-4.02612108
Rv2133c,-0.993651447,10.94820207,-2.887155889,0.020649728,0.042502967,-4.032626148
Rv3723,0.73072608,12.53471776,2.884734743,0.020725918,0.042637991,-4.036409723
Rv0576,-0.746865713,10.02093953,-2.88407608,0.020746696,0.042658937,-4.037439051
Rv2668,0.96534794,9.277430021,2.882038617,0.020811106,0.042769532,-4.040623163
Rv2386c,0.814860902,7.349303676,2.881455523,0.020829577,0.042785652,-4.041534428
Rv3706c,0.92860149,10.16723719,2.87959496,0.020888631,0.042885072,-4.044442181
Rv1581c,0.84819423,8.492813438,2.877446286,0.020957045,0.043003599,-4.047800291
Rv3448,0.59272109,7.14418843,2.874734128,0.021043732,0.04314008,-4.052039188
Rv1233c,-0.8921828,11.23969244,-2.874694965,0.021044987,0.04314008,-4.052100397
Rv3018c,0.904437928,10.56149733,2.873043063,0.021097972,0.043208196,-4.054682268
Rv1321,0.679153647,10.9872644,2.872989858,0.021099681,0.043208196,-4.054765425
Rv2402,-0.641809383,9.976890319,-2.872498959,0.021115454,0.043218515,-4.055532695
Rv3475,1.02690598,10.87171881,2.872065427,0.021129395,0.043225073,-4.056210305
Rv1617,-0.704133487,11.36767477,-2.870432284,0.021181995,0.043310672,-4.058762936
Rv1067c,-0.575580233,12.54182156,-2.86930159,0.021218492,0.043363274,-4.06053026
Rv0444c,-0.89262906,10.26610428,-2.865500145,0.021341677,0.043592892,-4.066472255
Rv1260,-0.777931122,10.69913226,-2.863479699,0.02140745,0.043705068,-4.069630495
Rv3544c,0.833750441,10.38369468,2.860052698,0.021519494,0.043911547,-4.07498754
Rv3368c,-0.710114626,9.033111193,-2.855697105,0.021662776,0.044168601,-4.081796429
Rv1962c,-0.966584674,8.426580744,-2.855556787,0.021667408,0.044168601,-4.082015786
Rv1952,1.544075358,9.828190898,2.852947195,0.021753747,0.044322158,-4.086095389
Rv2120c,1.037625399,10.33546465,2.850390611,0.021838677,0.044472693,-4.090092223
Rv0614,1.040921776,7.692339614,2.848534354,0.021900558,0.044576161,-4.092994264
Rv3230c,0.74924633,13.15011194,2.847203932,0.021945021,0.044644091,-4.095074252
Rv2853,-0.63059326,10.95145493,-2.844940477,0.022020882,0.044775794,-4.098613009
Rv0204c,-1.031383381,10.94257768,-2.8436466,0.022064369,0.04484157,-4.100635929
Rv2109c,-0.57855168,12.89718957,-2.842204079,0.022112957,0.044917641,-4.102891274
Rv1015c,1.01121652,10.67238609,2.840266604,0.022178391,0.045027837,-4.10592051
Rv0363c,-0.607145147,12.14173258,-2.836487133,0.022306612,0.045265332,-4.111829839
Rv0110,-1.205891054,10.31001525,-2.835243609,0.022348967,0.045328433,-4.11377417
Rv1550,-0.802868489,7.429798452,-2.833944954,0.022393288,0.045395458,-4.115804722
Rv0423c,-0.707029583,12.2326551,-2.831787113,0.022467135,0.04551902,-4.119178721
Rv3285,-0.770484067,12.96283121,-2.831325947,0.02248295,0.04551902,-4.119899808
Rv1319c,-0.977193633,9.172261723,-2.831174101,0.02248816,0.04551902,-4.120137236
Rv0645c,0.833337585,10.56077676,2.826528309,0.022648162,0.045819849,-4.127401602
Rv3487c,-1.057109837,12.73556112,-2.824911696,0.022704115,0.045887268,-4.129929463
Rv0738,-0.627275921,10.33619871,-2.82490688,0.022704282,0.045887268,-4.129936993
Rv2577,0.618501229,7.133595685,2.824475992,0.022719219,0.045894419,-4.130610767
Rv2354,0.727677617,11.6514209,2.824054679,0.022733835,0.045900913,-4.131269572
Rv1575,1.212684586,8.311436862,2.823011501,0.022770066,0.04595102,-4.132900788
Rv3688c,0.906212847,11.05886681,2.821436917,0.022824866,0.046038532,-4.135362982
Rv0987,0.89130985,9.245700374,2.819824264,0.022881132,0.046128913,-4.137884729
Rv1868,-0.639402043,8.308266056,-2.816963781,0.02298129,0.046307644,-4.142357797
Rv2953,-0.958234763,10.9388973,-2.815909183,0.02301833,0.046359078,-4.144006937
Rv3528c,2.444576294,9.455257713,2.814946252,0.023052205,0.046404089,-4.145512741
Rv2000,0.738331163,7.383660445,2.813137776,0.023115965,0.046509182,-4.148340802
Rv0356c,-0.771322095,7.757941517,-2.812126266,0.023151706,0.046557826,-4.149922593
Rv3751,2.21325561,10.38607143,2.811363863,0.023178683,0.046588805,-4.151114838
Rv0812,-0.758375585,9.820135586,-2.809511276,0.023244371,0.046697523,-4.154011929
Rv0821c,-0.669245587,12.53716325,-2.809112448,0.023258537,0.046702679,-4.154635622
Rv3601c,0.922939973,12.15588701,2.807231487,0.02332547,0.046813731,-4.157577114
Rv3870,-0.574855023,13.36191723,-2.803608434,0.023454957,0.047039035,-4.163242992
Rv1738,-0.711183617,15.28138037,-2.803437111,0.023461099,0.047039035,-4.163510917
Rv2795c,-0.664296087,10.8905027,-2.803054044,0.023474836,0.047043152,-4.164109977
Rv1613,-1.866572409,12.6096232,-2.802082031,0.023509733,0.047089644,-4.165630067
Rv1596,-0.635186153,13.25830724,-2.800802037,0.023555768,0.047156863,-4.167631803
Rv3830c,1.187755898,8.956327862,2.800497944,0.023566718,0.047156863,-4.168107364
Rv3280,-1.298387912,11.75467184,-2.797804827,0.023663928,0.047327856,-4.172319063
Rv0701,-0.611444583,13.60428439,-2.7963818,0.02371546,0.04740737,-4.174544512
Rv0281,-0.662228513,11.95637261,-2.79469358,0.023776747,0.047506294,-4.177184706
Rv0026,-0.66211797,9.286325894,-2.79354213,0.023818641,0.047566393,-4.178985454
Rv2055c,0.615617555,7.947736763,2.791990884,0.023875202,0.047655708,-4.181411451
Rv1310,-0.89560633,12.76715247,-2.789165169,0.02397859,0.047838356,-4.185830611
Rv3402c,0.66414795,7.436936662,2.785716905,0.024105382,0.048067493,-4.191223411
Rv0126,-0.658219973,10.82860486,-2.783945431,0.024170788,0.048174056,-4.193993859
Rv0041,0.684460385,9.707513272,2.783546599,0.024185539,0.048179604,-4.194617603
Rv1112,0.712397444,7.54421073,2.779002282,0.02435427,0.048491737,-4.201724588
Rv3186,0.707360487,11.47315633,2.778187713,0.024384644,0.048528213,-4.202998518
Rv2866,1.597173343,8.311497778,2.775928991,0.024469071,0.048672174,-4.206531005
Rv2117,0.842095672,8.43797998,2.769685971,0.024703999,0.049115209,-4.216294653
Rv1091,-0.642331953,12.9839321,-2.767159282,0.02479974,0.049263373,-4.220246208
Rv3869,-0.56137759,13.49578879,-2.767073558,0.024802995,0.049263373,-4.220380274
Rv3231c,-0.755727686,9.556439178,-2.765863967,0.02484897,0.049330353,-4.222271981
Rv2874,0.713773944,7.451667096,2.763862336,0.024925244,0.049443377,-4.225402369
Rv0246,0.826751857,8.235548575,2.763106791,0.024954098,0.049443377,-4.226583978
Rv1136,0.564002993,7.061989446,2.762790185,0.024966199,0.049443377,-4.227079123
Rv1243c,-0.537660466,10.20814279,-2.762731244,0.024968452,0.049443377,-4.227171303
Rv3654c,1.898951129,8.524902899,2.762543835,0.024975619,0.049443377,-4.227464394
Rv2093c,-0.69962618,12.52165889,-2.762119818,0.024991841,0.049443377,-4.228127519
Rv0730,-0.67539548,11.94198255,-2.762119033,0.024991871,0.049443377,-4.228128747
Rv0165c,-1.966336339,10.65972756,-2.760729599,0.025045105,0.049524358,-4.230301697
Rv3549c,0.904409803,9.244470318,2.760371911,0.025058828,0.049527168,-4.230861088
Rv1487,-0.632993867,12.79587148,-2.755811094,0.025234492,0.049849885,-4.237993746
Rv2461c,0.63016999,12.88437202,2.753910994,0.02530805,0.04994638,-4.240965286
Rv3067,0.565681111,9.650064335,2.753908407,0.025308151,0.04994638,-4.240969332
Rv1013,0.842075173,11.45752892,2.753531663,0.025322762,0.04995073,-4.241558515
Rv2279,0.850256094,10.65291694,2.75237327,0.025367742,0.050014951,-4.243370099
Rv1331,0.699916043,13.4174455,2.747979903,0.025539086,0.050313177,-4.250240725
Rv1685c,1.341734479,8.308884838,2.747854427,0.025543998,0.050313177,-4.250436951
Rv0106,0.67264001,7.291031835,2.745956846,0.025618388,0.050435027,-4.253404472
Rv3430c,-1.011131951,9.628314694,-2.744698288,0.02566785,0.050507705,-4.255372649
Rv2650c,-0.632838491,9.901508194,-2.74394356,0.025697559,0.050541461,-4.256552915
Rv2270,0.786236506,7.062889157,2.743255092,0.02572469,0.050570118,-4.257629557
Rv0833,-0.589963587,13.17809821,-2.742799273,0.025742669,0.050580764,-4.258342376
Rv3695,-0.653729343,11.29234013,-2.742083579,0.025770925,0.050611582,-4.259461589
Rv0903c,-0.62182211,12.30843027,-2.74120142,0.025805797,0.050655357,-4.260841117
Rv3450c,-0.66466965,8.456041876,-2.740416026,0.025836884,0.050691665,-4.262069319
Rv2243,0.706473233,12.35472695,2.738464701,0.025914289,0.050818767,-4.26512079
Rv2922A,-1.434956125,10.18152666,-2.734116167,0.026087648,0.051133822,-4.271920889
Rv3664c,-0.636713808,7.787415928,-2.733731708,0.026103032,0.051139079,-4.272522085
Rv2264c,0.702088384,8.79427929,2.729558507,0.026270626,0.051442384,-4.279047833
Rv1699,-1.001549237,11.70184401,-2.72681467,0.026381421,0.051634226,-4.283338353
Rv0369c,1.002227602,8.365037615,2.718155197,0.026734255,0.052299373,-4.296878582
Rv1420,-0.79900953,11.02191066,-2.716873432,0.026786892,0.052376895,-4.298882716
Rv1584c,1.903141364,10.0566636,2.716017053,0.02682212,0.052420318,-4.300221717
Rv1522c,-0.67090374,9.181473228,-2.712529723,0.026966067,0.052676072,-4.305674268
Rv3881c,-0.558884357,12.62653169,-2.711766767,0.026997665,0.052696948,-4.306867152
Rv1660,-0.612401536,10.05530468,-2.711639691,0.027002932,0.052696948,-4.307065835
Rv0896,-0.58214031,13.20323786,-2.709219295,0.027103448,0.05286748,-4.310850076
Rv2166c,1.21706164,12.22279246,2.708820652,0.027120039,0.052874227,-4.311473338
Rv3404c,0.728807729,10.34179563,2.708141746,0.02714832,0.052903745,-4.312534774
Rv3195,-0.585422863,7.539120362,-2.70708506,0.027192399,0.052958116,-4.314186839
Rv2897c,-0.563531543,7.718478352,-2.706842442,0.027202529,0.052958116,-4.314566155
Rv2690c,0.85945643,8.638473777,2.706038985,0.027236107,0.052997857,-4.315822298
Rv2555c,-0.540603207,12.85304457,-2.703749664,0.027332014,0.053144459,-4.31940142
Rv1325c,-0.580685203,13.36078615,-2.703610675,0.027337848,0.053144459,-4.319618714
Rv0641,-0.559876583,13.54713591,-2.702978763,0.027364387,0.053158,-4.320606627
Rv2574,-1.115881725,10.23224667,-2.702816168,0.027371221,0.053158,-4.320860824
Rv3126c,2.328391672,9.325062579,2.701662111,0.027419771,0.053226614,-4.322665028
Rv1781c,0.561842234,7.667529671,2.698214124,0.027565354,0.053483428,-4.328055336
Rv3007c,0.559389202,9.110787469,2.696765688,0.027626747,0.053576726,-4.330319648
Rv2301,1.226911479,9.329872303,2.695022993,0.027700799,0.053671093,-4.333043921
Rv2937,-0.542091283,12.83552809,-2.694993148,0.027702069,0.053671093,-4.333090576
Rv3015c,-0.580923976,9.223844562,-2.693358457,0.027771721,0.053780159,-4.335645962
