Gene,Value,AveExpr,t,P.Value,padj,B
Rv1138c,-0.324002436,9.335597331,-1.021763199,0.33614635,0.399328771,-6.653653878
Rv2262c,-0.258097174,9.14658993,-1.020893176,0.336534492,0.399671937,-6.654532881
Rv1057,-0.322054538,10.52801981,-1.017025785,0.338264002,0.401607453,-6.658433181
Rv0397,0.232130551,9.551202487,1.016386778,0.338550422,0.401829009,-6.659076523
Rv0506,-0.364210806,10.29476311,-1.011499675,0.340747082,0.404317051,-6.66398641
Rv0209,0.268345171,7.862234232,1.00989117,0.341472449,0.405058362,-6.665598396
Rv1969,0.252277364,6.989604153,1.008227172,0.342224079,0.405830381,-6.667263897
Rv3400,-0.314959533,11.35137678,-1.001991317,0.345052035,0.409063454,-6.673486361
Rv3142c,-0.458254054,11.30157492,-1.001023811,0.345492385,0.409464922,-6.674449092
Rv3489,-0.208259373,13.43727779,-0.999287273,0.346283822,0.410282127,-6.676175239
Rv2588c,-0.27036756,12.09101482,-0.998295876,0.346736273,0.410595856,-6.677159654
Rv3720,-0.2814346,12.12253075,-0.998260151,0.346752586,0.410595856,-6.677195113
Rv1831,0.22257065,13.58488441,0.995938656,0.347813856,0.411731427,-6.679497204
Rv3360,0.255241642,8.56002432,0.995370847,0.348073803,0.411918028,-6.680059629
Rv3880c,-0.217300873,13.06652051,-0.994200446,0.348610086,0.412431445,-6.681218139
Rv3468c,0.251542034,7.40322424,0.992189486,0.349532978,0.413401813,-6.683206176
Rv1349,-0.223265932,8.179762386,-0.989616425,0.350716528,0.414654782,-6.685745303
Rv0951,0.252561227,12.07422058,0.989438768,0.350798358,0.414654782,-6.685920426
Rv3566A,-0.404617112,10.57589033,-0.988220277,0.35135999,0.415196748,-6.687120873
Rv3044,-0.36531386,11.0283116,-0.987501772,0.351691485,0.415466525,-6.687828193
Rv2468c,-0.314054357,11.31899873,-0.987127703,0.351864161,0.415548581,-6.688196279
Rv0957,-0.309424364,9.150648025,-0.984979527,0.352857033,0.416598948,-6.690307972
Rv2254c,0.242824818,7.540862937,0.984467761,0.353093879,0.416756364,-6.690810514
Rv1653,0.373447504,9.754118524,0.981356192,0.354536494,0.418336438,-6.693861567
Rv3198A,0.563906627,9.937869654,0.97987107,0.355226603,0.419027923,-6.695315122
Rv2227,0.27248187,7.843599373,0.979516737,0.355391403,0.419099528,-6.695661667
Rv2436,0.329465507,8.937032161,0.977470893,0.356344053,0.4200999,-6.69766061
Rv0640,-0.199579813,13.49529471,-0.975570368,0.357230752,0.421021958,-6.699514608
Rv1774,0.353082574,9.020766046,0.974899734,0.357544034,0.421267861,-6.700168144
Rv0023,-0.29201139,9.069632457,-0.97220185,0.358806414,0.422631546,-6.70279365
Rv1578c,0.532985335,10.33387695,0.968679153,0.360459758,0.424454807,-6.706213168
Rv0930,-0.335334268,10.23978714,-0.964137363,0.3625998,0.42684994,-6.710607394
Rv0333,0.316657685,10.20616508,0.963423548,0.362937002,0.427122003,-6.711296525
Rv3185,0.333338174,10.76386486,0.963129395,0.363076027,0.427145867,-6.711580388
Rv1879,0.236836825,8.343257664,0.962931722,0.363169474,0.427145867,-6.711771108
Rv0925c,-0.371675159,9.495163358,-0.961592114,0.363803231,0.427652229,-6.71306277
Rv3716c,-0.217035097,11.7272288,-0.961572661,0.36381244,0.427652229,-6.713081517
Rv3730c,-0.258284027,8.686139239,-0.955997253,0.366459018,0.43063748,-6.718441906
Rv0664,-0.248754943,11.31764544,-0.955024284,0.366922337,0.431056121,-6.719374805
Rv2619c,0.362886433,11.02078181,0.954281977,0.367276109,0.431345862,-6.72008603
Rv0274,0.30259675,9.986911032,0.952898897,0.36793594,0.431994778,-6.721410022
Rv2137c,-0.245345497,13.28041888,-0.950357741,0.369150549,0.433294493,-6.723838611
Rv1725c,-0.235138199,7.929836424,-0.949286607,0.369663414,0.43377001,-6.724860743
Rv0492A,-0.214159004,8.367251022,-0.948884872,0.369855903,0.433869424,-6.725243861
Rv1225c,-0.211661597,9.095181635,-0.948116557,0.370224243,0.434175007,-6.72597621
Rv1641,-0.198962057,13.72951183,-0.947800361,0.37037591,0.434226387,-6.726277466
Rv3620c,0.196007603,14.32125877,0.947519801,0.370510522,0.434257747,-6.726544703
Rv0460,0.31130002,11.77608472,0.944815027,0.371810127,0.435654125,-6.729117781
Rv1764,0.240584764,10.09433751,0.943131736,0.372620623,0.436374637,-6.730716133
Rv3459c,-0.196259223,13.68727792,-0.942876063,0.372743842,0.436374637,-6.730958705
Rv2490c,-0.208350547,12.86260817,-0.942792592,0.372784077,0.436374637,-6.731037888
Rv3557c,0.193920627,9.661871363,0.942637989,0.372858607,0.436374637,-6.731184533
Rv0760c,0.305964763,11.91741101,0.942354318,0.372995386,0.436394645,-6.731453551
Rv2303c,0.279232866,9.150890095,0.942152974,0.373092491,0.436394645,-6.731644456
Rv2385,0.245474477,7.350505574,0.941702878,0.373309633,0.436521808,-6.732071096
Rv2796c,0.330466984,10.02925188,0.933650327,0.377210225,0.440877174,-6.739676291
Rv2808,0.280961571,7.780955459,0.933561704,0.37725332,0.440877174,-6.739759698
Rv3436c,-0.321856095,9.788304037,-0.93091258,0.378543167,0.442256179,-6.742249952
Rv1211,0.191525957,13.51862765,0.92661281,0.380643589,0.44458111,-6.746279693
Rv0155,-0.255160342,9.750047362,-0.924853868,0.38150528,0.445458311,-6.747923823
Rv3345c,-0.212074887,12.6533961,-0.922527365,0.382647204,0.446662117,-6.750094581
Rv3011c,0.214269474,8.711198201,0.91934894,0.38421131,0.448357893,-6.753053065
Rv3867,0.189995623,13.61902808,0.916645825,0.385545178,0.449784088,-6.755562606
Rv0751c,-0.35424698,10.94425653,-0.91594588,0.38589112,0.450057256,-6.756211449
Rv3924c,0.22952552,12.38856578,0.912920593,0.387388936,0.451548756,-6.759011226
Rv2199c,-0.21106274,13.01950418,-0.9129098,0.387394288,0.451548756,-6.759021201
Rv3791,-0.340795692,9.270951137,-0.907728358,0.389969441,0.454418805,-6.763798831
Rv2673,-0.362612632,9.536629468,-0.90577519,0.39094337,0.455421877,-6.765594024
Rv1893,-0.302065877,10.91843727,-0.904599256,0.391530586,0.455974006,-6.766673323
Rv2043c,-0.212639093,11.89015322,-0.901836329,0.392912795,0.457451392,-6.76920469
Rv0620,0.191141272,6.979093539,0.900979226,0.393342293,0.457819044,-6.769988672
Rv3789,-0.202787871,9.005097562,-0.900229898,0.393718063,0.458123965,-6.770673575
Rv2460c,0.186830187,13.13732783,0.89843401,0.394619709,0.459040436,-6.772313156
Rv0564c,0.351587444,9.630290194,0.8959873,0.395850501,0.460339144,-6.774542595
Rv1376,-0.243142134,8.776198776,-0.894920392,0.396388063,0.46083117,-6.775513199
Rv1499,0.364747323,8.055634462,0.893752942,0.396976884,0.461382487,-6.776574182
Rv3322c,-0.365483946,8.899115418,-0.892123231,0.397799904,0.462136813,-6.778053367
Rv3660c,-0.352136623,10.99093899,-0.891944368,0.397890306,0.462136813,-6.778215574
Rv0045c,0.240641497,10.6071903,0.89178617,0.397970276,0.462136813,-6.778359019
Rv3173c,-0.301366327,12.59987571,-0.890787071,0.398475592,0.462590177,-6.77926446
Rv2572c,-0.297979742,9.368725554,-0.888606942,0.399579837,0.463738375,-6.781237319
Rv1252c,-0.192294166,8.940802289,-0.879622766,0.404153485,0.468911219,-6.789325301
Rv0566c,-0.259831887,7.980299203,-0.876532762,0.405735139,0.47061068,-6.792091382
Rv2352c,0.20302224,12.54778278,0.874353614,0.406853207,0.471771604,-6.794037248
Rv1902c,0.261933835,9.212971134,0.871783358,0.408174756,0.473167741,-6.796327196
Rv0235c,0.294568332,9.599575758,0.870912895,0.408623012,0.473551021,-6.797101461
Rv1656,0.252089727,9.598349241,0.867723983,0.410268165,0.475320757,-6.799932472
Rv2118c,-0.239396487,9.468439513,-0.864507018,0.411932538,0.477111737,-6.802779646
Rvns01,0.393553252,10.07535265,0.863881873,0.412256525,0.477300074,-6.803331911
Rv0595c,0.44023706,8.041418528,0.863735798,0.412332255,0.477300074,-6.803460908
Rv3493c,-0.2497592,11.16727614,-0.858811148,0.414891121,0.480124074,-6.807799186
Rv1848,0.296944871,9.481616224,0.858524818,0.415040243,0.480158626,-6.808050787
Rv1362c,0.283371312,10.15156837,0.857744313,0.415446924,0.480491041,-6.80873627
Rv0727c,0.178280672,7.435508328,0.857358832,0.415647882,0.480585403,-6.809074629
Rv1364c,-0.254427619,9.427785822,-0.85637039,0.416163486,0.48104341,-6.809941662
Rv2919c,0.190718407,12.80995774,0.853695714,0.417560941,0.482520192,-6.812283623
Rv1542c,-0.269296529,7.577551113,-0.852519662,0.418176443,0.483092786,-6.813311444
Rv0371c,0.201446114,7.2494896,0.850457059,0.419257468,0.484202687,-6.815111213
Rv2219,-0.210022003,12.67130547,-0.849586534,0.419714304,0.484591278,-6.815869714
Rv0882,-0.296409348,8.616826601,-0.846819498,0.421168709,0.486092869,-6.818276352
Rv0637,0.33813997,12.17984118,0.846652996,0.421256338,0.486092869,-6.818420958
Rv1369c,0.214979488,9.875121578,0.845802529,0.421704132,0.486470153,-6.819159211
Rv0691c,0.177884239,7.211899641,0.845501105,0.421862919,0.486513925,-6.819420715
Rv0030,0.369842719,9.968441535,0.845185024,0.422029473,0.486566626,-6.81969485
Rv2569c,0.316926061,8.579736507,0.843872836,0.4227214,0.487224838,-6.820831986
Rv0056,0.259629333,12.05342361,0.843307971,0.423019502,0.487422432,-6.821321039
Rv2278,0.41881101,11.14996412,0.843089243,0.423134972,0.487422432,-6.821510336
Rv0247c,-0.395918233,11.99978145,-0.839678699,0.424938308,0.489359734,-6.824456655
Rv2969c,-0.214515143,12.09118437,-0.838246038,0.425697426,0.490093748,-6.825691317
Rv2821c,0.316490618,7.735513823,0.836069411,0.426852551,0.491283124,-6.827563731
Rv1663,-0.226950076,10.03958275,-0.835700503,0.427048544,0.491322675,-6.827880673
Rv3874,0.1705059,14.15926513,0.835545355,0.427130989,0.491322675,-6.828013932
Rv3567c,-0.182546743,10.45777126,-0.831106273,0.429494596,0.493896729,-6.831817869
Rv3239c,-0.187464724,9.711226471,-0.830882292,0.429614095,0.493896729,-6.83200935
Rv2282c,0.178274306,6.959875756,0.830649347,0.429738401,0.493898602,-6.832208448
Rv2833c,0.273868052,7.639973859,0.828258635,0.431015592,0.495225107,-6.834249067
Rv1096,0.266019577,10.52017414,0.826005147,0.432221874,0.496469405,-6.836168009
Rv3575c,0.241151205,7.790114792,0.823311351,0.433666905,0.497987153,-6.838456092
Rv1753c,0.20714701,9.100372511,0.821062373,0.43487587,0.499233035,-6.840361508
Rv2676c,-0.239251017,11.39259505,-0.819618243,0.435653401,0.499983065,-6.8415827
Rv0636,0.24972815,12.7348633,0.818710923,0.436142397,0.500401622,-6.84234902
Rv0294,0.250435498,8.05949113,0.816350669,0.437416212,0.501675359,-6.844339112
Rv3710,0.182682837,12.51170576,0.816192281,0.437501785,0.501675359,-6.844472486
Rv2294,0.404559237,8.573592143,0.815850802,0.437686315,0.50174405,-6.84475996
Rv0468,0.358595905,10.16845781,0.815523605,0.437863177,0.501803914,-6.845035314
Rv2339,-0.242581494,8.712002993,-0.813455455,0.438982224,0.502943208,-6.846773608
Rv1255c,0.191553264,8.527505055,0.809597635,0.441074863,0.505196984,-6.850006104
Rv3629c,-0.335039838,10.27866013,-0.807795995,0.442054477,0.506175007,-6.851511234
Rv0756c,0.232676303,10.70729484,0.806313316,0.442861772,0.506955216,-6.852747754
Rv3500c,-0.204574486,8.104470078,-0.803490334,0.444401618,0.508533613,-6.855096704
Rv3868,-0.187190487,13.23473748,-0.803322574,0.44449324,0.508533613,-6.855236073
Rv1501,0.446502851,9.305760229,0.80219471,0.445109556,0.509094055,-6.856172416
Rv2126c,-0.175621603,10.88119765,-0.801185581,0.445661483,0.509580554,-6.857009235
Rv0755c,0.2033128,11.78290717,0.800106343,0.446252269,0.510111196,-6.857903197
Rv2094c,0.171228083,13.40028058,0.798425858,0.44717324,0.511018865,-6.859293138
Rv2756c,-0.220042234,8.867154705,-0.795891901,0.448564381,0.512463166,-6.861384268
Rv2954c,-0.20868099,12.35551881,-0.793155352,0.450070031,0.514037431,-6.863636197
Rv2502c,0.248314478,9.529090463,0.791395426,0.451040144,0.514999325,-6.865080945
Rv0416,0.25514436,10.92604401,0.789965424,0.451829433,0.515754266,-6.866252829
Rv0314c,0.15470384,11.91596726,0.787119456,0.453403031,0.517403799,-6.868579683
Rv0607,0.32704652,8.866657593,0.786417523,0.453791712,0.517700604,-6.869152473
Rv3522,-0.17238128,9.06791114,-0.785343257,0.454386997,0.518232876,-6.870028245
Rv1920,0.245030247,9.161084533,0.784083049,0.455085988,0.518883089,-6.87105429
Rv1050,0.192986387,7.160898004,0.78331164,0.455514215,0.519224301,-6.871681662
Rv2218,-0.238645363,11.58986182,-0.781652246,0.4564363,0.520128091,-6.873029417
Rv0893c,0.441526257,8.700676245,0.772729757,0.461415721,0.525653564,-6.880234015
Rv1891,0.190006417,11.61040923,0.771394882,0.462163784,0.52635683,-6.881305745
Rv2219A,0.203023057,11.15750143,0.770540541,0.462642979,0.526753572,-6.881990828
Rv1250,0.306686736,8.957071828,0.767363884,0.464427642,0.528636044,-6.884532387
Rv0216,0.24451901,8.245223577,0.766425302,0.464955816,0.529087652,-6.885281584
Rv3518c,-0.175940083,11.43889614,-0.763634614,0.466528586,0.530601472,-6.887504484
Rv2266,-0.172813658,9.162058447,-0.763597139,0.46654973,0.530601472,-6.887534287
Rv0117,-0.162520287,9.168755965,-0.762995584,0.466889223,0.53083762,-6.88801251
Rv0455c,-0.262551627,12.19397503,-0.760274094,0.468427164,0.532435845,-6.890171954
Rv0466,0.199584623,11.5780541,0.750729884,0.47384706,0.53844433,-6.897692115
Rv2943,-0.207100597,9.224957665,-0.74841008,0.475170601,0.539795948,-6.899507471
Rv1071c,-0.281144788,8.665927832,-0.743075494,0.478223357,0.543110644,-6.903663453
Rv3248c,0.166483547,13.02320088,0.738665365,0.480756712,0.545833763,-6.907079626
Rv1507c,0.397567669,10.2098892,0.738405756,0.480906114,0.545849454,-6.90728017
Rv1460,-0.327947257,11.50504926,-0.738161671,0.481046608,0.545855029,-6.907468666
Rv0665,-0.275013806,8.472343197,-0.736021996,0.48227934,0.54709964,-6.909118709
Rv0334,-0.267592152,9.918520498,-0.735659325,0.482488488,0.547182719,-6.909397973
Rv0152c,0.15632346,7.970857353,0.732513632,0.484305039,0.549088169,-6.911815162
Rv2757c,0.212025705,7.803871692,0.727788096,0.4870422,0.552036007,-6.915429256
Rv1784,-0.22249752,12.34854768,-0.724093888,0.48918891,0.55431313,-6.918240288
Rv1568,-0.20445596,8.861401112,-0.721638026,0.490619372,0.5557776,-6.920102068
Rv2562,0.3239515,8.521699304,0.720472809,0.491299011,0.556390947,-6.920983469
Rv1531,0.287067278,9.069495268,0.719786619,0.491699528,0.556687936,-6.921501934
Rv1803c,0.174573865,10.33370153,0.719091529,0.492105453,0.556990878,-6.922026681
Rv3437,0.204163552,9.760534224,0.718817607,0.492265479,0.557015407,-6.922233351
Rv2996c,0.220845613,11.80032428,0.717381577,0.493104958,0.557808531,-6.923315682
Rv3283,-0.152058313,12.9000758,-0.71659593,0.49356462,0.558171675,-6.923907013
Rv0310c,0.273122436,8.396841286,0.716342562,0.493712918,0.558182591,-6.924097593
Rv1001,0.146837683,10.75285702,0.715289787,0.494329417,0.558722693,-6.924888842
Rv0259c,0.263470806,7.026886678,0.714208393,0.494963186,0.559282006,-6.925700532
Rv3780,-0.23437671,11.58157046,-0.713533173,0.495359172,0.559572398,-6.9262068
Rv2674,-0.145493963,11.5002718,-0.713100635,0.495612943,0.559702022,-6.926530888
Rv2556c,-0.169766047,12.44297692,-0.708356013,0.498402039,0.562693945,-6.930074495
Rv0639,-0.14384914,13.56165075,-0.707957193,0.498636936,0.562801319,-6.930371409
Rv3769,-0.239088693,11.21746547,-0.705062641,0.500343867,0.564569621,-6.932521916
Rv2975c,-0.154821439,9.479638392,-0.702809306,0.501675223,0.565913266,-6.934190633
Rv3770B,0.23121018,8.321823492,0.702482096,0.501868737,0.565972979,-6.934432557
Rv1744c,0.266492866,8.685090582,0.701953961,0.502181179,0.566166739,-6.934822825
Rv0136,-0.181214536,8.941543497,-0.701420805,0.502496715,0.566363879,-6.935216539
Rv0643c,0.334102653,10.60882154,0.699287581,0.503760465,0.56762934,-6.936789187
Rv1227c,0.25255047,11.11722565,0.696692728,0.505300383,0.569205188,-6.938696428
Rv2071c,0.140899471,6.963755266,0.695575141,0.505964525,0.569793896,-6.939515926
Rv0787,-0.262484639,9.361611083,-0.694706488,0.506481113,0.570216153,-6.940152081
Rv3801c,-0.13740756,13.47083013,-0.693876278,0.506975148,0.570612789,-6.940759423
Rv3480c,-0.176824045,10.24591547,-0.692530527,0.507776608,0.571355121,-6.941742539
Rv1550,0.218996233,7.940730813,0.691713563,0.508263536,0.571743223,-6.942338531
Rv0011c,-0.263677533,11.44823648,-0.690874494,0.508763943,0.572146267,-6.942949998
Rv2381c,0.139677286,7.842607269,0.688794566,0.510005704,0.573382565,-6.944462888
Rv3071,0.211027785,8.533219192,0.687901687,0.510539351,0.573822286,-6.945111102
Rv3583c,0.146248913,14.35305742,0.686809611,0.511192525,0.574396066,-6.945902912
Rv3444c,0.138884179,6.773642039,0.686057224,0.511642832,0.574741641,-6.946447778
Rv3196,0.144624576,7.565235073,0.685659516,0.511880962,0.574848746,-6.946735577
Rv2806,-0.14383625,8.020170095,-0.682352409,0.51386378,0.57691455,-6.949122984
Rv1667c,0.245732585,9.827713755,0.681940459,0.514111103,0.577031308,-6.949419651
Rv2786c,-0.150960477,10.2266606,-0.681081939,0.514626772,0.577449103,-6.950037402
Rv3466,0.25057021,10.01100904,0.680538741,0.514953208,0.577558285,-6.950427904
Rv2191,-0.199252189,7.886222076,-0.680442612,0.51501099,0.577558285,-6.950496981
Rv3649,0.142059759,7.838209543,0.678586522,0.516127456,0.57861706,-6.951829046
Rv2091c,-0.133827687,12.97307729,-0.678158679,0.516385023,0.57861706,-6.952135637
Rv2840c,-0.134409357,13.38126281,-0.678156619,0.516386263,0.57861706,-6.952137113
Rv1615,0.1510999,12.49623176,0.672265776,0.519940687,0.582437731,-6.956340884
Rv2965c,-0.19093876,10.35652629,-0.671819799,0.520210392,0.582561186,-6.956657802
Rv3034c,0.227573745,10.53919076,0.671605047,0.520340294,0.582561186,-6.956810342
Rv0391,-0.29232115,10.82832349,-0.669027037,0.521901275,0.584146381,-6.958638103
Rv0532,-0.137573933,13.02194302,-0.665785999,0.523867785,0.586184464,-6.960927004
Rv2494,-0.22194089,9.360308147,-0.664181164,0.524843198,0.587112731,-6.962056689
Rv0401,-0.157042472,9.892633296,-0.661852746,0.526260372,0.588534516,-6.963691372
Rv0644c,0.26019898,10.92120273,0.661544395,0.526448223,0.588581101,-6.963907466
Rv3796,-0.24562078,8.329243264,-0.661073834,0.526734971,0.588738199,-6.964237063
Rv2603c,0.167796363,11.38839257,0.659105126,0.527935685,0.589916477,-6.965613729
Rv3207c,-0.15945126,12.80727402,-0.658796598,0.528124006,0.589963166,-6.965829139
Rv2072c,0.167975195,7.63328918,0.657922282,0.5286579,0.590395757,-6.966439086
Rv0309,-0.20352442,11.76168715,-0.65646225,0.529550185,0.591228243,-6.967456019
Rv3790,-0.146201596,7.982268502,-0.656154746,0.52973823,0.59127422,-6.967669941
Rv2573,0.203750893,7.749293111,0.655688296,0.53002355,0.591428717,-6.967994266
Rv1298,0.136961837,13.80885767,0.652063952,0.532243674,0.593741489,-6.970507212
Rv0653c,0.234691711,9.469450189,0.651234353,0.532752641,0.594144635,-6.971080651
Rv1597,-0.167714197,11.30739601,-0.64953897,0.533793688,0.595140788,-6.972250497
Rv3843c,-0.14919343,12.43656046,-0.648938806,0.53416251,0.595279303,-6.972663963
Rv1363c,-0.219656059,9.572589981,-0.648855622,0.534213642,0.595279303,-6.972721242
Rv3187,0.25247972,10.75618136,0.648005204,0.534736548,0.595697106,-6.973306456
Rv1552,0.143494992,7.486841622,0.645692729,0.53616,0.59711761,-6.974894279
Rv1761c,-0.404885204,8.085296296,-0.639781754,0.539808836,0.601015037,-6.978929652
Rv2925c,-0.12878265,12.95343773,-0.638873809,0.54037062,0.601474181,-6.979546527
Rv2355,0.227375045,10.44724978,0.637905676,0.540970028,0.60197494,-6.980203421
Rv3261,-0.188462914,8.966816947,-0.637109566,0.541463227,0.602357268,-6.98074292
Rv1636,0.151383983,12.33907342,0.635686179,0.542345698,0.603172315,-6.981705984
Rv3408,0.147940783,13.45211704,0.63499052,0.542777303,0.603485618,-6.982175958
Rv2549c,0.160058787,9.28875746,0.634587595,0.543027382,0.603596974,-6.982447954
Rv2237,-0.288295501,9.988088999,-0.633140172,0.543926301,0.604429281,-6.983423749
Rv2498c,0.218414717,10.75659026,0.62866463,0.546711399,0.607356538,-6.986428204
Rv2143,-0.182275632,8.741616973,-0.627494279,0.547441088,0.607937645,-6.987210678
Rv0437c,-0.135988686,10.22903708,-0.627341334,0.547536488,0.607937645,-6.987312836
Rv1783,0.16679554,12.55593488,0.626848445,0.547843997,0.608111369,-6.987641903
Rv2689c,-0.183163748,7.991621746,-0.625841621,0.548472461,0.60864116,-6.988313358
Rv0917,-0.129610024,8.649553822,-0.625420389,0.548735523,0.608662584,-6.988593989
Rv3875,-0.157747323,14.0035934,-0.625326553,0.548794133,0.608662584,-6.98865648
Rv0680c,-0.2138145,11.63037431,-0.623626355,0.549856734,0.609673151,-6.989787277
Rv3661,0.150991933,11.1688532,0.619809523,0.552246599,0.612154407,-6.992315645
Rv3460c,0.140172263,13.72357335,0.614939249,0.555304872,0.615375011,-6.995521325
Rv2701c,-0.160629112,9.049271526,-0.612426542,0.556886569,0.616957988,-6.997166211
Rv2578c,0.216046353,8.138955874,0.609258687,0.558884393,0.618861529,-6.999231222
Rv2709,0.16000019,12.08489859,0.60921464,0.558912201,0.618861529,-6.999259866
Rv1089,0.132805994,7.317218116,0.60861664,0.559289809,0.619109367,-6.999648558
Rv1332,-0.135730267,12.77394523,-0.608004278,0.559676638,0.619367275,-7.000046224
Rv0353,-0.1426017,12.80798189,-0.607411794,0.560051058,0.619611311,-7.000430634
Rv3563,0.147413827,7.879774475,0.60621208,0.56080966,0.620280135,-7.001207973
Rv1037c,0.128284323,14.16899288,0.605683365,0.561144165,0.620345149,-7.0015501
Rv1058,0.234204832,9.09364155,0.605632091,0.56117661,0.620345149,-7.001583265
Rv3776,0.240213491,9.769810577,0.604526037,0.561876779,0.620948644,-7.002298048
Rv0097,0.248208118,8.043731929,0.601442114,0.563831657,0.622938049,-7.004284711
Rv1191,-0.154380122,8.028952462,-0.598773106,0.565526673,0.624639337,-7.005996581
Rv3621c,0.187016791,7.85146821,0.598236716,0.565867671,0.624844554,-7.006339773
Rv1827,0.122912433,13.42687855,0.596892565,0.566722704,0.625617112,-7.00719855
Rv0752c,0.251417371,10.10228373,0.596601579,0.566907902,0.625650003,-7.007384228
Rv3562,0.165457461,8.432101012,0.596235171,0.567141151,0.625735893,-7.007617915
Rv2437,0.285319441,7.706587472,0.592221996,0.56969945,0.628386298,-7.010168808
Rv0151c,0.128315478,7.800370279,0.591676978,0.570047391,0.628597863,-7.010514019
Rv3077,0.119117598,7.691636914,0.59121657,0.570341411,0.628749869,-7.010805411
Rv2542,-0.125919347,8.044755867,-0.584721855,0.574498148,0.633158922,-7.014893722
Rv0539,0.238850843,10.98211121,0.583048695,0.575571765,0.634168562,-7.015940223
Rv1899c,0.124486113,12.98975779,0.57689965,0.579527111,0.638351888,-7.019762516
Rv3186,0.305183423,11.2720678,0.575322518,0.580544041,0.639297131,-7.020736858
Rv1523,0.226296784,8.265630671,0.573768492,0.581547046,0.640226526,-7.02169452
Rv3828c,0.17504379,10.59340788,0.571475826,0.583028548,0.641682048,-7.023103003
Rv2063,0.166820653,9.124004699,0.570113386,0.583909939,0.642476473,-7.023937543
Rv1174c,-0.117359833,13.44380962,-0.567637998,0.585513211,0.644064532,-7.025449094
Rv2755c,-0.306182497,8.517326557,-0.566955845,0.585955459,0.644374946,-7.02586457
Rv3438,-0.200723318,10.29119514,-0.565838649,0.58668015,0.644995708,-7.02654402
Rv1054,0.319895672,10.41707296,0.560102969,0.590408492,0.648917442,-7.030012793
Rv3849,-0.20258546,11.55881947,-0.559508146,0.590795886,0.649166003,-7.030370653
Rv1061,-0.217665404,9.117637854,-0.55888126,0.591204313,0.649437534,-7.030747422
Rv1088,-0.257980368,10.2468351,-0.556644678,0.592662743,0.65086203,-7.032088456
Rv3403c,-0.147521746,9.185959414,-0.554783565,0.593877835,0.65192104,-7.033200564
Rv0771,-0.229229781,7.633328348,-0.5546717,0.593950913,0.65192104,-7.033267299
Rv3201c,0.115415241,7.901965993,0.552717821,0.595228117,0.653144835,-7.034430905
Rv0788,0.117653073,12.06770594,0.551103639,0.596284395,0.654125607,-7.035389336
Rv2027c,-0.161562894,9.507782451,-0.55051927,0.596667042,0.654367069,-7.035735668
Rv1038c,0.12150133,14.40540093,0.549401964,0.597399029,0.654991419,-7.0363969
Rv1147,0.142984052,7.33204724,0.548337317,0.598096969,0.655578109,-7.037025807
Rv1729c,0.113863377,8.287007373,0.546404632,0.599365087,0.656789287,-7.038164585
Rv0952,-0.169758707,11.51120847,-0.543949162,0.60097832,0.658377881,-7.039606009
Rv3740c,0.189455686,8.33241981,0.54319615,0.601473513,0.658741122,-7.040046837
Rv2338c,-0.220984914,8.885510742,-0.541290407,0.602727743,0.659935244,-7.041159959
Rv3728,-0.164485814,8.776164026,-0.538378352,0.604646965,0.661666534,-7.042853822
Rv0536,0.141223687,9.029428221,0.538255744,0.604727843,0.661666534,-7.042924954
Rv2637,-0.14987809,9.939932092,-0.538095751,0.604833391,0.661666534,-7.043017751
Rv1148c,0.127820043,10.58326591,0.537894232,0.604966347,0.661666534,-7.043134597
Rv1216c,0.201429987,9.89565184,0.529499685,0.610518651,0.667525459,-7.047965733
Rv2714,0.18920715,10.90167524,0.529294336,0.61065481,0.667525459,-7.048083025
Rv1872c,-0.103906397,14.3733144,-0.527383132,0.611922824,0.668729992,-7.049172635
Rv2115c,-0.108067647,13.15982388,-0.523733629,0.614347991,0.671198104,-7.05124305
Rv3564,-0.116431184,8.636872227,-0.520454385,0.616531411,0.67340083,-7.053091947
Rv2202c,0.106673447,13.2541395,0.518247293,0.618003242,0.674750444,-7.054330228
Rv0928,0.186533128,10.21525195,0.518098931,0.618102245,0.674750444,-7.054413289
Rv0272c,0.152078811,10.18859014,0.516049022,0.61947101,0.676061341,-7.055558662
Rv3760,0.174418805,8.733620822,0.511304511,0.622645046,0.679078373,-7.058193306
Rv1780,-0.194654954,10.7115911,-0.511229439,0.622695337,0.679078373,-7.058234811
Rv0164,-0.137869807,12.56045449,-0.511160503,0.622741518,0.679078373,-7.058272918
Rv0817c,0.171497443,8.338506338,0.509183382,0.624066779,0.680339251,-7.059363796
Rv1217c,0.140097193,10.01147491,0.506663185,0.625758167,0.681998478,-7.060748565
Rv1908c,0.105906103,12.34937993,0.505454184,0.626570403,0.682698901,-7.061410584
Rv0210,-0.127785619,8.338937841,-0.504516348,0.627200835,0.683180991,-7.061923096
Rv2353c,-0.256001816,8.358675365,-0.504291188,0.627352241,0.683180991,-7.06204601
Rv3600c,-0.149309103,11.95630521,-0.50362202,0.627802324,0.683486251,-7.062410999
Rv3286c,-0.135252484,10.14587103,-0.501987493,0.628902402,0.684498802,-7.063300619
Rv0594,0.14392257,8.243855678,0.501450104,0.629264293,0.684523558,-7.063592508
Rv3863,-0.145198283,10.51946538,-0.50144876,0.629265198,0.684523558,-7.063593238
Rv3893c,-0.195179191,9.726529481,-0.500336392,0.630014632,0.684978483,-7.064196498
